msa,race,income,age,naics,wfh,essential,sick,p_race_inc
1600,1,2,5,52,1,0,1,.042614486
1600,2,2,5,52,1,0,1,.025046568
1600,3,2,5,52,1,0,1,.10719512
1600,3,1,5,52,1,0,1,.034811039
1600,2,1,5,52,1,0,1,.0010143601
1600,2,3,5,52,1,0,1,.043164082
1600,1,1,5,53,0,0,0,.020899763
1600,2,3,5,53,0,0,0,.042572852
1600,3,3,5,53,0,0,0,.52518976
1600,2,1,5,53,0,0,0,.018094571
1600,2,2,5,53,0,0,0,.051423173
1600,3,2,5,53,0,0,0,.19312395
1600,1,3,5,53,0,0,0,.054952566
1600,1,2,5,53,0,0,0,.06306304
1600,3,1,5,53,0,0,0,.030680351
1600,3,2,5,53,1,0,0,.1601727
1600,1,1,5,53,1,0,0,.0098171532
1600,2,1,5,53,1,0,0,.0065057371
1600,3,1,5,53,1,0,0,.023623684
1600,2,2,5,53,1,0,0,.022781318
1600,1,2,5,53,1,0,0,.034932699
1600,1,3,5,53,1,0,0,.05247898
1600,3,3,5,53,1,0,0,.65098381
1600,2,3,5,53,1,0,0,.038703863
1600,3,1,5,53,0,0,1,.049546022
1600,3,3,5,53,0,0,1,.44878429
1600,1,1,5,53,0,0,1,.019956706
1600,3,2,5,53,0,0,1,.17268522
1600,2,1,5,53,0,0,1,.028033335
1600,1,2,5,53,0,0,1,.083905339
1600,2,2,5,53,0,0,1,.087761849
1600,2,3,5,53,0,0,1,.050795559
1600,1,3,5,53,0,0,1,.058531657
1600,1,3,5,53,1,0,1,.05917925
1600,2,2,5,53,1,0,1,.041162994
1600,3,3,5,53,1,0,1,.58894247
1600,3,1,5,53,1,0,1,.040390324
1600,2,3,5,53,1,0,1,.048890948
1600,2,1,5,53,1,0,1,.010670976
1600,1,1,5,53,1,0,1,.0099246288
1600,3,2,5,53,1,0,1,.15163127
1600,1,2,5,53,1,0,1,.049207129
1600,2,1,5,54,0,0,0,.0017679542
1600,2,3,5,54,0,0,0,.040292025
1600,3,2,5,54,0,0,0,.12901732
1600,1,3,5,54,0,0,0,.054544173
1600,1,2,5,54,0,0,0,.01754738
1600,3,3,5,54,0,0,0,.72782177
1600,1,1,5,54,0,0,0,.0048030661
1600,3,1,5,54,0,0,0,.012832991
1600,2,2,5,54,0,0,0,.011373348
1600,2,2,5,54,1,0,0,.0080200853
1600,2,1,5,54,1,0,0,.0013152916
1600,1,3,5,54,1,0,0,.053071704
1600,3,1,5,54,1,0,0,.011194646
1600,3,3,5,54,1,0,0,.76166141
1600,2,3,5,54,1,0,0,.038683504
1600,1,2,5,54,1,0,0,.01335104
1600,1,1,5,54,1,0,0,.0035654756
1600,3,2,5,54,1,0,0,.10913679
1600,1,3,5,54,0,0,1,.050982531
1600,1,1,5,54,0,0,1,.0066256048
1600,2,2,5,54,0,0,1,.031400762
1600,2,3,5,54,0,0,1,.043975737
1600,3,1,5,54,0,0,1,.039058376
1600,3,2,5,54,0,0,1,.12608652
1600,3,3,5,54,0,0,1,.65546608
1600,2,1,5,54,0,0,1,.0084045213
1600,1,2,5,54,0,0,1,.037999857
1600,2,3,5,54,1,0,1,.04305001
1600,3,2,5,54,1,0,1,.10875398
1600,3,1,5,54,1,0,1,.034741618
1600,1,1,5,54,1,0,1,.0050150794
1600,1,3,5,54,1,0,1,.050581235
1600,1,2,5,54,1,0,1,.029480726
1600,2,1,5,54,1,0,1,.0063755461
1600,3,3,5,54,1,0,1,.69942391
1600,2,2,5,54,1,0,1,.022577938
1600,1,3,5,55,0,0,0,.088639744
1600,3,3,5,55,0,0,0,.67521197
1600,2,2,5,55,0,0,0,.034927446
1600,2,3,5,55,0,0,0,.018394697
1600,1,2,5,55,0,0,0,.02516284
1600,1,1,5,55,0,0,0,.044998165
1600,3,1,5,55,0,0,0,.0081271045
1600,3,2,5,55,0,0,0,.10453811
1600,2,2,5,55,1,0,0,.016175698
1600,1,1,5,55,1,0,0,.02261455
1600,3,2,5,55,1,0,0,.080942325
1600,2,3,5,55,1,0,0,.017017461
1600,3,1,5,55,1,0,0,.0049639642
1600,1,3,5,55,1,0,0,.09123639
1600,1,2,5,55,1,0,0,.015306356
1600,3,3,5,55,1,0,0,.75174326
1600,2,3,5,55,0,0,1,.018304748
1600,3,3,5,55,0,0,1,.59927875
1600,3,2,5,55,0,0,1,.1084765
1600,1,1,5,55,0,0,1,.049107369
1600,3,1,5,55,0,0,1,.013961575
1600,1,2,5,55,0,0,1,.038005505
1600,2,2,5,55,0,0,1,.0865096
1600,1,3,5,55,0,0,1,.086355962
1600,2,3,5,55,1,0,1,.017761851
1600,1,3,5,55,1,0,1,.093229696
1600,3,1,5,55,1,0,1,.0089443652
1600,2,2,5,55,1,0,1,.042022593
1600,1,1,5,55,1,0,1,.02588583
1600,1,2,5,55,1,0,1,.024248285
1600,3,2,5,55,1,0,1,.088096581
1600,3,3,5,55,1,0,1,.69981086
1600,3,2,5,56,0,0,0,.20727915
1600,1,2,5,56,0,0,0,.084560953
1600,3,1,5,56,0,0,0,.046953101
1600,2,2,5,56,0,0,0,.16471075
1600,1,1,5,56,0,0,0,.080463573
1600,1,3,5,56,0,0,0,.038361929
1600,3,3,5,56,0,0,0,.29075998
1600,2,3,5,56,0,0,0,.04707424
1600,2,1,5,56,0,0,0,.03983634
1600,1,2,5,56,1,0,0,.054093245
1600,1,1,5,56,1,0,0,.031575788
1600,3,3,5,56,1,0,0,.56028932
1600,3,2,5,56,1,0,0,.18479529
1600,2,1,5,56,1,0,0,.0078436853
1600,1,3,5,56,1,0,0,.046288673
1600,3,1,5,56,1,0,0,.02691629
1600,2,3,5,56,1,0,0,.037754495
1600,2,2,5,56,1,0,0,.050443221
1600,1,2,5,56,0,0,1,.086150914
1600,3,2,5,56,0,0,1,.16907366
1600,3,3,5,56,0,0,1,.23518673
1600,3,1,5,56,0,0,1,.058535744
1600,2,2,5,56,0,0,1,.23368832
1600,1,3,5,56,0,0,1,.052197892
1600,2,1,5,56,0,0,1,.059159674
1600,2,3,5,56,0,0,1,.045702159
1600,1,1,5,56,0,0,1,.060304902
1600,2,3,5,56,1,0,1,.040766586
1600,3,2,5,56,1,0,1,.16764612
1600,1,3,5,56,1,0,1,.070050225
1600,3,3,5,56,1,0,1,.50404912
1600,3,1,5,56,1,0,1,.037321091
1600,1,1,5,56,1,0,1,.026320236
1600,2,1,5,56,1,0,1,.012955339
1600,1,2,5,56,1,0,1,.061293628
1600,2,2,5,56,1,0,1,.079597645
1600,1,2,5,61,0,0,0,.062306788
1600,3,2,5,61,0,0,0,.17018132
1600,2,2,5,61,0,0,0,.041851711
1600,3,3,5,61,0,0,0,.56887323
1600,1,3,5,61,0,0,0,.0690777
1600,1,1,5,61,0,0,0,.018331587
1600,2,3,5,61,0,0,0,.048741762
1600,3,1,5,61,0,0,0,.016046427
1600,2,1,5,61,0,0,0,.0045894766
1600,1,1,5,61,1,0,0,.0076034856
1600,1,3,5,61,1,0,0,.072485365
1600,2,2,5,61,1,0,0,.022048779
1600,1,2,5,61,1,0,0,.035860587
1600,2,3,5,61,1,0,0,.04818625
1600,3,3,5,61,1,0,0,.67020828
1600,2,1,5,61,1,0,0,.0020515644
1600,3,2,5,61,1,0,0,.13009416
1600,3,1,5,61,1,0,0,.011461526
1600,2,2,5,61,0,0,1,.086314902
1600,2,1,5,61,0,0,1,.017015697
1600,3,2,5,61,0,0,1,.14934818
1600,3,1,5,61,0,0,1,.035031352
1600,1,2,5,61,0,0,1,.091962226
1600,3,3,5,61,0,0,1,.47951901
1600,2,3,5,61,0,0,1,.045679588
1600,1,1,5,61,0,0,1,.022253577
1600,1,3,5,61,0,0,1,.072875515
1600,2,1,5,61,1,0,1,.0080832159
1600,3,3,5,61,1,0,1,.60036117
1600,3,2,5,61,1,0,1,.12132722
1600,2,3,5,61,1,0,1,.047990631
1600,1,1,5,61,1,0,1,.0098090041
1600,1,2,5,61,1,0,1,.056247588
1600,1,3,5,61,1,0,1,.081265554
1600,3,1,5,61,1,0,1,.026590921
1600,2,2,5,61,1,0,1,.048324741
1600,2,3,5,62,0,1,0,.036652766
1600,2,2,5,62,0,1,0,.034017712
1600,2,1,5,62,0,1,0,.0076727853
1600,3,2,5,62,0,1,0,.16313459
1600,3,3,5,62,0,1,0,.50515765
1600,1,3,5,62,0,1,0,.083481424
1600,1,2,5,62,0,1,0,.097784549
1600,3,1,5,62,0,1,0,.024081126
1600,1,1,5,62,0,1,0,.048017461
1600,3,1,5,62,0,1,1,.037940148
1600,2,2,5,62,0,1,1,.062788978
1600,2,1,5,62,0,1,1,.014497166
1600,1,1,5,62,0,1,1,.05289536
1600,3,3,5,62,0,1,1,.43396977
1600,3,2,5,62,0,1,1,.14455631
1600,1,2,5,62,0,1,1,.11590443
1600,1,3,5,62,0,1,1,.10301704
1600,2,3,5,62,0,1,1,.034430835
1600,1,1,5,71,0,0,0,.025182417
1600,1,2,5,71,0,0,0,.03489612
1600,3,1,5,71,0,0,0,.041231535
1600,2,1,5,71,0,0,0,.01101759
1600,2,2,5,71,0,0,0,.11978735
1600,3,2,5,71,0,0,0,.24875489
1600,2,3,5,71,0,0,0,.038895875
1600,3,3,5,71,0,0,0,.45474309
1600,1,3,5,71,0,0,0,.025491102
1600,2,3,5,71,1,0,0,.034888923
1600,1,2,5,71,1,0,0,.020163359
1600,3,1,5,71,1,0,0,.037049599
1600,3,3,5,71,1,0,0,.61079431
1600,3,2,5,71,1,0,0,.20594415
1600,1,1,5,71,1,0,0,.012748935
1600,2,1,5,71,1,0,0,.0059443479
1600,2,2,5,71,1,0,0,.047155704
1600,1,3,5,71,1,0,0,.025310706
1600,2,1,5,71,0,0,1,.019962603
1600,2,3,5,71,0,0,1,.031182619
1600,2,2,5,71,0,0,1,.18819433
1600,1,2,5,71,0,0,1,.037438147
1600,1,1,5,71,0,0,1,.027310601
1600,3,3,5,71,0,0,1,.38316882
1600,3,2,5,71,0,0,1,.20916314
1600,1,3,5,71,0,0,1,.037780516
1600,3,1,5,71,0,0,1,.065799184
1600,2,1,5,71,1,0,1,.011547042
1600,2,3,5,71,1,0,1,.029986972
1600,2,2,5,71,1,0,1,.079426572
1600,3,2,5,71,1,0,1,.18565172
1600,1,3,5,71,1,0,1,.04021791
1600,3,1,5,71,1,0,1,.063388504
1600,1,2,5,71,1,0,1,.023191886
1600,3,3,5,71,1,0,1,.55176616
1600,1,1,5,71,1,0,1,.014823261
1600,3,3,5,72,0,0,0,.20950629
1600,3,1,5,72,0,0,0,.061076745
1600,2,1,5,72,0,0,0,.041554492
1600,3,2,5,72,0,0,0,.27402499
1600,2,2,5,72,0,0,0,.18911061
1600,2,3,5,72,0,0,0,.070711188
1600,1,3,5,72,0,0,0,.025482915
1600,1,2,5,72,0,0,0,.08048863
1600,1,1,5,72,0,0,0,.04804413
1600,3,2,5,72,1,0,0,.24673325
1600,2,1,5,72,1,0,0,.01582179
1600,3,3,5,72,1,0,0,.42063665
1600,2,3,5,72,1,0,0,.080511354
1600,1,2,5,72,1,0,0,.052818105
1600,2,2,5,72,1,0,0,.087061107
1600,1,1,5,72,1,0,0,.020282045
1600,3,1,5,72,1,0,0,.03782418
1600,1,3,5,72,1,0,0,.038311493
1600,2,1,5,72,0,0,1,.064514294
1600,2,2,5,72,0,0,1,.269279
1600,1,1,5,72,0,0,1,.043911606
1600,3,1,5,72,0,0,1,.076724425
1600,2,3,5,72,0,0,1,.053666648
1600,1,2,5,72,0,0,1,.07179559
1600,3,3,5,72,0,0,1,.16725022
1600,3,2,5,72,0,0,1,.21495733
1600,1,3,5,72,0,0,1,.037900906
1600,2,2,5,72,1,0,1,.13635953
1600,3,2,5,72,1,0,1,.21289448
1600,3,1,5,72,1,0,1,.052263916
1600,1,2,5,72,1,0,1,.051822778
1600,2,1,5,72,1,0,1,.027018938
1600,2,3,5,72,1,0,1,.067212209
1600,1,1,5,72,1,0,1,.020390384
1600,1,3,5,72,1,0,1,.062676437
1600,3,3,5,72,1,0,1,.36936134
1600,1,3,5,92,0,1,0,.1897385
1600,2,1,5,92,0,1,0,.0026732786
1600,2,3,5,92,0,1,0,.065792434
1600,3,1,5,92,0,1,0,.014575965
1600,3,3,5,92,0,1,0,.53067511
1600,1,2,5,92,0,1,0,.08232709
1600,3,2,5,92,0,1,0,.075534277
1600,2,2,5,92,0,1,0,.018935755
1600,1,1,5,92,0,1,0,.019747645
1600,1,3,5,92,0,1,1,.24172501
1600,1,2,5,92,0,1,1,.10771216
1600,2,3,5,92,0,1,1,.058871951
1600,1,1,5,92,0,1,1,.020331157
1600,2,2,5,92,0,1,1,.03800581
1600,3,2,5,92,0,1,1,.064926364
1600,2,1,5,92,0,1,1,.0054680309
1600,3,1,5,92,0,1,1,.021912007
1600,3,3,5,92,0,1,1,.44104749
1600,3,2,6,0,0,0,0,.19740014
1600,2,3,6,0,0,0,0,.021173719
1600,1,2,6,0,0,0,0,.064130373
1600,3,1,6,0,0,0,0,.12607165
1600,2,2,6,0,0,0,0,.094912842
1600,1,3,6,0,0,0,0,.041675504
1600,3,3,6,0,0,0,0,.33673531
1600,2,1,6,0,0,0,0,.019127103
1600,1,1,6,0,0,0,0,.098773405
1600,3,3,6,0,0,0,1,.20549262
1600,2,3,6,0,0,0,1,.02682557
1600,1,2,6,0,0,0,1,.11016165
1600,1,3,6,0,0,0,1,.035676286
1600,2,1,6,0,0,0,1,.063600123
1600,3,2,6,0,0,0,1,.25690803
1600,3,1,6,0,0,0,1,.11121699
1600,2,2,6,0,0,0,1,.084235735
1600,1,1,6,0,0,0,1,.10588303
1600,3,1,6,11,0,1,0,.071300074
1600,3,3,6,11,0,1,0,.70061642
1600,2,2,6,11,0,1,0,.02968581
1600,3,2,6,11,0,1,0,.18880044
1600,2,3,6,11,0,1,0,.0095972717
1600,2,2,6,11,0,1,1,.072744764
1600,2,3,6,11,0,1,1,.015877189
1600,3,1,6,11,0,1,1,.072776712
1600,3,3,6,11,0,1,1,.62725347
1600,3,2,6,11,0,1,1,.21134791
1600,2,2,6,21,0,1,0,.15507238
1600,3,1,6,21,0,1,0,.066245392
1600,3,2,6,21,0,1,0,.31418037
1600,3,3,6,21,0,1,0,.46450183
1600,2,2,6,21,0,1,1,.29350421
1600,3,2,6,21,0,1,1,.30335438
1600,3,3,6,21,0,1,1,.36180851
1600,3,1,6,21,0,1,1,.041332927
1600,1,3,6,22,0,1,0,.13069606
1600,2,1,6,22,0,1,0,.0035516124
1600,1,2,6,22,0,1,0,.027313285
1600,2,3,6,22,0,1,0,.11411637
1600,2,2,6,22,0,1,0,.0026251127
1600,3,3,6,22,0,1,0,.55965638
1600,3,1,6,22,0,1,0,.016591122
1600,3,2,6,22,0,1,0,.14545003
1600,2,1,6,22,0,1,1,.0066347807
1600,1,2,6,22,0,1,1,.038310897
1600,2,2,6,22,0,1,1,.0065033534
1600,2,3,6,22,0,1,1,.14651807
1600,3,2,6,22,0,1,1,.16541694
1600,3,3,6,22,0,1,1,.49761769
1600,3,1,6,22,0,1,1,.013736647
1600,1,3,6,22,0,1,1,.12526163
1600,2,3,6,23,0,0,0,.029163171
1600,1,3,6,23,0,0,0,.02481107
1600,3,2,6,23,0,0,0,.280038
1600,2,1,6,23,0,0,0,.015090168
1600,2,2,6,23,0,0,0,.044095431
1600,1,2,6,23,0,0,0,.021757063
1600,1,1,6,23,0,0,0,.0035770591
1600,3,3,6,23,0,0,0,.51422393
1600,3,1,6,23,0,0,0,.067244105
1600,3,2,6,23,1,0,0,.18986948
1600,2,2,6,23,1,0,0,.011894047
1600,1,1,6,23,1,0,0,.00079134491
1600,2,3,6,23,1,0,0,.023219677
1600,3,1,6,23,1,0,0,.034025919
1600,3,3,6,23,1,0,0,.71156406
1600,2,1,6,23,1,0,0,.0030130988
1600,1,3,6,23,1,0,0,.01858978
1600,1,2,6,23,1,0,0,.0070326296
1600,1,1,6,23,0,0,1,.018657388
1600,3,1,6,23,0,0,1,.045113016
1600,2,3,6,23,0,0,1,.045284256
1600,3,2,6,23,0,0,1,.28753585
1600,1,2,6,23,0,0,1,.023164505
1600,2,2,6,23,0,0,1,.098588772
1600,2,1,6,23,0,0,1,.026217636
1600,3,3,6,23,0,0,1,.43558699
1600,1,3,6,23,0,0,1,.019851621
1600,2,1,6,23,1,0,1,.005721875
1600,2,3,6,23,1,0,1,.039408889
1600,1,3,6,23,1,0,1,.01625737
1600,3,3,6,23,1,0,1,.658813
1600,2,2,6,23,1,0,1,.029066255
1600,1,2,6,23,1,0,1,.0081840083
1600,1,1,6,23,1,0,1,.0045114495
1600,3,1,6,23,1,0,1,.024950719
1600,3,2,6,23,1,0,1,.2130864
1600,3,3,6,31,0,1,0,.54797
1600,1,1,6,31,0,1,0,.0036433565
1600,3,1,6,31,0,1,0,.036654145
1600,3,2,6,31,0,1,0,.20411509
1600,1,3,6,31,0,1,0,.03148555
1600,2,3,6,31,0,1,0,.055542577
1600,2,1,6,31,0,1,0,.011684437
1600,1,2,6,31,0,1,0,.035170965
1600,2,2,6,31,0,1,0,.073733911
1600,3,1,6,31,0,1,1,.024666745
1600,3,3,6,31,0,1,1,.44120044
1600,3,2,6,31,0,1,1,.20392834
1600,2,1,6,31,0,1,1,.019393882
1600,2,2,6,31,0,1,1,.15798678
1600,1,3,6,31,0,1,1,.024179639
1600,2,3,6,31,0,1,1,.076938204
1600,1,2,6,31,0,1,1,.036576949
1600,1,1,6,31,0,1,1,.015129011
1600,3,2,6,42,0,1,0,.1817268
1600,2,3,6,42,0,1,0,.044921607
1600,3,1,6,42,0,1,0,.031483918
1600,1,1,6,42,0,1,0,.00220918
1600,1,3,6,42,0,1,0,.022580722
1600,2,2,6,42,0,1,0,.020141728
1600,3,3,6,42,0,1,0,.67759645
1600,2,1,6,42,0,1,0,.0030916638
1600,1,2,6,42,0,1,0,.01624791
1600,2,3,6,42,0,1,1,.04762657
1600,2,1,6,42,0,1,1,.0053608883
1600,1,3,6,42,0,1,1,.023734992
1600,3,1,6,42,0,1,1,.023146074
1600,3,2,6,42,0,1,1,.20512304
1600,2,2,6,42,0,1,1,.046286773
1600,1,1,6,42,0,1,1,.0063907732
1600,1,2,6,42,0,1,1,.019764397
1600,3,3,6,42,0,1,1,.62256652
1600,1,2,6,44,0,0,0,.039862089
1600,2,3,6,44,0,0,0,.025254162
1600,2,2,6,44,0,0,0,.028166501
1600,1,3,6,44,0,0,0,.022574931
1600,2,1,6,44,0,0,0,.0057258457
1600,3,2,6,44,0,0,0,.31035125
1600,3,3,6,44,0,0,0,.47073284
1600,3,1,6,44,0,0,0,.078327484
1600,1,1,6,44,0,0,0,.019004893
1600,2,3,6,44,1,0,0,.022908701
1600,3,2,6,44,1,0,0,.28391224
1600,2,1,6,44,1,0,0,.0037765109
1600,3,1,6,44,1,0,0,.071527086
1600,1,2,6,44,1,0,0,.030063102
1600,3,3,6,44,1,0,0,.53443748
1600,1,1,6,44,1,0,0,.01314777
1600,1,3,6,44,1,0,0,.021312334
1600,2,2,6,44,1,0,0,.018914768
1600,1,3,6,44,0,0,1,.029430777
1600,2,1,6,44,0,0,1,.0089970734
1600,1,1,6,44,0,0,1,.012527573
1600,2,3,6,44,0,0,1,.019107452
1600,1,2,6,44,0,0,1,.060505785
1600,2,2,6,44,0,0,1,.064960204
1600,3,3,6,44,0,0,1,.39847654
1600,3,1,6,44,0,0,1,.055501897
1600,3,2,6,44,0,0,1,.35049272
1600,3,3,6,44,1,0,1,.46510309
1600,2,1,6,44,1,0,1,.0061006537
1600,2,2,6,44,1,0,1,.044847637
1600,1,3,6,44,1,0,1,.028564742
1600,3,1,6,44,1,0,1,.052106056
1600,2,3,6,44,1,0,1,.017819453
1600,1,2,6,44,1,0,1,.046913166
1600,3,2,6,44,1,0,1,.32963526
1600,1,1,6,44,1,0,1,.0089099985
1600,2,3,6,48,0,1,0,.034720179
1600,3,3,6,48,0,1,0,.43928421
1600,3,2,6,48,0,1,0,.20979619
1600,3,1,6,48,0,1,0,.043566078
1600,2,1,6,48,0,1,0,.0080592707
1600,2,2,6,48,0,1,0,.024785651
1600,1,2,6,48,0,1,0,.12522493
1600,1,3,6,48,0,1,0,.09217757
1600,1,1,6,48,0,1,0,.022385895
1600,1,3,6,48,0,1,1,.097884081
1600,3,1,6,48,0,1,1,.02719171
1600,2,2,6,48,0,1,1,.053429838
1600,1,2,6,48,0,1,1,.13667238
1600,2,1,6,48,0,1,1,.011906211
1600,3,2,6,48,0,1,1,.21010719
1600,2,3,6,48,0,1,1,.042149071
1600,3,3,6,48,0,1,1,.36189187
1600,1,1,6,48,0,1,1,.058767688
1600,1,2,6,51,0,0,0,.036529232
1600,3,2,6,51,0,0,0,.15971561
1600,3,3,6,51,0,0,0,.62793916
1600,3,1,6,51,0,0,0,.046509918
1600,2,1,6,51,0,0,0,.0027069198
1600,1,1,6,51,0,0,0,.012401295
1600,2,2,6,51,0,0,0,.0049245106
1600,2,3,6,51,0,0,0,.019803522
1600,1,3,6,51,0,0,0,.089469872
1600,1,2,6,51,1,0,0,.025749203
1600,1,3,6,51,1,0,0,.080741741
1600,1,1,6,51,1,0,0,.0073066447
1600,3,3,6,51,1,0,0,.683433
1600,3,1,6,51,1,0,0,.041000787
1600,3,2,6,51,1,0,0,.13930172
1600,2,3,6,51,1,0,0,.01795377
1600,2,1,6,51,1,0,0,.0016390292
1600,2,2,6,51,1,0,0,.002874102
1600,2,2,6,51,0,0,1,.016142851
1600,3,3,6,51,0,0,1,.57125074
1600,1,1,6,51,0,0,1,.021358754
1600,1,3,6,51,0,0,1,.065186016
1600,3,2,6,51,0,0,1,.19291241
1600,2,3,6,51,0,0,1,.022373976
1600,2,1,6,51,0,0,1,.0050968877
1600,1,2,6,51,0,0,1,.059048183
1600,3,1,6,51,0,0,1,.046630159
1600,2,1,6,51,1,0,1,.0031590483
1600,3,3,6,51,1,0,1,.63642168
1600,3,2,6,51,1,0,1,.17223014
1600,1,2,6,51,1,0,1,.042605892
1600,1,3,6,51,1,0,1,.060216509
1600,1,1,6,51,1,0,1,.01288151
1600,2,2,6,51,1,0,1,.0096440446
1600,3,1,6,51,1,0,1,.042077839
1600,2,3,6,51,1,0,1,.020763295
1600,1,3,6,52,0,0,0,.056492873
1600,3,1,6,52,0,0,0,.03912016
1600,3,3,6,52,0,0,0,.68585145
1600,3,2,6,52,0,0,0,.15118426
1600,2,3,6,52,0,0,0,.019548841
1600,1,2,6,52,0,0,0,.028200492
1600,2,2,6,52,0,0,0,.0062101851
1600,2,1,6,52,0,0,0,.0036649571
1600,1,1,6,52,0,0,0,.0097267507
1600,1,1,6,52,1,0,0,.0075615491
1600,3,2,6,52,1,0,0,.13442218
1600,2,2,6,52,1,0,0,.0048169391
1600,3,1,6,52,1,0,0,.035318449
1600,2,3,6,52,1,0,0,.019790543
1600,2,1,6,52,1,0,0,.002974757
1600,3,3,6,52,1,0,0,.71640497
1600,1,2,6,52,1,0,0,.023465948
1600,1,3,6,52,1,0,0,.055244684
1600,3,3,6,52,0,0,1,.61982036
1600,1,1,6,52,0,0,1,.0018991706
1600,2,3,6,52,0,0,1,.015025664
1600,2,1,6,52,0,0,1,.005302541
1600,2,2,6,52,0,0,1,.027281892
1600,1,3,6,52,0,0,1,.050151128
1600,1,2,6,52,0,0,1,.048406992
1600,3,2,6,52,0,0,1,.19298808
1600,3,1,6,52,0,0,1,.039124206
1600,2,3,6,52,1,0,1,.015430218
1600,3,1,6,52,1,0,1,.035830118
1600,3,3,6,52,1,0,1,.65674382
1600,1,3,6,52,1,0,1,.04974841
1600,1,1,6,52,1,0,1,.0014976441
1600,3,2,6,52,1,0,1,.174059
1600,2,2,6,52,1,0,1,.021465586
1600,1,2,6,52,1,0,1,.040859327
1600,2,1,6,52,1,0,1,.0043658447
1600,1,1,6,53,0,0,0,.019772395
1600,3,3,6,53,0,0,0,.57166755
1600,2,2,6,53,0,0,0,.024601169
1600,3,2,6,53,0,0,0,.18721427
1600,1,3,6,53,0,0,0,.060123142
1600,2,3,6,53,0,0,0,.032114778
1600,2,1,6,53,0,0,0,.0076354761
1600,3,1,6,53,0,0,0,.032132611
1600,1,2,6,53,0,0,0,.064738661
1600,3,2,6,53,1,0,0,.1613867
1600,2,1,6,53,1,0,0,.003082359
1600,1,1,6,53,1,0,0,.0095040565
1600,2,2,6,53,1,0,0,.010323672
1600,1,3,6,53,1,0,0,.050569151
1600,3,1,6,53,1,0,0,.027608912
1600,2,3,6,53,1,0,0,.025683651
1600,3,3,6,53,1,0,0,.67637068
1600,1,2,6,53,1,0,0,.035470866
1600,3,2,6,53,0,0,1,.22022398
1600,1,3,6,53,0,0,1,.057949036
1600,3,1,6,53,0,0,1,.032206651
1600,3,3,6,53,0,0,1,.47921929
1600,1,2,6,53,0,0,1,.090394996
1600,2,3,6,53,0,0,1,.028856145
1600,1,1,6,53,0,0,1,.031578977
1600,2,1,6,53,0,0,1,.010658484
1600,2,2,6,53,0,0,1,.04891248
1600,2,3,6,53,1,0,1,.024398537
1600,1,1,6,53,1,0,1,.016048016
1600,1,2,6,53,1,0,1,.052363187
1600,3,2,6,53,1,0,1,.20070904
1600,2,1,6,53,1,0,1,.0045490027
1600,3,3,6,53,1,0,1,.59944469
1600,3,1,6,53,1,0,1,.029256504
1600,2,2,6,53,1,0,1,.0217006
1600,1,3,6,53,1,0,1,.051530436
1600,3,2,6,54,0,0,0,.14670645
1600,2,2,6,54,0,0,0,.0035647752
1600,1,2,6,54,0,0,0,.018243076
1600,3,1,6,54,0,0,0,.043110799
1600,2,1,6,54,0,0,0,.0042035845
1600,1,3,6,54,0,0,0,.050515201
1600,3,3,6,54,0,0,0,.69990152
1600,2,3,6,54,0,0,0,.023471089
1600,1,1,6,54,0,0,0,.01028352
1600,1,2,6,54,1,0,0,.014049094
1600,3,3,6,54,1,0,0,.73470712
1600,3,1,6,54,1,0,0,.038929351
1600,2,1,6,54,1,0,0,.002817306
1600,2,2,6,54,1,0,0,.0025195833
1600,3,2,6,54,1,0,0,.12930301
1600,1,3,6,54,1,0,0,.0479091
1600,2,3,6,54,1,0,0,.022003727
1600,1,1,6,54,1,0,0,.007761661
1600,3,1,6,54,0,0,1,.051329106
1600,3,2,6,54,0,0,1,.18106458
1600,2,3,6,54,0,0,1,.028802538
1600,1,1,6,54,0,0,1,.0046912283
1600,3,3,6,54,0,0,1,.66119385
1600,1,3,6,54,0,0,1,.026614696
1600,2,2,6,54,0,0,1,.019992813
1600,1,2,6,54,0,0,1,.026311185
1600,2,3,6,54,1,0,1,.027269432
1600,3,3,6,54,1,0,1,.70095229
1600,1,1,6,54,1,0,1,.0035758703
1600,3,1,6,54,1,0,1,.046809837
1600,3,2,6,54,1,0,1,.16116668
1600,1,3,6,54,1,0,1,.025491755
1600,2,2,6,54,1,0,1,.014270948
1600,1,2,6,54,1,0,1,.020463172
1600,2,3,6,55,0,0,0,.0062454478
1600,1,1,6,55,0,0,0,.023879716
1600,3,3,6,55,0,0,0,.63654017
1600,3,2,6,55,0,0,0,.25213236
1600,1,3,6,55,0,0,0,.022705901
1600,1,2,6,55,0,0,0,.030811543
1600,3,1,6,55,0,0,0,.027684897
1600,1,1,6,55,1,0,0,.008841902
1600,3,2,6,55,1,0,0,.20746429
1600,3,1,6,55,1,0,0,.025150204
1600,3,3,6,55,1,0,0,.71735388
1600,1,2,6,55,1,0,0,.018657958
1600,1,3,6,55,1,0,0,.01744654
1600,2,3,6,55,1,0,0,.0050852397
1600,1,2,6,55,0,0,1,.040870432
1600,3,2,6,55,0,0,1,.30949047
1600,3,1,6,55,0,0,1,.032997757
1600,2,3,6,55,0,0,1,.0088146916
1600,1,1,6,55,0,0,1,.014275383
1600,1,3,6,55,0,0,1,.029215958
1600,3,3,6,55,0,0,1,.56433529
1600,1,3,6,55,1,0,1,.022900267
