age_i,naics_i,contactlvl,age_j,naics_j,num_contact_per_person_day,num_people
0,0,hh,0,0,.54570025,131706
0,0,neighbor,0,0,4.3875451,131706
0,0,school,0,0,1.6681548,131706
0,0,hh,1,0,.88335383,131706
0,0,neighbor,1,0,9.8832779,131706
0,0,hh,2,0,.68506372,131706
0,0,neighbor,2,0,6.6476316,131706
0,0,school,2,0,.0016703871,131706
0,0,hh,2,11,.00034167009,131706
0,0,neighbor,2,11,.0040317071,131706
0,0,hh,2,21,.0041911532,131706
0,0,neighbor,2,21,.043111172,131706
0,0,hh,2,22,.0013439023,131706
0,0,neighbor,2,22,.013188465,131706
0,0,hh,2,23,.096404113,131706
0,0,neighbor,2,23,1.0920612,131706
0,0,hh,2,31,.14180067,131706
0,0,neighbor,2,31,1.7188056,131706
0,0,hh,2,42,.073497035,131706
0,0,neighbor,2,42,.90416533,131706
0,0,hh,2,44,.19128969,131706
0,0,neighbor,2,44,2.1792476,131706
0,0,hh,2,48,.029755669,131706
0,0,neighbor,2,48,.32899034,131706
0,0,hh,2,51,.041061152,131706
0,0,neighbor,2,51,.50073647,131706
0,0,hh,2,52,.083785094,131706
0,0,neighbor,2,52,.9864319,131706
0,0,hh,2,53,.037849452,131706
0,0,neighbor,2,53,.4588781,131706
0,0,hh,2,54,.22073406,131706
0,0,neighbor,2,54,2.7327077,131706
0,0,hh,2,55,.037462227,131706
0,0,neighbor,2,55,.46939394,131706
0,0,hh,2,56,.075273715,131706
0,0,neighbor,2,56,.9116745,131706
0,0,hh,2,61,.021289842,131706
0,0,neighbor,2,61,.25539458,131706
0,0,hh,2,62,.11318391,131706
0,0,neighbor,2,62,1.2865777,131706
0,0,hh,2,71,.016468499,131706
0,0,neighbor,2,71,.18296054,131706
0,0,hh,2,72,.1087422,131706
0,0,neighbor,2,72,1.2781498,131706
0,0,hh,2,81,.068576984,131706
0,0,neighbor,2,81,.79842985,131706
0,0,hh,2,92,.00021259472,131706
0,0,neighbor,2,92,.0031054015,131706
0,0,hh,3,0,.036809258,131706
0,0,neighbor,3,0,1.3585106,131706
0,0,hh,3,11,.000030370675,131706
0,0,neighbor,3,11,.00097186159,131706
0,0,hh,3,21,.00025055805,131706
0,0,neighbor,3,21,.0086936057,131706
0,0,hh,3,22,.000098704688,131706
