age_i,naics_i,contactlvl,age_j,naics_j,num_contact_per_person_day,num_people
1,0,hh,1,0,1.22359,1640713
1,0,neighbor,1,0,12.234305,1640713
1,0,school,1,0,17.180523,1640713
1,0,hh,2,0,0.72515547,1640713
1,0,neighbor,2,0,10.295872,1640713
1,0,school,2,0,0.5381971,1640713
1,0,hh,2,11,0.000157249,1640713
1,0,neighbor,2,11,0.001874185,1640713
1,0,hh,2,21,0.000118241,1640713
1,0,neighbor,2,21,0.001344537,1640713
1,0,hh,2,22,0.004620552,1640713
1,0,neighbor,2,22,0.064892523,1640713
1,0,hh,2,23,0.053051326,1640713
1,0,neighbor,2,23,0.74477863,1640713
1,0,hh,2,31,0.071955912,1640713
1,0,neighbor,2,31,1.0377159,1640713
1,0,hh,2,42,0.056629039,1640713
1,0,neighbor,2,42,0.8669042,1640713
1,0,hh,2,44,0.1281967,1640713
1,0,neighbor,2,44,1.9065107,1640713
1,0,hh,2,48,0.063540667,1640713
1,0,neighbor,2,48,1.0156407,1640713
1,0,hh,2,51,0.03360673,1640713
1,0,neighbor,2,51,0.55101347,1640713
1,0,hh,2,52,0.0928066,1640713
1,0,neighbor,2,52,1.5436977,1640713
1,0,hh,2,53,0.033889536,1640713
1,0,neighbor,2,53,0.53940576,1640713
1,0,hh,2,54,0.083245516,1640713
1,0,neighbor,2,54,1.3149021,1640713
1,0,hh,2,55,0.03178801,1640713
1,0,neighbor,2,55,0.49122912,1640713
1,0,hh,2,56,0.051369742,1640713
1,0,neighbor,2,56,0.79558337,1640713
1,0,hh,2,61,0.061138052,1640713
1,0,neighbor,2,61,1.0270962,1640713
1,0,hh,2,62,0.20615914,1640713
1,0,neighbor,2,62,3.1456933,1640713
1,0,hh,2,71,0.019070977,1640713
1,0,neighbor,2,71,0.2998684,1640713
1,0,hh,2,72,0.071106888,1640713
1,0,neighbor,2,72,1.11235,1640713
1,0,hh,2,81,0.05619508,1640713
1,0,neighbor,2,81,0.84636986,1640713
1,0,hh,2,92,0.000427253,1640713
1,0,neighbor,2,92,0.005870618,1640713
1,0,hh,3,0,0.088242121,1640713
1,0,neighbor,3,0,2.4820337,1640713
1,0,hh,3,11,2.74271E-05,1640713
1,0,neighbor,3,11,0.000394341,1640713
1,0,hh,3,21,2.07227E-05,1640713
1,0,neighbor,3,21,0.00040714,1640713
1,0,hh,3,22,0.000841098,1640713
1,0,neighbor,3,22,0.017631968,1640713
1,0,hh,3,23,0.009664091,1640713
1,0,neighbor,3,23,0.19822967,1640713
1,0,hh,3,31,0.012762744,1640713
1,0,neighbor,3,31,0.27399489,1640713
1,0,hh,3,42,0.010224823,1640713
1,0,neighbor,3,42,0.22641376,1640713
1,0,hh,3,44,0.023110075,1640713
1,0,neighbor,3,44,0.505593,1640713
1,0,hh,3,48,0.011765007,1640713
1,0,neighbor,3,48,0.26849484,1640713
1,0,hh,3,51,0.006139404,1640713
1,0,neighbor,3,51,0.13944304,1640713
1,0,hh,3,52,0.017373545,1640713
1,0,neighbor,3,52,0.39722061,1640713
1,0,hh,3,53,0.006062608,1640713
1,0,neighbor,3,53,0.14161038,1640713
1,0,hh,3,54,0.015302493,1640713
1,0,neighbor,3,54,0.34107915,1640713
1,0,hh,3,55,0.00610832,1640713
1,0,neighbor,3,55,0.1285429,1640713
1,0,hh,3,56,0.009333747,1640713
1,0,neighbor,3,56,0.21012755,1640713
1,0,hh,3,61,0.01140236,1640713
1,0,neighbor,3,61,0.27095231,1640713
1,0,hh,3,62,0.037454449,1640713
1,0,neighbor,3,62,0.83478159,1640713
1,0,hh,3,71,0.00358137,1640713
1,0,neighbor,3,71,0.078782819,1640713
1,0,hh,3,72,0.012749945,1640713
1,0,neighbor,3,72,0.28884393,1640713
1,0,hh,3,81,0.010073669,1640713
1,0,neighbor,3,81,0.22331633,1640713
1,0,hh,3,92,5.24162E-05,1640713
1,0,neighbor,3,92,0.001406706,1640713
1,0,hh,4,0,0.064061783,1640713
1,0,neighbor,4,0,3.0724752,1640713
1,0,hh,4,11,1.22E-06,1640713
1,0,neighbor,4,11,0.000201742,1640713
1,0,hh,4,21,1.22E-06,1640713
1,0,neighbor,4,21,0.000121289,1640713
1,0,hh,4,22,0.000144449,1640713
1,0,neighbor,4,22,0.00716274,1640713
1,0,hh,4,23,0.001653549,1640713
1,0,neighbor,4,23,0.077226788,1640713
1,0,hh,4,31,0.002082022,1640713
1,0,neighbor,4,31,0.10663962,1640713
1,0,hh,4,42,0.001723031,1640713
1,0,neighbor,4,42,0.08926668,1640713
1,0,hh,4,44,0.003826995,1640713
1,0,neighbor,4,44,0.19901288,1640713
1,0,hh,4,48,0.001993036,1640713
1,0,neighbor,4,48,0.10785006,1640713
1,0,hh,4,51,0.001012365,1640713
1,0,neighbor,4,51,0.056262124,1640713
1,0,hh,4,52,0.002851199,1640713
1,0,neighbor,4,52,0.1604272,1640713
1,0,hh,4,53,0.001040401,1640713
1,0,neighbor,4,53,0.054595776,1640713
1,0,hh,4,54,0.002607403,1640713
1,0,neighbor,4,54,0.13605671,1640713
1,0,hh,4,55,0.001032478,1640713
1,0,neighbor,4,55,0.053088505,1640713
1,0,hh,4,56,0.001565173,1640713
1,0,neighbor,4,56,0.082847521,1640713
1,0,hh,4,61,0.001914412,1640713
1,0,neighbor,4,61,0.11020941,1640713
1,0,hh,4,62,0.006266788,1640713
1,0,neighbor,4,62,0.32869369,1640713
1,0,hh,4,71,0.000657031,1640713
1,0,neighbor,4,71,0.03257608,1640713
1,0,hh,4,72,0.00215638,1640713
1,0,neighbor,4,72,0.11489883,1640713
1,0,hh,4,81,0.001732174,1640713
1,0,neighbor,4,81,0.088555403,1640713
1,0,hh,4,92,1.64563E-05,1640713
1,0,neighbor,4,92,0.000716152,1640713
1,0,hh,5,0,0.048953716,1640713
1,0,neighbor,5,0,2.9035609,1640713
1,0,hh,6,0,0.017880641,1640713
1,0,neighbor,6,0,1.7988442,1640713
2,0,hh,1,0,0.85090262,1398247
2,0,neighbor,1,0,12.081249,1398247
2,0,school,1,0,0.63152432,1398247
2,0,hh,2,0,0.51665837,1398247
2,0,neighbor,2,0,10.753179,1398247
2,0,school,2,0,0.060665961,1398247
2,0,hh,2,11,7.58092E-05,1398247
2,0,neighbor,2,11,0.001915255,1398247
2,0,hh,2,21,6.57967E-05,1398247
2,0,neighbor,2,21,0.001418204,1398247
2,0,hh,2,22,0.002996609,1398247
2,0,neighbor,2,22,0.068068087,1398247
2,0,hh,2,23,0.035257004,1398247
2,0,neighbor,2,23,0.77801991,1398247
2,0,hh,2,31,0.048130982,1398247
2,0,neighbor,2,31,1.0945462,1398247
2,0,hh,2,42,0.037974693,1398247
2,0,neighbor,2,42,0.92783678,1398247
2,0,hh,2,44,0.086232975,1398247
2,0,neighbor,2,44,2.0180018,1398247
2,0,hh,2,48,0.044110231,1398247
2,0,neighbor,2,48,1.143976,1398247
2,0,hh,2,51,0.022835737,1398247
2,0,neighbor,2,51,0.61597198,1398247
2,0,hh,2,52,0.064490035,1398247
2,0,neighbor,2,52,1.736347,1398247
2,0,hh,2,53,0.023126815,1398247
2,0,neighbor,2,53,0.57447362,1398247
2,0,hh,2,54,0.056801837,1398247
2,0,neighbor,2,54,1.4442084,1398247
2,0,hh,2,55,0.021562714,1398247
2,0,neighbor,2,55,0.55749094,1398247
2,0,hh,2,56,0.034950193,1398247
2,0,neighbor,2,56,0.86586416,1398247
2,0,hh,2,61,0.042666283,1398247
2,0,neighbor,2,61,1.1587509,1398247
2,0,hh,2,62,0.13977645,1398247
2,0,neighbor,2,62,3.3958435,1398247
2,0,hh,2,71,0.012735232,1398247
2,0,neighbor,2,71,0.32767814,1398247
2,0,hh,2,72,0.048218232,1398247
2,0,neighbor,2,72,1.1994913,1398247
2,0,hh,2,81,0.037429724,1398247
2,0,neighbor,2,81,0.89920306,1398247
2,0,hh,2,92,0.000270339,1398247
2,0,neighbor,2,92,0.006415891,1398247
2,0,hh,3,0,0.10422551,1398247
2,0,neighbor,3,0,2.6135955,1398247
2,0,hh,3,11,1.71644E-05,1398247
2,0,neighbor,3,11,0.000359736,1398247
2,0,hh,3,21,2.3601E-05,1398247
2,0,neighbor,3,21,0.000367603,1398247
2,0,hh,3,22,0.000896122,1398247
2,0,neighbor,3,22,0.017944612,1398247
2,0,hh,3,23,0.010314343,1398247
2,0,neighbor,3,23,0.20400903,1398247
2,0,hh,3,31,0.014047589,1398247
2,0,neighbor,3,31,0.28446975,1398247
2,0,hh,3,42,0.010965158,1398247
2,0,neighbor,3,42,0.23772767,1398247
2,0,hh,3,44,0.02502276,1398247
2,0,neighbor,3,44,0.5236693,1398247
2,0,hh,3,48,0.012786726,1398247
2,0,neighbor,3,48,0.29233605,1398247
2,0,hh,3,51,0.006325778,1398247
2,0,neighbor,3,51,0.15112065,1398247
2,0,hh,3,52,0.018250709,1398247
2,0,neighbor,3,52,0.43411571,1398247
2,0,hh,3,53,0.006576806,1398247
2,0,neighbor,3,53,0.14765561,1398247
2,0,hh,3,54,0.016170248,1398247
2,0,neighbor,3,54,0.36515793,1398247
2,0,hh,3,55,0.006147698,1398247
2,0,neighbor,3,55,0.14110096,1398247
2,0,hh,3,56,0.009998948,1398247
2,0,neighbor,3,56,0.22317588,1398247
2,0,hh,3,61,0.012364768,1398247
2,0,neighbor,3,61,0.29547855,1398247
2,0,hh,3,62,0.040663775,1398247
2,0,neighbor,3,62,0.87890267,1398247
2,0,hh,3,71,0.003823359,1398247
2,0,neighbor,3,71,0.08360254,1398247
2,0,hh,3,72,0.013717175,1398247
2,0,neighbor,3,72,0.30462644,1398247
2,0,hh,3,81,0.011050265,1398247
2,0,neighbor,3,81,0.23199764,1398247
2,0,hh,3,92,7.29485E-05,1398247
2,0,neighbor,3,92,0.001490438,1398247
2,0,hh,4,0,0.082704268,1398247
2,0,neighbor,4,0,3.2815132,1398247
2,0,hh,4,11,7.87E-06,1398247
2,0,neighbor,4,11,0.000202396,1398247
2,0,hh,4,21,1.43E-06,1398247
2,0,neighbor,4,21,0.000101556,1398247
2,0,hh,4,22,0.000200966,1398247
2,0,neighbor,4,22,0.007513694,1398247
2,0,hh,4,23,0.002507425,1398247
2,0,neighbor,4,23,0.079536021,1398247
2,0,hh,4,31,0.003339181,1398247
2,0,neighbor,4,31,0.11161046,1398247
2,0,hh,4,42,0.00254533,1398247
2,0,neighbor,4,42,0.094664246,1398247
2,0,hh,4,44,0.006064737,1398247
2,0,neighbor,4,44,0.20876712,1398247
2,0,hh,4,48,0.002968717,1398247
2,0,neighbor,4,48,0.12070328,1398247
2,0,hh,4,51,0.001531203,1398247
2,0,neighbor,4,51,0.06281437,1398247
2,0,hh,4,52,0.004435554,1398247
2,0,neighbor,4,52,0.17903346,1398247
2,0,hh,4,53,0.00159986,1398247
2,0,neighbor,4,53,0.058438174,1398247
2,0,hh,4,54,0.003828365,1398247
2,0,neighbor,4,54,0.14855172,1398247
2,0,hh,4,55,0.001467552,1398247
2,0,neighbor,4,55,0.059457306,1398247
2,0,hh,4,56,0.002343649,1398247
2,0,neighbor,4,56,0.090396762,1398247
2,0,hh,4,61,0.002988027,1398247
2,0,neighbor,4,61,0.1226171,1398247
2,0,hh,4,62,0.009634206,1398247
2,0,neighbor,4,62,0.35329095,1398247
2,0,hh,4,71,0.000923299,1398247
2,0,neighbor,4,71,0.035503026,1398247
2,0,hh,4,72,0.003262657,1398247
2,0,neighbor,4,72,0.12386867,1398247
2,0,hh,4,81,0.002680499,1398247
2,0,neighbor,4,81,0.094036318,1398247
2,0,hh,4,92,1.50188E-05,1398247
2,0,neighbor,4,92,0.000792421,1398247
2,0,hh,5,0,0.058504686,1398247
2,0,neighbor,5,0,3.1232901,1398247
2,0,hh,6,0,0.024329035,1398247
2,0,neighbor,6,0,1.9517045,1398247
2,11,hh,1,0,0.71666664,360
2,11,neighbor,1,0,8.541667,360
2,11,hh,2,0,0.29444444,360
2,11,neighbor,2,0,7.438889,360
2,11,neighbor,2,11,0.005555556,360
2,11,work,2,11,4.3222222,360
2,11,hh,2,21,0.002777778,360
2,11,neighbor,2,21,0.002777778,360
2,11,hh,2,22,0.002777778,360
2,11,neighbor,2,22,0.058333334,360
2,11,hh,2,23,0.03888889,360
2,11,neighbor,2,23,0.68888891,360
2,11,hh,2,31,0.055555556,360
2,11,neighbor,2,31,0.89999998,360
2,11,hh,2,42,0.027777778,360
2,11,neighbor,2,42,0.77499998,360
2,11,hh,2,44,0.12222222,360
2,11,neighbor,2,44,1.6833333,360
2,11,hh,2,48,0.047222223,360
2,11,neighbor,2,48,1.0083333,360
2,11,hh,2,51,0.027777778,360
2,11,neighbor,2,51,0.53055555,360
2,11,hh,2,52,0.06666667,360
2,11,neighbor,2,52,1.4055556,360
2,11,hh,2,53,0.022222223,360
2,11,neighbor,2,53,0.40000001,360
2,11,hh,2,54,0.058333334,360
2,11,neighbor,2,54,1.2166667,360
2,11,hh,2,55,0.030555556,360
2,11,neighbor,2,55,0.58055556,360
2,11,hh,2,56,0.058333334,360
2,11,neighbor,2,56,0.73333335,360
2,11,hh,2,61,0.030555556,360
2,11,neighbor,2,61,0.88055557,360
2,11,hh,2,62,0.125,360
2,11,neighbor,2,62,2.8166666,360
2,11,hh,2,71,0.013888889,360
2,11,neighbor,2,71,0.25277779,360
2,11,hh,2,72,0.047222223,360
2,11,neighbor,2,72,0.98333335,360
2,11,hh,2,81,0.03888889,360
2,11,neighbor,2,81,0.78611112,360
2,11,hh,2,92,0.002777778,360
2,11,neighbor,2,92,0.002777778,360
2,11,hh,3,0,0.075000003,360
2,11,neighbor,3,0,1.9472222,360
2,11,neighbor,3,11,0.005555556,360
2,11,work,3,11,0.89722222,360
2,11,neighbor,3,22,0.011111111,360
2,11,hh,3,23,0.011111111,360
2,11,neighbor,3,23,0.22222222,360
2,11,hh,3,31,0.005555556,360
