age_i,naics_i,contactlvl,age_j,naics_j,num_contact_per_person_day,num_people
2,21,neighbor,5,0,1.5461437,5277
2,21,hh,6,0,.0094750803,5277
2,21,neighbor,6,0,.88554102,5277
2,22,hh,0,0,.34366503,3678
2,22,neighbor,0,0,3.9823275,3678
2,22,hh,1,0,.89668298,3678
2,22,neighbor,1,0,10.242523,3678
2,22,hh,2,0,.32925504,3678
2,22,neighbor,2,0,6.6014137,3678
2,22,hh,2,11,.00027188691,3678
2,22,neighbor,2,11,.002990756,3678
2,22,hh,2,21,.0013594344,3678
2,22,neighbor,2,21,.068787381,3678
2,22,hh,2,22,.0032626428,3678
2,22,neighbor,2,22,.089178905,3678
2,22,work,2,22,27.836868,3678
2,22,hh,2,23,.044589452,3678
2,22,neighbor,2,23,1.0685155,3678
2,22,hh,2,31,.11147363,3678
2,22,neighbor,2,31,2.9461663,3678
2,22,hh,2,42,.038879827,3678
2,22,neighbor,2,42,1.0396955,3678
2,22,hh,2,44,.086188145,3678
2,22,neighbor,2,44,2.2302883,3678
2,22,hh,2,48,.035617184,3678
2,22,neighbor,2,48,1.0609027,3678
2,22,hh,2,51,.028276237,3678
2,22,neighbor,2,51,.75611746,3678
2,22,hh,2,52,.044861339,3678
