age_i,naics_i,contactlvl,age_j,naics_j,num_contact_per_person_day,num_people
0,0,hh,0,0,.53915077,152896
0,0,neighbor,0,0,4.6784086,152896
0,0,school,0,0,1.3616445,152896
0,0,hh,1,0,.93675441,152896
0,0,neighbor,1,0,11.999293,152896
0,0,hh,2,0,.71947598,152896
0,0,neighbor,2,0,7.2183447,152896
0,0,school,2,0,.0041989326,152896
0,0,hh,2,11,.00019621181,152896
0,0,neighbor,2,11,.0020994663,152896
0,0,hh,2,21,.0037018626,152896
0,0,neighbor,2,21,.039889861,152896
0,0,hh,2,22,.00069982209,152896
0,0,neighbor,2,22,.0057751676,152896
0,0,hh,2,23,.13611212,152896
0,0,neighbor,2,23,1.6192183,152896
0,0,hh,2,31,.10501256,152896
0,0,neighbor,2,31,1.1822153,152896
0,0,hh,2,42,.038987286,152896
0,0,neighbor,2,42,.45803684,152896
0,0,hh,2,44,.17298687,152896
0,0,neighbor,2,44,2.0190914,152896
0,0,hh,2,48,.038666807,152896
0,0,neighbor,2,48,.46236002,152896
0,0,hh,2,51,.042067811,152896
0,0,neighbor,2,51,.49559179,152896
0,0,hh,2,52,.1365438,152896
0,0,neighbor,2,52,1.6707042,152896
0,0,hh,2,53,.029098211,152896
0,0,neighbor,2,53,.34682399,152896
0,0,hh,2,54,.087137662,152896
0,0,neighbor,2,54,1.0289413,152896
0,0,hh,2,55,.020968502,152896
0,0,neighbor,2,55,.24576183,152896
0,0,hh,2,56,.075207986,152896
0,0,neighbor,2,56,.88795,152896
0,0,hh,2,61,.02111239,152896
0,0,neighbor,2,61,.24255049,152896
0,0,hh,2,62,.18521087,152896
0,0,neighbor,2,62,2.1664202,152896
0,0,hh,2,71,.014166492,152896
0,0,neighbor,2,71,.17360166,152896
0,0,hh,2,72,.12395354,152896
0,0,neighbor,2,72,1.4579191,152896
0,0,hh,2,81,.060348209,152896
0,0,neighbor,2,81,.69105798,152896
0,0,hh,2,92,.00039242362,152896
0,0,neighbor,2,92,.0041858517,152896
0,0,hh,3,0,.052630547,152896
0,0,neighbor,3,0,2.1128283,152896
0,0,hh,3,11,.000032701966,152896
0,0,neighbor,3,11,.00051015068,152896
0,0,hh,3,21,.00015696944,152896
0,0,neighbor,3,21,.01013761,152896
0,0,hh,3,22,.000052323147,152896
0,0,neighbor,3,22,.001262296,152896
0,0,hh,3,23,.00964054,152896
0,0,neighbor,3,23,.39877433,152896
0,0,hh,3,31,.0068020094,152896
0,0,neighbor,3,31,.28446788,152896
0,0,hh,3,42,.0027273442,152896
0,0,neighbor,3,42,.11494087,152896
