age,naics,sick,shift,n,active_emp,ego,rate1,rate2,rate3,rate4,rate5,rate6,rate7,rate8,rate9,rate10,rate11,rate12,rate13,rate14,rate15,rate16,rate17,rate18,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate26,rate27,rate28,rate29,rate30,rate31,rate32,rate33,rate34,rate35,rate36,rate37,rate38,rate39,rate40,rate41,rate42,rate43,rate44,rate45,rate46,rate47,rate48,rate49,rate50,rate51,rate52,rate53,rate54,rate55,rate56,rate57,rate58,rate59,rate60,rate61,rate62,rate63,rate64,rate65,rate66,rate67,rate68,rate69,rate70,rate71,rate72,rate73,rate74,rate75,rate76,rate77,rate78,rate79,rate80,rate81,rate82,rate83,rate84,rate85,rate86,rate87,rate88,rate89,rate90,rate91,rate92,rate93,rate94,rate95,rate96,rate97,rate98,rate99,rate100,rate101,rate102,rate103,rate104,rate105,rate106,rate107,rate108,rate109,rate110,rate111,rate112,rate113,rate114,rate115,rate116,rate117,rate118,rate119,rate120,rate121,rate122,rate123,rate124,rate125,rate126,rate127,rate128,rate129,rate130,rate131,rate132,rate133,rate134,rate135,rate136,rate137,rate138,rate139,rate140,rate141,rate142,rate143,rate144,rate145,rate146,rate147,rate148,rate149,rate150,rate151,rate152,rate153,rate154,rate155,rate156,rate157,rate158,rate159,rate160,rate161,rate162,rate163,rate164,rate165,rate166,rate167,rate168,rate169,rate170,rate171,rate172,rate173,rate174,rate175,rate176,rate177,rate178,rate179,rate180,rate181,rate182,rate183,rate184,rate185,rate186,rate187,rate188,rate189,rate190,rate191,rate192,rate193,rate194,rate195,rate196,rate197,rate198,rate199,rate200,rate201,rate202,rate203,rate204,rate205,rate206,rate207,rate208
2,54,1,0,18662.77716,1,43,0.803410061,0.803410061,0.002293561,0.002293561,0.485839992,0.485839992,0.157586917,0.157586917,0.000240494,5.59E-05,0.000107513,0.000141754,0.007015515,0.003098783,0.074610076,0.007395819,0.032324157,0.003204173,0.132004517,0.034355856,0.104764852,0.038696339,0.171363724,0.054814015,0.063295549,0.020246311,0.129579542,0.057235834,0.04904998,0.042986464,0.0048881,0.004283837,0.082175509,0.106858008,0.042857663,0.055730528,0.038610072,0.019594946,0.020136626,0.010219512,6.162039305,10.63607537,1.868681487,3.225464194,0.032651159,0.042291614,0.009901692,0.012825228,0.083746623,0.023724486,0.025396749,0.007194616,0.040068717,0.099716067,0.014486157,0.036050633,0.393153345,0.142137845,0.031197657,0.011877398,0.007367899,0.002805065,0.137222863,0.016264073,0.032407697,0.003841059,0.092696668,0.017809935,0.022726853,0.004366541,0.00075076,0.000285643,0.160238945,0.128383039,3.95E-05,1.17E-05,2.70E-05,2.20E-05,0.001169941,0.001335536,0.015957353,0.002189397,0.008681561,0.001191136,0.025048318,0.01422931,0.018327095,0.014863389,0.030105376,0.010137558,0.024415648,0.008221623,0.01999835,0.022828932,0.00851138,0.007253514,0.003579643,0.003050621,0.019921425,0.024428271,0.008829336,0.010826807,0.009665195,0.004616152,0.004283693,0.002045916,1.733777075,2.955862298,0.425599878,0.725591919,0.008176049,0.009646887,0.00200702,0.002368075,0.020815145,0.005307095,0.005109609,0.001302762,0.010377345,0.019812546,0.004321914,0.008251448,0.088082101,0.036684072,0.006494179,0.002552901,0.002297964,0.000903344,0.027561511,0.004541775,0.009752637,0.001607106,0.023795481,0.004810474,0.003517581,0.000711111,0.000118198,8.85E-05,0.196968815,0.158071634,2.12E-05,6.68E-06,7.97E-06,9.86E-06,0.00047656,0.000476601,0.007648187,0.001369349,0.001545451,0.000276701,0.010874633,0.004352612,0.007398486,0.006091206,0.011997872,0.00399188,0.009877901,0.003286532,0.008878329,0.008879091,0.000214609,0.000190465,0.004824837,0.004282029,0.009209751,0.010575763,0.003508485,0.004028872,0.004011838,0.001956373,0.001528323,0.000745287,0.624415646,1.097362809,0.300997516,0.528980147,0.003029586,0.003462898,0.001460402,0.001669279,0.006962766,0.001917415,0.003356378,0.000924284,0.003847434,0.007854702,0.002214165,0.004520314,0.031840784,0.0183241,0.003338641,0.00140556,0.000320975,0.00013513,0.013565636,0.002451988,0.001304192,0.000235733,0.0054206,0.001270961,0.004918576,0.001153252,8.73E-05,1.38E-05,0.210889398,0.130902864,0.130853125,0.073399969
2,54,1,1,32213.15132,1,44,0.803410061,0.803410061,0.002293561,0.002293561,0.485839992,0.485839992,0.157586917,0.157586917,0.000240494,5.59E-05,0.000107513,0.000141754,0.007015515,0.003098783,0.074610076,0.007395819,0.032324157,0.003204173,0.132004517,0.034355856,0.104764852,0.038696339,0.171363724,0.054814015,0.063295549,0.020246311,0.129579542,0.057235834,0.04904998,0.042986464,0.0048881,0.004283837,0.082175509,0.106858008,0.042857663,0.055730528,0.038610072,0.019594946,0.020136626,0.010219512,6.162039305,10.63607537,1.868681487,3.225464194,0.032651159,0.042291614,0.009901692,0.012825228,0.083746623,0.023724486,0.025396749,0.007194616,0.040068717,0.099716067,0.014486157,0.036050633,0.393153345,0.142137845,0.031197657,0.011877398,0.007367899,0.002805065,0.137222863,0.016264073,0.032407697,0.003841059,0.092696668,0.017809935,0.022726853,0.004366541,0.00075076,0.000285643,0.160238945,0.128383039,3.95E-05,1.17E-05,2.70E-05,2.20E-05,0.001169941,0.001335536,0.015957353,0.002189397,0.008681561,0.001191136,0.025048318,0.01422931,0.018327095,0.014863389,0.030105376,0.010137558,0.024415648,0.008221623,0.01999835,0.022828932,0.00851138,0.007253514,0.003579643,0.003050621,0.019921425,0.024428271,0.008829336,0.010826807,0.009665195,0.004616152,0.004283693,0.002045916,1.733777075,2.955862298,0.425599878,0.725591919,0.008176049,0.009646887,0.00200702,0.002368075,0.020815145,0.005307095,0.005109609,0.001302762,0.010377345,0.019812546,0.004321914,0.008251448,0.088082101,0.036684072,0.006494179,0.002552901,0.002297964,0.000903344,0.027561511,0.004541775,0.009752637,0.001607106,0.023795481,0.004810474,0.003517581,0.000711111,0.000118198,8.85E-05,0.196968815,0.158071634,2.12E-05,6.68E-06,7.97E-06,9.86E-06,0.00047656,0.000476601,0.007648187,0.001369349,0.001545451,0.000276701,0.010874633,0.004352612,0.007398486,0.006091206,0.011997872,0.00399188,0.009877901,0.003286532,0.008878329,0.008879091,0.000214609,0.000190465,0.004824837,0.004282029,0.009209751,0.010575763,0.003508485,0.004028872,0.004011838,0.001956373,0.001528323,0.000745287,0.624415646,1.097362809,0.300997516,0.528980147,0.003029586,0.003462898,0.001460402,0.001669279,0.006962766,0.001917415,0.003356378,0.000924284,0.003847434,0.007854702,0.002214165,0.004520314,0.031840784,0.0183241,0.003338641,0.00140556,0.000320975,0.00013513,0.013565636,0.002451988,0.001304192,0.000235733,0.0054206,0.001270961,0.004918576,0.001153252,8.73E-05,1.38E-05,0.210889398,0.130902864,0.130853125,0.073399969
2,55,0,0,29790.63969,1,45,0.742729456,0.742729456,0.002120331,0.002120331,0.457986516,0.457986516,0.148552372,0.148552372,0.000290476,6.75E-05,0.00012923,0.000170389,0.007021622,0.00310148,0.072171518,0.007154094,0.031267673,0.003099448,0.127578458,0.033203918,0.101414331,0.037458778,0.166555351,0.053275964,0.06151951,0.01967821,0.135120101,0.059683122,0.050190538,0.043986027,0.005001762,0.004383449,0.083517483,0.108603062,0.043557554,0.05664064,0.037466976,0.019014815,0.019540458,0.009916951,0.067450352,0.116423638,0.020454791,0.035306282,15.13083213,19.59830339,4.588530597,5.943322479,0.083805747,0.023741236,0.025414678,0.007199696,0.041235033,0.102618592,0.014907819,0.037099991,0.394938524,0.142783246,0.03169148,0.012065404,0.007484525,0.002849466,0.134231215,0.015909494,0.031701165,0.003757319,0.091230479,0.017528234,0.022367381,0.004297475,0.000710465,0.000270312,0.152936781,0.122532562,5.45E-05,1.62E-05,2.78E-05,2.27E-05,0.001179528,0.001346479,0.015308699,0.0021004,0.008328662,0.001142718,0.023712603,0.013470524,0.01764423,0.014309582,0.02899345,0.009763133,0.02351387,0.007917962,0.020605838,0.023522404,0.008635488,0.007359281,0.003631839,0.003095103,0.02003685,0.024569808,0.008880493,0.010889537,0.009200517,0.004394219,0.004077743,0.001947553,0.015901634,0.027110198,0.003903462,0.006654891,4.656676811,5.494394144,1.143100294,1.348739416,0.020721404,0.005283195,0.005086598,0.001296895,0.010468131,0.019985875,0.004359724,0.008323635,0.086287806,0.035936792,0.006488285,0.002550584,0.002295879,0.000902524,0.026985669,0.004446884,0.009548875,0.001573529,0.022605754,0.00456996,0.003341709,0.000675557,9.75E-05,7.30E-05,0.192943249,0.154841033,2.73E-05,8.59E-06,3.51E-06,4.34E-06,0.000492612,0.000492654,0.007539262,0.001349847,0.001523441,0.00027276,0.01084061,0.004338993,0.007235962,0.005957399,0.01197886,0.003985554,0.009862248,0.003281324,0.009638471,0.009639299,0.000222802,0.000197737,0.005009047,0.004445516,0.009742999,0.011188103,0.003711627,0.004262145,0.004040497,0.001970349,0.001539241,0.000750611,0.005739597,0.010086904,0.002766754,0.004862359,1.75827089,2.009750603,0.847568722,0.968793694,0.007181823,0.001977739,0.003461974,0.000953363,0.004089945,0.0083498,0.002353729,0.004805238,0.033117571,0.01905888,0.003647605,0.001535633,0.000350678,0.000147635,0.013964421,0.002524069,0.001342531,0.000242662,0.005456421,0.00127936,0.004951079,0.001160873,0.000102692,1.63E-05,0.210435657,0.130621219,0.13270499,0.074438744
2,55,0,1,38586.5093,1,46,0.742729456,0.742729456,0.002120331,0.002120331,0.457986516,0.457986516,0.148552372,0.148552372,0.000290476,6.75E-05,0.00012923,0.000170389,0.007021622,0.00310148,0.072171518,0.007154094,0.031267673,0.003099448,0.127578458,0.033203918,0.101414331,0.037458778,0.166555351,0.053275964,0.06151951,0.01967821,0.135120101,0.059683122,0.050190538,0.043986027,0.005001762,0.004383449,0.083517483,0.108603062,0.043557554,0.05664064,0.037466976,0.019014815,0.019540458,0.009916951,0.067450352,0.116423638,0.020454791,0.035306282,15.13083213,19.59830339,4.588530597,5.943322479,0.083805747,0.023741236,0.025414678,0.007199696,0.041235033,0.102618592,0.014907819,0.037099991,0.394938524,0.142783246,0.03169148,0.012065404,0.007484525,0.002849466,0.134231215,0.015909494,0.031701165,0.003757319,0.091230479,0.017528234,0.022367381,0.004297475,0.000710465,0.000270312,0.152936781,0.122532562,5.45E-05,1.62E-05,2.78E-05,2.27E-05,0.001179528,0.001346479,0.015308699,0.0021004,0.008328662,0.001142718,0.023712603,0.013470524,0.01764423,0.014309582,0.02899345,0.009763133,0.02351387,0.007917962,0.020605838,0.023522404,0.008635488,0.007359281,0.003631839,0.003095103,0.02003685,0.024569808,0.008880493,0.010889537,0.009200517,0.004394219,0.004077743,0.001947553,0.015901634,0.027110198,0.003903462,0.006654891,4.656676811,5.494394144,1.143100294,1.348739416,0.020721404,0.005283195,0.005086598,0.001296895,0.010468131,0.019985875,0.004359724,0.008323635,0.086287806,0.035936792,0.006488285,0.002550584,0.002295879,0.000902524,0.026985669,0.004446884,0.009548875,0.001573529,0.022605754,0.00456996,0.003341709,0.000675557,9.75E-05,7.30E-05,0.192943249,0.154841033,2.73E-05,8.59E-06,3.51E-06,4.34E-06,0.000492612,0.000492654,0.007539262,0.001349847,0.001523441,0.00027276,0.01084061,0.004338993,0.007235962,0.005957399,0.01197886,0.003985554,0.009862248,0.003281324,0.009638471,0.009639299,0.000222802,0.000197737,0.005009047,0.004445516,0.009742999,0.011188103,0.003711627,0.004262145,0.004040497,0.001970349,0.001539241,0.000750611,0.005739597,0.010086904,0.002766754,0.004862359,1.75827089,2.009750603,0.847568722,0.968793694,0.007181823,0.001977739,0.003461974,0.000953363,0.004089945,0.0083498,0.002353729,0.004805238,0.033117571,0.01905888,0.003647605,0.001535633,0.000350678,0.000147635,0.013964421,0.002524069,0.001342531,0.000242662,0.005456421,0.00127936,0.004951079,0.001160873,0.000102692,1.63E-05,0.210435657,0.130621219,0.13270499,0.074438744
2,55,1,0,9034.219699,1,47,0.742729456,0.742729456,0.002120331,0.002120331,0.457986516,0.457986516,0.148552372,0.148552372,0.000290476,6.75E-05,0.00012923,0.000170389,0.007021622,0.00310148,0.072171518,0.007154094,0.031267673,0.003099448,0.127578458,0.033203918,0.101414331,0.037458778,0.166555351,0.053275964,0.06151951,0.01967821,0.135120101,0.059683122,0.050190538,0.043986027,0.005001762,0.004383449,0.083517483,0.108603062,0.043557554,0.05664064,0.037466976,0.019014815,0.019540458,0.009916951,0.067450352,0.116423638,0.020454791,0.035306282,15.13083213,19.59830339,4.588530597,5.943322479,0.083805747,0.023741236,0.025414678,0.007199696,0.041235033,0.102618592,0.014907819,0.037099991,0.394938524,0.142783246,0.03169148,0.012065404,0.007484525,0.002849466,0.134231215,0.015909494,0.031701165,0.003757319,0.091230479,0.017528234,0.022367381,0.004297475,0.000710465,0.000270312,0.152936781,0.122532562,5.45E-05,1.62E-05,2.78E-05,2.27E-05,0.001179528,0.001346479,0.015308699,0.0021004,0.008328662,0.001142718,0.023712603,0.013470524,0.01764423,0.014309582,0.02899345,0.009763133,0.02351387,0.007917962,0.020605838,0.023522404,0.008635488,0.007359281,0.003631839,0.003095103,0.02003685,0.024569808,0.008880493,0.010889537,0.009200517,0.004394219,0.004077743,0.001947553,0.015901634,0.027110198,0.003903462,0.006654891,4.656676811,5.494394144,1.143100294,1.348739416,0.020721404,0.005283195,0.005086598,0.001296895,0.010468131,0.019985875,0.004359724,0.008323635,0.086287806,0.035936792,0.006488285,0.002550584,0.002295879,0.000902524,0.026985669,0.004446884,0.009548875,0.001573529,0.022605754,0.00456996,0.003341709,0.000675557,9.75E-05,7.30E-05,0.192943249,0.154841033,2.73E-05,8.59E-06,3.51E-06,4.34E-06,0.000492612,0.000492654,0.007539262,0.001349847,0.001523441,0.00027276,0.01084061,0.004338993,0.007235962,0.005957399,0.01197886,0.003985554,0.009862248,0.003281324,0.009638471,0.009639299,0.000222802,0.000197737,0.005009047,0.004445516,0.009742999,0.011188103,0.003711627,0.004262145,0.004040497,0.001970349,0.001539241,0.000750611,0.005739597,0.010086904,0.002766754,0.004862359,1.75827089,2.009750603,0.847568722,0.968793694,0.007181823,0.001977739,0.003461974,0.000953363,0.004089945,0.0083498,0.002353729,0.004805238,0.033117571,0.01905888,0.003647605,0.001535633,0.000350678,0.000147635,0.013964421,0.002524069,0.001342531,0.000242662,0.005456421,0.00127936,0.004951079,0.001160873,0.000102692,1.63E-05,0.210435657,0.130621219,0.13270499,0.074438744
2,55,1,1,11701.62863,1,48,0.742729456,0.742729456,0.002120331,0.002120331,0.457986516,0.457986516,0.148552372,0.148552372,0.000290476,6.75E-05,0.00012923,0.000170389,0.007021622,0.00310148,0.072171518,0.007154094,0.031267673,0.003099448,0.127578458,0.033203918,0.101414331,0.037458778,0.166555351,0.053275964,0.06151951,0.01967821,0.135120101,0.059683122,0.050190538,0.043986027,0.005001762,0.004383449,0.083517483,0.108603062,0.043557554,0.05664064,0.037466976,0.019014815,0.019540458,0.009916951,0.067450352,0.116423638,0.020454791,0.035306282,15.13083213,19.59830339,4.588530597,5.943322479,0.083805747,0.023741236,0.025414678,0.007199696,0.041235033,0.102618592,0.014907819,0.037099991,0.394938524,0.142783246,0.03169148,0.012065404,0.007484525,0.002849466,0.134231215,0.015909494,0.031701165,0.003757319,0.091230479,0.017528234,0.022367381,0.004297475,0.000710465,0.000270312,0.152936781,0.122532562,5.45E-05,1.62E-05,2.78E-05,2.27E-05,0.001179528,0.001346479,0.015308699,0.0021004,0.008328662,0.001142718,0.023712603,0.013470524,0.01764423,0.014309582,0.02899345,0.009763133,0.02351387,0.007917962,0.020605838,0.023522404,0.008635488,0.007359281,0.003631839,0.003095103,0.02003685,0.024569808,0.008880493,0.010889537,0.009200517,0.004394219,0.004077743,0.001947553,0.015901634,0.027110198,0.003903462,0.006654891,4.656676811,5.494394144,1.143100294,1.348739416,0.020721404,0.005283195,0.005086598,0.001296895,0.010468131,0.019985875,0.004359724,0.008323635,0.086287806,0.035936792,0.006488285,0.002550584,0.002295879,0.000902524,0.026985669,0.004446884,0.009548875,0.001573529,0.022605754,0.00456996,0.003341709,0.000675557,9.75E-05,7.30E-05,0.192943249,0.154841033,2.73E-05,8.59E-06,3.51E-06,4.34E-06,0.000492612,0.000492654,0.007539262,0.001349847,0.001523441,0.00027276,0.01084061,0.004338993,0.007235962,0.005957399,0.01197886,0.003985554,0.009862248,0.003281324,0.009638471,0.009639299,0.000222802,0.000197737,0.005009047,0.004445516,0.009742999,0.011188103,0.003711627,0.004262145,0.004040497,0.001970349,0.001539241,0.000750611,0.005739597,0.010086904,0.002766754,0.004862359,1.75827089,2.009750603,0.847568722,0.968793694,0.007181823,0.001977739,0.003461974,0.000953363,0.004089945,0.0083498,0.002353729,0.004805238,0.033117571,0.01905888,0.003647605,0.001535633,0.000350678,0.000147635,0.013964421,0.002524069,0.001342531,0.000242662,0.005456421,0.00127936,0.004951079,0.001160873,0.000102692,1.63E-05,0.210435657,0.130621219,0.13270499,0.074438744
2,56,0,0,79357.57794,1,49,0.806964553,0.806964553,0.002303708,0.002303708,0.483406118,0.483406118,0.156797466,0.156797466,0.000289798,6.73E-05,0.00012869,0.000169677,0.007165559,0.003165058,0.077253688,0.00765787,0.033469478,0.003317705,0.133053265,0.034628806,0.104286948,0.038519819,0.170943081,0.054679464,0.063140179,0.020196612,0.129873719,0.057365772,0.047472583,0.041604063,0.004730903,0.004146073,0.079743571,0.103695606,0.041589315,0.054081215,0.038088395,0.01933019,0.019864551,0.010081431,0.064944794,0.112098883,0.019694963,0.03399477,0.031460473,0.040749371,0.009540608,0.012357532,16.33518789,4.627576973,4.953759897,1.40334506,0.038922231,0.096862891,0.014071665,0.035019116,0.392461522,0.141887728,0.0304124,0.011578439,0.007182446,0.002734461,0.134888966,0.015987452,0.031856505,0.00377573,0.09344917,0.017954514,0.022911347,0.004401988,0.00077885,0.00029633,0.159926104,0.12813239,4.18E-05,1.24E-05,4.16E-05,3.38E-05,0.001169125,0.001334604,0.01667053,0.002287247,0.009069563,0.001244371,0.025440858,0.014452301,0.01826133,0.014810054,0.030191881,0.010166688,0.024485805,0.008245247,0.019996864,0.022827235,0.008373844,0.007136304,0.003521799,0.003001325,0.019589635,0.024021421,0.008682285,0.010646488,0.00974495,0.004654243,0.004319041,0.002062798,0.015751916,0.026854948,0.00386671,0.006592233,0.00784562,0.009257016,0.001925908,0.002272371,4.81208516,1.226904437,1.181249244,0.30117504,0.010324094,0.019710878,0.004299736,0.008209106,0.088420851,0.036825154,0.006420551,0.002523958,0.002271911,0.000893102,0.027173065,0.004477764,0.009615185,0.001584456,0.023757914,0.004802879,0.003512027,0.000709988,0.000112434,8.42E-05,0.197369349,0.158393072,2.35E-05,7.39E-06,5.39E-06,6.67E-06,0.000520615,0.000520659,0.007773835,0.001391845,0.001570841,0.000281247,0.01091558,0.004369,0.007253527,0.005971861,0.011981743,0.003986513,0.009864621,0.003282114,0.008738567,0.008739318,0.000211031,0.00018729,0.004744412,0.004210652,0.008757825,0.010056806,0.003336322,0.003831174,0.003884313,0.001894186,0.001479742,0.000721596,0.005277978,0.009275642,0.002544232,0.004471293,0.002921949,0.003339865,0.001408516,0.001609971,1.701711361,0.468619415,0.820304386,0.225896454,0.003684784,0.007522645,0.002120562,0.004329218,0.032205278,0.018533863,0.003221604,0.001356288,0.000309723,0.000130393,0.013400463,0.002422133,0.001288312,0.000232862,0.005448175,0.001277427,0.004943597,0.001159119,6.96E-05,1.10E-05,0.21023274,0.130495265,0.129869013,0.072847947
2,56,0,1,22481.11885,1,50,0.806964553,0.806964553,0.002303708,0.002303708,0.483406118,0.483406118,0.156797466,0.156797466,0.000289798,6.73E-05,0.00012869,0.000169677,0.007165559,0.003165058,0.077253688,0.00765787,0.033469478,0.003317705,0.133053265,0.034628806,0.104286948,0.038519819,0.170943081,0.054679464,0.063140179,0.020196612,0.129873719,0.057365772,0.047472583,0.041604063,0.004730903,0.004146073,0.079743571,0.103695606,0.041589315,0.054081215,0.038088395,0.01933019,0.019864551,0.010081431,0.064944794,0.112098883,0.019694963,0.03399477,0.031460473,0.040749371,0.009540608,0.012357532,16.33518789,4.627576973,4.953759897,1.40334506,0.038922231,0.096862891,0.014071665,0.035019116,0.392461522,0.141887728,0.0304124,0.011578439,0.007182446,0.002734461,0.134888966,0.015987452,0.031856505,0.00377573,0.09344917,0.017954514,0.022911347,0.004401988,0.00077885,0.00029633,0.159926104,0.12813239,4.18E-05,1.24E-05,4.16E-05,3.38E-05,0.001169125,0.001334604,0.01667053,0.002287247,0.009069563,0.001244371,0.025440858,0.014452301,0.01826133,0.014810054,0.030191881,0.010166688,0.024485805,0.008245247,0.019996864,0.022827235,0.008373844,0.007136304,0.003521799,0.003001325,0.019589635,0.024021421,0.008682285,0.010646488,0.00974495,0.004654243,0.004319041,0.002062798,0.015751916,0.026854948,0.00386671,0.006592233,0.00784562,0.009257016,0.001925908,0.002272371,4.81208516,1.226904437,1.181249244,0.30117504,0.010324094,0.019710878,0.004299736,0.008209106,0.088420851,0.036825154,0.006420551,0.002523958,0.002271911,0.000893102,0.027173065,0.004477764,0.009615185,0.001584456,0.023757914,0.004802879,0.003512027,0.000709988,0.000112434,8.42E-05,0.197369349,0.158393072,2.35E-05,7.39E-06,5.39E-06,6.67E-06,0.000520615,0.000520659,0.007773835,0.001391845,0.001570841,0.000281247,0.01091558,0.004369,0.007253527,0.005971861,0.011981743,0.003986513,0.009864621,0.003282114,0.008738567,0.008739318,0.000211031,0.00018729,0.004744412,0.004210652,0.008757825,0.010056806,0.003336322,0.003831174,0.003884313,0.001894186,0.001479742,0.000721596,0.005277978,0.009275642,0.002544232,0.004471293,0.002921949,0.003339865,0.001408516,0.001609971,1.701711361,0.468619415,0.820304386,0.225896454,0.003684784,0.007522645,0.002120562,0.004329218,0.032205278,0.018533863,0.003221604,0.001356288,0.000309723,0.000130393,0.013400463,0.002422133,0.001288312,0.000232862,0.005448175,0.001277427,0.004943597,0.001159119,6.96E-05,1.10E-05,0.21023274,0.130495265,0.129869013,0.072847947
2,56,1,0,24065.74016,1,51,0.806964553,0.806964553,0.002303708,0.002303708,0.483406118,0.483406118,0.156797466,0.156797466,0.000289798,6.73E-05,0.00012869,0.000169677,0.007165559,0.003165058,0.077253688,0.00765787,0.033469478,0.003317705,0.133053265,0.034628806,0.104286948,0.038519819,0.170943081,0.054679464,0.063140179,0.020196612,0.129873719,0.057365772,0.047472583,0.041604063,0.004730903,0.004146073,0.079743571,0.103695606,0.041589315,0.054081215,0.038088395,0.01933019,0.019864551,0.010081431,0.064944794,0.112098883,0.019694963,0.03399477,0.031460473,0.040749371,0.009540608,0.012357532,16.33518789,4.627576973,4.953759897,1.40334506,0.038922231,0.096862891,0.014071665,0.035019116,0.392461522,0.141887728,0.0304124,0.011578439,0.007182446,0.002734461,0.134888966,0.015987452,0.031856505,0.00377573,0.09344917,0.017954514,0.022911347,0.004401988,0.00077885,0.00029633,0.159926104,0.12813239,4.18E-05,1.24E-05,4.16E-05,3.38E-05,0.001169125,0.001334604,0.01667053,0.002287247,0.009069563,0.001244371,0.025440858,0.014452301,0.01826133,0.014810054,0.030191881,0.010166688,0.024485805,0.008245247,0.019996864,0.022827235,0.008373844,0.007136304,0.003521799,0.003001325,0.019589635,0.024021421,0.008682285,0.010646488,0.00974495,0.004654243,0.004319041,0.002062798,0.015751916,0.026854948,0.00386671,0.006592233,0.00784562,0.009257016,0.001925908,0.002272371,4.81208516,1.226904437,1.181249244,0.30117504,0.010324094,0.019710878,0.004299736,0.008209106,0.088420851,0.036825154,0.006420551,0.002523958,0.002271911,0.000893102,0.027173065,0.004477764,0.009615185,0.001584456,0.023757914,0.004802879,0.003512027,0.000709988,0.000112434,8.42E-05,0.197369349,0.158393072,2.35E-05,7.39E-06,5.39E-06,6.67E-06,0.000520615,0.000520659,0.007773835,0.001391845,0.001570841,0.000281247,0.01091558,0.004369,0.007253527,0.005971861,0.011981743,0.003986513,0.009864621,0.003282114,0.008738567,0.008739318,0.000211031,0.00018729,0.004744412,0.004210652,0.008757825,0.010056806,0.003336322,0.003831174,0.003884313,0.001894186,0.001479742,0.000721596,0.005277978,0.009275642,0.002544232,0.004471293,0.002921949,0.003339865,0.001408516,0.001609971,1.701711361,0.468619415,0.820304386,0.225896454,0.003684784,0.007522645,0.002120562,0.004329218,0.032205278,0.018533863,0.003221604,0.001356288,0.000309723,0.000130393,0.013400463,0.002422133,0.001288312,0.000232862,0.005448175,0.001277427,0.004943597,0.001159119,6.96E-05,1.10E-05,0.21023274,0.130495265,0.129869013,0.072847947
2,56,1,1,6817.556416,1,52,0.806964553,0.806964553,0.002303708,0.002303708,0.483406118,0.483406118,0.156797466,0.156797466,0.000289798,6.73E-05,0.00012869,0.000169677,0.007165559,0.003165058,0.077253688,0.00765787,0.033469478,0.003317705,0.133053265,0.034628806,0.104286948,0.038519819,0.170943081,0.054679464,0.063140179,0.020196612,0.129873719,0.057365772,0.047472583,0.041604063,0.004730903,0.004146073,0.079743571,0.103695606,0.041589315,0.054081215,0.038088395,0.01933019,0.019864551,0.010081431,0.064944794,0.112098883,0.019694963,0.03399477,0.031460473,0.040749371,0.009540608,0.012357532,16.33518789,4.627576973,4.953759897,1.40334506,0.038922231,0.096862891,0.014071665,0.035019116,0.392461522,0.141887728,0.0304124,0.011578439,0.007182446,0.002734461,0.134888966,0.015987452,0.031856505,0.00377573,0.09344917,0.017954514,0.022911347,0.004401988,0.00077885,0.00029633,0.159926104,0.12813239,4.18E-05,1.24E-05,4.16E-05,3.38E-05,0.001169125,0.001334604,0.01667053,0.002287247,0.009069563,0.001244371,0.025440858,0.014452301,0.01826133,0.014810054,0.030191881,0.010166688,0.024485805,0.008245247,0.019996864,0.022827235,0.008373844,0.007136304,0.003521799,0.003001325,0.019589635,0.024021421,0.008682285,0.010646488,0.00974495,0.004654243,0.004319041,0.002062798,0.015751916,0.026854948,0.00386671,0.006592233,0.00784562,0.009257016,0.001925908,0.002272371,4.81208516,1.226904437,1.181249244,0.30117504,0.010324094,0.019710878,0.004299736,0.008209106,0.088420851,0.036825154,0.006420551,0.002523958,0.002271911,0.000893102,0.027173065,0.004477764,0.009615185,0.001584456,0.023757914,0.004802879,0.003512027,0.000709988,0.000112434,8.42E-05,0.197369349,0.158393072,2.35E-05,7.39E-06,5.39E-06,6.67E-06,0.000520615,0.000520659,0.007773835,0.001391845,0.001570841,0.000281247,0.01091558,0.004369,0.007253527,0.005971861,0.011981743,0.003986513,0.009864621,0.003282114,0.008738567,0.008739318,0.000211031,0.00018729,0.004744412,0.004210652,0.008757825,0.010056806,0.003336322,0.003831174,0.003884313,0.001894186,0.001479742,0.000721596,0.005277978,0.009275642,0.002544232,0.004471293,0.002921949,0.003339865,0.001408516,0.001609971,1.701711361,0.468619415,0.820304386,0.225896454,0.003684784,0.007522645,0.002120562,0.004329218,0.032205278,0.018533863,0.003221604,0.001356288,0.000309723,0.000130393,0.013400463,0.002422133,0.001288312,0.000232862,0.005448175,0.001277427,0.004943597,0.001159119,6.96E-05,1.10E-05,0.21023274,0.130495265,0.129869013,0.072847947
