age_i,naics_i,age_j,naics_j,contactlvl,num_people,num_contact_per_person_day
2,31,4,31,neighbor,144029,.3859986625611782
2,31,4,31,work,144029,7.174208164215088
2,31,4,42,home,144029,.0020273695699871
2,31,4,42,neighbor,144029,.1658624289557338
2,31,4,44,home,144029,.0037353588268161
2,31,4,44,neighbor,144029,.724215283524245
2,31,4,48,home,144029,.002360635669902
2,31,4,48,neighbor,144029,.1831575583200902
2,31,4,51,home,144029,.0005415576160885
2,31,4,51,neighbor,144029,.0730130753363483
2,31,4,52,home,144029,.0010622860863805
2,31,4,52,neighbor,144029,.2347513344138861
2,31,4,53,home,144029,.0006804185104556
2,31,4,53,neighbor,144029,.3062300059245899
2,31,4,54,home,144029,.0014858118956909
2,31,4,54,neighbor,144029,.2955515854991972
2,31,4,55,home,144029,.0001666331081651
2,31,4,55,neighbor,144029,.0098313532653265
2,31,4,56,home,144029,.0008678807644174
2,31,4,56,neighbor,144029,.1471023224294186
2,31,4,61,home,144029,.0019579390063882
2,31,4,61,neighbor,144029,.2909552892670035
2,31,4,62,home,144029,.0048393029719591
2,31,4,62,neighbor,144029,.9719639793038368
2,31,4,71,home,144029,.0007706781034358
2,31,4,71,neighbor,144029,.1405480868415907
2,31,4,72,home,144029,.0018121351022273
2,31,4,72,neighbor,144029,.1643696776591241
2,31,4,92,home,144029,.0015969006344676
2,31,4,92,neighbor,144029,.1024307592306286
2,31,5,0,home,144029,.0530934743583202
2,31,5,0,neighbor,144029,5.861312657594681
2,31,5,0,work,144029,.8936047554016113
2,31,6,0,home,144029,.0202528666704893
2,31,6,0,neighbor,144029,3.637086950242519
2,31,6,0,work,144029,.1497198492288589
2,42,1,0,home,43905,.6153740882873535
2,42,1,0,neighbor,43905,2.394807012751698
2,42,1,0,school,43905,.0862316340208054
2,42,1,0,work,43905,.1198724508285522
2,42,1,11,neighbor,43905,.0007288463748409
2,42,1,23,neighbor,43905,.0001822115918912
2,42,1,31,home,43905,.0003644231765065
2,42,1,31,neighbor,43905,.0013210339984653
2,42,1,31,school,43905,.0000911057941266
2,42,1,31,work,43905,.0001822115882533
2,42,1,42,neighbor,43905,.000068329345595
2,42,1,42,school,43905,.0000227764485317
2,42,1,42,work,43905,.0225486848503351
2,42,1,44,home,43905,.0022548683919013
2,42,1,44,neighbor,43905,.0221159322391031
2,42,1,44,school,43905,.0020726567599922
2,42,1,44,work,43905,.0038719964213669
2,42,1,48,neighbor,43905,.0002277644853166
2,42,1,48,school,43905,.0000455528970633
2,42,1,51,neighbor,43905,.0013438105033856
2,42,1,51,school,43905,.0001594351488166
2,42,1,52,neighbor,43905,.0001366586948279
2,42,1,52,school,43905,.0000227764485317
2,42,1,53,neighbor,43905,.0007971757459018
2,42,1,53,school,43905,.0000911057941266
2,42,1,54,neighbor,43905,.0003644231801445
2,42,1,54,school,43905,.0001138822481153
2,42,1,56,home,43905,.0003644231765065
2,42,1,56,neighbor,43905,.0006149641485536
2,42,1,56,school,43905,.0001366586948279
2,42,1,61,home,43905,.0002960938436445
2,42,1,61,neighbor,43905,.0023687506909482
2,42,1,61,school,43905,.0002505409356672
2,42,1,62,neighbor,43905,.0042819723930734
2,42,1,62,school,43905,.0003416467516217
2,42,1,62,work,43905,.0020043274853379
2,42,1,71,home,43905,.0009793873177841
2,42,1,71,neighbor,43905,.0302015714696608
2,42,1,71,school,43905,.0010021637426689
2,42,1,71,work,43905,.0014349162811413
2,42,1,72,home,43905,.0023687507491559
2,42,1,72,neighbor,43905,.033162510197144
2,42,1,72,school,43905,.0027787268627435
2,42,1,72,work,43905,.0002505409356672
2,42,1,92,neighbor,43905,.0002505409338482
2,42,1,92,work,43905,.0001822115882533
2,42,2,0,home,43905,.3705044984817505
2,42,2,0,neighbor,43905,16.15579049289227
2,42,2,0,school,43905,.8088144659996033
2,42,2,0,work,43905,4.014986991882324
2,42,2,11,home,43905,.0002049880422419
2,42,2,11,neighbor,43905,.0572827691212296
2,42,2,11,school,43905,.0067873820662498
2,42,2,11,work,43905,.0149869034066796
2,42,2,21,home,43905,.0011843753745779
2,42,2,21,neighbor,43905,.0370572827232536
2,42,2,21,school,43905,.0036897847894579
2,42,2,21,work,43905,.0057624415494502
2,42,2,22,home,43905,.0012299282243475
2,42,2,22,neighbor,43905,.1373419878073037
2,42,2,22,school,43905,.0085639450699091
2,42,2,22,work,43905,.0320920161902905
2,42,2,23,home,43905,.0226625669747591
2,42,2,23,neighbor,43905,1.15497098211199
2,42,2,23,school,43905,.0774399265646935
2,42,2,23,work,43905,.2636601626873016
2,42,2,31,home,43905,.0795809105038643
2,42,2,31,neighbor,43905,2.606673505157232
2,42,2,31,school,43905,.1777701824903488
2,42,2,31,work,43905,.5008085370063782
2,42,2,42,home,43905,1.120669603347778
2,42,2,42,neighbor,43905,1.121990637853742
2,42,2,42,school,43905,.0609725527465343
2,42,2,42,work,43905,133.9082489013672
2,42,2,44,home,43905,.0814485847949982
2,42,2,44,neighbor,43905,6.395285163074732
2,42,2,44,school,43905,.4352579414844513
2,42,2,44,work,43905,.5460426211357117
2,42,2,48,home,43905,.0328891910612583
2,42,2,48,neighbor,43905,1.623687507584691
2,42,2,48,school,43905,.1375697553157806
2,42,2,48,work,43905,.3029040098190308
2,42,2,51,home,43905,.0142580568790436
2,42,2,51,neighbor,43905,.7477280534803867
2,42,2,51,school,43905,.0494932234287262
2,42,2,51,work,43905,.1264548450708389
2,42,2,52,home,43905,.0345518738031387
2,42,2,52,neighbor,43905,2.670584242790937
2,42,2,52,school,43905,.1056371703743935
2,42,2,52,work,43905,.3681585192680359
2,42,2,53,home,43905,.0186311360448599
2,42,2,53,neighbor,43905,1.787450224161148
2,42,2,53,school,43905,.0381505526602268
2,42,2,53,work,43905,.114246666431427
2,42,2,54,home,43905,.0652089715003967
2,42,2,54,neighbor,43905,4.054048590362072
2,42,2,54,school,43905,.1985195279121399
2,42,2,54,work,43905,.6788748502731323
2,42,2,55,home,43905,.0035986788570881
2,42,2,55,neighbor,43905,.0963671545032412
2,42,2,55,school,43905,.0067190523259342
2,42,2,55,work,43905,.0049652657471597
2,42,2,56,home,43905,.0247352235019207
2,42,2,56,neighbor,43905,1.109509170055389
2,42,2,56,school,43905,.09869035333395
2,42,2,56,work,43905,.1983828693628311
2,42,2,61,home,43905,.0502676218748093
2,42,2,61,neighbor,43905,2.344015460461378
2,42,2,61,school,43905,.2254868447780609
2,42,2,61,work,43905,.5949664115905762
2,42,2,62,home,43905,.0668261051177979
2,42,2,62,neighbor,43905,6.327753074467182
2,42,2,62,school,43905,.2873932421207428
2,42,2,62,work,43905,.7440838217735291
2,42,2,71,home,43905,.0139164105057716
2,42,2,71,neighbor,43905,1.102084019221365
2,42,2,71,school,43905,.0762327760457993
2,42,2,71,work,43905,.1098052635788918
2,42,2,72,home,43905,.053570207208395
2,42,2,72,neighbor,43905,3.447671018540859
2,42,2,72,school,43905,.3300535380840302
2,42,2,72,work,43905,.476961612701416
2,42,2,92,home,43905,.0146680334582925
2,42,2,92,neighbor,43905,.8491288116201758
2,42,2,92,school,43905,.0398132316768169
2,42,2,92,work,43905,.1695251166820526
2,42,3,0,home,43905,.0599703900516033
2,42,3,0,neighbor,43905,4.564559735357761
2,42,3,0,work,43905,.8807197213172913
2,42,3,11,home,43905,.0003644231765065
2,42,3,11,neighbor,43905,.0169456785224611
2,42,3,11,work,43905,.0056485594250262
2,42,3,21,neighbor,43905,.0051474776300893
2,42,3,21,work,43905,.0031431498937309
2,42,3,22,home,43905,.0005694112041965
2,42,3,22,neighbor,43905,.0500626351567917
2,42,3,22,work,43905,.0167862437665462
2,42,3,23,home,43905,.0048058307729661
2,42,3,23,neighbor,43905,.3661769810132682
2,42,3,23,work,43905,.0627718940377235
2,42,3,31,home,43905,.0259879287332296
2,42,3,31,neighbor,43905,.9915044102817774
2,42,3,31,work,43905,.2398360073566437
2,42,3,42,home,43905,.028994420543313
2,42,3,42,neighbor,43905,.3628516150638461
2,42,3,42,work,43905,54.00232315063477
2,42,3,44,home,43905,.0136203169822693
2,42,3,44,neighbor,43905,1.473977896384895
2,42,3,44,work,43905,.0845917314291
2,42,3,48,home,43905,.0118665304034948
2,42,3,48,neighbor,43905,.5433777328580618
2,42,3,48,work,43905,.0942261666059494
2,42,3,51,home,43905,.0012299282243475
2,42,3,51,neighbor,43905,.2108415877446532
2,42,3,51,work,43905,.0236191786825657
2,42,3,52,home,43905,.0063090762123466
2,42,3,52,neighbor,43905,.6452567921951413
2,42,3,52,work,43905,.0709714144468307
2,42,3,53,home,43905,.0017310101538897
2,42,3,53,neighbor,43905,.6613369740080088
2,42,3,53,work,43905,.0305887702852488
2,42,3,54,home,43905,.0056485594250262
2,42,3,54,neighbor,43905,.6487643886357546
2,42,3,54,work,43905,.107026532292366
2,42,3,55,home,43905,.0002277644962305
2,42,3,55,neighbor,43905,.0186766883853124
2,42,3,55,work,43905,.0026876209303737
2,42,3,56,home,43905,.0042819725349545
2,42,3,56,neighbor,43905,.3040883778594434
2,42,3,56,work,43905,.0619519427418709
2,42,3,61,home,43905,.0096116615459323
2,42,3,61,neighbor,43905,.5423300126567483
2,42,3,61,work,43905,.1055916175246239
2,42,3,62,home,43905,.0125725995749235
2,42,3,62,neighbor,43905,1.838811114430428
2,42,3,62,work,43905,.194146454334259
2,42,3,71,home,43905,.0018904452444986
2,42,3,71,neighbor,43905,.2390843803295866
2,42,3,71,work,43905,.032365333288908
2,42,3,72,home,43905,.005557453725487
2,42,3,72,neighbor,43905,.5403712522238493
2,42,3,72,work,43905,.0643434673547745
2,42,3,92,home,43905,.0022548683919013
2,42,3,92,neighbor,43905,.2941806232556701
2,42,3,92,work,43905,.0629768818616867
2,42,4,0,home,43905,.0517936460673809
2,42,4,0,neighbor,43905,5.877143897116184
2,42,4,0,work,43905,1.001412153244019
2,42,4,11,home,43905,.0005010818713345
2,42,4,11,neighbor,43905,.0087233797748922
2,42,4,11,work,43905,.0041680904105306
2,42,4,21,neighbor,43905,.0023459743042622
2,42,4,21,work,43905,.0002049880422419
2,42,4,22,neighbor,43905,.0184261475806125
2,42,4,22,work,43905,.0011843753745779
2,42,4,23,neighbor,43905,.1162282195873559
2,42,4,23,work,43905,.0264206808060408
2,42,4,31,home,43905,.0110238017514348
2,42,4,31,neighbor,43905,.3996811299584806
2,42,4,31,work,43905,.0803325325250626
2,42,4,42,home,43905,.0052385833114386
2,42,4,42,neighbor,43905,.1989750559441745
2,42,4,42,work,43905,27.94902610778809
2,42,4,44,home,43905,.0032114794012159
2,42,4,44,neighbor,43905,.7695478824898601
2,42,4,44,work,43905,.0507687069475651
2,42,4,48,home,43905,.0012527046492323
2,42,4,48,neighbor,43905,.1897278190590441
2,42,4,48,work,43905,.0320464633405209
2,42,4,51,home,43905,.001321034040302
2,42,4,51,neighbor,43905,.0752761658513919
2,42,4,51,work,43905,.0115704359486699
2,42,4,52,home,43905,.0033709143754095
2,42,4,52,neighbor,43905,.2754583768546581
2,42,4,52,work,43905,.0430019348859787
2,42,4,53,home,43905,.000592187687289
2,42,4,53,neighbor,43905,.3575674872845411
2,42,4,53,work,43905,.013870857656002
2,42,4,54,home,43905,.0014349162811413
2,42,4,54,neighbor,43905,.3542876709252596
2,42,4,54,work,43905,.0405648574233055
2,42,4,55,neighbor,43905,.0102266255853465
2,42,4,55,work,43905,.0012982576154172
2,42,4,56,home,43905,.0050108185969293
2,42,4,56,neighbor,43905,.162213874515146
2,42,4,56,work,43905,.0417720079421997
2,42,4,61,home,43905,.0056941122747958
2,42,4,61,neighbor,43905,.3266826122999191
2,42,4,61,work,43905,.0581254996359348
2,42,4,62,home,43905,.0073340167291462
2,42,4,62,neighbor,43905,1.007425134070218
2,42,4,62,work,43905,.1070037558674812
2,42,4,71,neighbor,43905,.1472269708756357
2,42,4,71,work,43905,.0176745243370533
2,42,4,72,home,43905,.0017082337290049
2,42,4,72,neighbor,43905,.1740120702888817
2,42,4,72,work,43905,.016239607706666
2,42,4,92,home,43905,.0015943514881656
2,42,4,92,neighbor,43905,.1139050216879696
2,42,4,92,work,43905,.0265345629304647
2,42,5,0,home,43905,.0499487519264221
2,42,5,0,neighbor,43905,6.202869914472103
2,42,5,0,work,43905,6.235690593719482
2,42,6,0,home,43905,.013142011128366
2,42,6,0,neighbor,43905,3.792688801884651
2,42,6,0,work,43905,1.49664044380188
2,44,1,0,home,162561,.7066701054573059
2,44,1,0,neighbor,162561,1.577395580708981
2,44,1,0,school,162561,.7160388827323914
2,44,1,0,work,162561,.513954758644104
2,44,1,11,neighbor,162561,.0006336082988128
2,44,1,11,school,162561,.0004367591172922
2,44,1,11,work,162561,.0003014253161382
2,44,1,23,neighbor,162561,.0001230307407241
2,44,1,23,school,162561,.0001291822700296
2,44,1,23,work,162561,.0002829706936609
2,44,1,31,home,162561,.0001414853468304
2,44,1,31,neighbor,162561,.0010211551216344
2,44,1,31,school,162561,.0010027005337179
2,44,1,31,work,162561,.0011810951400548
2,44,1,42,home,162561,.0000553638310521
2,44,1,42,neighbor,162561,.0000861215194163
2,44,1,42,school,162561,.0002583645400591
2,44,1,42,work,162561,.0001107276621042
2,44,1,44,home,162561,.0074987234547734
2,44,1,44,neighbor,162561,.020183192260447
2,44,1,44,school,162561,.0128997731953859
2,44,1,44,work,162561,.1406548917293549
2,44,1,48,neighbor,162561,.0003075768509007
2,44,1,48,school,162561,.0003506375942379
2,44,1,48,work,162561,.0002153037930839
2,44,1,51,neighbor,162561,.0011441858532635
2,44,1,51,school,162561,.0012918227585033
2,44,1,51,work,162561,.0006766690639779
2,44,1,52,neighbor,162561,.000166091493611
2,44,1,52,school,162561,.0007566390559077
2,44,1,52,work,162561,.0000984245925792
2,44,1,53,home,162561,.0000984245925792
2,44,1,53,neighbor,162561,.0004982744976587
2,44,1,53,school,162561,.0004921229556203
2,44,1,53,work,162561,.000775093678385
2,44,1,54,neighbor,162561,.0003567891444618
2,44,1,54,school,162561,.0006151536945254
2,44,1,54,work,162561,.0001660915004322
2,44,1,56,home,162561,.0000184546115634
2,44,1,56,neighbor,162561,.0004859714108534
2,44,1,56,school,162561,.0006274567567743
2,44,1,56,work,162561,.0006397598190233
2,44,1,61,home,162561,.000473668333143
2,44,1,61,neighbor,162561,.0020423102905625
2,44,1,61,school,162561,.0026943732518703
2,44,1,61,work,162561,.0030942230951041
2,44,1,62,home,162561,.0001045761309797
2,44,1,62,neighbor,162561,.0041030752199731
2,44,1,62,school,162561,.0027128278743476
2,44,1,62,work,162561,.0024052509106696
2,44,1,71,home,162561,.0003198799095117
2,44,1,71,neighbor,162561,.0160186021603295
2,44,1,71,school,162561,.0091657899320126
2,44,1,71,work,162561,.0061761429533362
2,44,1,72,home,162561,.0046997740864754
2,44,1,72,neighbor,162561,.0262978203827515
2,44,1,72,school,162561,.0231297798454762
2,44,1,72,work,162561,.0139885954558849
2,44,1,92,neighbor,162561,.0002214553246631
2,44,1,92,school,162561,.0007258813711815
2,44,1,92,work,162561,.0000307576847263
2,44,2,0,home,162561,.4013877809047699
2,44,2,0,neighbor,162561,15.46028237044811
2,44,2,0,school,162561,2.041479825973511
2,44,2,0,work,162561,21.19333648681641
2,44,2,11,home,162561,.0014579142443836
2,44,2,11,neighbor,162561,.0475944423233159
2,44,2,11,school,162561,.015071265399456
2,44,2,11,work,162561,.0733693838119507
2,44,2,21,home,162561,.0021345834247768
2,44,2,21,neighbor,162561,.0315881428541616
2,44,2,21,school,162561,.010236157104373
2,44,2,21,work,162561,.0553146190941334
2,44,2,22,home,162561,.0039554382674396
2,44,2,22,neighbor,162561,.1261864805128425
2,44,2,22,school,162561,.0162462089210749
2,44,2,22,work,162561,.189984068274498
2,44,2,23,home,162561,.0318095982074738
2,44,2,23,neighbor,162561,1.043872729875147
2,44,2,23,school,162561,.1647689193487167
2,44,2,23,work,162561,1.576319098472595
2,44,2,31,home,162561,.074710413813591
2,44,2,31,neighbor,162561,2.169370280578732
2,44,2,31,school,162561,.3853076696395874
2,44,2,31,work,162561,3.267788648605347
2,44,2,42,home,162561,.0219978969544172
2,44,2,42,neighbor,162561,.85300287976861
2,44,2,42,school,162561,.121240645647049
2,44,2,42,work,162561,1.047711372375488
2,44,2,44,home,162561,1.244615912437439
2,44,2,44,neighbor,162561,5.836652103811502
2,44,2,44,school,162561,1.112142562866211
2,44,2,44,work,162561,45.37359619140625
2,44,2,48,home,162561,.0491200238466263
2,44,2,48,neighbor,162561,1.412688154727221
2,44,2,48,school,162561,.3005333244800568
2,44,2,48,work,162561,1.999840021133423
2,44,2,51,home,162561,.0152435088530183
2,44,2,51,neighbor,162561,.6421774015761912
2,44,2,51,school,162561,.0931219682097435
2,44,2,51,work,162561,.838798999786377
2,44,2,52,home,162561,.0341102741658688
2,44,2,52,neighbor,162561,2.055862093344331
2,44,2,52,school,162561,.1849644184112549
2,44,2,52,work,162561,2.917015790939331
2,44,2,53,home,162561,.0098240049555898
2,44,2,53,neighbor,162561,1.335818586871028
2,44,2,53,school,162561,.0782290920615196
2,44,2,53,work,162561,.7286188006401062
2,44,2,54,home,162561,.0424333028495312
2,44,2,54,neighbor,162561,2.909578625112772
2,44,2,54,school,162561,.3639372289180756
2,44,2,54,work,162561,4.711068630218506
2,44,2,55,home,162561,.002971192356199
2,44,2,55,neighbor,162561,.0736954137682915
2,44,2,55,school,162561,.0116325560957193
2,44,2,55,work,162561,.1015065088868141
2,44,2,56,home,162561,.0338150002062321
2,44,2,56,neighbor,162561,.9720596959814429
2,44,2,56,school,162561,.2191546559333801
2,44,2,56,work,162561,1.404340505599976
2,44,2,61,home,162561,.0460011921823025
2,44,2,61,neighbor,162561,2.102060088887811
2,44,2,61,school,162561,.5062345862388611
2,44,2,61,work,162561,3.583916187286377
2,44,2,62,home,162561,.093989335000515
2,44,2,62,neighbor,162561,5.483110934495926
2,44,2,62,school,162561,.5900431275367737
2,44,2,62,work,162561,4.683970928192139
2,44,2,71,home,162561,.0137671399861574
2,44,2,71,neighbor,162561,.9425938511267304
2,44,2,71,school,162561,.1966646313667297
2,44,2,71,work,162561,.7839580178260803
2,44,2,72,home,162561,.0827750787138939
2,44,2,72,neighbor,162561,3.031040586531162
2,44,2,72,school,162561,.8681725859642029
2,44,2,72,work,162561,2.685238122940063
2,44,2,92,home,162561,.0174026973545551
2,44,2,92,neighbor,162561,.7403190284967422
2,44,2,92,school,162561,.082688957452774
2,44,2,92,work,162561,1.135186195373535
2,44,3,0,home,162561,.099980928003788
2,44,3,0,neighbor,162561,4.333647213876247
2,44,3,0,work,162561,6.054976463317871
2,44,3,11,home,162561,.0005720929475501
2,44,3,11,neighbor,162561,.016836757218698
2,44,3,11,work,162561,.0372783131897449
2,44,3,21,neighbor,162561,.0055855956561572
2,44,3,21,work,162561,.0111711909994483
2,44,3,22,home,162561,.0010088520357385
2,44,3,22,neighbor,162561,.047717472712975
2,44,3,22,work,162561,.0839807838201523
2,44,3,23,home,162561,.0085998484864831
2,44,3,23,neighbor,162561,.3263574950397015
2,44,3,23,work,162561,.4941098988056183
2,44,3,31,home,162561,.0381518304347992
2,44,3,31,neighbor,162561,.8445998895913363
2,44,3,31,work,162561,1.266878247261047
2,44,3,42,home,162561,.0086306063458323
2,44,3,42,neighbor,162561,.303928985260427
2,44,3,42,work,162561,.3777966499328613
2,44,3,44,home,162561,.0370814651250839
2,44,3,44,neighbor,162561,1.333837810903788
2,44,3,44,work,162561,11.40029239654541
2,44,3,48,home,162561,.0247968453913927
2,44,3,48,neighbor,162561,.4695898680947721
2,44,3,48,work,162561,.6986362338066101
2,44,3,51,home,162561,.0017962488345802
2,44,3,51,neighbor,162561,.1881939682643861
2,44,3,51,work,162561,.2356100231409073
2,44,3,52,home,162561,.0082430597394705
2,44,3,52,neighbor,162561,.5225484501570463
2,44,3,52,work,162561,.6826606392860413
2,44,3,53,home,162561,.0038139529060572
2,44,3,53,neighbor,162561,.4962691015098244
2,44,3,53,work,162561,.2449111342430115
2,44,3,54,home,162561,.0113372830674052
2,44,3,54,neighbor,162561,.524633823428303
2,44,3,54,work,162561,.8842280507087708
2,44,3,55,home,162561,.0003444860631134
2,44,3,55,neighbor,162561,.018891370142228
2,44,3,55,work,162561,.0264639127999544
2,44,3,56,home,162561,.0082307560369372
2,44,3,56,neighbor,162561,.2620677738450468
2,44,3,56,work,162561,.4034116566181183
2,44,3,61,home,162561,.0179501846432686
2,44,3,61,neighbor,162561,.4991603130474687
2,44,3,61,work,162561,.8592036366462708
2,44,3,62,home,162561,.0280264019966125
2,44,3,62,neighbor,162561,1.700229435227811
2,44,3,62,work,162561,1.377304553985596
2,44,3,71,home,162561,.0030081016011536
2,44,3,71,neighbor,162561,.2045016953488812
2,44,3,71,work,162561,.1646335870027542
2,44,3,72,home,162561,.0137425335124135
2,44,3,72,neighbor,162561,.4714599472936243
2,44,3,72,work,162561,.3780611455440521
2,44,3,92,home,162561,.0081569375470281
2,44,3,92,neighbor,162561,.2676103182602674
2,44,3,92,work,162561,.4154009819030762
2,44,4,0,home,162561,.0865705832839012
2,44,4,0,neighbor,162561,5.373281434178352
2,44,4,0,work,162561,7.329383850097656
2,44,4,11,home,162561,.0001968491851585
2,44,4,11,neighbor,162561,.0086490612156922
2,44,4,11,work,162561,.0153296301141381
2,44,4,21,neighbor,162561,.0019684917861014
2,44,4,21,work,162561,.0047674411907792
2,44,4,22,home,162561,.0000861215157784
2,44,4,22,neighbor,162561,.0159140259347623
2,44,4,22,work,162561,.0227545350790024
2,44,4,23,home,162561,.0023806449025869
2,44,4,23,neighbor,162561,.1005345691228285
2,44,4,23,work,162561,.1558922529220581
2,44,4,31,home,162561,.0063975984230638
2,44,4,31,neighbor,162561,.3265174264088273
2,44,4,31,work,162561,.4953401982784271
2,44,4,42,home,162561,.0014087019953877
2,44,4,42,neighbor,162561,.1530933012254536
2,44,4,42,work,162561,.1758662909269333
2,44,4,44,home,162561,.0083353323861957
2,44,4,44,neighbor,162561,.6868929290212691
2,44,4,44,work,162561,5.908409595489502
2,44,4,48,home,162561,.0034817699342966
2,44,4,48,neighbor,162561,.1607581144198775
2,44,4,48,work,162561,.2160973399877548
2,44,4,51,home,162561,.000406001432566
2,44,4,51,neighbor,162561,.0681959385983646
2,44,4,51,work,162561,.0736462026834488
2,44,4,52,home,162561,.0025221302639693
2,44,4,52,neighbor,162561,.2125048381276429
2,44,4,52,work,162561,.2225318551063538
2,44,4,53,home,162561,.001273368136026
2,44,4,53,neighbor,162561,.2717687500407919
2,44,4,53,work,162561,.1364041864871979
2,44,4,54,home,162561,.0039431350305676
2,44,4,54,neighbor,162561,.2689513545483351
2,44,4,54,work,162561,.3681018054485321
2,44,4,55,neighbor,162561,.0094672155391891
2,44,4,55,work,162561,.0137917455285788
2,44,4,56,home,162561,.0028174039907753
2,44,4,56,neighbor,162561,.1361704192822799
2,44,4,56,work,162561,.1716832518577576
2,44,4,61,home,162561,.0059362333267927
2,44,4,61,neighbor,162561,.2747645555064082
2,44,4,61,work,162561,.4124359488487244
2,44,4,62,home,162561,.0115956468507648
2,44,4,62,neighbor,162561,.9023812580853701
2,44,4,62,work,162561,.682494580745697
2,44,4,71,home,162561,.0008673667325638
2,44,4,71,neighbor,162561,.1258850545855239
2,44,4,71,work,162561,.0788811594247818
2,44,4,72,home,162561,.0023129777982831
2,44,4,72,neighbor,162561,.1558307379018515
2,44,4,72,work,162561,.1167746260762215
2,44,4,92,home,162561,.0016117027262226
2,44,4,92,neighbor,162561,.0984184393892065
2,44,4,92,work,162561,.1310831010341644
2,44,5,0,home,162561,.061453852802515
2,44,5,0,neighbor,162561,5.515923336148262
2,44,5,0,work,162561,8.335308074951172
2,44,6,0,home,162561,.0283462814986706
2,44,6,0,neighbor,162561,3.395051635801792
2,44,6,0,work,162561,4.429844856262207
2,48,1,0,home,100500,.5875323414802551
2,48,1,0,neighbor,100500,2.184965128079057
2,48,1,0,school,100500,.2129552215337753
2,48,1,11,home,100500,.0003482587053441
2,48,1,11,neighbor,100500,.0007064676537993
2,48,1,11,school,100500,.0001293532404816
2,48,1,23,home,100500,.0000895522389328
2,48,1,23,neighbor,100500,.000099502485682
2,48,1,23,school,100500,.0000298507457046
2,48,1,31,neighbor,100500,.0011243781409576
2,48,1,31,school,100500,.0002985074534081
2,48,1,42,neighbor,100500,.0000696517399774
2,48,1,42,school,100500,9.95024856820e-06
2,48,1,44,home,100500,.0024577113799751
2,48,1,44,neighbor,100500,.020537312986562
2,48,1,44,school,100500,.0032039801590145
2,48,1,48,home,100500,.000248756230576
2,48,1,48,neighbor,100500,.00029850746796
2,48,1,48,school,100500,.0002885572030209
2,48,1,48,work,100500,.0103283580392599
2,48,1,51,home,100500,.0002786069526337
2,48,1,51,neighbor,100500,.0012935323084093
2,48,1,51,school,100500,.0002587064809632
2,48,1,52,neighbor,100500,.0001791044796846
2,48,1,52,school,100500,.000587064656429
2,48,1,53,home,100500,.0001791044778656
2,48,1,53,neighbor,100500,.0004875621798419
2,48,1,53,school,100500,.0003482587053441
2,48,1,54,neighbor,100500,.0003283582100266
2,48,1,54,school,100500,.0000895522389328
2,48,1,56,neighbor,100500,.0004776119403687
2,48,1,56,school,100500,.0002089552290272
2,48,1,61,home,100500,.0001094527397072
2,48,1,61,neighbor,100500,.0022487562309834
2,48,1,61,school,100500,.0003582089557312
2,48,1,62,home,100500,.000587064656429
2,48,1,62,neighbor,100500,.0041492538239254
2,48,1,62,school,100500,.0009850746719167
2,48,1,71,home,100500,.0031243781559169
2,48,1,71,neighbor,100500,.0360000009532087
2,48,1,71,school,100500,.0023880596272647
2,48,1,72,home,100500,.0045671639963984
2,48,1,72,neighbor,100500,.0278905472659972
2,48,1,72,school,100500,.0069154230877757
2,48,1,92,neighbor,100500,.0001791044724087
2,48,1,92,school,100500,.0003184079541825
2,48,2,0,home,100500,.4326368272304535
2,48,2,0,neighbor,100500,16.14832873642445
2,48,2,0,school,100500,.9504676461219788
2,48,2,11,home,100500,.0003781094565056
2,48,2,11,neighbor,100500,.0502189060789533
2,48,2,11,school,100500,.0068557215854526
2,48,2,21,home,100500,.0024278606288135
2,48,2,21,neighbor,100500,.0321492527727969
2,48,2,21,school,100500,.0045373132452369
2,48,2,22,home,100500,.0043184077367187
2,48,2,22,neighbor,100500,.1291343241464347
2,48,2,22,school,100500,.0098407957702875
2,48,2,23,home,100500,.0147462682798505
2,48,2,23,neighbor,100500,1.126656709238887
2,48,2,23,school,100500,.0882686600089073
2,48,2,31,home,100500,.042786069214344
2,48,2,31,neighbor,100500,2.283990060910583
2,48,2,31,school,100500,.207542285323143
2,48,2,42,home,100500,.0143681587651372
2,48,2,42,neighbor,100500,.9057114459574223
2,48,2,42,school,100500,.0679801031947136
2,48,2,44,home,100500,.0794527381658554
2,48,2,44,neighbor,100500,5.824388224631548
2,48,2,44,school,100500,.5238905549049377
2,48,2,48,home,100500,1.230795979499817
2,48,2,48,neighbor,100500,1.732000019401312
2,48,2,48,school,100500,.1679502427577972
2,48,2,48,work,100500,32.4258918762207
2,48,2,51,home,100500,.0075124376453459
2,48,2,51,neighbor,100500,.6680298396386206
2,48,2,51,school,100500,.0526865683495998
2,48,2,52,home,100500,.0347462669014931
2,48,2,52,neighbor,100500,2.144258718937635
2,48,2,52,school,100500,.1115323379635811
2,48,2,53,home,100500,.0100497510284185
2,48,2,53,neighbor,100500,1.535442783497274
2,48,2,53,school,100500,.0412039794027805
2,48,2,54,home,100500,.0330547280609608
2,48,2,54,neighbor,100500,3.025144275277853
2,48,2,54,school,100500,.2173134386539459
2,48,2,55,home,100500,.0029054726473987
2,48,2,55,neighbor,100500,.0749950238969177
2,48,2,55,school,100500,.0068358210846782
2,48,2,56,home,100500,.0282885581254959
2,48,2,56,neighbor,100500,1.038577126339078
