age_i,naics_i,age_j,naics_j,contactlvl,num_people,num_contact_per_person_day
1,11,3,31,neighbor,115,.3217391259968281
1,11,3,42,neighbor,115,.1043478259816766
1,11,3,44,neighbor,115,.2869565133005381
1,11,3,48,neighbor,115,.2260869471356273
1,11,3,51,neighbor,115,.0869565177708864
1,11,3,52,neighbor,115,.1999999992549419
1,11,3,53,neighbor,115,.0695652151480317
1,11,3,54,neighbor,115,.2434782534837723
1,11,3,55,neighbor,115,.0173913035541773
1,11,3,56,neighbor,115,.1130434758961201
1,11,3,61,neighbor,115,.1826086938381195
1,11,3,62,neighbor,115,.3478260841220617
1,11,3,72,neighbor,115,.1043478269129992
1,11,3,92,neighbor,115,.0608695633709431
1,11,4,0,neighbor,115,1.695652190595865
1,11,4,11,neighbor,115,.0347826071083546
1,11,4,11,work,115,.1652173846960068
1,11,4,22,neighbor,115,.0173913035541773
1,11,4,23,neighbor,115,.0695652170106769
1,11,4,31,neighbor,115,.1391304321587086
1,11,4,42,neighbor,115,.0869565205648541
1,11,4,44,neighbor,115,.1478260867297649
1,11,4,48,neighbor,115,.0260869553312659
1,11,4,51,neighbor,115,.0260869553312659
1,11,4,52,neighbor,115,.0521739115938544
1,11,4,53,neighbor,115,.0782608697190881
1,11,4,54,neighbor,115,.191304343752563
1,11,4,56,neighbor,115,.1739130448549986
1,11,4,61,neighbor,115,.1043478241190314
1,11,4,62,neighbor,115,.2173912990838289
1,11,4,71,neighbor,115,.0086956517770886
1,11,4,72,neighbor,115,.052173912525177
1,11,4,92,neighbor,115,.0086956517770886
1,11,5,0,neighbor,115,1.869565229862928
1,11,5,0,work,115,.0086956517770886
1,11,6,0,neighbor,115,1.208695674315095
1,11,6,0,work,115,.0260869562625885
1,23,1,0,home,18,1
1,23,1,0,school,18,55.33333206176758
1,23,1,23,home,18,1
1,23,1,23,school,18,.1111111119389534
1,23,1,31,school,18,.6111111044883728
1,23,1,44,school,18,.3888888955116272
1,23,1,51,school,18,.1666666716337204
1,23,1,52,school,18,.0555555559694767
1,23,1,53,school,18,.1666666716337204
1,23,1,54,school,18,.0555555559694767
1,23,1,71,school,18,.4444444477558136
1,23,1,72,school,18,1.555555582046509
1,23,2,0,home,18,.5
1,23,2,0,neighbor,18,3.27777773886919
1,23,2,0,school,18,1.944444417953491
1,23,2,11,neighbor,18,.1111111119389534
1,23,2,23,neighbor,18,.2777777835726738
1,23,2,23,work,18,4.277777671813965
1,23,2,31,neighbor,18,.722222238779068
1,23,2,42,neighbor,18,.3333333358168602
1,23,2,44,neighbor,18,1.222222238779068
1,23,2,44,school,18,.6666666865348816
1,23,2,48,home,18,.5
1,23,2,48,neighbor,18,.3333333432674408
1,23,2,52,neighbor,18,.4444444477558136
1,23,2,53,neighbor,18,.0555555559694767
1,23,2,54,neighbor,18,1.166666679084301
1,23,2,55,neighbor,18,.0555555559694767
1,23,2,56,neighbor,18,.3333333432674408
1,23,2,56,school,18,.1111111119389534
1,23,2,61,neighbor,18,.4444444626569748
1,23,2,61,school,18,.2777777910232544
1,23,2,62,neighbor,18,1.944444417953491
1,23,2,62,school,18,.1666666716337204
1,23,2,71,neighbor,18,.0555555559694767
1,23,2,71,school,18,.3333333432674408
1,23,2,72,neighbor,18,2.38888880982995
1,23,2,72,school,18,.5
1,23,2,92,neighbor,18,.1111111119389534
1,23,2,92,school,18,.0555555559694767
1,23,3,0,neighbor,18,.5000000149011612
1,23,3,23,home,18,.5
1,23,3,23,work,18,1.5
1,23,3,31,neighbor,18,.3888888992369175
1,23,3,42,neighbor,18,.1666666716337204
1,23,3,44,neighbor,18,.2222222276031971
1,23,3,48,neighbor,18,.1111111119389534
1,23,3,52,neighbor,18,.1666666716337204
1,23,3,54,home,18,.5
1,23,3,54,neighbor,18,.2222222238779068
1,23,3,56,neighbor,18,.0555555559694767
1,23,3,62,neighbor,18,.6111111231148243
1,23,3,71,neighbor,18,.1666666679084301
1,23,3,72,neighbor,18,.7222222425043583
1,23,3,92,neighbor,18,.1111111119389534
1,23,4,0,neighbor,18,1.222222208976746
1,23,4,23,work,18,.4444444477558136
1,23,4,31,neighbor,18,.1111111119389534
1,23,4,44,neighbor,18,.1111111119389534
1,23,4,48,neighbor,18,.0555555559694767
1,23,4,53,neighbor,18,.0555555559694767
1,23,4,54,neighbor,18,.0555555559694767
1,23,4,62,neighbor,18,.1111111119389534
1,23,4,72,neighbor,18,.1666666716337204
1,23,5,0,neighbor,18,1
1,23,5,0,work,18,.0555555559694767
1,23,6,0,neighbor,18,.4444444626569748
1,23,6,0,work,18,.0555555559694767
1,31,1,0,home,305,.5409836173057556
1,31,1,0,neighbor,305,.1606557294726372
1,31,1,0,school,305,55.81311416625977
1,31,1,11,school,305,.0459016375243664
1,31,1,23,school,305,.0360655747354031
1,31,1,31,home,305,1
1,31,1,31,neighbor,305,.0065573770552874
1,31,1,31,school,305,.33442622423172
1,31,1,31,work,305,.0032786885276437
1,31,1,42,school,305,.0032786885276437
1,31,1,44,neighbor,305,.0065573770552874
1,31,1,44,school,305,.7049180269241333
1,31,1,48,school,305,.0131147541105747
1,31,1,51,neighbor,305,.0065573770552874
1,31,1,51,school,305,.1606557369232178
1,31,1,52,school,305,.0163934417068958
1,31,1,53,school,305,.0032786885276437
1,31,1,54,school,305,.0327868834137917
1,31,1,56,school,305,.0295081958174706
1,31,1,61,school,305,.22295081615448
1,31,1,62,school,305,.2524590194225311
1,31,1,71,school,305,.577049195766449
1,31,1,72,neighbor,305,.0032786885276437
1,31,1,72,school,305,1.252459049224854
1,31,1,92,school,305,.009836065582931
1,31,2,0,home,305,.4327868819236755
1,31,2,0,neighbor,305,3.796721283346415
1,31,2,0,school,305,1.580327868461609
1,31,2,11,neighbor,305,.0032786885276437
1,31,2,11,school,305,.0065573770552874
1,31,2,22,neighbor,305,.0360655719414353
1,31,2,22,school,305,.0360655747354031
1,31,2,23,home,305,.0295081958174706
1,31,2,23,neighbor,305,.2754098325967789
1,31,2,23,school,305,.068852461874485
1,31,2,31,home,305,.4000000059604645
1,31,2,31,neighbor,305,.5180327817797661
1,31,2,31,school,305,.0459016375243664
1,31,2,31,work,305,7.790163993835449
1,31,2,42,home,305,.0524590164422989
1,31,2,42,neighbor,305,.2196721350774169
1,31,2,42,school,305,.0032786885276437
1,31,2,44,home,305,.0754098370671272
1,31,2,44,neighbor,305,1.059016400016844
1,31,2,44,school,305,.5049180388450623
1,31,2,48,neighbor,305,.3606557250022888
1,31,2,48,school,305,.0786885246634483
1,31,2,51,neighbor,305,.1081967186182737
1,31,2,51,school,305,.009836065582931
1,31,2,52,home,305,.1016393452882767
1,31,2,52,neighbor,305,.763934426009655
1,31,2,52,school,305,.0032786885276437
1,31,2,53,neighbor,305,.1114754071459174
1,31,2,53,school,305,.0131147541105747
1,31,2,54,home,305,.0163934417068958
1,31,2,54,neighbor,305,.3213114887475967
1,31,2,54,school,305,.009836065582931
1,31,2,55,neighbor,305,.0131147541105747
1,31,2,55,school,305,.0262295082211494
1,31,2,56,home,305,.11147540807724
1,31,2,56,neighbor,305,.2032786896452308
1,31,2,56,school,305,.1311475336551666
1,31,2,61,home,305,.3278688490390778
1,31,2,61,neighbor,305,.3573770523071289
1,31,2,61,school,305,.0459016375243664
1,31,2,62,home,305,.1081967204809189
1,31,2,62,neighbor,305,.895081952214241
1,31,2,62,school,305,.1508196741342545
1,31,2,71,neighbor,305,.0852458998560905
1,31,2,71,school,305,.2163934409618378
1,31,2,72,home,305,.0524590164422989
1,31,2,72,neighbor,305,.5213114880025387
1,31,2,72,school,305,.7081966996192932
1,31,2,92,neighbor,305,.1672131195664406
1,31,2,92,school,305,.0655737668275833
1,31,3,0,home,305,.3967213034629822
1,31,3,0,neighbor,305,.9836065405979753
1,31,3,11,home,305,.0524590164422989
1,31,3,21,neighbor,305,.0065573770552874
1,31,3,22,neighbor,305,.0032786885276437
1,31,3,23,neighbor,305,.0557377059012651
1,31,3,31,neighbor,305,.2557377014309168
1,31,3,31,work,305,3.383606672286987
1,31,3,42,neighbor,305,.0524590173736215
1,31,3,44,home,305,.1639344245195389
1,31,3,44,neighbor,305,.1770491767674685
1,31,3,48,neighbor,305,.1016393462195992
1,31,3,51,neighbor,305,.0131147541105747
1,31,3,52,neighbor,305,.2393442578613758
1,31,3,53,neighbor,305,.0491803279146552
1,31,3,54,neighbor,305,.0655737686902285
1,31,3,56,home,305,.0262295082211494
1,31,3,56,neighbor,305,.0786885255947709
1,31,3,61,neighbor,305,.1016393443569541
1,31,3,62,home,305,.24918033182621
1,31,3,62,neighbor,305,.2622950859367847
1,31,3,71,neighbor,305,.0196721302345395
1,31,3,72,neighbor,305,.0622950829565525
1,31,3,92,neighbor,305,.0590163925662637
1,31,4,0,neighbor,305,1.140983589924872
1,31,4,11,neighbor,305,.0032786885276437
1,31,4,22,neighbor,305,.0032786885276437
1,31,4,23,neighbor,305,.0262295072898269
1,31,4,31,neighbor,305,.0491803279146552
1,31,4,31,work,305,1.406557321548462
1,31,4,42,neighbor,305,.0262295072898269
1,31,4,44,neighbor,305,.1016393462195992
1,31,4,48,neighbor,305,.0327868843451142
1,31,4,51,neighbor,305,.0163934426382184
1,31,4,52,neighbor,305,.1081967251375318
1,31,4,53,neighbor,305,.0196721311658621
1,31,4,54,home,305,.0163934417068958
1,31,4,54,neighbor,305,.0196721311658621
1,31,4,55,neighbor,305,.0032786885276437
1,31,4,56,neighbor,305,.0196721311658621
1,31,4,61,neighbor,305,.0491803269833326
1,31,4,62,neighbor,305,.1901639336720109
1,31,4,71,neighbor,305,.0131147541105747
1,31,4,72,neighbor,305,.0295081967487931
1,31,4,92,neighbor,305,.009836065582931
1,31,5,0,home,305,.0131147541105747
1,31,5,0,neighbor,305,1.032786869443953
1,31,5,0,work,305,.1836065500974655
1,31,6,0,neighbor,305,.6163934143260121
1,31,6,0,work,305,.0459016375243664
1,42,1,0,home,36,1.25
1,42,1,0,school,36,58.25
1,42,1,11,school,36,.0555555559694767
1,42,1,42,home,36,1
1,42,1,44,school,36,1.083333373069763
1,42,1,51,school,36,.1111111119389534
1,42,1,52,school,36,.0277777779847383
1,42,1,54,school,36,.0555555559694767
1,42,1,61,school,36,.1666666716337204
1,42,1,62,school,36,.2222222238779068
1,42,1,71,school,36,1.722222208976746
1,42,1,72,school,36,1.944444417953491
1,42,1,92,school,36,.0277777779847383
1,42,2,0,home,36,.1388888955116272
1,42,2,0,neighbor,36,.3333333302289248
1,42,2,0,school,36,2.083333253860474
1,42,2,0,work,36,.0277777779847383
1,42,2,11,school,36,.0833333358168602
1,42,2,21,neighbor,36,.0277777779847383
1,42,2,22,school,36,.0555555559694767
1,42,2,23,neighbor,36,.1666666716337204
1,42,2,23,school,36,.1111111119389534
1,42,2,31,home,36,1.472222208976746
1,42,2,31,neighbor,36,.1111111119389534
1,42,2,31,school,36,.1111111119389534
1,42,2,42,neighbor,36,.0277777779847383
1,42,2,42,work,36,22.88888931274414
1,42,2,44,home,36,.25
1,42,2,44,neighbor,36,.5833333134651184
1,42,2,44,school,36,.8888888955116272
1,42,2,48,neighbor,36,.0555555559694767
1,42,2,52,neighbor,36,.0833333358168602
1,42,2,53,neighbor,36,.0277777779847383
1,42,2,54,neighbor,36,.2222222238779068
1,42,2,56,neighbor,36,.0277777779847383
1,42,2,56,school,36,.0833333358168602
1,42,2,61,neighbor,36,.0833333358168602
1,42,2,61,school,36,.0833333358168602
1,42,2,62,neighbor,36,.0555555559694767
1,42,2,62,school,36,.0555555559694767
1,42,2,71,neighbor,36,.0555555559694767
1,42,2,71,school,36,.2777777910232544
1,42,2,72,neighbor,36,.1111111119389534
1,42,2,72,school,36,.8888888955116272
1,42,2,92,home,36,.1388888955116272
1,42,2,92,neighbor,36,.0555555559694767
1,42,3,0,neighbor,36,.1111111119389534
1,42,3,0,work,36,.0555555559694767
1,42,3,31,neighbor,36,.0277777779847383
1,42,3,42,neighbor,36,.0555555559694767
1,42,3,42,work,36,8.5
1,42,3,44,neighbor,36,.1388888955116272
1,42,3,52,neighbor,36,.0277777779847383
1,42,3,53,neighbor,36,.0277777779847383
1,42,3,54,neighbor,36,.0555555559694767
1,42,3,61,neighbor,36,.0555555559694767
1,42,3,71,neighbor,36,.0555555559694767
1,42,4,0,neighbor,36,.1388888955116272
1,42,4,0,work,36,.0555555559694767
1,42,4,42,work,36,3.972222328186035
1,42,4,56,neighbor,36,.0277777779847383
1,42,5,0,home,36,.25
1,42,5,0,neighbor,36,.0833333358168602
1,42,5,0,work,36,1.055555582046509
1,42,6,0,neighbor,36,.0555555559694767
1,42,6,0,work,36,.1944444477558136
1,44,1,0,home,3062,.9996734261512756
1,44,1,0,neighbor,3062,1.445787070901133
1,44,1,0,school,3062,55.44480895996094
1,44,1,0,work,3062,.092096671462059
1,44,1,11,home,3062,.0088177658617496
1,44,1,11,school,3062,.0297191385179758
1,44,1,11,work,3062,.0003265839186497
1,44,1,23,school,3062,.0071848463267088
1,44,1,31,neighbor,3062,.0003265839186497
1,44,1,31,school,3062,.0816459804773331
1,44,1,31,work,3062,.0003265839186497
1,44,1,42,school,3062,.0186152849346399
1,44,1,44,home,3062,1.027433037757874
1,44,1,44,neighbor,3062,.009470933873672
1,44,1,44,school,3062,1.262900114059448
1,44,1,44,work,3062,.0186152849346399
1,44,1,48,school,3062,.0310254730284214
1,44,1,51,neighbor,3062,.0003265839186497
1,44,1,51,school,3062,.1087524518370628
1,44,1,51,work,3062,.0003265839186497
1,44,1,52,school,3062,.0254735462367535
1,44,1,53,neighbor,3062,.0006531678372994
1,44,1,53,school,3062,.0231874585151672
1,44,1,54,neighbor,3062,.0003265839186497
1,44,1,54,school,3062,.0551926828920841
1,44,1,56,school,3062,.0643370375037193
1,44,1,61,neighbor,3062,.0003265839186497
1,44,1,61,school,3062,.2103200554847717
1,44,1,62,neighbor,3062,.0013063356745988
1,44,1,62,school,3062,.2224036604166031
1,44,1,71,neighbor,3062,.0032658393029124
1,44,1,71,school,3062,.7044415473937988
1,44,1,71,work,3062,.0006531678372994
1,44,1,72,neighbor,3062,.0130633569788188
1,44,1,72,school,3062,1.670803427696228
1,44,1,72,work,3062,.0016329196514562
1,44,1,92,school,3062,.0277596339583397
1,44,2,0,home,3062,.6192031502723694
1,44,2,0,neighbor,3062,3.128020886331797
1,44,2,0,school,3062,1.900718450546265
1,44,2,0,work,3062,3.163618564605713
1,44,2,11,neighbor,3062,.0104506856296211
1,44,2,11,school,3062,.0169823635369539
1,44,2,11,work,3062,.0075114304199815
1,44,2,21,neighbor,3062,.0071848462685011
1,44,2,21,work,3062,.0068582626990974
1,44,2,22,home,3062,.009470934048295
1,44,2,22,neighbor,3062,.0254735460621305
1,44,2,22,school,3062,.0192684512585402
1,44,2,22,work,3062,.0293925534933805
1,44,2,23,home,3062,.0594382770359516
1,44,2,23,neighbor,3062,.2406923619564623
1,44,2,23,school,3062,.0731547996401787
1,44,2,23,work,3062,.2511430382728577
1,44,2,31,home,3062,.3425865471363068
1,44,2,31,neighbor,3062,.5813194056972861
1,44,2,31,school,3062,.1365120857954025
1,44,2,31,work,3062,.46962770819664
1,44,2,42,home,3062,.0323318094015121
1,44,2,42,neighbor,3062,.2250163280405104
1,44,2,42,school,3062,.0300457216799259
1,44,2,42,work,3062,.1469627767801285
1,44,2,44,home,3062,.398105800151825
1,44,2,44,neighbor,3062,1.234487256966531
1,44,2,44,school,3062,.7455911040306091
1,44,2,44,work,3062,6.433050155639648
1,44,2,48,home,3062,.0806662291288376
1,44,2,48,neighbor,3062,.3226649174466729
1,44,2,48,school,3062,.0986283496022224
1,44,2,48,work,3062,.2883736193180084
1,44,2,51,home,3062,.0068582626990974
1,44,2,51,neighbor,3062,.1436969327041879
1,44,2,51,school,3062,.0483344234526157
1,44,2,51,work,3062,.1048334389925003
1,44,2,52,home,3062,.0440888293087482
1,44,2,52,neighbor,3062,.3536903937347233
1,44,2,52,school,3062,.0065316786058247
