age_i,naics_i,work_poi_i,age_j,naics_j,work_poi_j,contactlvl,num_people,num_contact_per_person_day,contact_time_min_per_person_day
2,55,0,2,42,0,services,694,.0216138339601457,.6014889925718307
2,55,0,2,42,2,entertainment,694,.0043227667920291,.1346781998872757
2,55,0,2,42,2,neighbor,694,.0072046110872179,1.060254543088377
2,55,0,2,42,2,restaurants,694,.0057636885903776,.2447005957365036
2,55,0,2,42,2,retail,694,.0072046108543873,.3050432205200195
2,55,0,2,42,2,school,694,.0028818442951888,.5800191760063171
2,55,0,2,42,2,services,694,.0014409221475944,.2285302579402924
2,55,0,2,44,0,entertainment,694,.100864551961422,2.919663429260254
2,55,0,2,44,0,hh,694,.0230547543615103,13.83285236358643
2,55,0,2,44,0,neighbor,694,2.236311272485182,77.47046686522663
2,55,0,2,44,0,restaurants,694,.1930835786042735,7.95350262708962
2,55,0,2,44,0,retail,694,.3876080811023712,9.844669342041016
2,55,0,2,44,0,school,694,.0893371775746346,14.98155689239502
2,55,0,2,44,0,services,694,.0720461099408567,2.398059654980898
2,55,0,2,44,2,entertainment,694,.1080691665410995,2.926969289779663
2,55,0,2,44,2,hh,694,.0172910671681166,10.37464046478271
2,55,0,2,44,2,neighbor,694,.3155619604513049,8.286764323711395
2,55,0,2,44,2,restaurants,694,.1397694498300552,5.805291652679443
2,55,0,2,44,2,retail,694,1.340057650115341,50.35687866806984
2,55,0,2,44,2,school,694,.0835734903812408,17.76570320129395
2,55,0,2,44,2,services,694,.063400577288121,1.85073883831501
2,55,0,2,48,0,entertainment,694,.0403458215296268,1.247238278388977
2,55,0,2,48,0,hh,694,.0403458215296268,24.20749282836914
2,55,0,2,48,0,neighbor,694,.20749279379379,6.205451202578843
2,55,0,2,48,0,restaurants,694,.093659944832325,4.232413291931152
2,55,0,2,48,0,retail,694,.2219020224874839,5.319502564147115
2,55,0,2,48,0,school,694,.0129682999104261,2.153698444366455
2,55,0,2,48,0,services,694,.0475504307541996,1.815561875700951
2,55,0,2,51,0,entertainment,694,.0288184434175491,.5395532846450806
2,55,0,2,51,0,neighbor,694,.0835734877036884,3.068319323472679
2,55,0,2,51,0,restaurants,694,.044668588321656,1.172537136822939
2,55,0,2,51,0,retail,694,.1080691665410995,2.731782674789429
2,55,0,2,51,0,school,694,.0028818442951888,.3602305352687836
2,55,0,2,51,0,services,694,.0201729107648134,.3346541523933411
2,55,0,2,51,3,entertainment,694,.0014409221475944,.0587175786495209
2,55,0,2,51,3,neighbor,694,.0100864551495761,.6439361199736595
2,55,0,2,51,3,restaurants,694,.0086455335840583,.4167627394199371
2,55,0,2,51,3,retail,694,.0216138325631618,.564193069934845
2,55,0,2,51,3,services,694,.0172910660039634,1.762133691459894
2,55,0,2,51,4,entertainment,694,.0043227667920291,.0998078808188438
2,55,0,2,51,4,neighbor,694,.025936599355191,.4188520610332489
2,55,0,2,51,4,restaurants,694,.0086455335840583,.2071565836668015
2,55,0,2,51,4,retail,694,.0230547543615103,.3962535858154297
2,55,0,2,51,4,school,694,.0028818442951888,.0993515774607658
2,55,0,2,51,4,services,694,.0014409221475944,.0713496580719948
2,55,0,2,52,0,entertainment,694,.0778097957372665,2.453025817871094
2,55,0,2,52,0,hh,694,.0331412106752396,19.88472557067871
2,55,0,2,52,0,neighbor,694,.4265129540581256,19.37670197710395
2,55,0,2,52,0,restaurants,694,.1397694493643939,5.237062446773052
2,55,0,2,52,0,retail,694,.2680115401744843,7.457571506500244
2,55,0,2,52,0,school,694,.0028818442951888,1.441210389137268
2,55,0,2,52,0,services,694,.0374639774672687,1.284101814031601
2,55,0,2,52,3,entertainment,694,.0172910671681166,.4610230922698975
2,55,0,2,52,3,hh,694,.0086455335840583,5.187320232391357
2,55,0,2,52,3,neighbor,694,.067723341519013,1.625432267785072
2,55,0,2,52,3,restaurants,694,.0259365986566991,.7485830783843994
2,55,0,2,52,3,retail,694,.082132562994957,1.837868213653564
2,55,0,2,52,3,school,694,.0028818442951888,1.455331325531006
2,55,0,2,52,3,services,694,.0259366001700982,1.133333429694176
2,55,0,2,53,0,entertainment,694,.0115273771807551,.1749279499053955
2,55,0,2,53,0,neighbor,694,.0893371785059571,4.009357511997223
2,55,0,2,53,0,restaurants,694,.034582132822834,.9490121342241764
2,55,0,2,53,0,retail,694,.1066282391548157,3.848300695419312
2,55,0,2,53,0,school,694,.0072046108543873,.6340537667274475
2,55,0,2,53,0,services,694,.0144092221744359,.2547070235013962
2,55,0,2,53,2,entertainment,694,.0028818442951888,.0623919293284416
2,55,0,2,53,2,neighbor,694,.0201729114633054,.8232709094882011
2,55,0,2,53,2,restaurants,694,.015850143856369,.8209813795983791
2,55,0,2,53,2,retail,694,.7074927687644958,41.41416931152344
2,55,0,2,53,2,school,694,.0014409221475944,.3933717608451843
2,55,0,2,53,2,services,694,.0028818442951888,.0886647403240204
2,55,0,2,53,3,entertainment,694,.0072046108543873,.0827329531311989
2,55,0,2,53,3,neighbor,694,.0158501439727843,.5149855837225914
2,55,0,2,53,3,restaurants,694,.0043227667920291,.3196685910224915
2,55,0,2,53,3,retail,694,.0057636885903776,.1617915481328964
2,55,0,2,53,3,school,694,.0014409221475944,.0994236245751381
2,55,0,2,53,3,services,694,.0129682999104261,2.329538822174072
2,55,0,2,54,0,entertainment,694,.0806916430592537,2.510531187057495
2,55,0,2,54,0,neighbor,694,.2896253647049889,8.605695044621825
2,55,0,2,54,0,restaurants,694,.1268011577194557,4.733073609415442
2,55,0,2,54,0,retail,694,.3818443715572357,10.53702068328857
2,55,0,2,54,0,school,694,.0144092217087746,3.944764614105225
2,55,0,2,54,0,services,694,.0417867435608059,1.378530278801918
2,55,0,2,54,3,entertainment,694,.0345821343362331,.3933957815170288
2,55,0,2,54,3,neighbor,694,.1109510115347803,2.895276759751141
2,55,0,2,54,3,restaurants,694,.063400574028492,2.535890817642212
2,55,0,2,54,3,retail,694,.1383285373449326,3.625078678131104
2,55,0,2,54,3,school,694,.0057636885903776,1.737560033798218
2,55,0,2,54,3,services,694,.2276657066540793,17.00734099932015
2,55,0,2,55,0,entertainment,694,.0028818442951888,.0115273771807551
2,55,0,2,55,0,neighbor,694,.0086455332348123,.0388568690977991
2,55,0,2,55,0,restaurants,694,.0028818442951888,.1770893335342407
2,55,0,2,55,0,retail,694,.0115273771807551,.221661850810051
2,55,0,2,55,0,work,694,2.484149932861328,572.12109375
2,55,0,2,56,0,entertainment,694,.0691642686724663,2.032718181610107
2,55,0,2,56,0,neighbor,694,.2910662837093696,10.03469456592575
2,55,0,2,56,0,restaurants,694,.116714698029682,3.812260216567665
2,55,0,2,56,0,retail,694,.302593658096157,8.490674193948507
2,55,0,2,56,0,school,694,.050432275980711,8.605732917785645
2,55,0,2,56,0,services,694,.0345821323571727,1.293773280456662
2,55,0,2,61,0,entertainment,694,.1152737736701965,3.24510645866394
2,55,0,2,61,0,hh,694,.0259365998208523,15.56196022033691
2,55,0,2,61,0,neighbor,694,.4812680057948455,12.8210540888831
2,55,0,2,61,0,restaurants,694,.2233429402112961,8.339192390441895
2,55,0,2,61,0,retail,694,.5201728940010071,13.66006278991699
2,55,0,2,61,0,school,694,.031700287014246,6.789120674133301
2,55,0,2,61,0,services,694,.0576368873007596,1.708794489502907
2,55,0,2,62,0,entertainment,694,.2031700313091278,4.031474113464355
2,55,0,2,62,0,hh,694,.03746397793293,22.47838592529297
2,55,0,2,62,0,neighbor,694,2.044668554794043,43.05453652143478
2,55,0,2,62,0,restaurants,694,.3458213395206258,11.07528271153569
2,55,0,2,62,0,retail,694,.7391930617159232,20.28704997897148
2,55,0,2,62,0,school,694,.0446685887873173,9.677141189575195
2,55,0,2,62,0,services,694,.141210378613323,4.101020909845829
2,55,0,2,62,3,entertainment,694,.0619596540927887,1.074385404586792
2,55,0,2,62,3,hh,694,.0043227667920291,2.593660116195679
2,55,0,2,62,3,neighbor,694,.2146974107017741,6.376127653522417
2,55,0,2,62,3,restaurants,694,.0763688758015633,2.381705284118652
2,55,0,2,62,3,retail,694,.2089337110519409,4.416566848754883
2,55,0,2,62,3,school,694,.0129682999104261,2.150840520858765
2,55,0,2,62,3,services,694,.8487031846307218,61.68326795101166
2,55,0,2,71,0,entertainment,694,.0100864553824067,.2136647403240204
2,55,0,2,71,0,hh,694,.0115273771807551,6.916426181793213
2,55,0,2,71,0,neighbor,694,.0619596525793895,1.973284676671028
2,55,0,2,71,0,restaurants,694,.0172910671681166,.5436599850654602
2,55,0,2,71,0,retail,694,.0345821343362331,1.168535470962524
2,55,0,2,71,0,school,694,.0014409221475944,.1094860658049583
2,55,0,2,71,0,services,694,.0028818442951888,.047694519162178
2,55,0,2,71,4,entertainment,694,.485590785741806,16.66872215270996
2,55,0,2,71,4,hh,694,.0331412106752396,19.88472557067871
2,55,0,2,71,4,neighbor,694,.1224783884827048,4.684193663299084
2,55,0,2,71,4,restaurants,694,.0706051855813712,1.731657603289932
2,55,0,2,71,4,retail,694,.1512968338793144,4.227004576474428
2,55,0,2,71,4,school,694,.0403458215296268,7.099752902984619
2,55,0,2,71,4,services,694,.0129682996775955,.0900096073746681
2,55,0,2,72,0,entertainment,694,.0201729107648134,.660611093044281
2,55,0,2,72,0,hh,694,.0576368868350983,34.58213043212891
2,55,0,2,72,0,neighbor,694,.1282420753268525,4.406276903115213
2,55,0,2,72,0,restaurants,694,.0475504323840141,1.642146944999695
2,55,0,2,72,0,retail,694,.1239193081855774,3.459438562393188
2,55,0,2,72,0,school,694,.0302593652158976,8.185382843017578
2,55,0,2,72,0,services,694,.0201729107648134,.4362004101276398
2,55,0,2,72,1,entertainment,694,.100864551961422,2.373827457427979
2,55,0,2,72,1,hh,694,.1902017295360565,114.1210403442383
2,55,0,2,72,1,neighbor,694,.3876080762129277,10.73279967252165
2,55,0,2,72,1,restaurants,694,.919308353215456,43.70629590749741
2,55,0,2,72,1,retail,694,.410662829875946,9.958048820495605
2,55,0,2,72,1,school,694,.1282420754432678,27.33784866333008
2,55,0,2,72,1,services,694,.070605187676847,1.858867079019547
2,55,0,2,92,0,entertainment,694,.1599423587322235,3.515035152435303
2,55,0,2,92,0,neighbor,694,.4841498646419495,11.51980853825808
2,55,0,2,92,0,restaurants,694,.2579250826966017,8.451571156969294
2,55,0,2,92,0,retail,694,.6023054718971252,16.67686653137207
2,55,0,2,92,0,school,694,.018731988966465,1.660876989364624
2,55,0,2,92,0,services,694,.115273772738874,2.677468039095402
2,55,0,3,0,0,entertainment,694,.4048991501331329,10.42580604553223
2,55,0,3,0,0,hh,694,.1945244967937469,116.7146987915039
2,55,0,3,0,0,neighbor,694,1.765129649545997,55.0006857290864
2,55,0,3,0,0,restaurants,694,.6671469565480947,23.01298186182976
2,55,0,3,0,0,retail,694,2.024495680583641,65.02771450951695
2,55,0,3,0,0,services,694,.3141210284084082,10.83065795898438
2,55,0,3,11,0,entertainment,694,.0057636885903776,.0644812658429146
2,55,0,3,11,0,neighbor,694,.0345821322407573,1.419342655688524
2,55,0,3,11,0,restaurants,694,.0086455335840583,.5276176929473877
2,55,0,3,11,0,retail,694,.0331412106752396,.9283405542373657
2,55,0,3,11,0,services,694,.0014409221475944,.1134245917201042
2,55,0,3,21,0,neighbor,694,.0028818442951888,.0753362188115716
2,55,0,3,22,0,entertainment,694,.0072046108543873,.4229506850242615
2,55,0,3,22,0,neighbor,694,.0331412107916549,1.184077814221382
2,55,0,3,22,0,restaurants,694,.015850143507123,1.09307873249054
2,55,0,3,22,0,retail,694,.056195966899395,1.972322344779968
2,55,0,3,22,0,services,694,.0014409221475944,.1280979812145233
2,55,0,3,23,0,entertainment,694,.0331412106752396,.8796361088752747
2,55,0,3,23,0,neighbor,694,.1426512971520424,4.020286232233047
2,55,0,3,23,0,restaurants,694,.0331412106752396,.9203410148620605
2,55,0,3,23,0,retail,694,.1037463992834091,2.681999206542969
2,55,0,3,23,0,services,694,.0172910663532093,.2757594864815474
2,55,0,3,31,0,entertainment,694,.0345821343362331,.8500000238418579
2,55,0,3,31,0,neighbor,694,.1469740619650111,3.785883951932192
2,55,0,3,31,0,restaurants,694,.0561959664337337,1.999083116650581
2,55,0,3,31,0,retail,694,.1801152676343918,5.01393985748291
2,55,0,3,31,0,services,694,.0201729102991521,.849471639841795
2,55,0,3,42,0,entertainment,694,.0043227667920291,.042819406837225
2,55,0,3,42,0,neighbor,694,.0806916429428384,2.777743691694923
2,55,0,3,42,0,restaurants,694,.0273775216192007,.9882778525352478
2,55,0,3,42,0,retail,694,.0619596540927887,1.21476948261261
2,55,0,3,42,0,services,694,.0115273775300011,.3565321713685989
2,55,0,3,42,2,entertainment,694,.0014409221475944,.0539865493774414
2,55,0,3,42,2,neighbor,694,.0028818442951888,.0247118137776852
2,55,0,3,42,2,retail,694,.0086455335840583,.1803170144557953
2,55,0,3,42,2,services,694,.0043227667920291,.2184077948331833
2,55,0,3,44,0,entertainment,694,.0172910671681166,.1230547651648521
2,55,0,3,44,0,neighbor,694,.4625360234640539,14.7187831364572
2,55,0,3,44,0,restaurants,694,.0244956780225039,.6207012534141541
2,55,0,3,44,0,retail,694,.0979827120900154,3.096754312515259
2,55,0,3,44,0,services,694,.0086455328855664,.1045148875564337
2,55,0,3,44,2,entertainment,694,.015850143507123,.5558356642723083
2,55,0,3,44,2,neighbor,694,.0691642644815147,2.080701097846031
2,55,0,3,44,2,restaurants,694,.031700287014246,.9985590577125549
2,55,0,3,44,2,retail,694,.2867435216903687,10.83326435089111
2,55,0,3,44,2,services,694,.0086455335840583,.0857348721474409
2,55,0,3,48,0,entertainment,694,.018731988966465,.1195965483784676
2,55,0,3,48,0,neighbor,694,.0994236338883638,2.848273146897554
2,55,0,3,48,0,restaurants,694,.0461095109349117,1.329538992606103
2,55,0,3,48,0,retail,694,.0965417847037315,3.154564619064331
2,55,0,3,48,0,services,694,.0129682993283495,.3552353382110596
2,55,0,3,51,0,entertainment,694,.0072046108543873,.0796589776873589
2,55,0,3,51,0,neighbor,694,.0144092215923592,.3387127816677094
2,55,0,3,51,0,restaurants,694,.0086455335840583,.3228146135807037
2,55,0,3,51,0,retail,694,.0115273771807551,.2490874081850052
2,55,0,3,51,3,neighbor,694,.0014409221475944,.0032180594280362
2,55,0,3,51,3,restaurants,694,.0014409221475944,.0128962527960539
2,55,0,3,51,3,retail,694,.0057636885903776,.2964697182178497
2,55,0,3,51,4,entertainment,694,.0014409221475944,.1199087351560593
2,55,0,3,51,4,neighbor,694,.0028818442951888,.0032660901779309
2,55,0,3,51,4,restaurants,694,.0014409221475944,.0481027886271477
2,55,0,3,51,4,retail,694,.0028818442951888,.1274735778570175
2,55,0,3,52,0,entertainment,694,.0288184434175491,.5582612752914429
2,55,0,3,52,0,neighbor,694,.146974058705382,7.173749540001154
2,55,0,3,52,0,restaurants,694,.0417867436772212,1.736410778015852
2,55,0,3,52,0,retail,694,.082132562994957,2.702009201049805
2,55,0,3,52,0,services,694,.0057636889396235,.3241114243865013
2,55,0,3,52,3,entertainment,694,.0057636885903776,.1685638725757599
2,55,0,3,52,3,neighbor,694,.0244956768583506,.3908723201602697
2,55,0,3,52,3,restaurants,694,.0057636889396235,.1205571629106998
2,55,0,3,52,3,retail,694,.03746397793293,1.030286550521851
2,55,0,3,52,3,services,694,.0115273771807551,.7366542816162109
2,55,0,3,53,0,entertainment,694,.0043227667920291,.0568924136459827
2,55,0,3,53,0,neighbor,694,.0302593652158976,1.566838204860687
2,55,0,3,53,0,restaurants,694,.0072046110872179,.1722862739115953
2,55,0,3,53,0,retail,694,.0446685887873173,.981528103351593
2,55,0,3,53,2,entertainment,694,.0014409221475944,.0356628224253654
2,55,0,3,53,2,neighbor,694,.01729106658604,.2241114377975464
2,55,0,3,53,2,restaurants,694,.0100864553824067,.5779818892478943
2,55,0,3,53,2,retail,694,.35014408826828,20.58969497680664
2,55,0,3,53,2,services,694,.0014409221475944,.0043707969598472
2,55,0,3,53,3,neighbor,694,.0057636885903776,.1945485058240592
2,55,0,3,53,3,restaurants,694,.0028818442951888,.0453890487551689
2,55,0,3,53,3,retail,694,.0057636885903776,.1349183470010757
2,55,0,3,53,3,services,694,.0043227664427832,.3323006657883525
2,55,0,3,54,0,entertainment,694,.0389048978686333,.9721360802650452
2,55,0,3,54,0,neighbor,694,.0907780969282612,3.183497727848589
2,55,0,3,54,0,restaurants,694,.0432276651263237,1.472358226776123
2,55,0,3,54,0,retail,694,.1167147010564804,3.695420980453491
2,55,0,3,54,0,services,694,.0187319888500497,.8280499763786793
2,55,0,3,54,3,entertainment,694,.0100864553824067,.1476825177669525
2,55,0,3,54,3,neighbor,694,.0259365988895297,.3687319681048393
2,55,0,3,54,3,restaurants,694,.0201729111140594,.5113592648413032
2,55,0,3,54,3,retail,694,.0461095087230206,1.343456268310547
2,55,0,3,54,3,services,694,.0706051886081696,5.692105293273926
2,55,0,3,55,0,neighbor,694,.0043227664427832,.0354947147425264
2,55,0,3,55,0,restaurants,694,.0014409221475944,.000192122955923
2,55,0,3,55,0,retail,694,.0043227667920291,.206244021654129
2,55,0,3,55,0,services,694,.0028818442951888,.0187560021877289
2,55,0,3,55,0,work,694,1.394812703132629,325.5321655273438
2,55,0,3,56,0,entertainment,694,.0216138325631618,.2617194950580597
2,55,0,3,56,0,neighbor,694,.0720461108721793,1.511070489883423
2,55,0,3,56,0,restaurants,694,.031700287014246,1.347238183021545
2,55,0,3,56,0,retail,694,.0763688780134544,1.710206519812346
2,55,0,3,56,0,services,694,.0100864557316527,.4187800288200378
2,55,0,3,61,0,entertainment,694,.0475504323840141,.994596540927887
2,55,0,3,61,0,neighbor,694,.1469740627799183,3.853166224434972
2,55,0,3,61,0,restaurants,694,.0706051908200607,2.493191232904792
2,55,0,3,61,0,retail,694,.1786743551492691,4.39322566986084
2,55,0,3,61,0,services,694,.0216138332616538,.5051633063703775
2,55,0,3,62,0,entertainment,694,.0475504323840141,1.002209424972534
2,55,0,3,62,0,hh,694,.0201729107648134,12.10374641418457
2,55,0,3,62,0,neighbor,694,.6613832883303985,13.64471256453544
2,55,0,3,62,0,restaurants,694,.0994236315600574,3.466135442256927
2,55,0,3,62,0,retail,694,.2002881914377213,6.127783298492432
2,55,0,3,62,0,services,694,.0533141216728836,1.392803482711315
2,55,0,3,62,3,entertainment,694,.0129682999104261,.3340057730674744
2,55,0,3,62,3,hh,694,.0100864553824067,6.051873207092285
2,55,0,3,62,3,neighbor,694,.0662824197206646,1.639217108488083
2,55,0,3,62,3,restaurants,694,.0331412106752396,1.21573007106781
2,55,0,3,62,3,retail,694,.0590778089826927,1.492576729506254
2,55,0,3,62,3,services,694,.2939481235807762,21.86868822574615
2,55,0,3,71,0,neighbor,694,.0086455335840583,.0854226723313332
2,55,0,3,71,0,retail,694,.0028818442951888,.0414265133440495
2,55,0,3,71,0,services,694,.0014409221475944,.0026657059788704
2,55,0,3,71,4,entertainment,694,.1224783882498741,3.129606962203979
2,55,0,3,71,4,neighbor,694,.0259365986566991,.5857828967273235
2,55,0,3,71,4,restaurants,694,.015850143507123,.845028817653656
2,55,0,3,71,4,retail,694,.0288184434175491,.7989433407783508
2,55,0,3,71,4,services,694,.0057636889396235,.7118276357650757
2,55,0,3,72,0,entertainment,694,.0014409221475944,.0979106575250626
2,55,0,3,72,0,neighbor,694,.0086455328855664,.125840537250042
2,55,0,3,72,0,restaurants,694,.0043227667920291,.1222382411360741
2,55,0,3,72,0,retail,694,.0115273771807551,.1678193956613541
2,55,0,3,72,0,services,694,.0043227667920291,.1136167198419571
2,55,0,3,72,1,entertainment,694,.0072046108543873,.1855187267065048
2,55,0,3,72,1,neighbor,694,.0417867427458987,1.195598751306534
2,55,0,3,72,1,restaurants,694,.135446687694639,5.802433922886848
2,55,0,3,72,1,retail,694,.0533141195774078,1.974794507026672
2,55,0,3,72,1,services,694,.007204610737972,.1366954743862152
2,55,0,3,92,0,entertainment,694,.0778097957372665,2.142587661743164
2,55,0,3,92,0,neighbor,694,.2363112331368029,7.996244814246893
2,55,0,3,92,0,restaurants,694,.1109510064125061,2.923242568969727
2,55,0,3,92,0,retail,694,.27521613240242,7.931437015533447
2,55,0,3,92,0,services,694,.0432276658248156,1.325426060706377
2,55,0,4,0,0,entertainment,694,.5115273594856262,13.47442054748535
2,55,0,4,0,0,neighbor,694,2.221901962533593,68.10718208551407
2,55,0,4,0,0,restaurants,694,.9495677296072245,33.24072381854057
2,55,0,4,0,0,retail,694,2.988472700119019,104.2881240844727
2,55,0,4,0,0,services,694,.3703169887885451,13.90878744423389
2,55,0,4,11,0,entertainment,694,.0028818442951888,.0729106590151787
2,55,0,4,11,0,neighbor,694,.0043227667920291,.1167387217283249
2,55,0,4,11,0,restaurants,694,.015850143507123,.6187319755554199
2,55,0,4,11,0,retail,694,.0043227667920291,.0303073991090059
2,55,0,4,21,0,restaurants,694,.0014409221475944,.0347742550075054
2,55,0,4,22,0,entertainment,694,.0100864553824067,.4341378509998322
2,55,0,4,22,0,neighbor,694,.0086455330019817,.1146013466641307
2,55,0,4,22,0,restaurants,694,.0057636885903776,.3316522538661957
2,55,0,4,22,0,retail,694,.0144092217087746,.3007204830646515
2,55,0,4,23,0,neighbor,694,.0475504319183528,1.797869846224785
2,55,0,4,23,0,restaurants,694,.0259366001700982,1.260401733219624
2,55,0,4,23,0,retail,694,.0475504323840141,1.060374617576599
2,55,0,4,23,0,services,694,.0086455335840583,.2993275821208954
2,55,0,4,31,0,entertainment,694,.015850143507123,.4714456796646118
2,55,0,4,31,0,neighbor,694,.0317002875963226,.9349663617904298
2,55,0,4,31,0,restaurants,694,.018731988966465,.514739453792572
2,55,0,4,31,0,retail,694,.0533141195774078,1.068849325180054
2,55,0,4,31,0,services,694,.0043227667920291,.0572286285459995
2,55,0,4,42,0,entertainment,694,.0014409221475944,.0079731028527021
2,55,0,4,42,0,neighbor,694,.0144092214759439,.182492789812386
2,55,0,4,42,0,restaurants,694,.0086455335840583,.207300677895546
2,55,0,4,42,0,retail,694,.0230547543615103,.5042404532432556
2,55,0,4,42,0,services,694,.0014409221475944,.013328529894352
2,55,0,4,42,2,neighbor,694,.0057636885903776,.0305715641006827
2,55,0,4,44,0,entertainment,694,.0144092217087746,.2005523443222046
2,55,0,4,44,0,neighbor,694,.2305475577013567,8.65835243370384
2,55,0,4,44,0,restaurants,694,.015850143507123,1.044716596603394
2,55,0,4,44,0,retail,694,.0389048978686333,.9403263926506042
2,55,0,4,44,0,services,694,.0043227664427832,.1826128698885441
2,55,0,4,44,2,entertainment,694,.0014409221475944,.025480305776
2,55,0,4,44,2,neighbor,694,.0273775208042935,.8426993265748024
2,55,0,4,44,2,restaurants,694,.015850143507123,.8087095022201538
2,55,0,4,44,2,retail,694,.1095100864768028,4.307421207427979
2,55,0,4,44,2,services,694,.0014409221475944,.0225264169275761
2,55,0,4,48,0,entertainment,694,.0129682999104261,.1965898126363754
2,55,0,4,48,0,neighbor,694,.0302593659143895,1.082279685884714
2,55,0,4,48,0,restaurants,694,.0115273771807551,.3721661567687988
2,55,0,4,48,0,retail,694,.0345821343362331,1.243553519248962
2,55,0,4,48,0,services,694,.0086455335840583,.2062199935317039
2,55,0,4,51,0,entertainment,694,.0028818442951888,.0770413056015968
2,55,0,4,51,0,neighbor,694,.0086455328855664,.2142891436815262
2,55,0,4,51,0,restaurants,694,.0043227667920291,.0626320838928223
2,55,0,4,51,0,retail,694,.0072046108543873,.4223583042621613
2,55,0,4,51,0,services,694,.0014409221475944,.032877042889595
2,55,0,4,51,3,retail,694,.0014409221475944,.0685878917574883
2,55,0,4,51,3,services,694,.0028818442951888,.5558597445487976
2,55,0,4,51,4,neighbor,694,.0043227667920291,.0299711842089891
2,55,0,4,51,4,restaurants,694,.0028818442951888,.0664505250751972
2,55,0,4,52,0,entertainment,694,.0072046108543873,.379418820142746
2,55,0,4,52,0,neighbor,694,.0561959670158103,2.155283521860838
2,55,0,4,52,0,restaurants,694,.0144092217087746,.187223806977272
2,55,0,4,52,0,retail,694,.018731988966465,.8158742189407349
2,55,0,4,52,0,services,694,.0057636885903776,.2658020853996277
2,55,0,4,52,3,entertainment,694,.0028818442951888,.0095341019332409
2,55,0,4,52,3,neighbor,694,.0057636889396235,.0557396756485105
2,55,0,4,52,3,restaurants,694,.0028818442951888,.0598222836852074
2,55,0,4,52,3,retail,694,.0072046108543873,.2285662889480591
2,55,0,4,52,3,services,694,.0072046108543873,.3164985477924347
2,55,0,4,53,0,entertainment,694,.0014409221475944,.0075888568535447
2,55,0,4,53,0,neighbor,694,.0158501443220302,.5516810975968838
2,55,0,4,53,0,restaurants,694,.0057636885903776,.1242074817419052
2,55,0,4,53,0,retail,694,.0129682999104261,.3191642761230469
2,55,0,4,53,0,services,694,.0014409221475944,.0308837629854679
2,55,0,4,53,2,entertainment,694,.0014409221475944,.1113352552056313
2,55,0,4,53,2,neighbor,694,.0028818442951888,.0185158490203321
2,55,0,4,53,2,restaurants,694,.0043227667920291,.2303554266691208
2,55,0,4,53,2,retail,694,.1700288206338882,10.13442611694336
2,55,0,4,53,2,services,694,.0014409221475944,.075888566672802
2,55,0,4,53,3,entertainment,694,.0014409221475944,.0641690641641617
2,55,0,4,53,3,neighbor,694,.0028818442951888,.070461094379425
2,55,0,4,53,3,retail,694,.0057636885903776,.09848702698946
2,55,0,4,53,3,services,694,.0057636889396235,1.123487122356892
2,55,0,4,54,0,entertainment,694,.0144092217087746,.1203410103917122
2,55,0,4,54,0,neighbor,694,.0432276646606624,1.07616067584604
2,55,0,4,54,0,restaurants,694,.015850143856369,.6661623045802116
2,55,0,4,54,0,retail,694,.0461095087230206,1.310352921485901
2,55,0,4,54,0,services,694,.007204610737972,.070893369615078
2,55,0,4,54,3,entertainment,694,.0057636885903776,.0844380334019661
2,55,0,4,54,3,neighbor,694,.0144092218251899,.3426032643765211
2,55,0,4,54,3,restaurants,694,.0100864551495761,.2053073961287737
2,55,0,4,54,3,retail,694,.0216138325631618,.6529178619384766
2,55,0,4,54,3,services,694,.031700287014246,2.387223720550537
2,55,0,4,55,0,entertainment,694,.0014409221475944,.0405859723687172
2,55,0,4,55,0,neighbor,694,.0014409221475944,.0072046108543873
2,55,0,4,55,0,work,694,.5374639630317688,110.2365188598633
2,55,0,4,56,0,entertainment,694,.0043227667920291,.1282180696725845
2,55,0,4,56,0,neighbor,694,.0288184429518878,.8776827687397599
2,55,0,4,56,0,restaurants,694,.0144092217087746,.4127041101455688
2,55,0,4,56,0,retail,694,.0288184434175491,.9657717347145081
2,55,0,4,56,0,services,694,.0100864557316527,.3493756204843521
2,55,0,4,61,0,entertainment,694,.0230547543615103,.3189961314201355
2,55,0,4,61,0,neighbor,694,.0677233436144888,1.504060008563101
2,55,0,4,61,0,restaurants,694,.0360230542719364,1.115537881851196
2,55,0,4,61,0,retail,694,.0706051886081696,2.080448389053345
2,55,0,4,61,0,services,694,.0072046108543873,.0998138785362244
2,55,0,4,62,0,entertainment,694,.0273775216192007,.6129442453384399
2,55,0,4,62,0,neighbor,694,.3198847188614309,6.71416137367487
2,55,0,4,62,0,restaurants,694,.0432276651263237,1.240311026573181
2,55,0,4,62,0,retail,694,.100864551961422,3.238924026489258
2,55,0,4,62,0,services,694,.0144092220580205,.1902497569099069
2,55,0,4,62,3,entertainment,694,.0100864553824067,.1369236260652542
2,55,0,4,62,3,neighbor,694,.0158501436235383,.5087415687157772
2,55,0,4,62,3,restaurants,694,.0086455335840583,.2106388211250305
2,55,0,4,62,3,retail,694,.0360230542719364,.8355597257614136
2,55,0,4,62,3,services,694,.1426512993639335,10.53265552967787
2,55,0,4,71,0,neighbor,694,.0014409221475944,.3119836449623108
2,55,0,4,71,0,retail,694,.0043227667920291,.054827094078064
2,55,0,4,71,4,entertainment,694,.050432275980711,1.097164750099182
