age_i,naics_i,age_j,naics_j,contactlvl,num_people,num_contact_per_person_day,contact_time_min_per_person_day
1,0,1,0,hh,351538,1.293180227279663,775.9081420898438
1,0,1,0,neighbor,351538,1.273990333545953,38.91907773166895
1,0,1,0,school,351538,119.916862487793,51133.90234375
1,0,1,0,work,351538,.0000597374964855,.0118757374584675
1,0,1,11,hh,351538,.0004835892468691,.2901535630226135
1,0,1,11,neighbor,351538,.0003242892614708,.0096496442456555
1,0,1,11,school,351538,.0635066479444504,26.97407341003418
1,0,1,23,hh,351538,.0021932194940746,1.315931677818298
1,0,1,23,neighbor,351538,.0007481410509627,.0225729985140788
1,0,1,23,school,351538,.0994856879115105,42.33197784423828
1,0,1,31,hh,351538,.0015787767479196,.9472660422325134
1,0,1,31,neighbor,351538,.0000739607100968,.0016076024676295
1,0,1,31,school,351538,.0665532574057579,28.00974082946777
1,0,1,42,hh,351538,.0003925607015844,.2355364263057709
1,0,1,42,neighbor,351538,.0009956249684819,.0313579666642454
1,0,1,42,school,351538,.066098116338253,28.18826675415039
1,0,1,44,hh,351538,.0062240781262517,3.73444676399231
1,0,1,44,neighbor,351538,.0071941012320167,.229042052058503
1,0,1,44,school,351538,.8767387866973877,372.8869018554688
1,0,1,51,hh,351538,.0005433267797343,.325996071100235
1,0,1,51,neighbor,351538,.0019684927040089,.0586425549545311
1,0,1,51,school,351538,.0640471279621124,27.20060157775879
1,0,1,52,hh,351538,.0001934356987476,.1160614192485809
1,0,1,52,neighbor,351538,5.68928544453e-06,.0000526258913851
1,0,1,52,school,351538,.0190647952258587,8.136940002441406
1,0,1,53,hh,351538,.0000682714235154,.040962852537632
1,0,1,53,neighbor,351538,.0000881839255271,.0027090480289189
1,0,1,53,school,351538,.0081015424802899,3.454954862594604
1,0,1,54,hh,351538,.0002275714214193,.1365428566932678
1,0,1,54,neighbor,351538,.0003385124928172,.0097589735232759
1,0,1,54,school,351538,.0898252800107002,38.26264572143555
1,0,1,55,school,351538,.010607672855258,4.528434276580811
1,0,1,56,hh,351538,.0007879660115577,.4727796018123627
1,0,1,56,neighbor,351538,.0003299785644231,.0099306951451581
1,0,1,56,school,351538,.0825913548469543,34.98255920410156
1,0,1,61,hh,351538,.0012687105918303,.7612263560295105
1,0,1,61,neighbor,351538,.0014564570676612,.043134663363162
1,0,1,61,school,351538,.0988996922969818,42.12152481079102
1,0,1,62,hh,351538,.0012630213750526,.7578127980232239
1,0,1,62,neighbor,351538,.0010610516922043,.0319152167176071
1,0,1,62,school,351538,.145196259021759,61.83210372924805
1,0,1,71,hh,351538,.0035302015021443,2.118120908737183
1,0,1,71,neighbor,351538,.0024463926602039,.0777406244451413
1,0,1,71,school,351538,.3765794932842255,160.1163482666016
1,0,1,72,hh,351538,.0119304312393069,7.15825891494751
1,0,1,72,neighbor,351538,.0108978258285788,.3468540206085891
1,0,1,72,school,351538,1.318952679634094,560.5361938476563
1,0,1,92,hh,351538,.0000227571417781,.0136542851105332
1,0,1,92,school,351538,.0004892785218544,.1974586844444275
1,0,2,0,hh,351538,.5430251955986023,325.8151245117188
1,0,2,0,neighbor,351538,1.275509337894619,40.26059907674789
1,0,2,0,school,351538,1.063646078109741,334.6157836914063
1,0,2,0,work,351538,.0103715676814318,2.556981086730957
1,0,2,11,hh,351538,.0061046034097672,3.66276216506958
1,0,2,11,neighbor,351538,.0206009029207053,.6337682222947478
1,0,2,11,school,351538,.0238238833844662,6.177449703216553
1,0,2,21,hh,351538,.002267180243507,1.360308170318604
1,0,2,21,neighbor,351538,.0046566799974244,.1391835326794535
1,0,2,22,hh,351538,.0079763783141971,4.785827159881592
1,0,2,22,neighbor,351538,.0280168864846928,.8530547427944839
1,0,2,22,school,351538,.0022216660436243,.5401344299316406
1,0,2,23,hh,351538,.0997360199689865,59.84161376953125
1,0,2,23,neighbor,351538,.1519608099479228,4.644555598497391
1,0,2,23,school,351538,.0579994209110737,16.73312568664551
1,0,2,31,hh,351538,.1314594745635986,78.87568664550781
1,0,2,31,neighbor,351538,.2820491697639227,8.542095102369785
1,0,2,31,school,351538,.0789359882473946,20.58329582214355
1,0,2,42,hh,351538,.0384339690208435,23.06038093566895
1,0,2,42,neighbor,351538,.0706523882690817,2.304474767297506
1,0,2,42,school,351538,.0296838469803333,8.19731616973877
1,0,2,44,hh,351538,.1218388900160789,73.10333251953125
1,0,2,44,neighbor,351538,.469986166106537,16.50533880293369
1,0,2,44,school,351538,.7233328819274902,198.1466369628906
1,0,2,48,hh,351538,.0607160516083241,36.42963027954102
1,0,2,48,neighbor,351538,.1399990867357701,4.26260856539011
1,0,2,48,school,351538,.0297009143978357,7.436635971069336
1,0,2,51,hh,351538,.0356433726847172,21.38602447509766
1,0,2,51,neighbor,351538,.1113336282433011,3.478440068662167
1,0,2,51,school,351538,.0499348565936089,12.95793533325195
1,0,2,52,hh,351538,.0813254863023758,48.79529190063477
1,0,2,52,neighbor,351538,.2354396979790181,7.508976981043816
1,0,2,52,school,351538,.0301816593855619,8.396467208862305
1,0,2,53,hh,351538,.0185584481805563,11.13506889343262
1,0,2,53,neighbor,351538,.0587248051015195,1.963594133034348
1,0,2,53,school,351538,.0086590927094221,2.210187435150146
1,0,2,54,hh,351538,.1233152598142624,73.98915863037109
1,0,2,54,neighbor,351538,.3756891246885061,12.29558020830154
1,0,2,54,school,351538,.0238523297011852,6.293831348419189
1,0,2,55,hh,351538,.0027024105656892,1.621446371078491
1,0,2,55,neighbor,351538,.0073562457473599,.2349626312498003
1,0,2,56,hh,351538,.0490985326468945,29.45911979675293
1,0,2,56,neighbor,351538,.1115071490639821,3.404702208936214
1,0,2,56,school,351538,.0351967625319958,9.681360244750977
1,0,2,61,hh,351538,.1059800088405609,63.58800506591797
1,0,2,61,neighbor,351538,.2253013935405761,6.863858580589294
1,0,2,61,school,351538,3.563276290893555,1022.712280273438
1,0,2,62,hh,351538,.2052637338638306,123.1582412719727
1,0,2,62,neighbor,351538,.5635379408486187,18.75037877261639
1,0,2,62,school,351538,.1371515989303589,38.18930053710938
1,0,2,71,hh,351538,.0168203730136156,10.09222412109375
1,0,2,71,neighbor,351538,.0895152149605565,3.079654701054096
1,0,2,71,school,351538,.1171167865395546,33.13476181030273
1,0,2,72,hh,351538,.0725981295108795,43.55887603759766
1,0,2,72,neighbor,351538,.2154247972648591,7.640245363116264
1,0,2,72,school,351538,.6022279262542725,165.1365356445313
1,0,2,92,hh,351538,.0579140819609165,34.74844741821289
1,0,2,92,neighbor,351538,.1379850850207731,4.189633928239346
1,0,2,92,school,351538,.0061899423599243,1.580494523048401
1,0,3,0,hh,351538,.0603633187711239,36.21799087524414
1,0,3,0,neighbor,351538,.4976531690917909,15.65505373477936
1,0,3,0,work,351538,.0033282318618149,.8338093757629395
1,0,3,11,hh,351538,.0011122552677989,.6673531532287598
1,0,3,11,neighbor,351538,.0046993497489893,.1370360078290105
1,0,3,21,hh,351538,.000079649995314,.0477899983525276
1,0,3,21,neighbor,351538,.0017153195603896,.0540825268835761
1,0,3,22,hh,351538,.0009216642356478,.5529985427856445
1,0,3,22,neighbor,351538,.009398699272424,.2808336992748082
1,0,3,23,hh,351538,.0100074531510472,6.004471778869629
1,0,3,23,neighbor,351538,.0466464510827791,1.399683739989996
1,0,3,31,hh,351538,.0171958655118942,10.31751918792725
1,0,3,31,neighbor,351538,.1076270579360425,3.289291184395552
1,0,3,42,hh,351538,.0060647781938314,3.638866901397705
1,0,3,42,neighbor,351538,.041989769670181,1.332587642595172
1,0,3,44,hh,351538,.0166070237755775,9.964214324951172
1,0,3,44,neighbor,351538,.1279605594463646,4.620627727359533
1,0,3,48,hh,351538,.0084457444027066,5.067446708679199
1,0,3,48,neighbor,351538,.0572797236090992,1.7384511847049
1,0,3,51,hh,351538,.0042498963885009,2.549937725067139
1,0,3,51,neighbor,351538,.0404621986526763,1.256601132452488
1,0,3,52,hh,351538,.0117227723821998,7.033663272857666
1,0,3,52,neighbor,351538,.0897683870862238,2.847126537933946
1,0,3,53,hh,351538,.0023894999176264,1.43369996547699
1,0,3,53,neighbor,351538,.0233033130134572,.7971662040799856
1,0,3,54,hh,351538,.0177761726081371,10.66570377349854
1,0,3,54,neighbor,351538,.1055561560788192,3.521336324512959
1,0,3,55,hh,351538,.0001849017717177,.1109410598874092
1,0,3,55,neighbor,351538,.0013995641966176,.0400304446229711
1,0,3,56,hh,351538,.0058172941207886,3.490376472473145
1,0,3,56,neighbor,351538,.0267908441892359,.8133859056979418
1,0,3,61,hh,351538,.0151932369917631,9.115942001342773
1,0,3,61,neighbor,351538,.0731386065017432,2.218217154964805
1,0,3,61,school,351538,1.342008590698242,391.0813903808594
1,0,3,62,hh,351538,.0208796765655279,12.52780628204346
1,0,3,62,neighbor,351538,.1461065335897729,5.022519551217556
1,0,3,71,hh,351538,.0030551461968571,1.833087682723999
1,0,3,71,neighbor,351538,.0138306530570844,.5078059616498649
1,0,3,72,hh,351538,.0052881906740367,3.172914505004883
1,0,3,72,neighbor,351538,.0232720219064504,.8641697890125215
1,0,3,92,hh,351538,.0083547160029411,5.012829780578613
1,0,3,92,neighbor,351538,.0475226020789705,1.45064552500844
1,0,4,0,hh,351538,.0352166779339314,21.13000679016113
1,0,4,0,neighbor,351538,.7010508212260902,22.23320499062538
1,0,4,0,work,351538,.0023326070513576,.5627519488334656
1,0,4,11,neighbor,351538,.0043892837602471,.1465926491655409
1,0,4,21,hh,351538,.0001792124821804,.1075274869799614
1,0,4,21,neighbor,351538,.0012061284901392,.038905375651666
1,0,4,22,hh,351538,.0001223196304636,.073391780257225
1,0,4,22,neighbor,351538,.0072765958466334,.2258916015271097
1,0,4,23,hh,351538,.0007623642450199,.4574185609817505
1,0,4,23,neighbor,351538,.0193151234125253,.7921643033623695
1,0,4,31,hh,351538,.0019144444959238,1.148666739463806
1,0,4,31,neighbor,351538,.0400838590285275,1.247743000276387
1,0,4,42,hh,351538,.0007253838703036,.4352303147315979
1,0,4,42,neighbor,351538,.0166411596001126,.5467977281659842
1,0,4,44,hh,351538,.0030693693552166,1.84162163734436
1,0,4,44,neighbor,351538,.0716309471172281,2.62226645834744
1,0,4,48,hh,351538,.0023695873096585,1.421752333641052
1,0,4,48,neighbor,351538,.0208000270213233,.6251787068322301
1,0,4,51,hh,351538,.0005945303128101,.3567181825637817
1,0,4,51,neighbor,351538,.0119787902513053,.3709425204433501
1,0,4,52,hh,351538,.0015105052152649,.9063031077384949
1,0,4,52,neighbor,351538,.0307534319581464,.9893965926021338
1,0,4,53,hh,351538,.0003840267600026,.2304160594940186
1,0,4,53,neighbor,351538,.0184361292631365,.6447130278684199
1,0,4,54,hh,351538,.0019229784375057,1.153787016868591
1,0,4,54,neighbor,351538,.047858266509138,1.551883436739445
1,0,4,55,hh,351538,.0000568928553548,.034135714173317
1,0,4,55,neighbor,351538,.0013967195827718,.0457915930310264
1,0,4,56,hh,351538,.0009102856856771,.5461714267730713
1,0,4,56,neighbor,351538,.0130569101893343,.4226638535037637
1,0,4,61,hh,351538,.0010070034768432,.6042020916938782
1,0,4,61,neighbor,351538,.0485438257164788,1.469635734334588
1,0,4,61,school,351538,.7006411552429199,198.3794555664063
1,0,4,62,hh,351538,.0045372052118182,2.722323179244995
1,0,4,62,neighbor,351538,.098009318462573,3.270142920315266
1,0,4,71,hh,351538,.0005490160547197,.3294096291065216
1,0,4,71,neighbor,351538,.0212494802399306,.6786848739720881
1,0,4,72,hh,351538,.0005518606631085,.3311164081096649
1,0,4,72,neighbor,351538,.0095181742872228,.3417318242136389
1,0,4,92,hh,351538,.0009643338853493,.5786003470420837
1,0,4,92,neighbor,351538,.0229647997039137,.6994921592995524
1,0,5,0,hh,351538,.0244980622082949,14.69883728027344
1,0,5,0,neighbor,351538,.8368796529248357,26.69400522112846
1,0,5,0,school,351538,.0848756060004234,25.7141170501709
1,0,5,0,work,351538,.0008789945859462,.2205198705196381
1,0,6,0,hh,351538,.0088183926418424,5.291035652160645
1,0,6,0,neighbor,351538,.5787283233366907,18.47883531451225
1,0,6,0,school,351538,.0127439992502332,3.851415634155273
1,0,6,0,work,351538,.0002361053484492,.0653508529067039
1,11,1,0,hh,195,.8717948794364929,523.076904296875
1,11,1,0,neighbor,195,.5846154098398983,17.39598437398672
1,11,1,0,school,195,113.4410247802734,48199.16796875
1,11,1,11,school,195,1.71794867515564,734.2061157226563
1,11,1,23,neighbor,195,.0102564105764031,.3076923191547394
1,11,1,23,school,195,.6666666865348816,284.48779296875
1,11,1,31,school,195,.1487179547548294,63.05205535888672
1,11,1,42,school,195,.8051282167434692,344.0474548339844
1,11,1,44,neighbor,195,.0051282052882016,.0281196571886539
1,11,1,44,school,195,3.307692289352417,1411.342041015625
1,11,1,51,school,195,.2205128222703934,93.03076934814453
1,11,1,52,school,195,.0102564105764031,4.22863245010376
1,11,1,53,school,195,.0256410259753466,10.906325340271
1,11,1,54,school,195,.3538461625576019,150.5025787353516
1,11,1,55,school,195,.0666666701436043,28.45461845397949
1,11,1,56,school,195,.8564102649688721,358.7944641113281
1,11,1,61,school,195,.3538461625576019,148.2229919433594
1,11,1,62,school,195,1.030769228935242,440.0902709960938
1,11,1,71,school,195,1.692307710647583,714.6951904296875
1,11,1,72,neighbor,195,.0102564105764031,.3076923191547394
1,11,1,72,school,195,6.615384578704834,2813.75341796875
1,11,2,0,hh,195,.9230769276618958,553.8461303710938
1,11,2,0,neighbor,195,1.010256439913064,22.43794918432832
1,11,2,0,school,195,3.953846216201782,1324.001708984375
1,11,2,11,hh,195,.0256410259753466,15.38461589813232
1,11,2,11,neighbor,195,.0256410264410079,.288034200668335
1,11,2,11,school,195,.0564102567732334,16.90185546875
1,11,2,11,work,195,.5435897707939148,104.1966094970703
1,11,2,22,hh,195,.0051282052882016,3.076923131942749
1,11,2,23,neighbor,195,.1589743616059422,3.634529918432236
1,11,2,23,school,195,.1025641039013863,28.79829025268555
1,11,2,31,neighbor,195,.1846153889782727,4.4493846334517
1,11,2,31,school,195,.1025641039013863,28.08119583129883
1,11,2,42,hh,195,.0256410259753466,15.38461589813232
1,11,2,42,neighbor,195,.0666666687466204,1.584444500505924
1,11,2,42,school,195,.0307692307978868,10.62205123901367
1,11,2,44,hh,195,.1230769231915474,73.84615325927734
1,11,2,44,neighbor,195,.4000000096857548,9.0336754322052
1,11,2,44,school,195,2.764102458953857,746.0108032226563
1,11,2,48,hh,195,.0051282052882016,3.076923131942749
1,11,2,48,neighbor,195,.1128205149434507,3.35179491341114
1,11,2,48,school,195,.0820512846112251,18.57316207885742
1,11,2,51,neighbor,195,.0358974365517497,1.515384688973427
1,11,2,51,school,195,.3025641143321991,73.75040435791016
1,11,2,52,neighbor,195,.3025641059502959,22.53352791070938
1,11,2,52,school,195,.0205128211528063,5.556581497192383
1,11,2,53,neighbor,195,.2512820661067963,2.098119735717773
1,11,2,54,neighbor,195,.2153846197761595,6.11914536356926
1,11,2,54,school,195,.0512820519506931,18.26239395141602
1,11,2,56,neighbor,195,.0666666673496366,.9029914420098066
1,11,2,56,school,195,.0358974374830723,10.86645412445068
1,11,2,61,neighbor,195,.2153846235014498,6.385384753346443
1,11,2,61,school,195,1.974358916282654,551.0282592773438
1,11,2,62,neighbor,195,.3128205221146345,3.963162422180176
1,11,2,62,school,195,.5692307949066162,136.2673797607422
1,11,2,71,neighbor,195,.0102564105764031,.0375213678926229
1,11,2,71,school,195,.3948718011379242,109.20068359375
1,11,2,72,neighbor,195,.4051282154396176,10.19777814857662
1,11,2,72,school,195,1.907692313194275,543.2059936523438
1,11,2,92,hh,195,.0153846153989434,9.230769157409668
1,11,2,92,neighbor,195,.056410257704556,1.421709390822798
1,11,2,92,school,195,.0051282052882016,2.01025652885437
1,11,3,0,neighbor,195,.2615384664386511,4.996239498257637
1,11,3,11,hh,195,.7538461685180664,452.3077087402344
1,11,3,11,neighbor,195,.0051282052882016,.1538461595773697
1,11,3,11,work,195,.2512820661067963,48.02588272094727
1,11,3,22,neighbor,195,.0102564105764031,.0489743612706661
1,11,3,23,neighbor,195,.112820515409112,2.917863324284554
1,11,3,31,hh,195,.1230769231915474,73.84615325927734
1,11,3,31,neighbor,195,.0769230788573623,2.036239385604858
1,11,3,42,neighbor,195,.0051282052882016,.2694017291069031
1,11,3,44,neighbor,195,.0615384634584188,2.577777862548828
1,11,3,48,neighbor,195,.0205128211528063,.4608547184616327
1,11,3,51,neighbor,195,.0205128211528063,.3157265037298203
