age_i,naics_i,contactlvl,age_j,naics_j,num_contact_per_person_day,num_people
1,0,hh,3,11,3.28E-05,1126906
1,0,neighbor,3,11,0.000702809,1126906
1,0,hh,3,21,0.003625857,1126906
1,0,neighbor,3,21,0.10073866,1126906
1,0,hh,3,22,0.000676188,1126906
1,0,neighbor,3,22,0.018744243,1126906
1,0,hh,3,23,0.011780042,1126906
1,0,neighbor,3,23,0.31325504,1126906
1,0,hh,3,31,0.019077901,1126906
1,0,neighbor,3,31,0.51358145,1126906
1,0,hh,3,42,0.007709605,1126906
1,0,neighbor,3,42,0.20424508,1126906
1,0,hh,3,44,0.018349357,1126906
1,0,neighbor,3,44,0.4871347,1126906
1,0,hh,3,48,0.00788087,1126906
1,0,neighbor,3,48,0.212157,1126906
1,0,hh,3,51,0.003858352,1126906
1,0,neighbor,3,51,0.10424028,1126906
1,0,hh,3,52,0.006860377,1126906
1,0,neighbor,3,52,0.1847439,1126906
1,0,hh,3,53,0.003696848,1126906
1,0,neighbor,3,53,0.10032425,1126906
1,0,hh,3,54,0.017404292,1126906
1,0,neighbor,3,54,0.46339181,1126906
1,0,hh,3,55,0.00494185,1126906
1,0,neighbor,3,55,0.13322584,1126906
1,0,hh,3,56,0.008651121,1126906
1,0,neighbor,3,56,0.23803405,1126906
1,0,hh,3,61,0.001416267,1126906
1,0,neighbor,3,61,0.038477033,1126906
1,0,hh,3,62,0.021576777,1126906
1,0,neighbor,3,62,0.58315778,1126906
1,0,hh,3,71,0.001719753,1126906
1,0,neighbor,3,71,0.042401053,1126906
1,0,hh,3,72,0.010369986,1126906
1,0,neighbor,3,72,0.26896563,1126906
1,0,hh,3,81,0.008650233,1126906
1,0,neighbor,3,81,0.22712986,1126906
1,0,hh,3,92,6.30E-05,1126906
1,0,neighbor,3,92,0.001852861,1126906
1,0,hh,4,0,0.045780215,1126906
1,0,neighbor,4,0,2.070477,1126906
1,0,hh,4,11,8.87E-06,1126906
1,0,neighbor,4,11,0.000324783,1126906
1,0,hh,4,21,0.000634481,1126906
1,0,neighbor,4,21,0.036324237,1126906
1,0,hh,4,22,0.000105599,1126906
1,0,neighbor,4,22,0.006384738,1126906
1,0,hh,4,23,0.001930951,1126906
1,0,neighbor,4,23,0.11159848,1126906
1,0,hh,4,31,0.003211448,1126906
1,0,neighbor,4,31,0.17998306,1126906
1,0,hh,4,42,0.001302682,1126906
1,0,neighbor,4,42,0.072061025,1126906
1,0,hh,4,44,0.002971854,1126906
1,0,neighbor,4,44,0.17353711,1126906
1,0,hh,4,48,0.001287596,1126906
1,0,neighbor,4,48,0.076009005,1126906
1,0,hh,4,51,0.000613183,1126906
1,0,neighbor,4,51,0.036272768,1126906
1,0,hh,4,52,0.001110119,1126906
1,0,neighbor,4,52,0.065487273,1126906
1,0,hh,4,53,0.00059721,1126906
1,0,neighbor,4,53,0.035573509,1126906
1,0,hh,4,54,0.002965642,1126906
1,0,neighbor,4,54,0.16751885,1126906
1,0,hh,4,55,0.00085189,1126906
1,0,neighbor,4,55,0.046932928,1126906
1,0,hh,4,56,0.001442889,1126906
1,0,neighbor,4,56,0.083503857,1126906
1,0,hh,4,61,0.000282189,1126906
1,0,neighbor,4,61,0.014006492,1126906
1,0,hh,4,62,0.003397799,1126906
1,0,neighbor,4,62,0.20797741,1126906
1,0,hh,4,71,0.000315909,1126906
1,0,neighbor,4,71,0.015523034,1126906
1,0,hh,4,72,0.00166296,1126906
1,0,neighbor,4,72,0.094855294,1126906
1,0,hh,4,81,0.00139497,1126906
1,0,neighbor,4,81,0.08027555,1126906
1,0,hh,4,92,1.24E-05,1126906
1,0,neighbor,4,92,0.000631818,1126906
1,0,hh,5,0,0.026420128,1126906
1,0,neighbor,5,0,1.7345964,1126906
1,0,hh,6,0,0.010108207,1126906
1,0,neighbor,6,0,0.91751218,1126906
2,0,hh,1,0,1.00823,708511
2,0,neighbor,1,0,12.895478,708511
2,0,school,1,0,2.808305,708511
2,0,hh,2,0,0.42887971,708511
2,0,neighbor,2,0,8.326293,708511
2,0,school,2,0,0.35291195,708511
2,0,hh,2,11,0.000173604,708511
2,0,neighbor,2,11,0.002612521,708511
2,0,hh,2,21,0.020162001,708511
2,0,neighbor,2,21,0.42054111,708511
2,0,hh,2,22,0.003479127,708511
2,0,neighbor,2,22,0.070354588,708511
2,0,hh,2,23,0.060689248,708511
2,0,neighbor,2,23,1.217099,708511
2,0,hh,2,31,0.10119674,708511
2,0,neighbor,2,31,2.0155551,708511
2,0,hh,2,42,0.040525835,708511
2,0,neighbor,2,42,0.80379134,708511
2,0,hh,2,44,0.096443102,708511
2,0,neighbor,2,44,1.8977772,708511
2,0,hh,2,48,0.040799648,708511
2,0,neighbor,2,48,0.85109192,708511
2,0,hh,2,51,0.019975696,708511
2,0,neighbor,2,51,0.41102397,708511
2,0,hh,2,52,0.035934515,708511
2,0,neighbor,2,52,0.73039657,708511
2,0,hh,2,53,0.019497227,708511
2,0,neighbor,2,53,0.39018306,708511
2,0,hh,2,54,0.09089908,708511
2,0,neighbor,2,54,1.8391782,708511
2,0,hh,2,55,0.026125211,708511
2,0,neighbor,2,55,0.53154999,708511
2,0,hh,2,56,0.046098083,708511
2,0,neighbor,2,56,0.94981021,708511
2,0,hh,2,61,0.007419786,708511
2,0,neighbor,2,61,0.1470563,708511
2,0,hh,2,62,0.11047959,708511
2,0,neighbor,2,62,2.311847,708511
2,0,hh,2,71,0.008352729,708511
2,0,neighbor,2,71,0.16592544,708511
2,0,hh,2,72,0.052639972,708511
2,0,neighbor,2,72,1.0475829,708511
2,0,hh,2,81,0.04403178,708511
2,0,neighbor,2,81,0.88191998,708511
2,0,hh,2,92,0.000402252,708511
2,0,neighbor,2,92,0.00698366,708511
2,0,hh,3,0,0.087664127,708511
2,0,neighbor,3,0,2.0383353,708511
2,0,hh,3,11,3.53E-05,708511
2,0,neighbor,3,11,0.000728288,708511
2,0,hh,3,21,0.004368316,708511
2,0,neighbor,3,21,0.10206757,708511
2,0,hh,3,22,0.000774864,708511
2,0,neighbor,3,22,0.018874794,708511
2,0,hh,3,23,0.013814888,708511
2,0,neighbor,3,23,0.31411088,708511
2,0,hh,3,31,0.022129508,708511
2,0,neighbor,3,31,0.51465678,708511
2,0,hh,3,42,0.009058434,708511
2,0,neighbor,3,42,0.20386134,708511
2,0,hh,3,44,0.02159176,708511
2,0,neighbor,3,44,0.48697481,708511
2,0,hh,3,48,0.009151587,708511
2,0,neighbor,3,48,0.21472779,708511
2,0,hh,3,51,0.004430418,708511
2,0,neighbor,3,51,0.10443734,708511
2,0,hh,3,52,0.007998465,708511
2,0,neighbor,3,52,0.18427801,708511
2,0,hh,3,53,0.004505223,708511
2,0,neighbor,3,53,0.099978685,708511
2,0,hh,3,54,0.020246686,708511
2,0,neighbor,3,54,0.46851778,708511
2,0,hh,3,55,0.005848886,708511
2,0,neighbor,3,55,0.1337114,708511
2,0,hh,3,56,0.010194619,708511
2,0,neighbor,3,56,0.24014165,708511
2,0,hh,3,61,0.001641471,708511
2,0,neighbor,3,61,0.037938718,708511
2,0,hh,3,62,0.024819657,708511
2,0,neighbor,3,62,0.59005296,708511
2,0,hh,3,71,0.001922341,708511
2,0,neighbor,3,71,0.042288687,708511
2,0,hh,3,72,0.012162126,708511
2,0,neighbor,3,72,0.26898101,708511
2,0,hh,3,81,0.009957503,708511
2,0,neighbor,3,81,0.22658364,708511
2,0,hh,3,92,7.48E-05,708511
2,0,neighbor,3,92,0.001884233,708511
2,0,hh,4,0,0.058668107,708511
2,0,neighbor,4,0,2.1226757,708511
2,0,hh,4,11,1.27E-05,708511
2,0,neighbor,4,11,0.000293573,708511
2,0,hh,4,21,0.000937177,708511
2,0,neighbor,4,21,0.037554815,708511
2,0,hh,4,22,0.000142552,708511
2,0,neighbor,4,22,0.006492489,708511
2,0,hh,4,23,0.002870809,708511
2,0,neighbor,4,23,0.11530802,708511
2,0,hh,4,31,0.004863721,708511
2,0,neighbor,4,31,0.18481718,708511
2,0,hh,4,42,0.001959038,708511
2,0,neighbor,4,42,0.073280446,708511
2,0,hh,4,44,0.004596965,708511
2,0,neighbor,4,44,0.17696549,708511
2,0,hh,4,48,0.001912462,708511
2,0,neighbor,4,48,0.079668485,708511
2,0,hh,4,51,0.000818618,708511
2,0,neighbor,4,51,0.036641631,708511
2,0,hh,4,52,0.001651351,708511
2,0,neighbor,4,52,0.067878976,708511
2,0,hh,4,53,0.000932942,708511
2,0,neighbor,4,53,0.035947219,708511
2,0,hh,4,54,0.004543331,708511
2,0,neighbor,4,54,0.17464937,708511
2,0,hh,4,55,0.001199699,708511
2,0,neighbor,4,55,0.0490564,708511
2,0,hh,4,56,0.002177807,708511
2,0,neighbor,4,56,0.08645314,708511
2,0,hh,4,61,0.00035991,708511
2,0,neighbor,4,61,0.014313116,708511
2,0,hh,4,62,0.005318196,708511
2,0,neighbor,4,62,0.21674469,708511
2,0,hh,4,71,0.000464354,708511
2,0,neighbor,4,71,0.015665248,708511
2,0,hh,4,72,0.002544774,708511
2,0,neighbor,4,72,0.096921571,708511
2,0,hh,4,81,0.002098768,708511
2,0,neighbor,4,81,0.082735486,708511
2,0,hh,4,92,1.98E-05,708511
2,0,neighbor,4,92,0.000684534,708511
2,0,hh,5,0,0.039014213,708511
2,0,neighbor,5,0,1.8128906,708511
2,0,hh,6,0,0.015940472,708511
2,0,neighbor,6,0,0.97591144,708511
2,11,hh,1,0,0.80937499,320
2,11,neighbor,1,0,9.1000004,320
2,11,hh,2,0,0.38437501,320
2,11,neighbor,2,0,5.7843752,320
2,11,work,2,11,1.4125,320
2,11,hh,2,21,0.015625,320
2,11,neighbor,2,21,0.390625,320
2,11,hh,2,22,0.003125,320
2,11,neighbor,2,22,0.068750001,320
2,11,hh,2,23,0.059374999,320
2,11,neighbor,2,23,1.165625,320
2,11,hh,2,31,0.103125,320
2,11,neighbor,2,31,1.840625,320
2,11,hh,2,42,0.028124999,320
2,11,neighbor,2,42,0.79374999,320
2,11,hh,2,44,0.084375001,320
2,11,neighbor,2,44,2.04375,320
2,11,hh,2,48,0.021875,320
2,11,neighbor,2,48,0.85000002,320
2,11,hh,2,51,0.018750001,320
2,11,neighbor,2,51,0.34375,320
2,11,hh,2,52,0.021875,320
2,11,neighbor,2,52,0.75312501,320
2,11,hh,2,53,0.018750001,320
2,11,neighbor,2,53,0.36250001,320
2,11,hh,2,54,0.071874999,320
2,11,neighbor,2,54,1.80625,320
2,11,hh,2,55,0.021875,320
2,11,neighbor,2,55,0.47499999,320
2,11,hh,2,56,0.043749999,320
2,11,neighbor,2,56,0.83749998,320
2,11,hh,2,61,0.018750001,320
2,11,neighbor,2,61,0.16875,320
2,11,hh,2,62,0.087499999,320
2,11,neighbor,2,62,2.2562499,320
2,11,hh,2,71,0.003125,320
2,11,neighbor,2,71,0.14687499,320
2,11,hh,2,72,0.034375001,320
2,11,neighbor,2,72,1.165625,320
2,11,hh,2,81,0.034375001,320
2,11,neighbor,2,81,0.86562502,320
2,11,neighbor,2,92,0.015625,320
2,11,hh,3,0,0.065624997,320
2,11,neighbor,3,0,1.471875,320
2,11,work,3,11,0.39375001,320
2,11,hh,3,21,0.00625,320
2,11,neighbor,3,21,0.09375,320
2,11,neighbor,3,22,0.028124999,320
2,11,hh,3,23,0.003125,320
2,11,neighbor,3,23,0.29374999,320
2,11,hh,3,31,0.021875,320
2,11,neighbor,3,31,0.48750001,320
2,11,hh,3,42,0.003125,320
2,11,neighbor,3,42,0.184375,320
2,11,hh,3,44,0.015625,320
2,11,neighbor,3,44,0.55624998,320
2,11,hh,3,48,0.009375,320
2,11,neighbor,3,48,0.203125,320
2,11,hh,3,51,0.003125,320
2,11,neighbor,3,51,0.115625,320
2,11,hh,3,52,0.015625,320
2,11,neighbor,3,52,0.203125,320
2,11,hh,3,53,0.003125,320
2,11,neighbor,3,53,0.109375,320
2,11,hh,3,54,0.015625,320
2,11,neighbor,3,54,0.43125001,320
2,11,hh,3,55,0.00625,320
2,11,neighbor,3,55,0.18125001,320
2,11,hh,3,56,0.00625,320
2,11,neighbor,3,56,0.24375001,320
2,11,neighbor,3,61,0.040624999,320
2,11,hh,3,62,0.025,320
2,11,neighbor,3,62,0.63749999,320
2,11,neighbor,3,71,0.050000001,320
2,11,hh,3,72,0.00625,320
2,11,neighbor,3,72,0.265625,320
2,11,hh,3,81,0.009375,320
2,11,neighbor,3,81,0.19374999,320
2,11,neighbor,3,92,0.003125,320
2,11,hh,4,0,0.03125,320
2,11,neighbor,4,0,1.63125,320
2,11,work,4,11,0.14375,320
2,11,neighbor,4,21,0.025,320
2,11,neighbor,4,23,0.096874997,320
2,11,neighbor,4,31,0.20937499,320
2,11,hh,4,42,0.00625,320
2,11,neighbor,4,42,0.090625003,320
2,11,hh,4,44,0.009375,320
2,11,neighbor,4,44,0.221875,320
2,11,neighbor,4,48,0.084375001,320
2,11,neighbor,4,51,0.025,320
2,11,hh,4,52,0.003125,320
2,11,neighbor,4,52,0.056249999,320
2,11,hh,4,53,0.003125,320
2,11,neighbor,4,53,0.028124999,320
2,11,hh,4,54,0.003125,320
2,11,neighbor,4,54,0.215625,320
2,11,neighbor,4,55,0.034375001,320
2,11,hh,4,56,0.00625,320
2,11,neighbor,4,56,0.087499999,320
2,11,hh,4,61,0.003125,320
2,11,neighbor,4,61,0.009375,320
2,11,neighbor,4,62,0.2,320
2,11,neighbor,4,71,0.015625,320
2,11,neighbor,4,72,0.084375001,320
2,11,hh,4,81,0.003125,320
2,11,neighbor,4,81,0.071874999,320
2,11,neighbor,4,92,0.003125,320
2,11,hh,5,0,0.021875,320
2,11,neighbor,5,0,1.534375,320
2,11,hh,6,0,0.015625,320
2,11,neighbor,6,0,0.75,320
2,21,hh,1,0,0.83332103,40647
2,21,neighbor,1,0,11.122321,40647
2,21,hh,2,0,0.35144046,40647
2,21,neighbor,2,0,7.3303809,40647
2,21,hh,2,11,0.00012301,40647
2,21,neighbor,2,11,0.003075258,40647
2,21,hh,2,21,0.020567324,40647
2,21,neighbor,2,21,0.59832215,40647
2,21,work,2,21,45.043423,40647
2,21,hh,2,22,0.003124462,40647
2,21,neighbor,2,22,0.088813439,40647
2,21,hh,2,23,0.053534087,40647
2,21,neighbor,2,23,1.5113784,40647
2,21,hh,2,31,0.086377837,40647
2,21,neighbor,2,31,2.5571136,40647
2,21,hh,2,42,0.036903091,40647
2,21,neighbor,2,42,0.99124169,40647
2,21,hh,2,44,0.082293898,40647
2,21,neighbor,2,44,2.3493001,40647
2,21,hh,2,48,0.03554998,40647
2,21,neighbor,2,48,1.0990725,40647
2,21,hh,2,51,0.018672965,40647
2,21,neighbor,2,51,0.53339732,40647
2,21,hh,2,52,0.03163825,40647
2,21,neighbor,2,52,0.91682041,40647
2,21,hh,2,53,0.017369056,40647
2,21,neighbor,2,53,0.47735381,40647
2,21,hh,2,54,0.079390854,40647
2,21,neighbor,2,54,2.3996606,40647
2,21,hh,2,55,0.022289468,40647
2,21,neighbor,2,55,0.69092429,40647
2,21,hh,2,56,0.039510909,40647
2,21,neighbor,2,56,1.1874431,40647
2,21,hh,2,61,0.006494944,40647
2,21,neighbor,2,61,0.18082516,40647
2,21,hh,2,62,0.099933572,40647
2,21,neighbor,2,62,3.0226338,40647
2,21,hh,2,71,0.007798853,40647
2,21,neighbor,2,71,0.20751838,40647
2,21,hh,2,72,0.045759834,40647
2,21,neighbor,2,72,1.3041552,40647
2,21,hh,2,81,0.038502228,40647
2,21,neighbor,2,81,1.1083229,40647
2,21,hh,2,92,0.000295225,40647
2,21,neighbor,2,92,0.008733732,40647
2,21,hh,3,0,0.04952395,40647
2,21,neighbor,3,0,1.8167392,40647
2,21,hh,3,11,2.46E-05,40647
2,21,neighbor,3,11,0.000688858,40647
2,21,hh,3,21,0.002853839,40647
2,21,neighbor,3,21,0.14087141,40647
2,21,work,3,21,11.939208,40647
2,21,hh,3,22,0.000565847,40647
2,21,neighbor,3,22,0.020542722,40647
2,21,hh,3,23,0.009102763,40647
2,21,neighbor,3,23,0.37968361,40647
2,21,hh,3,31,0.012719266,40647
2,21,neighbor,3,31,0.63025564,40647
2,21,hh,3,42,0.006076709,40647
2,21,neighbor,3,42,0.2435358,40647
2,21,hh,3,44,0.012571653,40647
2,21,neighbor,3,44,0.57888651,40647
2,21,hh,3,48,0.006125914,40647
2,21,neighbor,3,48,0.26958939,40647
2,21,hh,3,51,0.00250941,40647
2,21,neighbor,3,51,0.13508992,40647
2,21,hh,3,52,0.005437056,40647
2,21,neighbor,3,52,0.22579773,40647
2,21,hh,3,53,0.0023864,40647
2,21,neighbor,3,53,0.12246906,40647
2,21,hh,3,54,0.012153419,40647
2,21,neighbor,3,54,0.60117596,40647
2,21,hh,3,55,0.003542697,40647
2,21,neighbor,3,55,0.1694344,40647
2,21,hh,3,56,0.006593353,40647
2,21,neighbor,3,56,0.29330578,40647
2,21,hh,3,61,0.001057889,40647
2,21,neighbor,3,61,0.045612223,40647
2,21,hh,3,62,0.014712033,40647
2,21,neighbor,3,62,0.74659878,40647
2,21,hh,3,71,0.00095948,40647
2,21,neighbor,3,71,0.051885746,40647
2,21,hh,3,72,0.00799567,40647
2,21,neighbor,3,72,0.32573131,40647
2,21,hh,3,81,0.006740965,40647
2,21,neighbor,3,81,0.27379635,40647
2,21,hh,3,92,0.000147612,40647
2,21,neighbor,3,92,0.002189583,40647
2,21,hh,4,0,0.040052157,40647
2,21,neighbor,4,0,1.8428667,40647
2,21,neighbor,4,11,0.000319827,40647
2,21,hh,4,21,0.000738062,40647
2,21,neighbor,4,21,0.054714985,40647
2,21,work,4,21,4.5195708,40647
2,21,hh,4,22,7.38E-05,40647
2,21,neighbor,4,22,0.008094078,40647
2,21,hh,4,23,0.002091175,40647
2,21,neighbor,4,23,0.14210151,40647
2,21,hh,4,31,0.004010136,40647
2,21,neighbor,4,31,0.23797575,40647
2,21,hh,4,42,0.001353113,40647
2,21,neighbor,4,42,0.090609394,40647
2,21,hh,4,44,0.003444289,40647
2,21,neighbor,4,44,0.21866313,40647
2,21,hh,4,48,0.001574532,40647
2,21,neighbor,4,48,0.10539524,40647
2,21,hh,4,51,0.00083647,40647
2,21,neighbor,4,51,0.049228724,40647
2,21,hh,4,52,0.001180899,40647
2,21,neighbor,4,52,0.086181022,40647
2,21,hh,4,53,0.000664256,40647
2,21,neighbor,4,53,0.047334366,40647
2,21,hh,4,54,0.003296676,40647
2,21,neighbor,4,54,0.22951263,40647
2,21,hh,4,55,0.000934878,40647
2,21,neighbor,4,55,0.06470342,40647
2,21,hh,4,56,0.00142692,40647
2,21,neighbor,4,56,0.1121608,40647
2,21,hh,4,61,0.000246021,40647
2,21,neighbor,4,61,0.017762689,40647
2,21,hh,4,62,0.003567299,40647
2,21,neighbor,4,62,0.2851133,40647
2,21,hh,4,71,0.000393633,40647
2,21,neighbor,4,71,0.018672965,40647
2,21,hh,4,72,0.001623736,40647
2,21,neighbor,4,72,0.1205009,40647
2,21,hh,4,81,0.001377716,40647
2,21,neighbor,4,81,0.1062317,40647
2,21,hh,4,92,2.46E-05,40647
2,21,neighbor,4,92,0.000811868,40647
2,21,hh,5,0,0.026791645,40647
2,21,neighbor,5,0,1.69181,40647
2,21,hh,6,0,0.009816223,40647
2,21,neighbor,6,0,0.8809998,40647
2,22,hh,1,0,0.86675179,7047
2,22,neighbor,1,0,10.801333,7047
2,22,hh,2,0,0.34979424,7047
2,22,neighbor,2,0,7.0735064,7047
2,22,hh,2,11,0.000141904,7047
2,22,neighbor,2,11,0.003121896,7047
2,22,hh,2,21,0.018021854,7047
2,22,neighbor,2,21,0.51227474,7047
2,22,hh,2,22,0.004824748,7047
2,22,neighbor,2,22,0.11210444,7047
2,22,work,2,22,34.201221,7047
2,22,hh,2,23,0.051369376,7047
2,22,neighbor,2,23,1.4767987,7047
2,22,hh,2,31,0.096778773,7047
2,22,neighbor,2,31,2.4579253,7047
2,22,hh,2,42,0.033489428,7047
2,22,neighbor,2,42,0.95785439,7047
2,22,hh,2,44,0.091812119,7047
2,22,neighbor,2,44,2.2880659,7047
2,22,hh,2,48,0.041577976,7047
2,22,neighbor,2,48,1.0943664,7047
2,22,hh,2,51,0.020576132,7047
2,22,neighbor,2,51,0.5175252,7047
2,22,hh,2,52,0.028238967,7047
2,22,neighbor,2,52,0.85951471,7047
2,22,hh,2,53,0.017312331,7047
2,22,neighbor,2,53,0.45054632,7047
2,22,hh,2,54,0.079324536,7047
2,22,neighbor,2,54,2.2073224,7047
2,22,hh,2,55,0.022420889,7047
2,22,neighbor,2,55,0.62679154,7047
2,22,hh,2,56,0.037462749,7047
2,22,neighbor,2,56,1.1437491,7047
2,22,hh,2,61,0.0065276,7047
2,22,neighbor,2,61,0.1820633,7047
2,22,hh,2,62,0.096778773,7047
2,22,neighbor,2,62,2.8817937,7047
2,22,hh,2,71,0.007662835,7047
2,22,neighbor,2,71,0.19213849,7047
2,22,hh,2,72,0.0455513,7047
2,22,neighbor,2,72,1.243224,7047
2,22,hh,2,81,0.038172271,7047
2,22,neighbor,2,81,1.0787569,7047
2,22,hh,2,92,0.000851426,7047
2,22,neighbor,2,92,0.009223783,7047
2,22,hh,3,0,0.053923655,7047
2,22,neighbor,3,0,1.7711083,7047
2,22,neighbor,3,11,0.000567617,7047
2,22,hh,3,21,0.002412374,7047
2,22,neighbor,3,21,0.12118632,7047
2,22,hh,3,22,0.000993331,7047
2,22,neighbor,3,22,0.02894849,7047
2,22,work,3,22,9.9012346,7047
2,22,hh,3,23,0.009223783,7047
2,22,neighbor,3,23,0.39179793,7047
2,22,hh,3,31,0.01560948,7047
2,22,neighbor,3,31,0.6377182,7047
2,22,hh,3,42,0.006385696,7047
2,22,neighbor,3,42,0.24492691,7047
2,22,hh,3,44,0.016177097,7047
2,22,neighbor,3,44,0.61345255,7047
2,22,hh,3,48,0.006243792,7047
2,22,neighbor,3,48,0.26834112,7047
2,22,hh,3,51,0.002554278,7047
2,22,neighbor,3,51,0.14076912,7047
2,22,hh,3,52,0.004399035,7047
2,22,neighbor,3,52,0.22704697,7047
2,22,hh,3,53,0.003405705,7047
2,22,neighbor,3,53,0.12232155,7047
2,22,hh,3,54,0.011778061,7047
2,22,neighbor,3,54,0.56861073,7047
2,22,hh,3,55,0.003831418,7047
2,22,neighbor,3,55,0.16319001,7047
2,22,hh,3,56,0.0065276,7047
2,22,neighbor,3,56,0.28182206,7047
2,22,hh,3,61,0.000993331,7047
2,22,neighbor,3,61,0.047963671,7047
2,22,hh,3,62,0.017028524,7047
2,22,neighbor,3,62,0.7562083,7047
2,22,hh,3,71,0.001135235,7047
2,22,neighbor,3,71,0.054207463,7047
2,22,hh,3,72,0.008372357,7047
2,22,neighbor,3,72,0.33730665,7047
2,22,hh,3,81,0.007095218,7047
2,22,neighbor,3,81,0.28622109,7047
2,22,hh,3,92,0.000141904,7047
2,22,neighbor,3,92,0.002128566,7047
2,22,hh,4,0,0.044416063,7047
2,22,neighbor,4,0,1.7975025,7047
2,22,neighbor,4,11,0.000141904,7047
2,22,hh,4,21,0.000709522,7047
2,22,neighbor,4,21,0.050234143,7047
2,22,hh,4,22,0.000283809,7047
2,22,neighbor,4,22,0.010784731,7047
2,22,work,4,22,3.5434937,7047
2,22,hh,4,23,0.00227047,7047
2,22,neighbor,4,23,0.14573577,7047
2,22,hh,4,31,0.003121896,7047
2,22,neighbor,4,31,0.24265645,7047
2,22,hh,4,42,0.000851426,7047
2,22,neighbor,4,42,0.096778773,7047
2,22,hh,4,44,0.001986661,7047
2,22,neighbor,4,44,0.22392507,7047
2,22,hh,4,48,0.000993331,7047
2,22,neighbor,4,48,0.10160352,7047
2,22,hh,4,51,0.001135235,7047
2,22,neighbor,4,51,0.045693204,7047
2,22,hh,4,52,0.000993331,7047
2,22,neighbor,4,52,0.081878811,7047
2,22,hh,4,53,0.000851426,7047
2,22,neighbor,4,53,0.042855117,7047
2,22,hh,4,54,0.002554278,7047
2,22,neighbor,4,54,0.2179651,7047
2,22,hh,4,55,0.000283809,7047
2,22,neighbor,4,55,0.053923655,7047
2,22,hh,4,56,0.000709522,7047
2,22,neighbor,4,56,0.10259685,7047
2,22,hh,4,61,0.000141904,7047
2,22,neighbor,4,61,0.018305661,7047
2,22,hh,4,62,0.002554278,7047
2,22,neighbor,4,62,0.27884206,7047
2,22,neighbor,4,71,0.021285653,7047
2,22,hh,4,72,0.001135235,7047
2,22,neighbor,4,72,0.12615298,7047
2,22,hh,4,81,0.001277139,7047
2,22,neighbor,4,81,0.10614446,7047
2,22,neighbor,4,92,0.001844757,7047
2,22,hh,5,0,0.026394211,7047
2,22,neighbor,5,0,1.6283525,7047
2,22,hh,6,0,0.012345679,7047
2,22,neighbor,6,0,0.85468996,7047
2,23,hh,1,0,0.85826826,120213
2,23,neighbor,1,0,11.142447,120213
2,23,hh,2,0,0.3576901,120213
2,23,neighbor,2,0,7.1733341,120213
2,23,hh,2,11,0.000158053,120213
2,23,neighbor,2,11,0.003102826,120213
2,23,hh,2,21,0.018101204,120213
2,23,neighbor,2,21,0.51103461,120213
2,23,hh,2,22,0.003011322,120213
2,23,neighbor,2,22,0.086571336,120213
2,23,hh,2,23,0.056333341,120213
2,23,neighbor,2,23,1.5498656,120213
2,23,work,2,23,29.111444,120213
2,23,hh,2,31,0.089624248,120213
2,23,neighbor,2,31,2.4765542,120213
2,23,hh,2,42,0.03520418,120213
2,23,neighbor,2,42,0.98506814,120213
2,23,hh,2,44,0.084924258,120213
2,23,neighbor,2,44,2.3092761,120213
2,23,hh,2,48,0.035645064,120213
2,23,neighbor,2,48,1.0415429,120213
