"ego","naics","age","shift","sick","n","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60","T61","T62","T63","T64","T65","T66","T67","T68","T69","T70","T71","T72","T73","T74","T75","T76","T77","T78","T79","T80","T81","T82","T83","T84","T85","T86","T87","T88","T89","T90","T91","T92","T93","T94","T95","T96","T97","T98","T99","T100","T101","T102","T103","T104","T105","T106","T107","T108","T109","T110","T111","T112","T113","T114","T115","T116","T117","T118","T119","T120","T121","T122","T123","T124","T125","T126","T127","T128","T129","T130","T131","T132","T133","T134","T135","T136","T137","T138","T139","T140","T141","T142","T143","T144","T145","T146","T147","T148","T149","T150"
1,0,1,0,0,128800.546398125,0,0.132077468983329,0.276589884405385,0.458833470679933,0.688637170940585,0.966833661868187,1.28939652439202,1.65003436067603,2.04177421283553,2.45788826767204,2.89240276098666,3.34034658841185,3.79784207044044,4.26210709044358,4.73141102463662,5.20501251279102,5.67601334033706,6.11580430471382,6.50273802851765,6.82601851184619,7.08212686002371,7.27226423860302,7.40054943445137,7.47276130931647,7.4954778120863,7.47549827453442,7.41947015657792,7.33365880594892,7.22381752319526,7.09512619473057,6.95217613197851,6.79898468611605,6.63902817712864,6.4752852909903,6.31028528686469,6.14615741135114,5.98467914617914,5.82732176917013,5.67529228021056,5.52957152532537,5.3909481705796,5.26004901802052,5.13736520418897,5.0232752221739,4.91806471390352,4.82194351916336,4.73506016184514,4.65751417365285,4.58936649441654,4.53064818527913,4.48136770803658,4.44151695143461,4.41107618299301,4.39001808293403,4.37831098793826,4.37592146039582,4.38281628075556,4.3989639451792,4.42433573948842,4.45890644878702,4.50265475271845,4.55556334849039,4.61761883673707,4.68881139954776,4.76913429516395,4.85858318978375,4.95715534365354,5.06484866598705,5.18166064412508,5.30758720717273,5.44262137436988,5.58675197751514,5.73996221907937,5.9022284177552,6.07351697428149,6.25378534412557,6.44747561967464,6.67330018663654,6.94607293894372,7.2743479506691,7.66262337122789,8.11279936148644,8.62513929301117,9.1989012653473,9.83275052255523,10.5250264440624,11.2739128425486,12.0775444772353,12.9340701928505,13.8416879782706,14.7986609751657,15.8033205642894,16.8540616368143,17.9493315642893,19.0876165310607,20.2674253964866,21.4872727483091,22.7456620968492,24.0410686556814,25.371923488628,26.7365992557035,28.1333967433252,29.5605331962588,31.0161325122474,32.4982178226055,34.0047056835726,35.5334023928369,37.0820027583955,38.648090926696,40.2291433525222,41.8225338563153,43.4255406603746,45.0353552981149,46.6490932494179,48.263806127122,49.8764952244347,51.4841262099656,53.0836447415571,54.6719927592416,56.2461252096406,57.8030269515808,59.3397295949028,60.8533280132405,62.3409963729272,63.8000033826676,65.2277265350202,66.6216653151986,67.9794531292287,69.2988677904232,70.5778406196159,71.8144639798362,73.0069972319535,74.1538711322944,75.2536906812352,76.305236467537,77.3074645738537,78.2595051269385,79.1606595905853,80.0103969112883,80.8083486351485,81.5543031199914,82.2481989693173,82.8901178147729,83.4802765715056,84.0190192864722,84.506808693818,84.9442175841304,85.3319200860617,85.6706829497966,85.9613569123988,86.2048682154544
2,0,1,1,0,128800.546398125,0,0.132077468983329,0.276589884405385,0.458833470679933,0.688637170940585,0.966833661868187,1.28939652439202,1.65003436067603,2.04177421283553,2.45788826767204,2.89240276098666,3.34034658841185,3.79784207044044,4.26210709044358,4.73141102463662,5.20501251279102,5.67601334033706,6.11580430471382,6.50273802851765,6.82601851184619,7.08212686002371,7.27226423860302,7.40054943445137,7.47276130931647,7.4954778120863,7.47549827453442,7.41947015657792,7.33365880594892,7.22381752319526,7.09512619473057,6.95217613197851,6.79898468611605,6.63902817712864,6.4752852909903,6.31028528686469,6.14615741135114,5.98467914617914,5.82732176917013,5.67529228021056,5.52957152532537,5.3909481705796,5.26004901802052,5.13736520418897,5.0232752221739,4.91806471390352,4.82194351916336,4.73506016184514,4.65751417365285,4.58936649441654,4.53064818527913,4.48136770803658,4.44151695143461,4.41107618299301,4.39001808293403,4.37831098793826,4.37592146039582,4.38281628075556,4.3989639451792,4.42433573948842,4.45890644878702,4.50265475271845,4.55556334849039,4.61761883673707,4.68881139954776,4.76913429516395,4.85858318978375,4.95715534365354,5.06484866598705,5.18166064412508,5.30758720717273,5.44262137436988,5.58675197751514,5.73996221907937,5.9022284177552,6.07351697428149,6.25378534412557,6.44747561967464,6.67330018663654,6.94607293894372,7.2743479506691,7.66262337122789,8.11279936148644,8.62513929301117,9.1989012653473,9.83275052255523,10.5250264440624,11.2739128425486,12.0775444772353,12.9340701928505,13.8416879782706,14.7986609751657,15.8033205642894,16.8540616368143,17.9493315642893,19.0876165310607,20.2674253964866,21.4872727483091,22.7456620968492,24.0410686556814,25.371923488628,26.7365992557035,28.1333967433252,29.5605331962588,31.0161325122474,32.4982178226055,34.0047056835726,35.5334023928369,37.0820027583955,38.648090926696,40.2291433525222,41.8225338563153,43.4255406603746,45.0353552981149,46.6490932494179,48.263806127122,49.8764952244347,51.4841262099656,53.0836447415571,54.6719927592416,56.2461252096406,57.8030269515808,59.3397295949028,60.8533280132405,62.3409963729272,63.8000033826676,65.2277265350202,66.6216653151986,67.9794531292287,69.2988677904232,70.5778406196159,71.8144639798362,73.0069972319535,74.1538711322944,75.2536906812352,76.305236467537,77.3074645738537,78.2595051269385,79.1606595905853,80.0103969112883,80.8083486351485,81.5543031199914,82.2481989693173,82.8901178147729,83.4802765715056,84.0190192864722,84.506808693818,84.9442175841304,85.3319200860617,85.6706829497966,85.9613569123988,86.2048682154544
3,0,1,0,1,1041.95678301625,0,0.123733398611524,0.219349256401516,0.292458834643042,0.347554083447064,0.388240857955329,0.417420456585193,0.437431805412825,0.450163480902569,0.457142402183243,0.459604397554199,0.458550612179236,0.454792724630535,0.448989380821391,0.441675608123452,0.433286739216015,0.424120528155337,0.414227730629777,0.403657194303719,0.392498186014108,0.380860390416866,0.368860521283577,0.356613690033519,0.344228089888414,0.331801990620879,0.319422295828011,0.307164153068519,0.295091232699151,0.283256417988189,0.271702723759721,0.260464321359264,0.249567586370224,0.23903211729517,0.228871693157479,0.219095151585233,0.209707180281707,0.200709021417523,0.192099087894289,0.183873500507159,0.17602655093561,0.168551096792831,0.16143890112154,0.154680912796895,0.148267506181388,0.142188678819138,0.136434215289196,0.130993821290374,0.125857232649375,0.121014302981081,0.1164550731256,0.112169825408675,0.108149125044721,0.104383850784432,0.100865216614183,0.0975847859761198,0.0945344797902469,0.0917065793455992,0.089093724945323,0.0866889110531029,0.0844854785570004,0.0824771046598702,0.0806577908174725,0.0790218490683228,0.0775638870367688,0.0762787918388326,0.0751617130771398,0.0742080450766628,0.0734134084851202,0.0727736312264629,0.0722847296866254,0.0719428876703876,0.0717444375831868,0.071685840084159,0.0717636605113537,0.0719745606178611,0.0723152546077727,0.0728188516488177,0.0736339358260675,0.0748777088931654,0.0766169036602649,0.0788855899126527,0.0816969517681835,0.0850510506823157,0.0889399242247925,0.0933509143327311,0.098268820470027,0.103677271539725,0.109559582503118,0.115899260652804,0.122680285130793,0.129887232670378,0.13750529911389,0.145520257872169,0.153918367629559,0.162686258949968,0.171810800982688,0.181278961804903,0.191077670077377,0.201193673349052,0.21161340764798,0.222322880133252,0.233307558063371,0.244552272510651,0.256041137200452,0.267757486780198,0.279683828138629,0.291801808970401,0.304092206284709,0.316534931618587,0.329109053630388,0.341792837632704,0.3545638011839,0.367398784879838,0.380274037155015,0.393165311676242,0.406047975788809,0.418897128288605,0.431687724668381,0.444394707898771,0.456993142740038,0.469458351560098,0.48176604965225,0.493892477956439,0.505814531903297,0.517509883996196,0.528957098279745,0.540135736489376,0.551026453881106,0.561611083440524,0.571872708910529,0.581795725193199,0.591365886014803,0.60057033902095,0.609397648374464,0.617837805216553,0.625882226519075,0.633523743002,0.640756576907483,0.647576310518567,0.65397984637963,0.659965360219675,0.665532247601061,0.670681065316871,0.675413468541317,0.679732144702961,0.683640745002427,0.68714381443721,0.690246721129056,0.692955585676535,0.695277211179132,0.697219014501505
4,0,1,1,1,1041.95678301625,0,0.123733398611524,0.219349256401516,0.292458834643042,0.347554083447064,0.388240857955329,0.417420456585193,0.437431805412825,0.450163480902569,0.457142402183243,0.459604397554199,0.458550612179236,0.454792724630535,0.448989380821391,0.441675608123452,0.433286739216015,0.424120528155337,0.414227730629777,0.403657194303719,0.392498186014108,0.380860390416866,0.368860521283577,0.356613690033519,0.344228089888414,0.331801990620879,0.319422295828011,0.307164153068519,0.295091232699151,0.283256417988189,0.271702723759721,0.260464321359264,0.249567586370224,0.23903211729517,0.228871693157479,0.219095151585233,0.209707180281707,0.200709021417523,0.192099087894289,0.183873500507159,0.17602655093561,0.168551096792831,0.16143890112154,0.154680912796895,0.148267506181388,0.142188678819138,0.136434215289196,0.130993821290374,0.125857232649375,0.121014302981081,0.1164550731256,0.112169825408675,0.108149125044721,0.104383850784432,0.100865216614183,0.0975847859761198,0.0945344797902469,0.0917065793455992,0.089093724945323,0.0866889110531029,0.0844854785570004,0.0824771046598702,0.0806577908174725,0.0790218490683228,0.0775638870367688,0.0762787918388326,0.0751617130771398,0.0742080450766628,0.0734134084851202,0.0727736312264629,0.0722847296866254,0.0719428876703876,0.0717444375831868,0.071685840084159,0.0717636605113537,0.0719745606178611,0.0723152546077727,0.0728188516488177,0.0736339358260675,0.0748777088931654,0.0766169036602649,0.0788855899126527,0.0816969517681835,0.0850510506823157,0.0889399242247925,0.0933509143327311,0.098268820470027,0.103677271539725,0.109559582503118,0.115899260652804,0.122680285130793,0.129887232670378,0.13750529911389,0.145520257872169,0.153918367629559,0.162686258949968,0.171810800982688,0.181278961804903,0.191077670077377,0.201193673349052,0.21161340764798,0.222322880133252,0.233307558063371,0.244552272510651,0.256041137200452,0.267757486780198,0.279683828138629,0.291801808970401,0.304092206284709,0.316534931618587,0.329109053630388,0.341792837632704,0.3545638011839,0.367398784879838,0.380274037155015,0.393165311676242,0.406047975788809,0.418897128288605,0.431687724668381,0.444394707898771,0.456993142740038,0.469458351560098,0.48176604965225,0.493892477956439,0.505814531903297,0.517509883996196,0.528957098279745,0.540135736489376,0.551026453881106,0.561611083440524,0.571872708910529,0.581795725193199,0.591365886014803,0.60057033902095,0.609397648374464,0.617837805216553,0.625882226519075,0.633523743002,0.640756576907483,0.647576310518567,0.65397984637963,0.659965360219675,0.665532247601061,0.670681065316871,0.675413468541317,0.679732144702961,0.683640745002427,0.68714381443721,0.690246721129056,0.692955585676535,0.695277211179132,0.697219014501505
5,11,1,0,0,16.86357925,0,0.123677826404257,0.218967749273794,0.29134863945655,0.345274416180129,0.384365988886011,0.411566862889676,0.429269388960798,0.439417296285658,0.443589009471437,0.443065403486105,0.438884958077598,0.431888636026013,0.422756467416324,0.412037347055167,0.400173409862166,0.387515674258767,0.374331463858185,0.360834749378173,0.347199011200521,0.333563756880508,0.320040109959013,0.30671556393938,0.293658015111968,0.280919168459442,0.26853740747952,0.256540201759282,0.244946122690644,0.233766525796647,0.223006951658855,0.212668288638671,0.202747735406821,0.193239596385929,0.184135936226407,0.175427116902417,0.167102237184078,0.159149491802292,0.151556460621413,0.1443103441567,0.137398151724794,0.130806851210864,0.124523489433117,0.118535282929173,0.11282969087801,0.107394469318187,0.102217711323686,0.0972878759519395,0.0925938077648708,0.0881247489458191,0.0838703454394732,0.0798206483330394,0.0759661114968534,0.0722975862972857,0.0688063140571774,0.065483916810207,0.0623223867938059,0.0593140750414244,0.0564516793644307,0.0537282319573093,0.0511370868126277,0.0486719070936578,0.0463266525811134,0.0440955672846273,0.0419731672885964,0.039954228884959,0.0380337770315998,0.0362070741638884,0.0344696093778551,0.0328170879389403,0.0312454215229797,0.0297507179259412,0.028329272398805,0.0269775587533357,0.0256922155753903,0.0244700629289346,0.0233080490708137,0.0222056556788417,0.0211701089621742,0.0202068599323558,0.0193183681401499,0.0185052250574105,0.0177668588314193,0.0171019762929091,0.0165088412406229,0.0159854507055597,0.015529647840766,0.0151391952374454,0.0148118235644885,0.0145452640006725,0.0143372704249839,0.0141856343839081,0.0140881947736654,0.0140428440724735,0.0140475312584541,0.0141002625076989,0.0141990999815597,0.014342159050967,0.0145276044104685,0.0147536451338296,0.0150185290491808,0.0153205369093441,0.0156579762268275,0.0160291750246124,0.0164324757729889,0.0168662298364985,0.017328792155178,0.0178185164348194,0.0183337511225195,0.0188728360669787,0.0194340999477858,0.0200158585192045,0.0206164136804737,0.02123405338141,0.0218670523527428,0.0225136736314451,0.0231721708428668,0.023840791187749,0.0245177790705155,0.0252013802967639,0.0258898467597236,0.0265814415291931,0.0272744442523067,0.0279671567662839,0.0286579088546771,0.0293450640284825,0.030027025224659,0.0307022403917933,0.0313692078502526,0.0320264813286388,0.0326726746791708,0.033306466167425,0.033926602295432,0.0345319011351639,0.0351212551417853,0.0356936334305959,0.0362480835107511,0.0367837324777366,0.0372997876743006,0.0377955368367346,0.0382703477496716,0.0387236674377592,0.0391550209268649,0.0395640096108049,0.0399503092619541,0.0403136677256024,0.0406539023386232,0.0409708971129785,0.0412645997239057,0.0415350183413992,0.0417822183419036,0.0420063189350726
6,11,1,0,1,0.1364211665,0,0.0168705798215541,0.0298602562909105,0.0397126436301563,0.0470346066422611,0.0523211427853799,0.0559757509958342,0.0583271032310453,0.0596426912282637,0.060139994525594,0.059995619997899,0.0593527834190938,0.0583274273269391,0.0570132295038592,0.0554856973655615,0.0538055274429582,0.0520213382849521,0.0501719106769928,0.0482880246549973,0.0463939574935862,0.0445087058056054,0.0426469864104599,0.040820052704487,0.0390363613691417,0.0373021160712919,0.0356217111814355,0.0339980930416691,0.0324330542357102,0.0309274729297741,0.0294815074279071,0.0280947539901494,0.0267663746829703,0.0254952008793587,0.0242798167227497,0.0231186263081369,0.0220099076093329,0.0209518557267774,0.0199426170011973,0.0189803162887106,0.0180630782608406,0.0171890439734407,0.0163563838611482,0.0155633071813119,0.0148080693844867,0.0140889773039799,0.0134043927404053,0.0127527348007158,0.0121324811921175,0.0115421687178811,0.0109803931421677,0.0104458085613459,0.00993712639980498,0.00945311412086208,0.00899259372727439,0.00855444011140827,0.00813757930271844,0.00774098665080631,0.00736368497437482,0.00700474269997033,0.00666327200923535,0.00633842700916629,0.00602940193646297,0.00573542940430423,0.00545577869766421,0.00518975412150255,0.00493669340473588,0.00469596616176169,0.00446697241240496,0.00424914115267928,0.00404192903032299,0.00384481895306692,0.00365731892059281,0.00347896082887258,0.00330929862223401,0.00314791052940953,0.00299439193586967,0.00284835888011362,0.00270944700376088,0.00257730917361325,0.00245161515438376,0.00233205079138049,0.00221831723081054,0.00211013017728156,0.00200721918683929,0.00190932699392765,0.00181620887072351,0.00172763201736966,0.00164337498153779,0.00156322710616734,0.00148698800333056,0.00141446705363362,0.00134548293508199,0.00127986316599094,0.00121744367171597,0.00115806838131198,0.00110158883298776,0.0010478638034557,0.000996758961356839,0.000948146519444742,0.000901904920294256,0.000857918541028497,0.000816077395023498,0.000776276858976392,0.000738417409688064,0.000702404380987576,0.000668147725068877,0.000635561783419216,0.000604565074837496,0.000575080091923256,0.000547033107277074,0.000520353989166002,0.000494976026171629,0.000470835760388517,0.000447872828756071,0.000426029812127351,0.000405252091697768,0.000385487712434913,0.000366687253168243,0.000348803703013943,0.000331792343826125,0.000315610638380526,0.00030021812401122,0.000285576311540974,0.000271648588811227,0.000258400129132106,0.000245797804494689,0.000233810102523817,0.000222407047604731,0.000211560126256116,0.000201242215575144,0.000191427515393251,0.000182091483847514,0.000173210775992645,0.000164763185429333,0.000156727588776855,0.000149083892853659,0.000141812984434042,0.00013489668245519,0.0001283176925551,0.000122059563827708,0.000116106647687084,0.000110444058737837,0.000105057637553895,9.993391527257e-05,9.50600799154001e-05,9.04239443515312e-05,8.60139158235463e-05,8.18189669595343e-05,7.7828608198916e-05,7.40328615630774e-05,7.04222357052228e-05
7,23,1,0,0,75.8716428322748,0,0.123704402203238,0.219149439788537,0.291873782251111,0.346342698649195,0.386160456779776,0.414239444157595,0.432935103135301,0.444153831012635,0.449439411282482,0.450042388525327,0.446975876852979,0.441060486305028,0.432960603382125,0.423213695267979,0.412254112672359,0.400421173151789,0.387952036200468,0.375041359646681,0.361856759875366,0.348540636242985,0.335212414327299,0.321970958623524,0.308896991648471,0.296055416274908,0.283497480273405,0.271262750523,0.25938088406539,0.247873196411115,0.236754035945275,0.226031977252714,0.215710849180123,0.205790615421953,0.196268123370061,0.187137737496268,0.178391872552783,0.170021441148393,0.162016224206802,0.154365179960279,0.147056697796819,0.140078805833721,0.133419342336198,0.127066090119702,0.12100688758294,0.115229715420442,0.109722764615532,0.10447448892759,0.0994736443545506,0.0947093180426395,0.0901709484892858,0.0858483386895302,0.0817316635600706,0.0778114727577808,0.0740786898309753,0.0705246084659737,0.0671408864667803,0.0639195379911104,0.0608529244704245,0.0579337445655628,0.055155023443401,0.0525101016059726,0.0499926234590161,0.0475965257695944,0.0453160261319192,0.0431456115353433,0.0410800271077286,0.0391142650904412,0.0372435540873534,0.0354633485610159,0.0337693190029123,0.0321573415142508,0.0306234889905174,0.0291640220397421,0.0277753747181816,0.0264541723594015,0.0251971755882684,0.0240037635755201,0.0228813031198184,0.0218353148052964,0.0208682388869147,0.0199806191277276,0.0191718469987048,0.0184406255510293,0.0177852564882466,0.0172038164439404,0.0166942646174,0.0162545082139804,0.015882442432996,0.0155759746046603,0.0153330391451961,0.0151516066160739,0.0150296889605022,0.0149653424913211,0.0149566687735138,0.0150018142503871,0.0150989686284533,0.0152463622449334,0.0154422626446376,0.0156849702806803,0.0159728136596161,0.0163041441727816,0.0166773304791118,0.0170907527255599,0.0175427967384973,0.018031848518553,0.0185562887874966,0.0191144878565173,0.0197048011044637,0.0203255649865349,0.0209750936920786,0.0216516765254443,0.0223535760512962,0.0230790270473521,0.0238262362856579,0.0245933831449185,0.025378621045997,0.026180079686626,0.0269958680374795,0.0278240780499157,0.0286627890140252,0.0295100724956295,0.0303639977726051,0.0312226376769479,0.0320840747784604,0.032946407789402,0.0338077580739668,0.03466627622786,0.0355201486021344,0.0363676036487117,0.0372069180874212,0.038036422760662,0.0388545081120097,0.0396596292470359,0.0404503105214464,0.0412251496178525,0.0419828210819879,0.0427220792991293,0.0434417609005673,0.0441407865987645,0.0448181624580624,0.0454729806150325,0.0461044194690408,0.0467117433691629,0.0472943018281658,0.0478515282979464,0.0483829385435817,0.0488881286550384,0.0493667727366887,0.0498186203151405,0.0502434935056068,0.0506412839761818
8,23,1,1,0,3.48637621542896,0,0.123666707237779,0.218891721243815,0.291128828972332,0.344827053592538,0.383614042591959,0.41044603410073,0.427730486016836,0.43742637125458,0.441126193689959,0.440123062192392,0.435465564383554,0.428002614748487,0.418420153632145,0.407271136561245,0.395000132726137,0.38196296099064,0.36844232929742,0.354662834345099,0.34080209096387,0.326999453494063,0.313363183249234,0.299976314103512,0.28690145766362,0.274184733493209,0.261858985542725,0.249946407949046,0.238460689286592,0.227408760812808,0.216792220887673,0.206608493030285,0.196851766111576,0.187513757083198,0.17858432733906,0.170051979849097,0.161904259038549,0.154128072140493,0.146709943255386,0.13963621690589,0.132893217416003,0.126467373225164,0.120345314670097,0.114513945375467,0.108960498174458,0.103672574765711,0.0986381733743463,0.0938457070712732,0.0892840142534131,0.0849423631174685,0.0808104513728822,0.0768784022230465,0.0731367574953629,0.0695764685992757,0.0661888858714981,0.0629657467593193,0.0598991632008897,0.0569816084910619,0.0542059038618456,0.0515652049584583,0.0490529883531423,0.046663038207154,0.0443894331656995,0.0422265335498538,0.0401689688927512,0.0382116258538753,0.0363496365344857,0.0345783672085987,0.0328934074770993,0.0312905597901745,0.0297658297346514,0.0283154158250438,0.0269357009331097,0.0256232435128349,0.0243747640307686,0.0231871614045638,0.0220574606313149,0.0209829200303215,0.0199612021018345,0.0189900301077282,0.0180671447690734,0.0171903377874497,0.0163574710331564,0.015566486687775,0.0148154117672979,0.014102359206339,0.01342552689228,0.012783195517141,0.0121737257920704,0.0115955553351245,0.0110471954392835,0.0105272278256444,0.0100343014784732,0.00956712950512014,0.00912448609482553,0.00870520364790413,0.00830816992603883,0.00793232533812931,0.00757666037050309,0.00724021297923444,0.00692206620159768,0.00662134589187879,0.00633721842087324,0.00606888854973756,0.00581559737172194,0.00557662040672046,0.00535126572881876,0.00513887217248936,0.00493880768015619,0.00475046772740426,0.00457327383856836,0.00440667219341028,0.00425013232284067,0.00410314589204943,0.00396522556879053,0.00383590397409529,0.00371473271248003,0.00360128147831007,0.0034951372346445,0.00339590346061083,0.00330319946308271,0.00321665974820899,0.0031359334481691,0.00306068379891753,0.00299058766186979,0.00292533508779358,0.00286462891793033,0.0028081844139532,0.00275572891565306,0.00270700152279651,0.0026617527928274,0.00261974445449201,0.00258074913318182,0.00254455008395039,0.00251094093020949,0.00247972540560041,0.00245071709710499,0.00242373918782311,0.00239862419818809,0.00237521372472838,0.00235335817579739,0.00233291650397346,0.00231375593508414,0.00229575169402909,0.00227878672776242,0.00226275142594882,0.00224754333993059,0.00223306690073473,0.00221923313691304,0.00220595939304702,0.00219316904976449,0.00218079124611066
9,23,1,0,1,0.61377824161797,0,0.0759031393999192,0.134345542342925,0.178672835034866,0.211615388584732,0.235400266997814,0.251842869408894,0.262421937726363,0.268340955341759,0.270578393645633,0.269928832100188,0.267036618852718,0.26242339587991,0.256510632855793,0.249638048388783,0.242078724808927,0.234051403886446,0.225730565893809,0.217254694592788,0.208733016896701,0.200251001270071,0.19187486077769,0.183655226051105,0.175630144903617,0.167827528515283,0.160267147784319,0.152962258723098,0.145920926420861,0.139147101872378,0.132641497310082,0.126402296250438,0.12042572871125,0.114706536873292,0.109238350596393,0.104013989676823,0.0990257064737115,0.0942653804870879,0.0897246718400954,0.0853951439935657,0.081268359577812,0.0773359549385794,0.0735896986009435,0.070021533758883,0.0666236114361855,0.0633883138349521,0.0603082704630197,0.0573763686575985,0.054585759406778,0.0519298595802508,0.0494023513211473,0.0469971792174993,0.044708545784263,0.0425309056635045,0.0404589588779925,0.0384876434083739,0.0366121273083332,0.0348278005299132,0.0331302665954,0.0315153342232571,0.0299790089923525,0.0285174851096874,0.0271271373315095,0.0258045130753068,0.0245463247501928,0.0233494423251794,0.0222108861484176,0.021127820025374,0.0200975445598605,0.0191174907236851,0.0181852138977002,0.0172983876102017,0.0164547982817431,0.0156523398456882,0.0148890054340912,0.0141628974379989,0.0134721954390642,0.0128151719398549,0.0121901876401667,0.0115956807383421,0.0110301654588303,0.0104922283749664,0.00998052490100748,0.00949377595152648,0.00903076476068744,0.00859033385414306,0.00817138216659098,0.00777286229834474,0.00739377790386529,0.00703318120705952,0.00669017063412404,0.00636388856127977,0.00605351919507015,0.00575828651585038,0.00547745232844608,0.00521031444746541,0.0049562049221828,0.00471448836893034,0.00448456041180791,0.00426584611780894,0.00405779858277934,0.00385989760294218,0.00367164833282449,0.00349258005729815,0.00332224500732763,0.00316021726633831,0.00300609169643644,0.00285948290778343,0.00272002430486031,0.00258736717084263,0.00246117979566856,0.00234114664669141,0.00222696757974631,0.00211835708868626,0.00201504359151164,0.00191676875130928,0.00182328683030474,0.00173436407541373,0.00164977813375703,0.00156931749667846,0.00149278097087598,0.00141997717532436,0.00135072406273152,0.00128484846481183,0.00122218565825383,0.00116257895282372,0.00110587930089505,0.0010519449238076,0.00100064095700484,0.000951839114276704,0.000905417365823628,0.00086125963301572,0.000819255498519241,0.000779299930103221,0.000741293018017053,0.000705139725164879,0.000670749649463529,0.000638036797790635,0.000606919370957324,0.000577319559167857,0.000549163347454789,0.000522380330603135,0.000496903537100758,0.000472669261674782,0.000449616905995282,0.000427688827147934,0.000406830193496725,0.00038698884757632,0.000368115175671231,0.000350161983755685,0.000333084379483973,0.000316839659936186
10,23,1,1,1,0.0282037106782461,0,0.00348782351352617,0.00617330910454513,0.00821019157033247,0.00972393413454242,0.0108168725670152,0.0115724262340482,0.0120585447730253,0.0123305294231883,0.0124333419021978,0.012403493913701,0.012270593885449,0.0120586117766074,0.0117869145310328,0.0114711125511379,0.0111237542371522,0.0107548909874184,0.0103725403411553,0.00998306576269862,0.009591486335575,0.0092017294193454,0.0088168375691151,0.00843913731193691,0.00807037698205532,0.00771183912550015,0.00736443223438683,0.00702876543545263,0.00670520932743846,0.00639394546241941,0.00609500656817251,0.00580830917550228,0.00553368005003846,0.0052708775898438,0.00501960908074535,0.00477954458535715,0.00455032809200141,0.00433158645576004,0.00412293645113231,0.00392399041088976,0.00373436062964075,0.00355366278928991,0.00338151864551136,0.00321755798018624,0.00306142012517872,0.00291275503522266,0.0027712240289924,0.00263650027267424,0.00250826904747032,0.00238622785210257,0.00227008637486688,0.00215956636365915,0.00205440141836979,0.00195433672437654,0.00185912874254053,0.00176854486812017,0.00168236306845503,0.00160037150733135,0.00152236816229698,0.00144816043986488,0.00137756479247617,0.00131040634021926,0.00124651849959704,0.00118574262106535,0.00112792763660659,0.00107292971823469,0.0010206119480321,0.000970844000085284,0.000923501834498508,0.000878467401912999,0.00083562836968729,0.000794877834170524,0.000756114079221532,0.000719240329017958,0.00068416436601432,0.000650798993222734,0.000619060560639183,0.000588869688066607,0.000560151048056846,0.000532832874295777,0.000506846893943273,0.00048212815866129,0.000458614883419491,0.00043624829299114,0.000414972475795681,0.000394734244754466,0.000375483004839649,0.000357170627010939,0.000339751328216064,0.00032318155721631,0.000307419885813379,0.000292426905355583,0.000278165129335482,0.000264598898891197,0.000251694293232267,0.000239419046252971,0.000227742464963995,0.000216635352864184,0.000206069938289652,0.000196019802506274,0.000186459814733118,0.000177366071097704,0.00016871583296643,0.000160487470518644,0.000152660408329099,0.000145215075114507,0.000138132854392291,0.000131396037122331,0.00012498777788188,0.000118892052791696,0.000113093619449916,0.00010757797882273,0.000102331338992125,9.73405806713267e-05,9.25932244017565e-05,8.80773993495163e-05,8.37818136234592e-05,7.96957260406743e-05,7.58089192688284e-05,7.21116742782443e-05,6.85947460398618e-05,6.5249340408337e-05,6.20670921324974e-05,5.90400439602039e-05,5.61606266941406e-05,5.34216402647705e-05,5.08162357878409e-05,4.83378983952083e-05,4.59804309285594e-05,4.37379385110354e-05,4.1604813753961e-05,3.957572273073e-05,3.76455916568328e-05,3.58095941985004e-05,3.40631394049481e-05,3.24018602286438e-05,3.0821602605423e-05,2.93184150671835e-05,2.78885388611702e-05,2.65283985511455e-05,2.52345930769445e-05,2.40038872500593e-05,2.2833203663987e-05,2.17196149991144e-05,2.06603367028966e-05,1.96527200270267e-05,1.86942454041867e-05,1.77825161478172e-05,1.69152524591533e-05,1.60902857265394e-05,1.53055531027708e-05,1.45590923469002e-05
