"ego","naics","age","sick","wfh","shift","n","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60","T61","T62","T63","T64","T65","T66","T67","T68","T69","T70","T71","T72","T73","T74","T75","T76","T77","T78","T79","T80","T81","T82","T83","T84","T85","T86","T87","T88","T89","T90","T91","T92","T93","T94","T95","T96","T97","T98","T99","T100","T101","T102","T103","T104","T105","T106","T107","T108","T109","T110","T111","T112","T113","T114","T115","T116","T117","T118","T119","T120","T121","T122","T123","T124","T125","T126","T127","T128","T129","T130","T131","T132","T133","T134","T135","T136","T137","T138","T139","T140","T141","T142","T143","T144","T145","T146","T147","T148","T149","T150","T151","T152","T153","T154","T155","T156","T157","T158","T159","T160","T161","T162","T163","T164","T165","T166","T167","T168","T169","T170","T171","T172","T173","T174","T175","T176","T177","T178","T179","T180"
1,0,0,0,0,0,216907.5,216879.5764339,216871.044288204,216862.86365743,216854.355221793,216845.031561084,216834.497158536,216822.388413417,216808.335702524,216791.937323513,216772.739412071,216750.218341007,216723.763458957,216692.658770372,216656.062527376,216612.983897629,216562.256019155,216502.504615682,216432.111301587,216349.170831641,216251.441279374,216136.286038341,216000.606506406,215840.763855121,215652.489666854,215645.489736753,215637.888492511,215630.024621109,215622.126501279,215614.344332301,215606.773300748,215599.470211123,215592.465404199,215585.771258845,215579.388233731,215573.309121935,215567.522027916,215562.012424477,215556.7645523,215551.762352136,215546.99006697,215542.43261318,215538.075791836,215533.906391085,215529.912216167,215526.082071999,215522.405717239,215518.873801699,215515.477795515,215494.047631899,215473.069934589,215452.282089949,215431.51423646,215410.658365382,215389.647524188,215368.44183719,215347.0191233,215325.368612299,215303.486752949,215281.374430754,215259.035129244,215236.473735824,215213.695768672,215190.706891358,215167.512618536,215144.118138897,215120.528230341,215096.74721941,215072.778977366,215048.626934855,215024.294106916,214999.783126515,214975.096279597,214950.235537166,214925.202585974,214899.998865972,214874.62559322,214849.083786088,214823.374290602,214797.497800067,214771.454873461,214745.245951965,214718.87137333,214692.331384646,214665.626153599,214638.755778348,214611.720296206,214584.519691281,214557.153901171,214529.622822849,214501.926317824,214474.064216651,214446.036323063,214417.842417064,214389.482258639,214360.955590024,214332.26213808,214303.401616573,214274.373727906,214245.178164907,214215.814612142,214186.282747218,214156.582241989,214126.712763546,214100.752514621,214074.235812571,214046.856261652,214018.373834823,213988.583440681,213957.295714726,213924.325204536,213889.482949085,213852.571683754,213813.382559281,213771.692743008,213727.26350708,213679.83857789,213629.142614419,213574.879743712,213516.73211873,213454.358479575,213387.392722142,213315.442477308,213238.087729988,213154.879515963,213065.338648637,212968.954610249,212865.184578509,212753.452646407,212633.149342663,212503.631442071,212364.222132911,212214.211623395,212052.858270189,211879.390254962,211693.007942258,211492.88693175,211278.181881155,211048.031139389,210801.562331078,210537.89877682,210256.166857114,209955.504245046,209635.069224668,209294.050082605,208931.676481411,208547.230489784,208140.057744274,207709.579622878,207255.304986277,206776.841680809,206273.907414758,205746.339797836,205194.105183455,204617.305946211,204016.186060855,203391.134590281,202742.686949207,202071.523795157,201378.467447183,200664.475971667,199930.634851882,199178.146423379,198408.317481262,197622.545727329,196822.304062475,196009.124724312,195184.582804165,194350.279776366,193507.827358837,192658.832089848,191804.880909077,190947.527977374,190088.282923585,189228.600638093,188369.872674531,187513.420270557,186660.4889509,185812.244639676,184969.771166043,184134.069061115,183306.055382723
2,0,0,0,0,1,216907.5,216879.5764339,216871.044288204,216862.86365743,216854.355221793,216845.031561084,216834.497158536,216822.388413417,216808.335702524,216791.937323513,216772.739412071,216750.218341007,216723.763458957,216692.658770372,216656.062527376,216612.983897629,216562.256019155,216502.504615682,216432.111301587,216349.170831641,216251.441279374,216136.286038341,216000.606506406,215840.763855121,215652.489666854,215645.489736753,215637.888492511,215630.024621109,215622.126501279,215614.344332301,215606.773300748,215599.470211123,215592.465404199,215585.771258845,215579.388233731,215573.309121935,215567.522027916,215562.012424477,215556.7645523,215551.762352136,215546.99006697,215542.43261318,215538.075791836,215533.906391085,215529.912216167,215526.082071999,215522.405717239,215518.873801699,215515.477795515,215494.047631899,215473.069934589,215452.282089949,215431.51423646,215410.658365382,215389.647524188,215368.44183719,215347.0191233,215325.368612299,215303.486752949,215281.374430754,215259.035129244,215236.473735824,215213.695768672,215190.706891358,215167.512618536,215144.118138897,215120.528230341,215096.74721941,215072.778977366,215048.626934855,215024.294106916,214999.783126515,214975.096279597,214950.235537166,214925.202585974,214899.998865972,214874.62559322,214849.083786088,214823.374290602,214797.497800067,214771.454873461,214745.245951965,214718.87137333,214692.331384646,214665.626153599,214638.755778348,214611.720296206,214584.519691281,214557.153901171,214529.622822849,214501.926317824,214474.064216651,214446.036323063,214417.842417064,214389.482258639,214360.955590024,214332.26213808,214303.401616573,214274.373727906,214245.178164907,214215.814612142,214186.282747218,214156.582241989,214126.712763546,214100.752514621,214074.235812571,214046.856261652,214018.373834823,213988.583440681,213957.295714726,213924.325204536,213889.482949085,213852.571683754,213813.382559281,213771.692743008,213727.26350708,213679.83857789,213629.142614419,213574.879743712,213516.73211873,213454.358479575,213387.392722142,213315.442477308,213238.087729988,213154.879515963,213065.338648637,212968.954610249,212865.184578509,212753.452646407,212633.149342663,212503.631442071,212364.222132911,212214.211623395,212052.858270189,211879.390254962,211693.007942258,211492.88693175,211278.181881155,211048.031139389,210801.562331078,210537.89877682,210256.166857114,209955.504245046,209635.069224668,209294.050082605,208931.676481411,208547.230489784,208140.057744274,207709.579622878,207255.304986277,206776.841680809,206273.907414758,205746.339797836,205194.105183455,204617.305946211,204016.186060855,203391.134590281,202742.686949207,202071.523795157,201378.467447183,200664.475971667,199930.634851882,199178.146423379,198408.317481262,197622.545727329,196822.304062475,196009.124724312,195184.582804165,194350.279776366,193507.827358837,192658.832089848,191804.880909077,190947.527977374,190088.282923585,189228.600638093,188369.872674531,187513.420270557,186660.4889509,185812.244639676,184969.771166043,184134.069061115,183306.055382723
3,0,1,0,0,0,561299.97283811,561227.713940223,561189.307766448,561151.970806472,561112.392515525,561068.171683235,561017.330639999,560958.022783141,560888.34648263,560806.216042715,560709.260991097,560594.736669437,560459.435648705,560299.593099454,560110.781059017,559887.787478434,559624.476699847,559313.627350454,558946.743497346,558513.83568437,558003.167245157,557400.961128935,556691.062634711,555854.551749369,554869.306127457,554851.223328573,554831.589498621,554811.281631603,554790.890612536,554770.804660459,554751.269466761,554732.431345352,554714.368140841,554697.111265074,554680.661348574,554664.999255788,554650.093787469,554635.906998663,554622.397813704,554609.524431293,554597.245875685,554585.52295057,554574.318779964,554563.599067988,554553.332172071,554543.489054106,554534.043158398,554524.970247044,554516.248214447,554413.426301017,554313.029964283,554213.620080371,554114.256234343,554014.334211005,553913.475401685,553811.451635239,553708.13416795,553603.459140631,553497.404278344,553389.973251842,553281.185225187,553171.067984078,553059.65343195,552946.974719927,552833.064475901,552717.953713728,552601.671285824,552484.243600507,552365.694561032,552246.045619853,552125.315899827,552003.522367872,551880.68002694,551756.802088512,551631.900142673,551505.984368017,551379.063659896,551251.145778593,551122.237492527,550992.344689935,550861.472483826,550729.625306095,550596.806989741,550463.020841942,550328.269708542,550192.556030668,550055.881894573,549918.24907546,549779.659075938,549640.1131598,549499.612381681,549358.157612918,549215.749565278,549072.388808711,548928.075792591,548782.810858732,548636.594254975,548489.426148219,548341.306634306,548192.235748201,548042.213471492,547891.239739784,547739.314449529,547586.437463629,547143.362491438,546682.279462696,546191.888693515,545663.659627905,545090.665180665,544466.842761572,543786.523436055,543044.127764856,542233.966738525,541350.107742134,540386.281755102,539335.816429318,538191.58584627,536945.971258435,535590.829583464,534117.46813708,532516.624625936,530778.45257882,528892.512793656,526847.77130404,524632.605722244,522234.820480794,519641.67310489,516839.913586635,513815.839658629,510555.366605678,507044.117217411,503267.533840989,499211.01225827,494860.061555302,490200.486277648,485218.602035415,479901.474041236,474237.181978498,468215.108144477,461826.251387729,455063.552473146,447922.231065655,440400.122890997,432498.015721791,424219.941399443,415573.478003065,406569.973440895,397224.701715759,387556.971467091,377590.134587027,367351.500316919,356872.144752233,346186.615036668,335332.528656002,324350.070962449,313281.411051563,302170.04312105,291060.079700669,279995.519868712,269019.511046181,258173.659096909,247497.36211137,237027.225056952,226796.573213053,216835.078216336,207168.463476845,197818.351668079,188802.212578241,180133.414750013,171821.367013538,163871.736720555,156286.728680075,149065.408502973,142204.054745668,135696.525291378,129534.625150177,123708.464948123,118206.801551185,113017.354145397,108127.092087366,103522.485911508,99189.7521006285
4,0,1,0,0,1,561299.97283811,561227.713940223,561189.307766448,561151.970806472,561112.392515525,561068.171683235,561017.330639999,560958.022783141,560888.34648263,560806.216042715,560709.260991097,560594.736669437,560459.435648705,560299.593099454,560110.781059017,559887.787478434,559624.476699847,559313.627350454,558946.743497346,558513.83568437,558003.167245157,557400.961128935,556691.062634711,555854.551749369,554869.306127457,554851.223328573,554831.589498621,554811.281631603,554790.890612536,554770.804660459,554751.269466761,554732.431345352,554714.368140841,554697.111265074,554680.661348574,554664.999255788,554650.093787469,554635.906998663,554622.397813704,554609.524431293,554597.245875685,554585.52295057,554574.318779964,554563.599067988,554553.332172071,554543.489054106,554534.043158398,554524.970247044,554516.248214447,554413.426301017,554313.029964283,554213.620080371,554114.256234343,554014.334211005,553913.475401685,553811.451635239,553708.13416795,553603.459140631,553497.404278344,553389.973251842,553281.185225187,553171.067984078,553059.65343195,552946.974719927,552833.064475901,552717.953713728,552601.671285824,552484.243600507,552365.694561032,552246.045619853,552125.315899827,552003.522367872,551880.68002694,551756.802088512,551631.900142673,551505.984368017,551379.063659896,551251.145778593,551122.237492527,550992.344689935,550861.472483826,550729.625306095,550596.806989741,550463.020841942,550328.269708542,550192.556030668,550055.881894573,549918.24907546,549779.659075938,549640.1131598,549499.612381681,549358.157612918,549215.749565278,549072.388808711,548928.075792591,548782.810858732,548636.594254975,548489.426148219,548341.306634306,548192.235748201,548042.213471492,547891.239739784,547739.314449529,547586.437463629,547143.362491438,546682.279462696,546191.888693515,545663.659627905,545090.665180665,544466.842761572,543786.523436055,543044.127764856,542233.966738525,541350.107742134,540386.281755102,539335.816429318,538191.58584627,536945.971258435,535590.829583464,534117.46813708,532516.624625936,530778.45257882,528892.512793656,526847.77130404,524632.605722244,522234.820480794,519641.67310489,516839.913586635,513815.839658629,510555.366605678,507044.117217411,503267.533840989,499211.01225827,494860.061555302,490200.486277648,485218.602035415,479901.474041236,474237.181978498,468215.108144477,461826.251387729,455063.552473146,447922.231065655,440400.122890997,432498.015721791,424219.941399443,415573.478003065,406569.973440895,397224.701715759,387556.971467091,377590.134587027,367351.500316919,356872.144752233,346186.615036668,335332.528656002,324350.070962449,313281.411051563,302170.04312105,291060.079700669,279995.519868712,269019.511046181,258173.659096909,247497.36211137,237027.225056952,226796.573213053,216835.078216336,207168.463476845,197818.351668079,188802.212578241,180133.414750013,171821.367013538,163871.736720555,156286.728680075,149065.408502973,142204.054745668,135696.525291378,129534.625150177,123708.464948123,118206.801551185,113017.354145397,108127.092087366,103522.485911508,99189.7521006285
5,0,1,1,0,0,2153.0205694899,2152.74340059446,2152.59608314188,2152.45286695317,2152.3010535225,2152.13143234643,2151.93641752876,2151.70892591656,2151.44166328434,2151.12662937186,2150.75473158004,2150.31544201622,2149.79645770336,2149.18333760169,2148.45909704138,2147.6037437738,2146.59374279411,2145.40139453892,2143.99411051864,2142.33357342416,2140.37476404055,2138.06483669681,2135.34182558996,2132.13315780108,2128.353976984,2128.28461543076,2128.20930447086,2128.13140805624,2128.05319268904,2127.97614749026,2127.90121487687,2127.82895607615,2127.75966968252,2127.69347618476,2127.63037800143,2127.57030173284,2127.51312770568,2127.45871037165,2127.40689217372,2127.35751277149,2127.31041499121,2127.26544848466,2127.22247180384,2127.18135339746,2127.14197189173,2127.10421590301,2127.0679835696,2127.03318192037,2126.9997261632,2126.60532440777,2126.22022661951,2125.83891264262,2125.4577752567,2125.07449682805,2124.68762509887,2124.29628485593,2123.89998226725,2123.49847238335,2123.09166976256,2122.67958848507,2122.26230205992,2121.8399170668,2121.41255588013,2120.98034566016,2120.54341156016,2120.10187254231,2119.65583927799,2119.20541306358,2118.75068558659,2118.29173913381,2117.82864705623,2117.36147443514,2116.89027881848,2116.41511088254,2115.93601508426,2115.45303046645,2114.96619114968,2114.47552690066,2113.98106368151,2113.48282407819,2112.98082770305,2112.47509155586,2111.96563033912,2111.45245673844,2110.93558166983,2110.4150144969,2109.89076322206,2109.36283465458,2108.83123455814,2108.29596778035,2107.75703836656,2107.21444965903,2106.66820438793,2106.11830473947,2105.56475243734,2105.00754879266,2104.44669475609,2103.88219096783,2103.3140377955,2102.74223537322,2102.16678363036,2101.58768231992,2101.00493104471,2100.41852927886,2098.71899324623,2096.95038235515,2095.06935355731,2093.04318555678,2090.84530761128,2088.452464987,2085.84291292475,2082.99524994927,2079.88765429864,2076.49736979508,2072.80034988433,2068.77100093832,2064.38198953487,2059.60409187045,2054.40607291094,2048.75458947273,2042.61411347983,2035.94687608121,2028.71283484343,2020.86966595074,2012.37278853541,2003.175423141,1993.22869249748,1982.48177255186,1970.88210448536,1958.3756624954,1944.90729883359,1930.42117361481,1914.86126833989,1898.17199911909,1880.29891537894,1861.18952687477,1840.79421866872,1819.06726710482,1795.96794506125,1771.46172614367,1745.52153271244,1718.12902847638,1689.27591176576,1658.96520429933,1627.21237131474,1594.04648062065,1559.51106024315,1523.66469782493,1486.58145696814,1448.35091028376,1409.07780988512,1368.8813566915,1327.89406578325,1286.26022938303,1244.13398947211,1201.67709722547,1159.05638661221,1116.44106338421,1073.99989811905,1031.89839462828,990.296143656571,949.344267426073,909.183174366406,869.940692761018,831.730636340816,794.651674326573,758.786746435138,724.202862848524,690.951302292494,659.068154925275,628.575159434664,599.480772972598,571.781411432351,545.462800192574,520.501379473443,496.865715135056,474.517873761146,453.41472921595,433.509175056642,414.751228663203,397.088994045773,380.469600729611
6,0,1,1,0,1,2153.0205694899,2152.74340059446,2152.59608314188,2152.45286695317,2152.3010535225,2152.13143234643,2151.93641752876,2151.70892591656,2151.44166328434,2151.12662937186,2150.75473158004,2150.31544201622,2149.79645770336,2149.18333760169,2148.45909704138,2147.6037437738,2146.59374279411,2145.40139453892,2143.99411051864,2142.33357342416,2140.37476404055,2138.06483669681,2135.34182558996,2132.13315780108,2128.353976984,2128.28461543076,2128.20930447086,2128.13140805624,2128.05319268904,2127.97614749026,2127.90121487687,2127.82895607615,2127.75966968252,2127.69347618476,2127.63037800143,2127.57030173284,2127.51312770568,2127.45871037165,2127.40689217372,2127.35751277149,2127.31041499121,2127.26544848466,2127.22247180384,2127.18135339746,2127.14197189173,2127.10421590301,2127.0679835696,2127.03318192037,2126.9997261632,2126.60532440777,2126.22022661951,2125.83891264262,2125.4577752567,2125.07449682805,2124.68762509887,2124.29628485593,2123.89998226725,2123.49847238335,2123.09166976256,2122.67958848507,2122.26230205992,2121.8399170668,2121.41255588013,2120.98034566016,2120.54341156016,2120.10187254231,2119.65583927799,2119.20541306358,2118.75068558659,2118.29173913381,2117.82864705623,2117.36147443514,2116.89027881848,2116.41511088254,2115.93601508426,2115.45303046645,2114.96619114968,2114.47552690066,2113.98106368151,2113.48282407819,2112.98082770305,2112.47509155586,2111.96563033912,2111.45245673844,2110.93558166983,2110.4150144969,2109.89076322206,2109.36283465458,2108.83123455814,2108.29596778035,2107.75703836656,2107.21444965903,2106.66820438793,2106.11830473947,2105.56475243734,2105.00754879266,2104.44669475609,2103.88219096783,2103.3140377955,2102.74223537322,2102.16678363036,2101.58768231992,2101.00493104471,2100.41852927886,2098.71899324623,2096.95038235515,2095.06935355731,2093.04318555678,2090.84530761128,2088.452464987,2085.84291292475,2082.99524994927,2079.88765429864,2076.49736979508,2072.80034988433,2068.77100093832,2064.38198953487,2059.60409187045,2054.40607291094,2048.75458947273,2042.61411347983,2035.94687608121,2028.71283484343,2020.86966595074,2012.37278853541,2003.175423141,1993.22869249748,1982.48177255186,1970.88210448536,1958.3756624954,1944.90729883359,1930.42117361481,1914.86126833989,1898.17199911909,1880.29891537894,1861.18952687477,1840.79421866872,1819.06726710482,1795.96794506125,1771.46172614367,1745.52153271244,1718.12902847638,1689.27591176576,1658.96520429933,1627.21237131474,1594.04648062065,1559.51106024315,1523.66469782493,1486.58145696814,1448.35091028376,1409.07780988512,1368.8813566915,1327.89406578325,1286.26022938303,1244.13398947211,1201.67709722547,1159.05638661221,1116.44106338421,1073.99989811905,1031.89839462828,990.296143656571,949.344267426073,909.183174366406,869.940692761018,831.730636340816,794.651674326573,758.786746435138,724.202862848524,690.951302292494,659.068154925275,628.575159434664,599.480772972598,571.781411432351,545.462800192574,520.501379473443,496.865715135056,474.517873761146,453.41472921595,433.509175056642,414.751228663203,397.088994045773,380.469600729611
7,0,2,0,0,0,249817.205778925,249785.045585024,249775.428560839,249766.190804358,249756.55232931,249745.953657404,249733.940359857,249720.093883491,249703.98785304,249685.158078115,249663.079430169,249637.145553892,249606.648939995,249570.75974642,249528.502181449,249478.727484821,249420.082712517,249350.974370576,249269.525892106,249173.528097935,249060.381466935,248927.028939981,248769.877943297,248584.709789457,248366.576215189,248359.12595467,248351.039374086,248342.678701476,248334.287263772,248326.024412442,248317.990614784,248310.245401353,248302.820182692,248295.727360106,248288.966777622,248282.530249416,248276.404716224,248270.574417885,248265.022365239,248259.731315682,248254.684399455,248249.865502359,248245.259480578,248240.852261639,248236.63087009,248232.58340419,248228.698983429,248224.967679272,248221.380437885,248196.706035815,248172.553990855,248148.619489412,248124.705562256,248100.687100656,248076.486653238,248052.058168423,248027.376091898,248002.428071167,247977.210093535,247951.723262661,247925.971670833,247899.961019124,247873.697725457,247847.188365757,247820.439335937,247793.456649276,247766.245840021,247738.811917875,247711.159364521,247683.292151373,247655.21376907,247626.927266705,247598.43529254,247569.740131326,247540.843739881,247511.747790428,247482.453697089,247452.962646164,247423.275625406,247393.393446664,247363.316767102,247333.046108264,247302.581872641,247271.924358385,247241.073772289,247210.030241161,247178.793821835,247147.364509963,247115.742247739,247083.926930667,247051.918413514,247019.716515497,246987.321025043,246954.731703356,246921.948288679,246888.97049891,246855.798034337,246822.430580258,246788.867808977,246755.10938185,246721.154950808,246687.004159846,246652.656646412,246618.112042538,246584.500684372,246549.861323577,246513.580678225,246475.188716401,246434.295587464,246390.552117907,246343.624883572,246293.180175469,246238.873448395,246180.342060866,246117.200024071,246049.033938013,245975.399626442,245895.819169509,245809.778160845,245716.723097375,245616.058841898,245507.146152481,245389.299275965,245261.78364806,245123.813767771,244974.5511646,244813.102692576,244638.519110864,244449.794062944,244245.863627899,244025.606458689,243787.844635861,243531.34537857,243254.823785771,242956.946643133,242636.337596676,242291.583678203,241921.243352623,241523.856163733,241097.954263469,240642.075576856,240154.778822278,239634.660218984,239080.372300743,238490.642771644,237864.297209098,237200.280883444,236497.680604316,235755.748293957,234973.923308867,234151.8538289,233289.416474456,232386.733651476,231444.187865447,230462.432234279,229442.396962829,228385.290992539,227292.598662777,226166.071186549,225007.712833299,223819.762521456,222604.670414039,221365.070386888,220103.749417084,218823.61547137,217527.661567533,216218.93089734,214900.481734366,213575.353598474,212246.535308497,210916.935686107,209589.357418828,208266.474452268,206950.813158298,205644.737366236,204350.437214533,203069.921673213,201805.014493624,200557.353270731,199328.391250326,198119.401398674,196931.482883628
8,0,2,0,0,1,249817.205778925,249785.045585024,249775.428560839,249766.190804358,249756.55232931,249745.953657404,249733.940359857,249720.093883491,249703.98785304,249685.158078115,249663.079430169,249637.145553892,249606.648939995,249570.75974642,249528.502181449,249478.727484821,249420.082712517,249350.974370576,249269.525892106,249173.528097935,249060.381466935,248927.028939981,248769.877943297,248584.709789457,248366.576215189,248359.12595467,248351.039374086,248342.678701476,248334.287263772,248326.024412442,248317.990614784,248310.245401353,248302.820182692,248295.727360106,248288.966777622,248282.530249416,248276.404716224,248270.574417885,248265.022365239,248259.731315682,248254.684399455,248249.865502359,248245.259480578,248240.852261639,248236.63087009,248232.58340419,248228.698983429,248224.967679272,248221.380437885,248196.706035815,248172.553990855,248148.619489412,248124.705562256,248100.687100656,248076.486653238,248052.058168423,248027.376091898,248002.428071167,247977.210093535,247951.723262661,247925.971670833,247899.961019124,247873.697725457,247847.188365757,247820.439335937,247793.456649276,247766.245840021,247738.811917875,247711.159364521,247683.292151373,247655.21376907,247626.927266705,247598.43529254,247569.740131326,247540.843739881,247511.747790428,247482.453697089,247452.962646164,247423.275625406,247393.393446664,247363.316767102,247333.046108264,247302.581872641,247271.924358385,247241.073772289,247210.030241161,247178.793821835,247147.364509963,247115.742247739,247083.926930667,247051.918413514,247019.716515497,246987.321025043,246954.731703356,246921.948288679,246888.97049891,246855.798034337,246822.430580258,246788.867808977,246755.10938185,246721.154950808,246687.004159846,246652.656646412,246618.112042538,246584.500684372,246549.861323577,246513.580678225,246475.188716401,246434.295587464,246390.552117907,246343.624883572,246293.180175469,246238.873448395,246180.342060866,246117.200024071,246049.033938013,245975.399626442,245895.819169509,245809.778160845,245716.723097375,245616.058841898,245507.146152481,245389.299275965,245261.78364806,245123.813767771,244974.5511646,244813.102692576,244638.519110864,244449.794062944,244245.863627899,244025.606458689,243787.844635861,243531.34537857,243254.823785771,242956.946643133,242636.337596676,242291.583678203,241921.243352623,241523.856163733,241097.954263469,240642.075576856,240154.778822278,239634.660218984,239080.372300743,238490.642771644,237864.297209098,237200.280883444,236497.680604316,235755.748293957,234973.923308867,234151.8538289,233289.416474456,232386.733651476,231444.187865447,230462.432234279,229442.396962829,228385.290992539,227292.598662777,226166.071186549,225007.712833299,223819.762521456,222604.670414039,221365.070386888,220103.749417084,218823.61547137,217527.661567533,216218.93089734,214900.481734366,213575.353598474,212246.535308497,210916.935686107,209589.357418828,208266.474452268,206950.813158298,205644.737366236,204350.437214533,203069.921673213,201805.014493624,200557.353270731,199328.391250326,198119.401398674,196931.482883628
9,0,2,1,0,0,104438.294221075,104424.849367338,104420.828885248,104416.96695938,104412.937509568,104408.50664096,104403.48437558,104397.695733569,104390.96246497,104383.090510884,104373.860336674,104363.018450133,104350.269070742,104335.265275682,104317.599126588,104296.790374065,104272.273407888,104243.382053803,104209.331796408,104169.199068797,104121.89711815,104066.14791384,104000.449548598,103923.038362804,103831.845691195,103828.731043837,103825.350377243,103821.85512405,103818.347009239,103814.892651098,103811.534050874,103808.296095839,103805.191917451,103802.226700184,103799.400378833,103796.709531241,103794.148697868,103791.711290039,103789.390205284,103787.178235181,103785.068327178,103783.053744591,103781.128156414,103779.285679524,103777.52088942,103775.828810473,103774.204893989,103772.644989258,103771.145311242,103760.829959042,103750.732982856,103740.726952663,103730.729523734,103720.688393254,103710.571181992,103700.358637677,103690.040077104,103679.610336201,103669.067737427,103658.412742174,103647.647061261,103636.773078071,103625.793475675,103614.711003195,103603.528334501,103592.247983495,103580.87226382,103569.403269826,103557.84287512,103546.192739987,103534.45432372,103522.628901018,103510.717579011,103498.721312861,103486.64092063,103474.477101408,103462.230446381,103449.901451491,103437.490529679,103424.998020343,103412.424198218,103399.769281339,103387.033437972,103374.216792761,103361.319432159,103348.341409178,103335.282747578,103322.143445543,103308.923478905,103295.622803978,103282.241360047,103268.779071535,103255.235849991,103241.611595584,103227.906198884,103214.119541956,103200.251499504,103186.301939962,103172.270726335,103158.15771705,103143.962766594,103129.685726134,103115.326444104,103100.884766671,103086.833240867,103072.351949464,103057.184504524,103041.134405043,103024.038670511,103005.751325852,102986.132980145,102965.044123393,102942.340715425,102917.871150757,102891.474063351,102862.976627678,102832.193151926,102798.923837471,102762.953632176,102724.051139183,102681.967556115,102636.435642225,102587.168712335,102533.859675339,102476.180145596,102413.77959309,102346.284630242,102273.298418519,102194.400241669,102109.145318137,102017.064858864,101917.666424198,101810.434639194,101694.832339596,101570.302163352,101436.268713496,101292.141286167,101137.31723486,100971.186002932,100793.133943506,100602.549823196,100398.831101465,100181.390915345,99949.6659446491,99703.12429481,99441.2749880688,99163.6770853541,98869.9488193502,98559.7774495288,98232.9285939119,97889.2551709735,97528.7056007798,97151.331056217,96757.291447091,96346.8598151246,95920.4250406927,95478.4925324662,95021.6828316572,94550.7280483644,94066.4660851702,93569.8329417429,93061.8529304205,92543.6271663125,92016.3207698581,91481.1494422949,90939.3644412021,90392.2379998366,89841.048656537,89287.0671094878,88731.5428608588,88175.6919692978,87620.6861231342,87067.643188998,86517.6193390136,85971.602792951,85430.5091575768,84895.1783005929,84366.372657393,83844.7768390489,83330.9983878275,82825.5694785436,82328.9496280486
10,0,2,1,0,1,104438.294221075,104424.849367338,104420.828885248,104416.96695938,104412.937509568,104408.50664096,104403.48437558,104397.695733569,104390.96246497,104383.090510884,104373.860336674,104363.018450133,104350.269070742,104335.265275682,104317.599126588,104296.790374065,104272.273407888,104243.382053803,104209.331796408,104169.199068797,104121.89711815,104066.14791384,104000.449548598,103923.038362804,103831.845691195,103828.731043837,103825.350377243,103821.85512405,103818.347009239,103814.892651098,103811.534050874,103808.296095839,103805.191917451,103802.226700184,103799.400378833,103796.709531241,103794.148697868,103791.711290039,103789.390205284,103787.178235181,103785.068327178,103783.053744591,103781.128156414,103779.285679524,103777.52088942,103775.828810473,103774.204893989,103772.644989258,103771.145311242,103760.829959042,103750.732982856,103740.726952663,103730.729523734,103720.688393254,103710.571181992,103700.358637677,103690.040077104,103679.610336201,103669.067737427,103658.412742174,103647.647061261,103636.773078071,103625.793475675,103614.711003195,103603.528334501,103592.247983495,103580.87226382,103569.403269826,103557.84287512,103546.192739987,103534.45432372,103522.628901018,103510.717579011,103498.721312861,103486.64092063,103474.477101408,103462.230446381,103449.901451491,103437.490529679,103424.998020343,103412.424198218,103399.769281339,103387.033437972,103374.216792761,103361.319432159,103348.341409178,103335.282747578,103322.143445543,103308.923478905,103295.622803978,103282.241360047,103268.779071535,103255.235849991,103241.611595584,103227.906198884,103214.119541956,103200.251499504,103186.301939962,103172.270726335,103158.15771705,103143.962766594,103129.685726134,103115.326444104,103100.884766671,103086.833240867,103072.351949464,103057.184504524,103041.134405043,103024.038670511,103005.751325852,102986.132980145,102965.044123393,102942.340715425,102917.871150757,102891.474063351,102862.976627678,102832.193151926,102798.923837471,102762.953632176,102724.051139183,102681.967556115,102636.435642225,102587.168712335,102533.859675339,102476.180145596,102413.77959309,102346.284630242,102273.298418519,102194.400241669,102109.145318137,102017.064858864,101917.666424198,101810.434639194,101694.832339596,101570.302163352,101436.268713496,101292.141286167,101137.31723486,100971.186002932,100793.133943506,100602.549823196,100398.831101465,100181.390915345,99949.6659446491,99703.12429481,99441.2749880688,99163.6770853541,98869.9488193502,98559.7774495288,98232.9285939119,97889.2551709735,97528.7056007798,97151.331056217,96757.291447091,96346.8598151246,95920.4250406927,95478.4925324662,95021.6828316572,94550.7280483644,94066.4660851702,93569.8329417429,93061.8529304205,92543.6271663125,92016.3207698581,91481.1494422949,90939.3644412021,90392.2379998366,89841.048656537,89287.0671094878,88731.5428608588,88175.6919692978,87620.6861231342,87067.643188998,86517.6193390136,85971.602792951,85430.5091575768,84895.1783005929,84366.372657393,83844.7768390489,83330.9983878275,82825.5694785436,82328.9496280486
