"ego","naics","age","sick","wfh","shift","work_poi","n","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60","T61","T62","T63","T64","T65","T66","T67","T68","T69","T70","T71","T72","T73","T74","T75","T76","T77","T78","T79","T80","T81","T82","T83","T84","T85","T86","T87","T88","T89","T90","T91","T92","T93","T94","T95","T96","T97","T98","T99","T100","T101","T102","T103","T104","T105","T106","T107","T108","T109","T110","T111","T112","T113","T114","T115","T116","T117","T118","T119","T120","T121","T122","T123","T124","T125","T126","T127","T128","T129","T130","T131","T132","T133","T134","T135","T136","T137","T138","T139","T140","T141","T142","T143","T144","T145","T146","T147","T148","T149","T150"
1,0,1,0,0,0,0,207476.087426125,0,0.0418595957756443,0.165732991658301,0.383687242950567,0.724887660595126,1.23659422250475,1.98890405421208,3.08306683674301,4.6640499888531,6.93871717615439,10.2017552295512,14.8723541261998,21.5458660196724,31.0659386621304,44.6244527726747,63.8148702323762,89.9305112276048,123.398188369872,164.02732986151,211.249476006466,264.285364671996,322.259412614505,384.276107026761,449.469198211108,517.031543042146,586.231505013748,656.420143445473,727.032265571263,797.583538669133,867.665211093051,936.93755208766,1005.12271829927,1071.99757506621,1137.38676180281,1201.15620568707,1263.20719092505,1323.47101251884,1381.9042225688,1438.48446408199,1493.20683066911,1546.08072447621,1597.12715268232,1646.37642078004,1693.86617117445,1739.63972468973,1783.7446861243,1826.23177299601,1867.153840926,1906.56507319668,1944.52031191514,1981.07450858405,2016.28227498138,2050.19752199583,2082.87316501959,2114.36089572222,2144.71100264599,2173.97223336778,2202.19169365986,2229.41477654748,2255.68511666,2281.04456575152,2305.53318591417,2329.1892575703,2352.04929973457,2374.14810059208,2395.51875754144,2416.19275527417,2436.20002570913,2455.56899494948,2474.32663219828,2492.4985054912,2510.10884036858,2527.18057973447,2543.73544386435,2559.79398995658,2575.37567082938,2590.49889250077,2605.18107046325,2619.43868448835,2633.28733184037,2646.74177895569,2659.81601074149,2672.52327787925,2684.87614327003,2696.88652621962,2708.56574142615,2719.92454090458,2730.97314977683,2741.72130279196,2752.17827355701,2762.3529110989,2772.25366488438,2781.88861163322,2791.26548151074,2800.39168111027,2809.27431497942,2817.92020556209,2826.33591162392,2834.52774524797,2842.50178760231,2850.26528089829,2857.83977503304,2865.26730378922,2872.6023593035,2879.90599407852,2887.2423305645,2894.67659277507,2902.27408345336,2910.09974862215,2918.21810548678,2926.69338498344,2935.58980457679,2944.97191524724,2954.90498760162,2965.45541990101,2976.69115446029,2988.68209440916,3001.50052461622,3015.22153701621,3029.92343653183,3045.68817137542,3062.60175029082,3080.75466456043,3100.24232183029,3121.16549437478,3143.63073005743,3167.75082250833,3193.64526541222,3221.44072155252,3251.27149540311,3283.28000294835,3317.6172796324,3354.44347143178,3393.92833465462,3436.25173898328,3481.60416995599,3530.18722755808,3582.21411692999,3637.91011127678,3697.51305482487,3761.27376344851,3829.4564224665,3902.33896157672,3980.2133646176,4063.38591998623,4152.17740049308,4246.92315764317,4347.97311799681,4455.69166748486,4570.45740661219,4692.66276171287
2,0,1,0,0,1,0,207476.087426125,0,0.0418595957756443,0.165732991658301,0.383687242950567,0.724887660595126,1.23659422250475,1.98890405421208,3.08306683674301,4.6640499888531,6.93871717615439,10.2017552295512,14.8723541261998,21.5458660196724,31.0659386621304,44.6244527726747,63.8148702323762,89.9305112276048,123.398188369872,164.02732986151,211.249476006466,264.285364671996,322.259412614505,384.276107026761,449.469198211108,517.031543042146,586.231505013748,656.420143445473,727.032265571263,797.583538669133,867.665211093051,936.93755208766,1005.12271829927,1071.99757506621,1137.38676180281,1201.15620568707,1263.20719092505,1323.47101251884,1381.9042225688,1438.48446408199,1493.20683066911,1546.08072447621,1597.12715268232,1646.37642078004,1693.86617117445,1739.63972468973,1783.7446861243,1826.23177299601,1867.153840926,1906.56507319668,1944.52031191514,1981.07450858405,2016.28227498138,2050.19752199583,2082.87316501959,2114.36089572222,2144.71100264599,2173.97223336778,2202.19169365986,2229.41477654748,2255.68511666,2281.04456575152,2305.53318591417,2329.1892575703,2352.04929973457,2374.14810059208,2395.51875754144,2416.19275527417,2436.20002570913,2455.56899494948,2474.32663219828,2492.4985054912,2510.10884036858,2527.18057973447,2543.73544386435,2559.79398995658,2575.37567082938,2590.49889250077,2605.18107046325,2619.43868448835,2633.28733184037,2646.74177895569,2659.81601074149,2672.52327787925,2684.87614327003,2696.88652621962,2708.56574142615,2719.92454090458,2730.97314977683,2741.72130279196,2752.17827355701,2762.3529110989,2772.25366488438,2781.88861163322,2791.26548151074,2800.39168111027,2809.27431497942,2817.92020556209,2826.33591162392,2834.52774524797,2842.50178760231,2850.26528089829,2857.83977503304,2865.26730378922,2872.6023593035,2879.90599407852,2887.2423305645,2894.67659277507,2902.27408345336,2910.09974862215,2918.21810548678,2926.69338498344,2935.58980457679,2944.97191524724,2954.90498760162,2965.45541990101,2976.69115446029,2988.68209440916,3001.50052461622,3015.22153701621,3029.92343653183,3045.68817137542,3062.60175029082,3080.75466456043,3100.24232183029,3121.16549437478,3143.63073005743,3167.75082250833,3193.64526541222,3221.44072155252,3251.27149540311,3283.28000294835,3317.6172796324,3354.44347143178,3393.92833465462,3436.25173898328,3481.60416995599,3530.18722755808,3582.21411692999,3637.91011127678,3697.51305482487,3761.27376344851,3829.4564224665,3902.33896157672,3980.2133646176,4063.38591998623,4152.17740049308,4246.92315764317,4347.97311799681,4455.69166748486,4570.45740661219,4692.66276171287
3,0,1,1,0,0,0,1678.41769816025,0,0.000338631247867019,0.00134072889950455,0.00310391171877022,0.00586411809579767,0.0100036667080186,0.0160896217291588,0.0249410619199329,0.0377307290855025,0.0561320866200198,0.0825290602979702,0.120312768032164,0.174299425530106,0.251313883480892,0.360998090110227,0.516242661660744,0.727510160431167,0.998253369100434,1.32693062047237,1.70894325054486,2.13798726847573,2.6069794752781,3.10867544792838,3.63606749295403,4.18262607086242,4.74243246747431,5.31023695239128,5.88146729006948,6.45220537783762,7.01914454066937,7.57953646130332,8.13113347251223,8.67213048355103,9.20110888124753,9.7169840577316,10.2189574326093,10.7064732035909,11.179179890539,11.636896632261,12.0795837375775,12.5073172669562,12.920267162011,13.3186785848508,13.7028560509482,14.0731500124395,14.4299455774938,14.7736530352226,15.104699971335,15.4235247119113,15.7305709127205,16.0262831145085,16.3111031097525,16.5854670209517,16.8498029173444,17.1045289686299,17.350051993639,17.586766345267,17.8150530947153,18.0352794575887,18.2477984246106,18.4529485635921,18.6510539645296,18.8424243042597,19.0273550103724,19.2061275085792,19.3790095466498,19.546255826049,19.7081084867893,19.8647974872974,20.0165410001264,20.1635458628166,20.3060080525339,20.4441131703118,20.5780369264947,20.7079456224909,20.8339966256134,20.9563388348837,21.0751131362765,21.1904528460722,21.3024841413389,21.4113264780027,21.5170929896588,21.6198908702428,21.7198217497581,21.8169820517203,21.9114633085555,22.0033525007557,22.0927323464106,22.1796815966444,22.264275272084,22.346584958634,22.4266790098803,22.5046227640001,22.5804787556521,22.6543069018968,22.7261646763383,22.796107270448,22.8641877426215,22.9304571556684,22.9949647043668,23.057768975978,23.1190443025377,23.1791307244122,23.2384690662177,23.2975532239121,23.3569019283844,23.4170428218328,23.4785041833528,23.541811406282,23.607486414957,23.6760488178851,23.7480181145929,23.8239165026468,23.9042720011697,23.9896217516601,24.0805153865366,24.1775184006065,24.2812155562116,24.392214323995,24.5111481666836,24.6386800200964,24.7755056685025,24.9223571585286,25.08000630867,25.2492683356149,25.4310051787898,25.6261293039508,25.8356073782342,26.0604640645786,26.3017858448462,26.5607248205234,26.8385028218733,27.1364153805624,27.4558357728823,27.7982190892098,28.1651062989289,28.5581282838799,28.9790098080368,29.4295732623028,29.9117427332746,30.4275472441884,30.9791239729725,31.568721285352,32.1987012407241,32.8715416179633,33.5898373703913,34.3563013884816,35.1737644704203,36.045174386251,36.973593897547,37.9621976125846
4,0,1,1,0,1,0,1678.41769816025,0,0.000338631247867019,0.00134072889950455,0.00310391171877022,0.00586411809579767,0.0100036667080186,0.0160896217291588,0.0249410619199329,0.0377307290855025,0.0561320866200198,0.0825290602979702,0.120312768032164,0.174299425530106,0.251313883480892,0.360998090110227,0.516242661660744,0.727510160431167,0.998253369100434,1.32693062047237,1.70894325054486,2.13798726847573,2.6069794752781,3.10867544792838,3.63606749295403,4.18262607086242,4.74243246747431,5.31023695239128,5.88146729006948,6.45220537783762,7.01914454066937,7.57953646130332,8.13113347251223,8.67213048355103,9.20110888124753,9.7169840577316,10.2189574326093,10.7064732035909,11.179179890539,11.636896632261,12.0795837375775,12.5073172669562,12.920267162011,13.3186785848508,13.7028560509482,14.0731500124395,14.4299455774938,14.7736530352226,15.104699971335,15.4235247119113,15.7305709127205,16.0262831145085,16.3111031097525,16.5854670209517,16.8498029173444,17.1045289686299,17.350051993639,17.586766345267,17.8150530947153,18.0352794575887,18.2477984246106,18.4529485635921,18.6510539645296,18.8424243042597,19.0273550103724,19.2061275085792,19.3790095466498,19.546255826049,19.7081084867893,19.8647974872974,20.0165410001264,20.1635458628166,20.3060080525339,20.4441131703118,20.5780369264947,20.7079456224909,20.8339966256134,20.9563388348837,21.0751131362765,21.1904528460722,21.3024841413389,21.4113264780027,21.5170929896588,21.6198908702428,21.7198217497581,21.8169820517203,21.9114633085555,22.0033525007557,22.0927323464106,22.1796815966444,22.264275272084,22.346584958634,22.4266790098803,22.5046227640001,22.5804787556521,22.6543069018968,22.7261646763383,22.796107270448,22.8641877426215,22.9304571556684,22.9949647043668,23.057768975978,23.1190443025377,23.1791307244122,23.2384690662177,23.2975532239121,23.3569019283844,23.4170428218328,23.4785041833528,23.541811406282,23.607486414957,23.6760488178851,23.7480181145929,23.8239165026468,23.9042720011697,23.9896217516601,24.0805153865366,24.1775184006065,24.2812155562116,24.392214323995,24.5111481666836,24.6386800200964,24.7755056685025,24.9223571585286,25.08000630867,25.2492683356149,25.4310051787898,25.6261293039508,25.8356073782342,26.0604640645786,26.3017858448462,26.5607248205234,26.8385028218733,27.1364153805624,27.4558357728823,27.7982190892098,28.1651062989289,28.5581282838799,28.9790098080368,29.4295732623028,29.9117427332746,30.4275472441884,30.9791239729725,31.568721285352,32.1987012407241,32.8715416179633,33.5898373703913,34.3563013884816,35.1737644704203,36.045174386251,36.973593897547,37.9621976125846
5,11,1,0,0,0,0,9.423764875,0,1.89675748844679e-06,7.46100565354486e-06,1.71096633402563e-05,3.1959112943354e-05,5.38520096502135e-05,8.55355729318625e-05,0.000130982875736278,0.000195882644165331,0.000288350508908218,0.000419945406212256,0.000607109592115208,0.000873199809627781,0.00125132909072357,0.00178831496829121,0.00254681304969421,0.00357768158391727,0.00489764231133788,0.00649909094439228,0.00835953546612205,0.0104481831071241,0.0127304547281626,0.0151709976790471,0.017735625945538,0.0203924968619579,0.0231127572158057,0.025870825714068,0.028644433126228,0.0314145068648503,0.0341649611907205,0.0368824369020603,0.0395560184928089,0.0421769496553318,0.0447383585667958,0.0472350010287776,0.0496630256987237,0.0520197625433901,0.0543035348282168,0.0565134944295592,0.058649478022953,0.0607118830422041,0.0627015610395599,0.0646197267839265,0.0664678810530175,0.0682477454332969,0.0699612075838795,0.0716102753407279,0.0731970386056918,0.0747236377305399,0.0761922374983527,0.0776050058197253,0.0789640963843648,0.0802716347756245,0.0815297071982404,0.0827403518088378,0.0839055519519452,0.0850272310122175,0.0861072486999815,0.0871473984873678,0.0881494060116715,0.0891149282819049,0.0900455535505782,0.0909428017354801,0.0918081252926769,0.0926429104643667,0.0934484788612231,0.09422609044956,0.0949769458381851,0.0957021881145882,0.0964029047187529,0.0970801295489373,0.0977348451540352,0.0983679849511332,0.0989804354334757,0.0995730383500686,0.100146592845155,0.100701857550796,0.10123955262777,0.101760361750657,0.102264934034235,0.102753885904463,0.103227802884379,0.103687241309756,0.104132730016283,0.104564771948287,0.104983845582005,0.105390406460123,0.105784888507271,0.106167705377475,0.106539251537761,0.106899903628896,0.107250021404789,0.107589948743029,0.107920014637667,0.108240534078083,0.108551808878276,0.108854128451586,0.109147770532911,0.109433001851278,0.109710078760206,0.109979307277219,0.110241610202231,0.110498791643658,0.110753186474675,0.111007401165792,0.111264159133405,0.111526212775559,0.11179629733129,0.112077110961631,0.112371311199828,0.112681521145557,0.11301034159654,0.113360366558686,0.113734200510863,0.114134476605959,0.114563875167603,0.115025142095688,0.115521107335305,0.116054703397598,0.116628982899836,0.117247137028333,0.117912513301135,0.118628633418019,0.119399211505589,0.120228172869961,0.121119671090916,0.122078107566849,0.123108150322222,0.124214753403403,0.125403176410338,0.126679003916097,0.128048166491354,0.129516961066402,0.131092071717666,0.132780590673511,0.134590039402324,0.136528389671699,0.13860408443966,0.140826057754209,0.143203756628528,0.145747158824051,0.148466790817854,0.151373745214765,0.154479695779459,0.157796910432419,0.161338261768978,0.165117234536126,0.169147929587258,0.17344506377109,0.178023965093554,0.182900562564095
6,11,1,0,0,1,0,9.423764875,0,1.89675748844679e-06,7.46100565354486e-06,1.71096633402563e-05,3.1959112943354e-05,5.38520096502135e-05,8.55355729318625e-05,0.000130982875736278,0.000195882644165331,0.000288350508908218,0.000419945406212256,0.000607109592115208,0.000873199809627781,0.00125132909072357,0.00178831496829121,0.00254681304969421,0.00357768158391727,0.00489764231133788,0.00649909094439228,0.00835953546612205,0.0104481831071241,0.0127304547281626,0.0151709976790471,0.017735625945538,0.0203924968619579,0.0231127572158057,0.025870825714068,0.028644433126228,0.0314145068648503,0.0341649611907205,0.0368824369020603,0.0395560184928089,0.0421769496553318,0.0447383585667958,0.0472350010287776,0.0496630256987237,0.0520197625433901,0.0543035348282168,0.0565134944295592,0.058649478022953,0.0607118830422041,0.0627015610395599,0.0646197267839265,0.0664678810530175,0.0682477454332969,0.0699612075838795,0.0716102753407279,0.0731970386056918,0.0747236377305399,0.0761922374983527,0.0776050058197253,0.0789640963843648,0.0802716347756245,0.0815297071982404,0.0827403518088378,0.0839055519519452,0.0850272310122175,0.0861072486999815,0.0871473984873678,0.0881494060116715,0.0891149282819049,0.0900455535505782,0.0909428017354801,0.0918081252926769,0.0926429104643667,0.0934484788612231,0.09422609044956,0.0949769458381851,0.0957021881145882,0.0964029047187529,0.0970801295489373,0.0977348451540352,0.0983679849511332,0.0989804354334757,0.0995730383500686,0.100146592845155,0.100701857550796,0.10123955262777,0.101760361750657,0.102264934034235,0.102753885904463,0.103227802884379,0.103687241309756,0.104132730016283,0.104564771948287,0.104983845582005,0.105390406460123,0.105784888507271,0.106167705377475,0.106539251537761,0.106899903628896,0.107250021404789,0.107589948743029,0.107920014637667,0.108240534078083,0.108551808878276,0.108854128451586,0.109147770532911,0.109433001851278,0.109710078760206,0.109979307277219,0.110241610202231,0.110498791643658,0.110753186474675,0.111007401165792,0.111264159133405,0.111526212775559,0.11179629733129,0.112077110961631,0.112371311199828,0.112681521145557,0.11301034159654,0.113360366558686,0.113734200510863,0.114134476605959,0.114563875167603,0.115025142095688,0.115521107335305,0.116054703397598,0.116628982899836,0.117247137028333,0.117912513301135,0.118628633418019,0.119399211505589,0.120228172869961,0.121119671090916,0.122078107566849,0.123108150322222,0.124214753403403,0.125403176410338,0.126679003916097,0.128048166491354,0.129516961066402,0.131092071717666,0.132780590673511,0.134590039402324,0.136528389671699,0.13860408443966,0.140826057754209,0.143203756628528,0.145747158824051,0.148466790817854,0.151373745214765,0.154479695779459,0.157796910432419,0.161338261768978,0.165117234536126,0.169147929587258,0.17344506377109,0.178023965093554,0.182900562564095
7,11,1,1,0,0,0,0.07623535775,0,1.53441843694909e-08,6.03572396719803e-08,1.3841191105975e-07,2.58539388548703e-07,4.35646185542217e-07,6.91956462125945e-07,1.05961115576739e-06,1.58463030997046e-06,2.33266687948987e-06,3.39722910139568e-06,4.91132976705973e-06,7.06391773958662e-06,1.01228672573703e-05,1.44669177537561e-05,2.06029338105495e-05,2.89423430108149e-05,3.96204190882235e-05,5.25756456965434e-05,6.76260693403206e-05,8.45225859913143e-05,0.000102985461054562,0.000122728702469519,0.000143475755901462,0.000164969023984389,0.000186975093108511,0.000209287018485791,0.000231724648894526,0.000254133692971801,0.00027638402203763,0.000298367564260815,0.000319996016556483,0.000341198543090557,0.000361919552931063,0.000382116622126619,0.000401758594501186,0.000420823870307502,0.000439298885278979,0.000457176778356334,0.000474456228294913,0.0004911404502119,0.000507236332902917,0.000522753703474578,0.000537704702756736,0.000552103257854077,0.000565964639347931,0.000579305090013337,0.000592141516513111,0.000604491233634383,0.000616371753806081,0.000627800614757761,0.000638795239176374,0.000649372822377116,0.000659550241114288,0.000669343983447764,0.000678770094024418,0.000687844132434204,0.000696581143161355,0.000704995634843479,0.000713101567355243,0.000720912345389626,0.000728440817420661,0.000735699279115519,0.000742699480396794,0.000749452635537261,0.000755969435960558,0.000762260074406417,0.000768334263430615,0.000774201250259169,0.000779869831946895,0.000785348372412527,0.000790644820174245,0.000795766726289027,0.000800721262214409,0.000805515237440807,0.00081015511679922,0.00081464703738955,0.000818996825090884,0.000823210010620173,0.000827291845116208,0.000831247315275299,0.00083508115779864,0.000838797873271415,0.000842401739811605,0.000845896826084048,0.000849287002814246,0.000852575955202338,0.000855767193565053,0.000858864064236156,0.000861869758332492,0.000864787322761957,0.000867619667822967,0.000870369575379392,0.00087303970689186,0.000875632610527514,0.000878150727868731,0.000880596400180363,0.000882971874252265,0.000885279307840177,0.000887520774765193,0.00088969875061489,0.000891820700556595,0.000893901219272197,0.000895959195167134,0.000898015713785721,0.00090009280672849,0.000902212740048588,0.000904397640988073,0.000906669336839371,0.000909049326228601,0.0009115588292249,0.000914218885481471,0.000917050479707837,0.000920074681336514,0.000923312791764056,0.000926786493983765,0.00093051800148074,0.000934530207639881,0.00093884683557388,0.000943492580017036,0.000948493256684558,0.000953875945967265,0.000959669137332575,0.000965902876921741,0.000972608919253238,0.00097982086550927,0.00098757432164836,0.000995907050551856,0.0010048591289303,0.00101447310532867,0.00102479415722449,0.00103587026110941,0.00104775235721169,0.00106049451765263,0.00107415411637713,0.00108879199974976,0.00110447265691711,0.00112126438881134,0.00113923946913142,0.00115847432130672,0.00117904966235669,0.00120105064824143,0.00122456701472032,0.00124969319895709,0.00127652844465309,0.00130517688714312,0.00133574761388052,0.0013683546964298,0.00140311718956811,0.00144015909214635,0.0014796092649489
8,11,1,1,0,1,0,0.07623535775,0,1.53441843694909e-08,6.03572396719803e-08,1.3841191105975e-07,2.58539388548703e-07,4.35646185542217e-07,6.91956462125945e-07,1.05961115576739e-06,1.58463030997046e-06,2.33266687948987e-06,3.39722910139568e-06,4.91132976705973e-06,7.06391773958662e-06,1.01228672573703e-05,1.44669177537561e-05,2.06029338105495e-05,2.89423430108149e-05,3.96204190882235e-05,5.25756456965434e-05,6.76260693403206e-05,8.45225859913143e-05,0.000102985461054562,0.000122728702469519,0.000143475755901462,0.000164969023984389,0.000186975093108511,0.000209287018485791,0.000231724648894526,0.000254133692971801,0.00027638402203763,0.000298367564260815,0.000319996016556483,0.000341198543090557,0.000361919552931063,0.000382116622126619,0.000401758594501186,0.000420823870307502,0.000439298885278979,0.000457176778356334,0.000474456228294913,0.0004911404502119,0.000507236332902917,0.000522753703474578,0.000537704702756736,0.000552103257854077,0.000565964639347931,0.000579305090013337,0.000592141516513111,0.000604491233634383,0.000616371753806081,0.000627800614757761,0.000638795239176374,0.000649372822377116,0.000659550241114288,0.000669343983447764,0.000678770094024418,0.000687844132434204,0.000696581143161355,0.000704995634843479,0.000713101567355243,0.000720912345389626,0.000728440817420661,0.000735699279115519,0.000742699480396794,0.000749452635537261,0.000755969435960558,0.000762260074406417,0.000768334263430615,0.000774201250259169,0.000779869831946895,0.000785348372412527,0.000790644820174245,0.000795766726289027,0.000800721262214409,0.000805515237440807,0.00081015511679922,0.00081464703738955,0.000818996825090884,0.000823210010620173,0.000827291845116208,0.000831247315275299,0.00083508115779864,0.000838797873271415,0.000842401739811605,0.000845896826084048,0.000849287002814246,0.000852575955202338,0.000855767193565053,0.000858864064236156,0.000861869758332492,0.000864787322761957,0.000867619667822967,0.000870369575379392,0.00087303970689186,0.000875632610527514,0.000878150727868731,0.000880596400180363,0.000882971874252265,0.000885279307840177,0.000887520774765193,0.00088969875061489,0.000891820700556595,0.000893901219272197,0.000895959195167134,0.000898015713785721,0.00090009280672849,0.000902212740048588,0.000904397640988073,0.000906669336839371,0.000909049326228601,0.0009115588292249,0.000914218885481471,0.000917050479707837,0.000920074681336514,0.000923312791764056,0.000926786493983765,0.00093051800148074,0.000934530207639881,0.00093884683557388,0.000943492580017036,0.000948493256684558,0.000953875945967265,0.000959669137332575,0.000965902876921741,0.000972608919253238,0.00097982086550927,0.00098757432164836,0.000995907050551856,0.0010048591289303,0.00101447310532867,0.00102479415722449,0.00103587026110941,0.00104775235721169,0.00106049451765263,0.00107415411637713,0.00108879199974976,0.00110447265691711,0.00112126438881134,0.00113923946913142,0.00115847432130672,0.00117904966235669,0.00120105064824143,0.00122456701472032,0.00124969319895709,0.00127652844465309,0.00130517688714312,0.00133574761388052,0.0013683546964298,0.00140311718956811,0.00144015909214635,0.0014796092649489
9,23,1,0,0,0,0,58.5719551991146,0,1.18047241867721e-05,4.66002577513371e-05,0.000107402427179215,0.000201770842060465,0.000341981703621127,0.000546193441539229,0.000840547591147268,0.00126237016156056,0.00186481810320696,0.00272351602348811,0.00394595430510117,0.00568473792761857,0.0081561099921991,0.0116656630197361,0.0166221336220755,0.0233567962525734,0.0319776078210634,0.0424333891589364,0.0545755905189535,0.0682014251010661,0.0830834442298497,0.0989892804649375,0.115694360546803,0.132989611600948,0.150685685470902,0.168614795976193,0.186630965217624,0.204609248761219,0.222444341844838,0.240048855010511,0.257351443288564,0.274294926258643,0.290834474260189,0.306935913790761,0.322574179943705,0.33773192314357,0.352398272203199,0.366567752118388,0.38023934036533,0.393415654280008,0.406102253788002,0.418307048398086,0.430039794880178,0.441311674401751,0.45213493885267,0.462522615547302,0.472488263263344,0.482045771021511,0.491209193602705,0.499992617901334,0.50841005503356,0.51647535487832,0.524202137388494,0.531603740529354,0.538693180202175,0.545483120204752,0.551985850984826,0.558213275298419,0.564176899551779,0.569887829743498,0.575356771106018,0.580594030707223,0.585609522390053,0.590412773577858,0.595012933639342,0.5994187899228,0.603638779903672,0.6076810017835,0.611553224746588,0.615262900008772,0.618817171782461,0.622222887897853,0.625486610009783,0.62861462341461,0.631612946524865,0.634487340069272,0.637243316070105,0.639886146637766,0.64242087261179,0.644852312096418,0.647185068762748,0.649423540005381,0.651571925141718,0.653634233442325,0.655614291416251,0.657515750841676,0.659342095877118,0.661096650525688,0.662782584809367,0.664402922692639,0.665960547802431,0.667458209682945,0.668898530079764,0.670284008717737,0.671617028895856,0.672899862865978,0.674134676993039,0.675323536700247,0.676468411239424,0.67757156353514,0.678639227004245,0.679683323918786,0.680719199581841,0.681763948515214,0.682835416948406,0.683951636215741,0.685130526020214,0.686389766671637,0.687746776683825,0.689218753038074,0.690822749628947,0.692575777461534,0.694494916191591,0.696597431781306,0.698900896169545,0.701423306482396,0.704183204791207,0.707199798358451,0.710493073650458,0.714083916468179,0.717994227639825,0.722247039364153,0.726866634190454,0.731878667350342,0.737310278300068,0.743190218206405,0.749548972604928,0.756418887826885,0.76383429822574,0.771831652552971,0.780449650647998,0.789729375637382,0.799714428692189,0.810451064968823,0.821988329807816,0.834378194424173,0.847675690142,0.861939035842959,0.877229777540361,0.893612901120752,0.911156945656745,0.929934112330322,0.95002035728778,0.971495470467361,0.994443137504314,1.018950980947,1.04511057762492,1.07301744857311,1.10277101715087,1.13447453150132
10,23,1,0,0,1,0,58.5719551991146,0,1.18047241867721e-05,4.66002577513371e-05,0.000107402427179215,0.000201770842060465,0.000341981703621127,0.000546193441539229,0.000840547591147268,0.00126237016156056,0.00186481810320696,0.00272351602348811,0.00394595430510117,0.00568473792761857,0.0081561099921991,0.0116656630197361,0.0166221336220755,0.0233567962525734,0.0319776078210634,0.0424333891589364,0.0545755905189535,0.0682014251010661,0.0830834442298497,0.0989892804649375,0.115694360546803,0.132989611600948,0.150685685470902,0.168614795976193,0.186630965217624,0.204609248761219,0.222444341844838,0.240048855010511,0.257351443288564,0.274294926258643,0.290834474260189,0.306935913790761,0.322574179943705,0.33773192314357,0.352398272203199,0.366567752118388,0.38023934036533,0.393415654280008,0.406102253788002,0.418307048398086,0.430039794880178,0.441311674401751,0.45213493885267,0.462522615547302,0.472488263263344,0.482045771021511,0.491209193602705,0.499992617901334,0.50841005503356,0.51647535487832,0.524202137388494,0.531603740529354,0.538693180202175,0.545483120204752,0.551985850984826,0.558213275298419,0.564176899551779,0.569887829743498,0.575356771106018,0.580594030707223,0.585609522390053,0.590412773577858,0.595012933639342,0.5994187899228,0.603638779903672,0.6076810017835,0.611553224746588,0.615262900008772,0.618817171782461,0.622222887897853,0.625486610009783,0.62861462341461,0.631612946524865,0.634487340069272,0.637243316070105,0.639886146637766,0.64242087261179,0.644852312096418,0.647185068762748,0.649423540005381,0.651571925141718,0.653634233442325,0.655614291416251,0.657515750841676,0.659342095877118,0.661096650525688,0.662782584809367,0.664402922692639,0.665960547802431,0.667458209682945,0.668898530079764,0.670284008717737,0.671617028895856,0.672899862865978,0.674134676993039,0.675323536700247,0.676468411239424,0.67757156353514,0.678639227004245,0.679683323918786,0.680719199581841,0.681763948515214,0.682835416948406,0.683951636215741,0.685130526020214,0.686389766671637,0.687746776683825,0.689218753038074,0.690822749628947,0.692575777461534,0.694494916191591,0.696597431781306,0.698900896169545,0.701423306482396,0.704183204791207,0.707199798358451,0.710493073650458,0.714083916468179,0.717994227639825,0.722247039364153,0.726866634190454,0.731878667350342,0.737310278300068,0.743190218206405,0.749548972604928,0.756418887826885,0.76383429822574,0.771831652552971,0.780449650647998,0.789729375637382,0.799714428692189,0.810451064968823,0.821988329807816,0.834378194424173,0.847675690142,0.861939035842959,0.877229777540361,0.893612901120752,0.911156945656745,0.929934112330322,0.95002035728778,0.971495470467361,0.994443137504314,1.018950980947,1.04511057762492,1.07301744857311,1.10277101715087,1.13447453150132
