"ego","naics","age","sick","wfh","shift","n","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60","T61","T62","T63","T64","T65","T66","T67","T68","T69","T70","T71","T72","T73","T74","T75","T76","T77","T78","T79","T80","T81","T82","T83","T84","T85","T86","T87","T88","T89","T90","T91","T92","T93","T94","T95","T96","T97","T98","T99","T100","T101","T102","T103","T104","T105","T106","T107","T108","T109","T110","T111","T112","T113","T114","T115","T116","T117","T118","T119","T120","T121","T122","T123","T124","T125","T126","T127","T128","T129","T130","T131","T132","T133","T134","T135","T136","T137","T138","T139","T140","T141","T142","T143","T144","T145","T146","T147","T148","T149","T150","T151","T152","T153","T154","T155","T156","T157","T158","T159","T160","T161","T162","T163","T164","T165","T166","T167","T168","T169","T170","T171","T172","T173","T174","T175","T176","T177","T178","T179","T180"
1,0,0,0,0,0,216907.5,216859.342783838,216850.564394243,216842.467918968,216834.573282139,216826.559510402,216818.201272132,216809.329739084,216799.80831591,216789.517425185,216778.344824857,216766.179293592,216752.906355878,216738.405225524,216722.546474206,216705.190097228,216686.183790353,216665.361305118,216642.540808772,216617.523159218,216590.090148721,216560.002563483,216526.998088226,216490.789022325,216451.059949849,216407.46496028,216359.624825709,216307.123734673,216249.506214331,216186.272873787,216116.876711568,216040.718787682,215957.143380348,215865.432906403,215764.802423581,215756.78929041,215748.415930935,215739.935655736,215731.516791023,215723.267808721,215715.255377717,215707.517242294,215700.071404291,215692.922632277,215686.067061447,215679.49540842,215673.195203406,215667.152318103,215661.351992717,215655.779509465,215650.420617984,215645.261788297,215640.290346101,215635.494527973,215630.863484484,215626.387250749,215622.056696636,215617.863466981,215613.799917085,215587.919213905,215562.246891401,215536.377398936,215510.046059905,215483.080120061,215455.366528449,215426.830750736,215397.42284746,215367.108342517,215335.862249655,215303.665181395,215270.500819876,215236.354303193,215201.211188433,215165.056812666,215127.875897812,215089.652322059,215050.368998051,215010.007814011,214968.549617066,214925.974220561,214882.260423771,214837.386043006,214791.327943004,214744.062063425,214695.563451286,214645.806290707,214594.763924009,214542.408874874,214488.712873209,214433.646843844,214377.180961317,214319.284653663,214259.92659754,214199.074754494,214136.69633715,214072.757792871,214007.224892425,213940.062689382,213871.235522051,213800.707020232,213728.440107547,213654.397003656,213578.539226279,213500.827593222,213421.222224473,213339.682544439,213256.167284453,213170.634485622,213083.041502073,212993.345004711,212901.500985526,212807.464762541,212711.190985455,212612.633642054,212574.511995806,212535.61353131,212496.009913385,212455.7334353,212414.787678874,212373.155577717,212330.80541459,212287.695233089,212243.776046229,212198.994135493,212153.292680428,212106.61288638,212058.89475212,212010.077577511,211960.100283818,211908.901606443,211856.420198993,211802.594678953,211747.363636918,211690.66562424,211632.43913111,211572.622561663,211511.154211874,211447.97225346,211383.014726887,211316.219544374,211247.524503172,211176.867310798,211104.185621437,211029.417083905,210952.499400956,210873.370399615,210791.968112316,210708.230869459,210622.097400297,210533.506942152,210442.399364436,210348.715297586,210252.396271103,210153.384859657,210051.624836655,209947.061334624,209839.641011784,209729.312224136,209616.025202313,209499.732232419,209380.387839992,209257.948976196,209132.375205298,209003.628892421,208871.675390542,208736.483225648,208598.024278952,208456.273965029,208311.211404729,208162.819591722,208011.085551509,207856.000491786,207697.559943025,207535.763888215,207370.616880703,207202.128149171,207030.311688809,206855.186337849,206676.775838678,206495.108882846,206310.219139389,206122.14526597
2,0,0,0,0,1,216907.5,216859.342783838,216850.564394243,216842.467918968,216834.573282139,216826.559510402,216818.201272132,216809.329739084,216799.80831591,216789.517425185,216778.344824857,216766.179293592,216752.906355878,216738.405225524,216722.546474206,216705.190097228,216686.183790353,216665.361305118,216642.540808772,216617.523159218,216590.090148721,216560.002563483,216526.998088226,216490.789022325,216451.059949849,216407.46496028,216359.624825709,216307.123734673,216249.506214331,216186.272873787,216116.876711568,216040.718787682,215957.143380348,215865.432906403,215764.802423581,215756.78929041,215748.415930935,215739.935655736,215731.516791023,215723.267808721,215715.255377717,215707.517242294,215700.071404291,215692.922632277,215686.067061447,215679.49540842,215673.195203406,215667.152318103,215661.351992717,215655.779509465,215650.420617984,215645.261788297,215640.290346101,215635.494527973,215630.863484484,215626.387250749,215622.056696636,215617.863466981,215613.799917085,215587.919213905,215562.246891401,215536.377398936,215510.046059905,215483.080120061,215455.366528449,215426.830750736,215397.42284746,215367.108342517,215335.862249655,215303.665181395,215270.500819876,215236.354303193,215201.211188433,215165.056812666,215127.875897812,215089.652322059,215050.368998051,215010.007814011,214968.549617066,214925.974220561,214882.260423771,214837.386043006,214791.327943004,214744.062063425,214695.563451286,214645.806290707,214594.763924009,214542.408874874,214488.712873209,214433.646843844,214377.180961317,214319.284653663,214259.92659754,214199.074754494,214136.69633715,214072.757792871,214007.224892425,213940.062689382,213871.235522051,213800.707020232,213728.440107547,213654.397003656,213578.539226279,213500.827593222,213421.222224473,213339.682544439,213256.167284453,213170.634485622,213083.041502073,212993.345004711,212901.500985526,212807.464762541,212711.190985455,212612.633642054,212574.511995806,212535.61353131,212496.009913385,212455.7334353,212414.787678874,212373.155577717,212330.80541459,212287.695233089,212243.776046229,212198.994135493,212153.292680428,212106.61288638,212058.89475212,212010.077577511,211960.100283818,211908.901606443,211856.420198993,211802.594678953,211747.363636918,211690.66562424,211632.43913111,211572.622561663,211511.154211874,211447.97225346,211383.014726887,211316.219544374,211247.524503172,211176.867310798,211104.185621437,211029.417083905,210952.499400956,210873.370399615,210791.968112316,210708.230869459,210622.097400297,210533.506942152,210442.399364436,210348.715297586,210252.396271103,210153.384859657,210051.624836655,209947.061334624,209839.641011784,209729.312224136,209616.025202313,209499.732232419,209380.387839992,209257.948976196,209132.375205298,209003.628892421,208871.675390542,208736.483225648,208598.024278952,208456.273965029,208311.211404729,208162.819591722,208011.085551509,207856.000491786,207697.559943025,207535.763888215,207370.616880703,207202.128149171,207030.311688809,206855.186337849,206676.775838678,206495.108882846,206310.219139389,206122.14526597
3,0,1,0,0,0,561299.97283811,561175.354537113,561135.871527861,561099.097041408,561062.745595441,561025.286672589,560985.641024076,560942.993212066,560896.675324255,560846.094081215,560790.684458795,560729.879434614,560663.089471881,560589.687786709,560508.999022398,560420.289753229,560322.759923431,560215.534584637,560097.655582898,559968.072757177,559825.634940766,559669.079997866,559497.024054908,559307.949766215,559100.194361981,558871.935419229,558621.176452351,558345.730301044,558043.203543507,557710.975024177,557346.177362038,556945.675400849,556506.042244567,556023.53434723,555494.064800957,555473.353518511,555451.713911324,555429.803031321,555408.057120604,555386.756973136,555366.074869489,555346.108050329,555326.902573903,555308.470221726,555290.800440221,555273.868682294,555257.642195779,555242.083982642,555227.155457785,555212.8181904,555199.035001829,555185.770616435,555172.992007641,555160.668536778,555148.771957318,555137.276335139,555126.157916482,555115.394970425,555104.967619475,554985.076575446,554866.508847215,554747.0668,554625.301252176,554500.256614106,554371.301406795,554238.015645005,554100.116055749,553957.406504493,553809.745216415,553657.023190469,553499.15001268,553336.044694622,553167.629716093,552993.827299688,552814.557070036,552629.73466907,552439.270992469,552243.071799264,552041.037573727,551833.063536112,551619.039731906,551398.851194454,551172.378117451,550939.496001,550700.07583799,550453.984287927,550201.083804626,549941.232777697,549674.285682234,549400.093050211,549118.501765601,548829.355107617,548532.49275398,548227.750979549,547914.962523099,547593.956538296,547264.559041234,546926.592743728,546579.877089971,546224.228316513,545859.459491553,545485.380554473,545101.798355155,544708.516694237,544305.336364626,543892.055194778,543468.468094373,543034.36710279,542589.541440826,542133.777566113,541666.859232611,541188.567554588,540698.681075434,540196.975841692,539550.85721831,538885.486138629,538197.906787985,537485.885372712,536747.659781946,535981.772531569,535186.960117212,534362.079733468,533506.060869648,532617.873577027,531696.507750649,530740.959917779,529750.2249631,528723.291180523,527659.137624577,526556.732970792,525415.035453091,524232.993551512,523009.547219476,521743.629527414,520434.168617688,519080.089934512,517680.318669046,516233.782435367,514739.414122935,513196.154941041,511602.957650696,509958.789970282,508262.638157956,506513.510770208,504710.442585328,502852.498692145,500938.778735257,498968.421342625,496940.608630391,494854.570736222,492709.59074859,490505.009514063,488240.230555436,485914.725048161,483528.03682173,481079.787358891,478569.680763218,475997.50866344,473363.155020684,470666.600802904,467907.92848909,465087.326364413,462205.092566323,459261.638840896,456257.493968329,453193.306816575,450069.848982672,446888.01698234,443648.833950034,440353.450813759,437003.146911615,433599.33002032,430143.535769704,426637.426421487,423082.788995479,419481.532731562,415835.685881491,412147.391830549,408418.904555314,404652.583430274,400850.887402505,397016.368560198
4,0,1,0,0,1,561299.97283811,561175.354537113,561135.871527861,561099.097041408,561062.745595441,561025.286672589,560985.641024076,560942.993212066,560896.675324255,560846.094081215,560790.684458795,560729.879434614,560663.089471881,560589.687786709,560508.999022398,560420.289753229,560322.759923431,560215.534584637,560097.655582898,559968.072757177,559825.634940766,559669.079997866,559497.024054908,559307.949766215,559100.194361981,558871.935419229,558621.176452351,558345.730301044,558043.203543507,557710.975024177,557346.177362038,556945.675400849,556506.042244567,556023.53434723,555494.064800957,555473.353518511,555451.713911324,555429.803031321,555408.057120604,555386.756973136,555366.074869489,555346.108050329,555326.902573903,555308.470221726,555290.800440221,555273.868682294,555257.642195779,555242.083982642,555227.155457785,555212.8181904,555199.035001829,555185.770616435,555172.992007641,555160.668536778,555148.771957318,555137.276335139,555126.157916482,555115.394970425,555104.967619475,554985.076575446,554866.508847215,554747.0668,554625.301252176,554500.256614106,554371.301406795,554238.015645005,554100.116055749,553957.406504493,553809.745216415,553657.023190469,553499.15001268,553336.044694622,553167.629716093,552993.827299688,552814.557070036,552629.73466907,552439.270992469,552243.071799264,552041.037573727,551833.063536112,551619.039731906,551398.851194454,551172.378117451,550939.496001,550700.07583799,550453.984287927,550201.083804626,549941.232777697,549674.285682234,549400.093050211,549118.501765601,548829.355107617,548532.49275398,548227.750979549,547914.962523099,547593.956538296,547264.559041234,546926.592743728,546579.877089971,546224.228316513,545859.459491553,545485.380554473,545101.798355155,544708.516694237,544305.336364626,543892.055194778,543468.468094373,543034.36710279,542589.541440826,542133.777566113,541666.859232611,541188.567554588,540698.681075434,540196.975841692,539550.85721831,538885.486138629,538197.906787985,537485.885372712,536747.659781946,535981.772531569,535186.960117212,534362.079733468,533506.060869648,532617.873577027,531696.507750649,530740.959917779,529750.2249631,528723.291180523,527659.137624577,526556.732970792,525415.035453091,524232.993551512,523009.547219476,521743.629527414,520434.168617688,519080.089934512,517680.318669046,516233.782435367,514739.414122935,513196.154941041,511602.957650696,509958.789970282,508262.638157956,506513.510770208,504710.442585328,502852.498692145,500938.778735257,498968.421342625,496940.608630391,494854.570736222,492709.59074859,490505.009514063,488240.230555436,485914.725048161,483528.03682173,481079.787358891,478569.680763218,475997.50866344,473363.155020684,470666.600802904,467907.92848909,465087.326364413,462205.092566323,459261.638840896,456257.493968329,453193.306816575,450069.848982672,446888.01698234,443648.833950034,440353.450813759,437003.146911615,433599.33002032,430143.535769704,426637.426421487,423082.788995479,419481.532731562,415835.685881491,412147.391830549,408418.904555314,404652.583430274,400850.887402505,397016.368560198
5,0,1,1,0,0,2153.0205694899,2152.5425616895,2152.391113738,2152.25005507133,2152.11061909292,2151.96693508203,2151.81486328286,2151.65127585912,2151.4736108493,2151.2795925668,2151.06705370596,2150.83381929633,2150.57762800725,2150.29607563658,2149.98657166777,2149.64630284455,2149.27220033279,2148.86090802713,2148.40875066434,2147.91170006264,2147.36534060523,2146.76483102278,2146.10486308724,2145.37961660155,2144.58271355437,2143.70716354066,2142.74530849024,2141.68875894766,2140.52833428471,2139.25398033761,2137.85469847712,2136.31846294837,2134.63212894818,2132.78133707542,2130.75041086981,2130.67096704425,2130.58796237359,2130.50391716136,2130.42050473424,2130.33880215478,2130.25947025254,2130.18288202087,2130.10921412884,2130.03851176771,2129.97073445633,2129.90578803756,2129.84354688144,2129.78386907184,2129.72660660499,2129.67161206894,2129.61874285472,2129.5678636529,2129.51884778097,2129.47157771588,2129.42594511027,2129.38185048671,2129.33920273109,2129.29791848849,2129.25792151331,2128.79804640841,2128.34324724555,2127.88509439153,2127.41802911128,2126.93838597767,2126.44374277916,2125.93248854678,2125.40353670897,2124.85613493775,2124.28973941676,2123.70393204247,2123.0983660072,2122.47273065754,2121.82672864341,2121.16006162817,2120.47242130995,2119.76348411017,2119.03290824466,2118.28033222626,2117.50537433499,2116.70763265928,2115.88668543834,2115.04209168591,2114.17339185192,2113.28010838274,2112.36174643609,2111.41779454779,2110.44772512158,2109.45099497183,2108.4270458977,2107.37530457343,2106.29518368034,2105.1860820727,2104.04738479029,2102.87846382025,2101.67867758611,2100.44737075972,2099.1838759779,2097.88751320303,2096.55758986359,2095.19340108429,2093.79422983673,2092.35934709111,2090.88801196696,2089.37947188762,2087.83296273944,2086.24770903781,2084.62292410235,2082.95781024284,2081.25155895763,2079.50335114617,2077.71235733724,2075.87773793437,2073.99864347976,2072.07421493827,2069.59584908438,2067.04363513423,2064.40623524695,2061.67508109198,2058.84341360801,2055.90564221344,2052.85692038945,2049.69286459129,2046.40936858049,2043.00248170518,2039.46832942973,2035.80306265821,2032.00282599411,2028.06373876021,2023.9818848391,2019.75330830185,2015.37401316789,2010.83996604291,2006.14710082643,2001.29132501638,1996.2685272077,1991.07458564586,1985.70537760565,1980.15678965565,1974.42472859962,1968.5051331543,1962.39398634624,1956.08732857514,1949.58127135506,1942.87201173147,1935.95584733081,1928.82919204387,1921.48859230967,1913.93074409861,1906.15251019199,1898.1509375709,1889.9232763238,1881.46699808626,1872.77981490572,1863.85969833008,1854.70489859174,1845.3139637836,1835.68575891345,1825.81948471591,1815.71469609195,1805.37132003891,1794.78967292767,1783.97047697782,1772.91487577765,1761.62444869257,1750.1012240046,1738.34769062541,1726.36680822784,1714.16201564477,1701.73723739004,1689.09688816487,1676.24587522275,1663.18959847882,1649.93394826405,1636.48530064088,1622.85051021576,1609.03690040386,1595.05225112315,1580.90478391795,1566.60314453594,1552.1563830075,1537.57393130106,1522.86557865347
6,0,1,1,0,1,2153.0205694899,2152.5425616895,2152.391113738,2152.25005507133,2152.11061909292,2151.96693508203,2151.81486328286,2151.65127585912,2151.4736108493,2151.2795925668,2151.06705370596,2150.83381929633,2150.57762800725,2150.29607563658,2149.98657166777,2149.64630284455,2149.27220033279,2148.86090802713,2148.40875066434,2147.91170006264,2147.36534060523,2146.76483102278,2146.10486308724,2145.37961660155,2144.58271355437,2143.70716354066,2142.74530849024,2141.68875894766,2140.52833428471,2139.25398033761,2137.85469847712,2136.31846294837,2134.63212894818,2132.78133707542,2130.75041086981,2130.67096704425,2130.58796237359,2130.50391716136,2130.42050473424,2130.33880215478,2130.25947025254,2130.18288202087,2130.10921412884,2130.03851176771,2129.97073445633,2129.90578803756,2129.84354688144,2129.78386907184,2129.72660660499,2129.67161206894,2129.61874285472,2129.5678636529,2129.51884778097,2129.47157771588,2129.42594511027,2129.38185048671,2129.33920273109,2129.29791848849,2129.25792151331,2128.79804640841,2128.34324724555,2127.88509439153,2127.41802911128,2126.93838597767,2126.44374277916,2125.93248854678,2125.40353670897,2124.85613493775,2124.28973941676,2123.70393204247,2123.0983660072,2122.47273065754,2121.82672864341,2121.16006162817,2120.47242130995,2119.76348411017,2119.03290824466,2118.28033222626,2117.50537433499,2116.70763265928,2115.88668543834,2115.04209168591,2114.17339185192,2113.28010838274,2112.36174643609,2111.41779454779,2110.44772512158,2109.45099497183,2108.4270458977,2107.37530457343,2106.29518368034,2105.1860820727,2104.04738479029,2102.87846382025,2101.67867758611,2100.44737075972,2099.1838759779,2097.88751320303,2096.55758986359,2095.19340108429,2093.79422983673,2092.35934709111,2090.88801196696,2089.37947188762,2087.83296273944,2086.24770903781,2084.62292410235,2082.95781024284,2081.25155895763,2079.50335114617,2077.71235733724,2075.87773793437,2073.99864347976,2072.07421493827,2069.59584908438,2067.04363513423,2064.40623524695,2061.67508109198,2058.84341360801,2055.90564221344,2052.85692038945,2049.69286459129,2046.40936858049,2043.00248170518,2039.46832942973,2035.80306265821,2032.00282599411,2028.06373876021,2023.9818848391,2019.75330830185,2015.37401316789,2010.83996604291,2006.14710082643,2001.29132501638,1996.2685272077,1991.07458564586,1985.70537760565,1980.15678965565,1974.42472859962,1968.5051331543,1962.39398634624,1956.08732857514,1949.58127135506,1942.87201173147,1935.95584733081,1928.82919204387,1921.48859230967,1913.93074409861,1906.15251019199,1898.1509375709,1889.9232763238,1881.46699808626,1872.77981490572,1863.85969833008,1854.70489859174,1845.3139637836,1835.68575891345,1825.81948471591,1815.71469609195,1805.37132003891,1794.78967292767,1783.97047697782,1772.91487577765,1761.62444869257,1750.1012240046,1738.34769062541,1726.36680822784,1714.16201564477,1701.73723739004,1689.09688816487,1676.24587522275,1663.18959847882,1649.93394826405,1636.48530064088,1622.85051021576,1609.03690040386,1595.05225112315,1580.90478391795,1566.60314453594,1552.1563830075,1537.57393130106,1522.86557865347
7,0,2,0,0,0,249817.205778925,249761.742038945,249751.849090409,249742.715640741,249733.791793078,249724.710562101,249715.214635946,249705.111274841,249694.244390993,249682.477079544,249669.680524635,249655.726778952,249640.483883729,249623.812382559,249605.56266135,249585.572738007,249563.666288669,249539.650758829,249513.315475317,249484.429656562,249452.740383922,249417.970358122,249379.815474769,249337.942180438,249291.984774767,249241.542191763,249186.174730282,249125.400271025,249058.690711793,248985.467037651,248905.095045017,248816.880330514,248720.062684114,248613.81020971,248497.212963184,248488.691291119,248479.789670938,248470.779059274,248461.838811954,248453.083986583,248444.584886941,248436.380959095,248428.490665965,248420.918463871,248413.659716212,248406.704115605,248400.038051512,248393.646224523,248387.512726651,248381.621745993,248375.958008716,248370.507039111,248365.255296026,248360.190225534,248355.300259465,248350.574780332,248346.004065516,248341.579221501,248337.292113666,248307.540913025,248278.031042408,248248.292452505,248218.018653734,248187.00978117,248155.135148649,248122.308646014,248088.47258835,248053.587134134,248017.623371625,247980.558821753,247942.374519685,247903.053156249,247862.577885993,247820.931594538,247778.096446901,247734.053627311,247688.783201474,247642.264050761,247594.473854549,247545.389099724,247494.985104184,247443.236053163,247390.115035622,247335.594074984,247279.644166526,247222.235311623,247163.336541989,247102.915946278,247040.940698654,246977.377045662,246912.190369278,246845.345191227,246776.805167315,246706.533129196,246634.491045407,246560.640002536,246484.94030744,246407.35144052,246327.832058017,246246.339999889,246162.832292596,246077.265151788,245989.593984779,245899.773393041,245807.75717479,245713.498327773,245616.949052355,245518.060755034,245416.784052431,245313.068775874,245206.863976646,245098.117931985,244986.7781519,244872.791386893,244823.4553735,244772.864712433,244720.946680276,244667.630379754,244612.844602325,244556.516865918,244498.573083469,244438.93753552,244377.532970554,244314.280740316,244249.100926086,244181.912438331,244112.633086355,244041.179621316,243967.467759045,243891.41218915,243812.926576931,243731.923563278,243648.314766872,243562.010792248,243472.921246143,243380.954764214,243286.019048817,243188.020920222,243086.866380646,242982.460692275,242874.708469271,242763.513784286,242648.780289314,242530.411351292,242408.310202159,242282.380103518,242152.524525797,242018.647343509,241880.653041501,241738.446931529,241591.935394566,241441.026127363,241285.628403303,241125.653345767,240961.014213011,240791.626693734,240617.409212421,240438.283243466,240254.173632909,240065.008926531,239870.721702914,239671.248909968,239466.532203287,239256.518284613,239041.159238568,238820.412865719,238594.243009984,238362.619878278,238125.52035028,237882.928276158,237634.834760043,237381.238427085,237122.145671904,236857.570886317,236587.536664273,236312.073982001,236031.222351508,235745.029945664,235453.553693271,235156.859342681,234855.021492721,234548.123589856
8,0,2,0,0,1,249817.205778925,249761.742038945,249751.849090409,249742.715640741,249733.791793078,249724.710562101,249715.214635946,249705.111274841,249694.244390993,249682.477079544,249669.680524635,249655.726778952,249640.483883729,249623.812382559,249605.56266135,249585.572738007,249563.666288669,249539.650758829,249513.315475317,249484.429656562,249452.740383922,249417.970358122,249379.815474769,249337.942180438,249291.984774767,249241.542191763,249186.174730282,249125.400271025,249058.690711793,248985.467037651,248905.095045017,248816.880330514,248720.062684114,248613.81020971,248497.212963184,248488.691291119,248479.789670938,248470.779059274,248461.838811954,248453.083986583,248444.584886941,248436.380959095,248428.490665965,248420.918463871,248413.659716212,248406.704115605,248400.038051512,248393.646224523,248387.512726651,248381.621745993,248375.958008716,248370.507039111,248365.255296026,248360.190225534,248355.300259465,248350.574780332,248346.004065516,248341.579221501,248337.292113666,248307.540913025,248278.031042408,248248.292452505,248218.018653734,248187.00978117,248155.135148649,248122.308646014,248088.47258835,248053.587134134,248017.623371625,247980.558821753,247942.374519685,247903.053156249,247862.577885993,247820.931594538,247778.096446901,247734.053627311,247688.783201474,247642.264050761,247594.473854549,247545.389099724,247494.985104184,247443.236053163,247390.115035622,247335.594074984,247279.644166526,247222.235311623,247163.336541989,247102.915946278,247040.940698654,246977.377045662,246912.190369278,246845.345191227,246776.805167315,246706.533129196,246634.491045407,246560.640002536,246484.94030744,246407.35144052,246327.832058017,246246.339999889,246162.832292596,246077.265151788,245989.593984779,245899.773393041,245807.75717479,245713.498327773,245616.949052355,245518.060755034,245416.784052431,245313.068775874,245206.863976646,245098.117931985,244986.7781519,244872.791386893,244823.4553735,244772.864712433,244720.946680276,244667.630379754,244612.844602325,244556.516865918,244498.573083469,244438.93753552,244377.532970554,244314.280740316,244249.100926086,244181.912438331,244112.633086355,244041.179621316,243967.467759045,243891.41218915,243812.926576931,243731.923563278,243648.314766872,243562.010792248,243472.921246143,243380.954764214,243286.019048817,243188.020920222,243086.866380646,242982.460692275,242874.708469271,242763.513784286,242648.780289314,242530.411351292,242408.310202159,242282.380103518,242152.524525797,242018.647343509,241880.653041501,241738.446931529,241591.935394566,241441.026127363,241285.628403303,241125.653345767,240961.014213011,240791.626693734,240617.409212421,240438.283243466,240254.173632909,240065.008926531,239870.721702914,239671.248909968,239466.532203287,239256.518284613,239041.159238568,238820.412865719,238594.243009984,238362.619878278,238125.52035028,237882.928276158,237634.834760043,237381.238427085,237122.145671904,236857.570886317,236587.536664273,236312.073982001,236031.222351508,235745.029945664,235453.553693271,235156.859342681,234855.021492721,234548.123589856
9,0,2,1,0,0,104438.294221075,104415.10711362,104410.971278913,104407.152959432,104403.422265923,104399.625776928,104395.655920942,104391.432121398,104386.889124414,104381.9696957,104376.619982647,104370.786495748,104364.414068472,104357.444399834,104349.814942339,104341.457977938,104332.299792879,104322.259888048,104311.250189659,104299.174217436,104285.9262365,104271.390319435,104255.439332708,104237.933831357,104218.720931108,104197.632962772,104174.486105396,104149.078804737,104121.190282996,104090.578477856,104056.978254895,104020.099312633,103979.62383854,103935.204051084,103886.459540072,103882.896979633,103879.17557852,103875.408612554,103871.671063023,103868.011030781,103864.457906943,103861.028182287,103857.7295754,103854.563949286,103851.529365574,103848.621515171,103845.834708069,103843.162548217,103840.598385139,103838.135608529,103835.767833026,103833.489006931,103831.293469247,103829.175971693,103827.131678092,103825.156149711,103823.245321923,103821.395476715,103819.603213335,103807.165460554,103794.828597926,103782.396117175,103769.739887619,103756.776353958,103743.450881683,103729.727471681,103715.582008263,103700.997835327,103685.962866064,103670.4677029,103654.504417419,103638.065773367,103621.144728356,103603.734127566,103585.826514926,103567.414024336,103548.488322087,103529.040579352,103509.061464793,103488.541148547,103467.469312043,103445.835163189,103423.627451587,103400.83448138,103377.444126889,103353.443846922,103328.820694913,103303.561330042,103277.652029177,103251.078681388,103223.826814302,103195.881595915,103167.227832212,103137.849984639,103107.732153805,103076.858071614,103045.211143997,103012.774431375,102979.530649626,102945.46217337,102910.551037138,102874.778936496,102838.127229075,102800.57693562,102762.108741067,102722.702995705,102682.339716477,102640.998588437,102598.658966428,102555.299876991,102510.900020564,102465.43777399,102418.891193362,102371.238017257,102350.612660142,102329.462786462,102307.757993548,102285.468642167,102262.564962957,102239.016654147,102214.792742985,102189.861574279,102164.190852351,102137.747697601,102110.4986993,102082.409957251,102053.447110907,102023.575357352,101992.759460843,101960.963756615,101928.152151684,101894.2881248,101859.334727369,101823.254586828,101786.009913471,101747.562511627,101707.873795448,101666.904810324,101624.616259649,101580.968537442,101535.921766808,101489.435844471,101441.470491294,101391.985308969,101340.939842753,101288.293650301,101234.006376572,101178.037835456,101120.348095996,101060.897572935,100999.647128009,100936.558173028,100871.592778927,100804.713790048,100735.884943238,100665.070991411,100592.2378312,100517.352634282,100440.383981878,100361.302001918,100280.078508283,100196.687141488,100111.103510138,100023.305332424,99933.272576898,99840.9876017142,99746.4352915019,99649.603190998,99550.4816345484,99449.0638705723,99345.3461800732,99239.3279882826,99131.011968528,99020.4041374364,98907.5139406076,98792.3543279286,98674.9418177438,98555.2965491476,98433.4423217295,98309.4066221709,98183.2206371705,98054.9192522627
10,0,2,1,0,1,104438.294221075,104415.10711362,104410.971278913,104407.152959432,104403.422265923,104399.625776928,104395.655920942,104391.432121398,104386.889124414,104381.9696957,104376.619982647,104370.786495748,104364.414068472,104357.444399834,104349.814942339,104341.457977938,104332.299792879,104322.259888048,104311.250189659,104299.174217436,104285.9262365,104271.390319435,104255.439332708,104237.933831357,104218.720931108,104197.632962772,104174.486105396,104149.078804737,104121.190282996,104090.578477856,104056.978254895,104020.099312633,103979.62383854,103935.204051084,103886.459540072,103882.896979633,103879.17557852,103875.408612554,103871.671063023,103868.011030781,103864.457906943,103861.028182287,103857.7295754,103854.563949286,103851.529365574,103848.621515171,103845.834708069,103843.162548217,103840.598385139,103838.135608529,103835.767833026,103833.489006931,103831.293469247,103829.175971693,103827.131678092,103825.156149711,103823.245321923,103821.395476715,103819.603213335,103807.165460554,103794.828597926,103782.396117175,103769.739887619,103756.776353958,103743.450881683,103729.727471681,103715.582008263,103700.997835327,103685.962866064,103670.4677029,103654.504417419,103638.065773367,103621.144728356,103603.734127566,103585.826514926,103567.414024336,103548.488322087,103529.040579352,103509.061464793,103488.541148547,103467.469312043,103445.835163189,103423.627451587,103400.83448138,103377.444126889,103353.443846922,103328.820694913,103303.561330042,103277.652029177,103251.078681388,103223.826814302,103195.881595915,103167.227832212,103137.849984639,103107.732153805,103076.858071614,103045.211143997,103012.774431375,102979.530649626,102945.46217337,102910.551037138,102874.778936496,102838.127229075,102800.57693562,102762.108741067,102722.702995705,102682.339716477,102640.998588437,102598.658966428,102555.299876991,102510.900020564,102465.43777399,102418.891193362,102371.238017257,102350.612660142,102329.462786462,102307.757993548,102285.468642167,102262.564962957,102239.016654147,102214.792742985,102189.861574279,102164.190852351,102137.747697601,102110.4986993,102082.409957251,102053.447110907,102023.575357352,101992.759460843,101960.963756615,101928.152151684,101894.2881248,101859.334727369,101823.254586828,101786.009913471,101747.562511627,101707.873795448,101666.904810324,101624.616259649,101580.968537442,101535.921766808,101489.435844471,101441.470491294,101391.985308969,101340.939842753,101288.293650301,101234.006376572,101178.037835456,101120.348095996,101060.897572935,100999.647128009,100936.558173028,100871.592778927,100804.713790048,100735.884943238,100665.070991411,100592.2378312,100517.352634282,100440.383981878,100361.302001918,100280.078508283,100196.687141488,100111.103510138,100023.305332424,99933.272576898,99840.9876017142,99746.4352915019,99649.603190998,99550.4816345484,99449.0638705723,99345.3461800732,99239.3279882826,99131.011968528,99020.4041374364,98907.5139406076,98792.3543279286,98674.9418177438,98555.2965491476,98433.4423217295,98309.4066221709,98183.2206371705,98054.9192522627
