"ego","naics","age","sick","wfh","shift","n","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60","T61","T62","T63","T64","T65","T66","T67","T68","T69","T70","T71","T72","T73","T74","T75","T76","T77","T78","T79","T80","T81","T82","T83","T84","T85","T86","T87","T88","T89","T90","T91","T92","T93","T94","T95","T96","T97","T98","T99","T100","T101","T102","T103","T104","T105","T106","T107","T108","T109","T110","T111","T112","T113","T114","T115","T116","T117","T118","T119","T120","T121","T122","T123","T124","T125","T126","T127","T128","T129","T130","T131","T132","T133","T134","T135","T136","T137","T138","T139","T140","T141","T142","T143","T144","T145","T146","T147","T148","T149","T150","T151","T152","T153","T154","T155","T156","T157","T158","T159","T160","T161","T162","T163","T164","T165","T166","T167","T168","T169","T170","T171","T172","T173","T174","T175","T176","T177","T178","T179","T180"
1,0,0,0,0,0,216907.5,216879.5764339,216871.044288204,216862.86365743,216854.355221793,216845.031561084,216834.497158536,216822.388413417,216808.335702524,216791.937323513,216772.739412071,216750.218341007,216723.763458957,216692.658770372,216656.062527376,216612.983897629,216562.256019155,216502.504615682,216432.111301587,216349.170831641,216251.441279374,216136.286038341,216000.606506406,215840.763855121,215652.489666854,215645.489736753,215637.888492511,215630.024621109,215622.126501279,215614.344332301,215606.773300748,215599.470211123,215592.465404199,215585.771258845,215579.388233731,215573.309121935,215567.522027916,215562.012424477,215556.7645523,215551.762352136,215546.99006697,215542.43261318,215538.075791836,215533.906391085,215529.912216167,215526.082071999,215522.405717239,215518.873801699,215515.477795515,215494.047631899,215473.069934589,215452.282089949,215431.51423646,215410.658365382,215389.647524188,215368.44183719,215347.0191233,215325.368612299,215303.486752949,215281.374430754,215259.035129244,215236.473735824,215213.695768672,215190.706891358,215167.512618536,215144.118138897,215120.528230341,215096.74721941,215072.778977366,215048.626934855,215024.294106916,214999.783126515,214975.096279597,214950.235537166,214925.202585974,214899.998865972,214874.62559322,214849.083786088,214823.374290602,214797.497800067,214771.454873461,214745.245951965,214718.87137333,214692.331384646,214665.626153599,214638.755778348,214611.720296206,214584.519691281,214557.153901171,214529.622822849,214501.926317824,214474.064216651,214446.036323063,214417.842417064,214389.482258639,214360.955590024,214332.26213808,214303.401616573,214274.373727906,214245.178164907,214215.814612142,214186.282747218,214156.582241989,214126.712763546,214104.914332859,214083.018074369,214061.034767034,214038.958150205,214016.766410272,213994.424376121,213971.885719594,213949.094855491,213925.988441174,213902.496475948,213878.543050413,213854.046804085,213828.921151135,213803.074330958,213776.409328259,213748.823698806,213720.209333834,213690.452186592,213659.431980357,213627.021920312,213593.088422113,213557.490864076,213520.081385353,213480.70475639,213439.198297882,213395.391900721,213349.108145514,213300.162513223,213248.363772452,213193.514460174,213135.411518499,213073.847111101,213008.609586354,212939.484609434,212866.256463109,212788.709500358,212706.629743758,212619.80661453,212528.034766048,212431.115999737,212328.861234163,212221.092494492,212107.644892245,211988.368574417,211863.13052893,211731.816468943,211594.332338905,211450.605832379,211300.58771071,211144.25291185,210981.601399854,210812.658871268,210637.477152417,210456.134365911,210268.734825989,210075.408666712,209876.311197374,209671.621988267,209461.543704486,209246.300646676,209026.137234772,208801.315956139,208572.115468762,208338.828488382,208101.75951383,207861.222534925,207617.538727558,207371.034169178,207122.037668217,206870.878508353,206617.884562181,206363.380387984,206107.685473651,205851.11269161,205593.966943463,205336.543946131,205079.129196932,204821.997122986
2,0,0,0,0,1,216907.5,216879.5764339,216871.044288204,216862.86365743,216854.355221793,216845.031561084,216834.497158536,216822.388413417,216808.335702524,216791.937323513,216772.739412071,216750.218341007,216723.763458957,216692.658770372,216656.062527376,216612.983897629,216562.256019155,216502.504615682,216432.111301587,216349.170831641,216251.441279374,216136.286038341,216000.606506406,215840.763855121,215652.489666854,215645.489736753,215637.888492511,215630.024621109,215622.126501279,215614.344332301,215606.773300748,215599.470211123,215592.465404199,215585.771258845,215579.388233731,215573.309121935,215567.522027916,215562.012424477,215556.7645523,215551.762352136,215546.99006697,215542.43261318,215538.075791836,215533.906391085,215529.912216167,215526.082071999,215522.405717239,215518.873801699,215515.477795515,215494.047631899,215473.069934589,215452.282089949,215431.51423646,215410.658365382,215389.647524188,215368.44183719,215347.0191233,215325.368612299,215303.486752949,215281.374430754,215259.035129244,215236.473735824,215213.695768672,215190.706891358,215167.512618536,215144.118138897,215120.528230341,215096.74721941,215072.778977366,215048.626934855,215024.294106916,214999.783126515,214975.096279597,214950.235537166,214925.202585974,214899.998865972,214874.62559322,214849.083786088,214823.374290602,214797.497800067,214771.454873461,214745.245951965,214718.87137333,214692.331384646,214665.626153599,214638.755778348,214611.720296206,214584.519691281,214557.153901171,214529.622822849,214501.926317824,214474.064216651,214446.036323063,214417.842417064,214389.482258639,214360.955590024,214332.26213808,214303.401616573,214274.373727906,214245.178164907,214215.814612142,214186.282747218,214156.582241989,214126.712763546,214104.914332859,214083.018074369,214061.034767034,214038.958150205,214016.766410272,213994.424376121,213971.885719594,213949.094855491,213925.988441174,213902.496475948,213878.543050413,213854.046804085,213828.921151135,213803.074330958,213776.409328259,213748.823698806,213720.209333834,213690.452186592,213659.431980357,213627.021920312,213593.088422113,213557.490864076,213520.081385353,213480.70475639,213439.198297882,213395.391900721,213349.108145514,213300.162513223,213248.363772452,213193.514460174,213135.411518499,213073.847111101,213008.609586354,212939.484609434,212866.256463109,212788.709500358,212706.629743758,212619.80661453,212528.034766048,212431.115999737,212328.861234163,212221.092494492,212107.644892245,211988.368574417,211863.13052893,211731.816468943,211594.332338905,211450.605832379,211300.58771071,211144.25291185,210981.601399854,210812.658871268,210637.477152417,210456.134365911,210268.734825989,210075.408666712,209876.311197374,209671.621988267,209461.543704486,209246.300646676,209026.137234772,208801.315956139,208572.115468762,208338.828488382,208101.75951383,207861.222534925,207617.538727558,207371.034169178,207122.037668217,206870.878508353,206617.884562181,206363.380387984,206107.685473651,205851.11269161,205593.966943463,205336.543946131,205079.129196932,204821.997122986
3,0,1,0,0,0,561299.97283811,561227.713940223,561189.307766448,561151.970806472,561112.392515525,561068.171683235,561017.330639999,560958.022783141,560888.34648263,560806.216042715,560709.260991097,560594.736669437,560459.435648705,560299.593099454,560110.781059017,559887.787478434,559624.476699847,559313.627350454,558946.743497346,558513.83568437,558003.167245157,557400.961128935,556691.062634711,555854.551749369,554869.306127457,554851.223328573,554831.589498621,554811.281631603,554790.890612536,554770.804660459,554751.269466761,554732.431345352,554714.368140841,554697.111265074,554680.661348574,554664.999255788,554650.093787469,554635.906998663,554622.397813704,554609.524431293,554597.245875685,554585.52295057,554574.318779964,554563.599067988,554553.332172071,554543.489054106,554534.043158398,554524.970247044,554516.248214447,554413.426301017,554313.029964283,554213.620080371,554114.256234343,554014.334211005,553913.475401685,553811.451635239,553708.13416795,553603.459140631,553497.404278344,553389.973251842,553281.185225187,553171.067984078,553059.65343195,552946.974719927,552833.064475901,552717.953713728,552601.671285824,552484.243600507,552365.694561032,552246.045619853,552125.315899827,552003.522367872,551880.68002694,551756.802088512,551631.900142673,551505.984368017,551379.063659896,551251.145778593,551122.237492527,550992.344689935,550861.472483826,550729.625306095,550596.806989741,550463.020841942,550328.269708542,550192.556030668,550055.881894573,549918.24907546,549779.659075938,549640.1131598,549499.612381681,549358.157612918,549215.749565278,549072.388808711,548928.075792591,548782.810858732,548636.594254975,548489.426148219,548341.306634306,548192.235748201,548042.213471492,547891.239739784,547739.314449529,547586.437463629,547530.577250025,547474.482853693,547418.195302108,547361.70760453,547304.969873469,547247.89591579,547190.369577421,547132.250127132,547073.376472217,547013.570244614,546952.637913685,546890.372095819,546826.552229312,546760.94477165,546693.303041821,546623.366806074,546550.861696539,546475.498525565,546396.972547523,546314.962726867,546229.131045988,546139.121871431,546044.561435155,545945.057498943,545840.199139901,545729.556791627,545612.682536092,545489.110626702,545358.358454549,545219.927752719,545073.306193168,544917.96943623,544753.383550384,544579.00785801,544394.298206708,544198.710623563,543991.705339982,543772.751144203,543541.329998037,543296.94186264,543039.109659923,542767.384287046,542481.34960843,542180.627372675,541864.88176913,541533.824185914,541187.217015375,540824.877491097,540446.681023965,540052.564009854,539642.525982826,539216.63140793,538775.010692958,538317.860616913,537845.444072556,537358.089133148,536856.187428811,536340.19184037,535810.61355546,535268.018383153,534713.022923651,534146.28938431,533568.520786832,532980.455628622,532382.862135923,531776.532472822,531162.276918577,530540.918097562,529913.285497369,529280.209772882,528642.517984255,528001.028792768,527356.548029149,526709.864795386,526061.748046001,525412.943527045,524764.171167178,524116.122934245
4,0,1,0,0,1,561299.97283811,561227.713940223,561189.307766448,561151.970806472,561112.392515525,561068.171683235,561017.330639999,560958.022783141,560888.34648263,560806.216042715,560709.260991097,560594.736669437,560459.435648705,560299.593099454,560110.781059017,559887.787478434,559624.476699847,559313.627350454,558946.743497346,558513.83568437,558003.167245157,557400.961128935,556691.062634711,555854.551749369,554869.306127457,554851.223328573,554831.589498621,554811.281631603,554790.890612536,554770.804660459,554751.269466761,554732.431345352,554714.368140841,554697.111265074,554680.661348574,554664.999255788,554650.093787469,554635.906998663,554622.397813704,554609.524431293,554597.245875685,554585.52295057,554574.318779964,554563.599067988,554553.332172071,554543.489054106,554534.043158398,554524.970247044,554516.248214447,554413.426301017,554313.029964283,554213.620080371,554114.256234343,554014.334211005,553913.475401685,553811.451635239,553708.13416795,553603.459140631,553497.404278344,553389.973251842,553281.185225187,553171.067984078,553059.65343195,552946.974719927,552833.064475901,552717.953713728,552601.671285824,552484.243600507,552365.694561032,552246.045619853,552125.315899827,552003.522367872,551880.68002694,551756.802088512,551631.900142673,551505.984368017,551379.063659896,551251.145778593,551122.237492527,550992.344689935,550861.472483826,550729.625306095,550596.806989741,550463.020841942,550328.269708542,550192.556030668,550055.881894573,549918.24907546,549779.659075938,549640.1131598,549499.612381681,549358.157612918,549215.749565278,549072.388808711,548928.075792591,548782.810858732,548636.594254975,548489.426148219,548341.306634306,548192.235748201,548042.213471492,547891.239739784,547739.314449529,547586.437463629,547530.577250025,547474.482853693,547418.195302108,547361.70760453,547304.969873469,547247.89591579,547190.369577421,547132.250127132,547073.376472217,547013.570244614,546952.637913685,546890.372095819,546826.552229312,546760.94477165,546693.303041821,546623.366806074,546550.861696539,546475.498525565,546396.972547523,546314.962726867,546229.131045988,546139.121871431,546044.561435155,545945.057498943,545840.199139901,545729.556791627,545612.682536092,545489.110626702,545358.358454549,545219.927752719,545073.306193168,544917.96943623,544753.383550384,544579.00785801,544394.298206708,544198.710623563,543991.705339982,543772.751144203,543541.329998037,543296.94186264,543039.109659923,542767.384287046,542481.34960843,542180.627372675,541864.88176913,541533.824185914,541187.217015375,540824.877491097,540446.681023965,540052.564009854,539642.525982826,539216.63140793,538775.010692958,538317.860616913,537845.444072556,537358.089133148,536856.187428811,536340.19184037,535810.61355546,535268.018383153,534713.022923651,534146.28938431,533568.520786832,532980.455628622,532382.862135923,531776.532472822,531162.276918577,530540.918097562,529913.285497369,529280.209772882,528642.517984255,528001.028792768,527356.548029149,526709.864795386,526061.748046001,525412.943527045,524764.171167178,524116.122934245
5,0,1,1,0,0,2153.0205694899,2152.74340059446,2152.59608314188,2152.45286695317,2152.3010535225,2152.13143234643,2151.93641752876,2151.70892591656,2151.44166328434,2151.12662937186,2150.75473158004,2150.31544201622,2149.79645770336,2149.18333760169,2148.45909704138,2147.6037437738,2146.59374279411,2145.40139453892,2143.99411051864,2142.33357342416,2140.37476404055,2138.06483669681,2135.34182558996,2132.13315780108,2128.353976984,2128.28461543076,2128.20930447086,2128.13140805624,2128.05319268904,2127.97614749026,2127.90121487687,2127.82895607615,2127.75966968252,2127.69347618476,2127.63037800143,2127.57030173284,2127.51312770568,2127.45871037165,2127.40689217372,2127.35751277149,2127.31041499121,2127.26544848466,2127.22247180384,2127.18135339746,2127.14197189173,2127.10421590301,2127.0679835696,2127.03318192037,2126.9997261632,2126.60532440777,2126.22022661951,2125.83891264262,2125.4577752567,2125.07449682805,2124.68762509887,2124.29628485593,2123.89998226725,2123.49847238335,2123.09166976256,2122.67958848507,2122.26230205992,2121.8399170668,2121.41255588013,2120.98034566016,2120.54341156016,2120.10187254231,2119.65583927799,2119.20541306358,2118.75068558659,2118.29173913381,2117.82864705623,2117.36147443514,2116.89027881848,2116.41511088254,2115.93601508426,2115.45303046645,2114.96619114968,2114.47552690066,2113.98106368151,2113.48282407819,2112.98082770305,2112.47509155586,2111.96563033912,2111.45245673844,2110.93558166983,2110.4150144969,2109.89076322206,2109.36283465458,2108.83123455814,2108.29596778035,2107.75703836656,2107.21444965903,2106.66820438793,2106.11830473947,2105.56475243734,2105.00754879266,2104.44669475609,2103.88219096783,2103.3140377955,2102.74223537322,2102.16678363036,2101.58768231992,2101.00493104471,2100.41852927886,2100.20426205149,2099.98909655179,2099.77319015194,2099.55651603704,2099.33888284988,2099.11995997297,2098.89930186538,2098.67636871374,2098.45054260263,2098.22113935224,2097.98741662253,2097.74857893657,2097.50378026923,2097.25212480389,2096.99266632763,2096.72440664225,2096.44629333426,2096.1572171448,2095.85600913814,2095.54143789403,2095.21220685289,2094.86695188471,2094.50423929926,2094.12256455887,2093.72035145568,2093.29595226947,2092.84764888734,2092.37365481002,2091.87211885817,2091.34112979187,2090.77872243588,2090.18288554104,2089.55157106604,2088.882705093,2088.17420037559,2087.42397035594,2086.62994460303,2085.7900855079,2084.90240599245,2083.96498802004,2082.97600162633,2081.93372415374,2080.83655939969,2079.6830564768,2078.47192729088,2077.20206479161,2075.87255756942,2074.48270457341,2073.03202790773,2071.52028360125,2069.94746986673,2068.31383397762,2066.6198761489,2064.86635118062,2063.05426747033,2061.18488343333,2059.25970127479,2057.28045814377,2055.24911484119,2053.16784168349,2051.03900381051,2048.86514130086,2046.64895078781,2044.39326498148,2042.1010306251,2039.77528628211,2037.41914000167,2035.03574718604,2032.62828956322,2030.1999533387,2027.75391092938,2025.29330253599,2022.82121914411,2020.34068757167,2017.85465735542,2015.36598900964,2012.8774440189,2010.39167661636
6,0,1,1,0,1,2153.0205694899,2152.74340059446,2152.59608314188,2152.45286695317,2152.3010535225,2152.13143234643,2151.93641752876,2151.70892591656,2151.44166328434,2151.12662937186,2150.75473158004,2150.31544201622,2149.79645770336,2149.18333760169,2148.45909704138,2147.6037437738,2146.59374279411,2145.40139453892,2143.99411051864,2142.33357342416,2140.37476404055,2138.06483669681,2135.34182558996,2132.13315780108,2128.353976984,2128.28461543076,2128.20930447086,2128.13140805624,2128.05319268904,2127.97614749026,2127.90121487687,2127.82895607615,2127.75966968252,2127.69347618476,2127.63037800143,2127.57030173284,2127.51312770568,2127.45871037165,2127.40689217372,2127.35751277149,2127.31041499121,2127.26544848466,2127.22247180384,2127.18135339746,2127.14197189173,2127.10421590301,2127.0679835696,2127.03318192037,2126.9997261632,2126.60532440777,2126.22022661951,2125.83891264262,2125.4577752567,2125.07449682805,2124.68762509887,2124.29628485593,2123.89998226725,2123.49847238335,2123.09166976256,2122.67958848507,2122.26230205992,2121.8399170668,2121.41255588013,2120.98034566016,2120.54341156016,2120.10187254231,2119.65583927799,2119.20541306358,2118.75068558659,2118.29173913381,2117.82864705623,2117.36147443514,2116.89027881848,2116.41511088254,2115.93601508426,2115.45303046645,2114.96619114968,2114.47552690066,2113.98106368151,2113.48282407819,2112.98082770305,2112.47509155586,2111.96563033912,2111.45245673844,2110.93558166983,2110.4150144969,2109.89076322206,2109.36283465458,2108.83123455814,2108.29596778035,2107.75703836656,2107.21444965903,2106.66820438793,2106.11830473947,2105.56475243734,2105.00754879266,2104.44669475609,2103.88219096783,2103.3140377955,2102.74223537322,2102.16678363036,2101.58768231992,2101.00493104471,2100.41852927886,2100.20426205149,2099.98909655179,2099.77319015194,2099.55651603704,2099.33888284988,2099.11995997297,2098.89930186538,2098.67636871374,2098.45054260263,2098.22113935224,2097.98741662253,2097.74857893657,2097.50378026923,2097.25212480389,2096.99266632763,2096.72440664225,2096.44629333426,2096.1572171448,2095.85600913814,2095.54143789403,2095.21220685289,2094.86695188471,2094.50423929926,2094.12256455887,2093.72035145568,2093.29595226947,2092.84764888734,2092.37365481002,2091.87211885817,2091.34112979187,2090.77872243588,2090.18288554104,2089.55157106604,2088.882705093,2088.17420037559,2087.42397035594,2086.62994460303,2085.7900855079,2084.90240599245,2083.96498802004,2082.97600162633,2081.93372415374,2080.83655939969,2079.6830564768,2078.47192729088,2077.20206479161,2075.87255756942,2074.48270457341,2073.03202790773,2071.52028360125,2069.94746986673,2068.31383397762,2066.6198761489,2064.86635118062,2063.05426747033,2061.18488343333,2059.25970127479,2057.28045814377,2055.24911484119,2053.16784168349,2051.03900381051,2048.86514130086,2046.64895078781,2044.39326498148,2042.1010306251,2039.77528628211,2037.41914000167,2035.03574718604,2032.62828956322,2030.1999533387,2027.75391092938,2025.29330253599,2022.82121914411,2020.34068757167,2017.85465735542,2015.36598900964,2012.8774440189,2010.39167661636
7,0,2,0,0,0,249817.205778925,249785.045585024,249775.428560839,249766.190804358,249756.55232931,249745.953657404,249733.940359857,249720.093883491,249703.98785304,249685.158078115,249663.079430169,249637.145553892,249606.648939995,249570.75974642,249528.502181449,249478.727484821,249420.082712517,249350.974370576,249269.525892106,249173.528097935,249060.381466935,248927.028939981,248769.877943297,248584.709789457,248366.576215189,248359.12595467,248351.039374086,248342.678701476,248334.287263772,248326.024412442,248317.990614784,248310.245401353,248302.820182692,248295.727360106,248288.966777622,248282.530249416,248276.404716224,248270.574417885,248265.022365239,248259.731315682,248254.684399455,248249.865502359,248245.259480578,248240.852261639,248236.63087009,248232.58340419,248228.698983429,248224.967679272,248221.380437885,248196.706035815,248172.553990855,248148.619489412,248124.705562256,248100.687100656,248076.486653238,248052.058168423,248027.376091898,248002.428071167,247977.210093535,247951.723262661,247925.971670833,247899.961019124,247873.697725457,247847.188365757,247820.439335937,247793.456649276,247766.245840021,247738.811917875,247711.159364521,247683.292151373,247655.21376907,247626.927266705,247598.43529254,247569.740131326,247540.843739881,247511.747790428,247482.453697089,247452.962646164,247423.275625406,247393.393446664,247363.316767102,247333.046108264,247302.581872641,247271.924358385,247241.073772289,247210.030241161,247178.793821835,247147.364509963,247115.742247739,247083.926930667,247051.918413514,247019.716515497,246987.321025043,246954.731703356,246921.948288679,246888.97049891,246855.798034337,246822.430580258,246788.867808977,246755.10938185,246721.154950808,246687.004159846,246652.656646412,246618.112042538,246594.987470271,246571.764889805,246548.460526572,246525.070977863,246501.575266273,246477.93752202,246454.109574432,246430.033152458,246405.641606559,246380.861166982,246355.61180259,246329.807750246,246303.357784126,246276.165289576,246248.128191901,246219.138780507,246189.083465037,246157.842489286,246125.289624079,246091.291863276,246055.709136665,246018.394047284,245979.191656663,245937.939346052,245894.466727985,245848.595663873,245800.140385615,245748.907713021,245694.69745517,245637.302910353,245576.51152884,245512.105763345,245443.864072948,245371.56210355,245294.974044701,245213.874144968,245128.038380704,245037.246260387,244941.282738088,244839.940213168,244733.020585763,244620.337333741,244501.717579884,244377.004127491,244246.05734635,244108.757141689,243965.004528561,243814.723219134,243657.861002587,243494.390906393,243324.312086994,243147.650571658,242964.459677508,242774.820189658,242578.840256027,242376.655002989,242168.425865827,241954.339637186,241734.607252001,241509.462266022,241279.159274235,241043.971770103,240804.190165996,240560.119588047,240312.077502478,240060.391323241,239805.396006495,239547.431667104,239286.841313744,239023.968495662,238759.155335398,238492.740543808,238225.057589013,237956.433085689,237687.185382289,237417.623295888,237148.045033629,236878.737306265
8,0,2,0,0,1,249817.205778925,249785.045585024,249775.428560839,249766.190804358,249756.55232931,249745.953657404,249733.940359857,249720.093883491,249703.98785304,249685.158078115,249663.079430169,249637.145553892,249606.648939995,249570.75974642,249528.502181449,249478.727484821,249420.082712517,249350.974370576,249269.525892106,249173.528097935,249060.381466935,248927.028939981,248769.877943297,248584.709789457,248366.576215189,248359.12595467,248351.039374086,248342.678701476,248334.287263772,248326.024412442,248317.990614784,248310.245401353,248302.820182692,248295.727360106,248288.966777622,248282.530249416,248276.404716224,248270.574417885,248265.022365239,248259.731315682,248254.684399455,248249.865502359,248245.259480578,248240.852261639,248236.63087009,248232.58340419,248228.698983429,248224.967679272,248221.380437885,248196.706035815,248172.553990855,248148.619489412,248124.705562256,248100.687100656,248076.486653238,248052.058168423,248027.376091898,248002.428071167,247977.210093535,247951.723262661,247925.971670833,247899.961019124,247873.697725457,247847.188365757,247820.439335937,247793.456649276,247766.245840021,247738.811917875,247711.159364521,247683.292151373,247655.21376907,247626.927266705,247598.43529254,247569.740131326,247540.843739881,247511.747790428,247482.453697089,247452.962646164,247423.275625406,247393.393446664,247363.316767102,247333.046108264,247302.581872641,247271.924358385,247241.073772289,247210.030241161,247178.793821835,247147.364509963,247115.742247739,247083.926930667,247051.918413514,247019.716515497,246987.321025043,246954.731703356,246921.948288679,246888.97049891,246855.798034337,246822.430580258,246788.867808977,246755.10938185,246721.154950808,246687.004159846,246652.656646412,246618.112042538,246594.987470271,246571.764889805,246548.460526572,246525.070977863,246501.575266273,246477.93752202,246454.109574432,246430.033152458,246405.641606559,246380.861166982,246355.61180259,246329.807750246,246303.357784126,246276.165289576,246248.128191901,246219.138780507,246189.083465037,246157.842489286,246125.289624079,246091.291863276,246055.709136665,246018.394047284,245979.191656663,245937.939346052,245894.466727985,245848.595663873,245800.140385615,245748.907713021,245694.69745517,245637.302910353,245576.51152884,245512.105763345,245443.864072948,245371.56210355,245294.974044701,245213.874144968,245128.038380704,245037.246260387,244941.282738088,244839.940213168,244733.020585763,244620.337333741,244501.717579884,244377.004127491,244246.05734635,244108.757141689,243965.004528561,243814.723219134,243657.861002587,243494.390906393,243324.312086994,243147.650571658,242964.459677508,242774.820189658,242578.840256027,242376.655002989,242168.425865827,241954.339637186,241734.607252001,241509.462266022,241279.159274235,241043.971770103,240804.190165996,240560.119588047,240312.077502478,240060.391323241,239805.396006495,239547.431667104,239286.841313744,239023.968495662,238759.155335398,238492.740543808,238225.057589013,237956.433085689,237687.185382289,237417.623295888,237148.045033629,236878.737306265
9,0,2,1,0,0,104438.294221075,104424.849367338,104420.828885248,104416.96695938,104412.937509568,104408.50664096,104403.48437558,104397.695733569,104390.96246497,104383.090510884,104373.860336674,104363.018450133,104350.269070742,104335.265275682,104317.599126588,104296.790374065,104272.273407888,104243.382053803,104209.331796408,104169.199068797,104121.89711815,104066.14791384,104000.449548598,103923.038362804,103831.845691195,103828.731043837,103825.350377243,103821.85512405,103818.347009239,103814.892651098,103811.534050874,103808.296095839,103805.191917451,103802.226700184,103799.400378833,103796.709531241,103794.148697868,103791.711290039,103789.390205284,103787.178235181,103785.068327178,103783.053744591,103781.128156414,103779.285679524,103777.52088942,103775.828810473,103774.204893989,103772.644989258,103771.145311242,103760.829959042,103750.732982856,103740.726952663,103730.729523734,103720.688393254,103710.571181992,103700.358637677,103690.040077104,103679.610336201,103669.067737427,103658.412742174,103647.647061261,103636.773078071,103625.793475675,103614.711003195,103603.528334501,103592.247983495,103580.87226382,103569.403269826,103557.84287512,103546.192739987,103534.45432372,103522.628901018,103510.717579011,103498.721312861,103486.64092063,103474.477101408,103462.230446381,103449.901451491,103437.490529679,103424.998020343,103412.424198218,103399.769281339,103387.033437972,103374.216792761,103361.319432159,103348.341409178,103335.282747578,103322.143445543,103308.923478905,103295.622803978,103282.241360047,103268.779071535,103255.235849991,103241.611595584,103227.906198884,103214.119541956,103200.251499504,103186.301939962,103172.270726335,103158.15771705,103143.962766594,103129.685726134,103115.326444104,103100.884766671,103091.217334539,103081.508929213,103071.766333876,103061.988125998,103052.165535787,103042.283567564,103032.322083153,103022.256721826,103012.059620153,103001.699938035,102991.144217747,102980.356605251,102969.298962783,102957.930899733,102946.209742869,102934.090462826,102921.525572149,102908.465005695,102894.855992242,102880.642927395,102865.767253563,102850.167350139,102833.778443726,102816.532550116,102798.35843732,102779.181632924,102758.924474929,102737.506202647,102714.843124491,102690.848826982,102665.434451825,102638.509051449,102609.980008713,102579.7535304,102547.735214452,102513.830683484,102477.946282428,102439.989832851,102399.871432899,102357.504293287,102312.805596613,102265.69736565,102216.107327546,102163.969764827,102109.22630385,102051.82673793,101991.729685535,101928.903253861,101863.325615712,101794.985494985,101723.882539022,101650.027628755,101573.443053876,101494.16258732,101412.23144128,101327.706106533,101240.654072528,101151.153429585,101059.29236092,100965.168506581,100868.888302257,100770.566084309,100670.3232622,100568.287396612,100464.591207108,100359.371571989,100252.768522642,100144.924247097,100035.982143167,99926.0858346566,99815.3783489211,99704.0012870322,99592.0940582902,99479.7932068507,99367.2318211032,99254.5390047595,99141.8394259549,99029.2529466582
10,0,2,1,0,1,104438.294221075,104424.849367338,104420.828885248,104416.96695938,104412.937509568,104408.50664096,104403.48437558,104397.695733569,104390.96246497,104383.090510884,104373.860336674,104363.018450133,104350.269070742,104335.265275682,104317.599126588,104296.790374065,104272.273407888,104243.382053803,104209.331796408,104169.199068797,104121.89711815,104066.14791384,104000.449548598,103923.038362804,103831.845691195,103828.731043837,103825.350377243,103821.85512405,103818.347009239,103814.892651098,103811.534050874,103808.296095839,103805.191917451,103802.226700184,103799.400378833,103796.709531241,103794.148697868,103791.711290039,103789.390205284,103787.178235181,103785.068327178,103783.053744591,103781.128156414,103779.285679524,103777.52088942,103775.828810473,103774.204893989,103772.644989258,103771.145311242,103760.829959042,103750.732982856,103740.726952663,103730.729523734,103720.688393254,103710.571181992,103700.358637677,103690.040077104,103679.610336201,103669.067737427,103658.412742174,103647.647061261,103636.773078071,103625.793475675,103614.711003195,103603.528334501,103592.247983495,103580.87226382,103569.403269826,103557.84287512,103546.192739987,103534.45432372,103522.628901018,103510.717579011,103498.721312861,103486.64092063,103474.477101408,103462.230446381,103449.901451491,103437.490529679,103424.998020343,103412.424198218,103399.769281339,103387.033437972,103374.216792761,103361.319432159,103348.341409178,103335.282747578,103322.143445543,103308.923478905,103295.622803978,103282.241360047,103268.779071535,103255.235849991,103241.611595584,103227.906198884,103214.119541956,103200.251499504,103186.301939962,103172.270726335,103158.15771705,103143.962766594,103129.685726134,103115.326444104,103100.884766671,103091.217334539,103081.508929213,103071.766333876,103061.988125998,103052.165535787,103042.283567564,103032.322083153,103022.256721826,103012.059620153,103001.699938035,102991.144217747,102980.356605251,102969.298962783,102957.930899733,102946.209742869,102934.090462826,102921.525572149,102908.465005695,102894.855992242,102880.642927395,102865.767253563,102850.167350139,102833.778443726,102816.532550116,102798.35843732,102779.181632924,102758.924474929,102737.506202647,102714.843124491,102690.848826982,102665.434451825,102638.509051449,102609.980008713,102579.7535304,102547.735214452,102513.830683484,102477.946282428,102439.989832851,102399.871432899,102357.504293287,102312.805596613,102265.69736565,102216.107327546,102163.969764827,102109.22630385,102051.82673793,101991.729685535,101928.903253861,101863.325615712,101794.985494985,101723.882539022,101650.027628755,101573.443053876,101494.16258732,101412.23144128,101327.706106533,101240.654072528,101151.153429585,101059.29236092,100965.168506581,100868.888302257,100770.566084309,100670.3232622,100568.287396612,100464.591207108,100359.371571989,100252.768522642,100144.924247097,100035.982143167,99926.0858346566,99815.3783489211,99704.0012870322,99592.0940582902,99479.7932068507,99367.2318211032,99254.5390047595,99141.8394259549,99029.2529466582
