"FocalAge","TargetAge","Value","PolicyID"
0,0,6.57920387,"W4-S3-N3-E2-M2"
0,1,12.9360472586482,"W4-S3-N3-E2-M2"
0,2,24.4347859511559,"W4-S3-N3-E2-M2"
0,3,5.93649929487368,"W4-S3-N3-E2-M2"
0,4,4.07697398481332,"W4-S3-N3-E2-M2"
0,5,2.336150167,"W4-S3-N3-E2-M2"
0,6,1.32437734656868,"W4-S3-N3-E2-M2"
1,0,4.78959965,"W4-S3-N3-E2-M2"
1,1,57.4627770276855,"W4-S3-N3-E2-M2"
1,2,25.4454548014118,"W4-S3-N3-E2-M2"
1,3,6.05206911769114,"W4-S3-N3-E2-M2"
1,4,4.07197722708663,"W4-S3-N3-E2-M2"
1,5,2.32813581,"W4-S3-N3-E2-M2"
1,6,1.29635227760943,"W4-S3-N3-E2-M2"
2,0,4.41654393632276,"W4-S3-N3-E2-M2"
2,1,12.4218597430774,"W4-S3-N3-E2-M2"
2,2,44.5013044970827,"W4-S3-N3-E2-M2"
2,3,11.4227762873103,"W4-S3-N3-E2-M2"
2,4,5.96854869509555,"W4-S3-N3-E2-M2"
2,5,2.2167202880768,"W4-S3-N3-E2-M2"
2,6,1.24424695034944,"W4-S3-N3-E2-M2"
3,0,3.81456033191096,"W4-S3-N3-E2-M2"
3,1,10.5031684286736,"W4-S3-N3-E2-M2"
3,2,40.6080113010058,"W4-S3-N3-E2-M2"
3,3,11.4728176075909,"W4-S3-N3-E2-M2"
3,4,6.04100907456844,"W4-S3-N3-E2-M2"
3,5,2.31468219717534,"W4-S3-N3-E2-M2"
3,6,1.33124463144866,"W4-S3-N3-E2-M2"
4,0,3.90114971698632,"W4-S3-N3-E2-M2"
4,1,10.5235530532863,"W4-S3-N3-E2-M2"
4,2,31.5972577344475,"W4-S3-N3-E2-M2"
4,3,8.99601336840387,"W4-S3-N3-E2-M2"
4,4,5.8676488915008,"W4-S3-N3-E2-M2"
4,5,2.61320389704809,"W4-S3-N3-E2-M2"
4,6,1.46545078515688,"W4-S3-N3-E2-M2"
5,0,3.969240599,"W4-S3-N3-E2-M2"
5,1,10.6835949250019,"W4-S3-N3-E2-M2"
5,2,20.8374029204469,"W4-S3-N3-E2-M2"
5,3,6.12045916048886,"W4-S3-N3-E2-M2"
5,4,4.64007824445385,"W4-S3-N3-E2-M2"
5,5,3.30109245,"W4-S3-N3-E2-M2"
5,6,1.7998866340034,"W4-S3-N3-E2-M2"
6,0,4.054299858,"W4-S3-N3-E2-M2"
6,1,10.7183902145948,"W4-S3-N3-E2-M2"
6,2,21.073500850069,"W4-S3-N3-E2-M2"
6,3,6.34231654753153,"W4-S3-N3-E2-M2"
6,4,4.68835735468477,"W4-S3-N3-E2-M2"
6,5,3.24296717,"W4-S3-N3-E2-M2"
6,6,2.27025723189228,"W4-S3-N3-E2-M2"
