"Policy1","Policy2","Policy3","Policy4","MSA","BaselineAdjDeaths","BaselineAdjCases","BaselineAdjEmpDays","Deaths","Case","EmpDaysLost","Population","Death5_17","Death18_49","Death50_59","Death60_69","Death70_79","Death80","Case5_17","Case18_49","Case50_59","Case60_69","Case70_79","Case80"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S2-N2-B1-R1-P1-F1-E1-M1","5600","-0.0163072036827028","-0.0152685565146445","0.176162922051665","49163.1161530136","4515184.86486039","511149790.30719","18007950.1002994","73.6492232469629","4416.70424525977","7125.13237910264","20093.0778165646","7876.23402416427","9578.31846467533","526374.115274104","2510462.67780451","765791.955868075","457145.079129065","148497.492479174","106913.544305456"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S3-N2-B1-R1-P1-F1-E1-M1","5600","-0.0181031378784989","0.0315324753469943","0.395083385877338","49073.358739112","4729776.68288297","606290647.989771","18007950.1002994","86.0894267025985","4400.26250496061","7071.96607614386","20087.214134153","7865.57685132867","9562.24974582323","769615.575394162","2494486.92908074","754111.762049982","456941.237316889","148097.092110264","106524.086930932"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S3-N2-B1-R1-P1-F1-E1-M1","5600","-0.0161486423221693","0.0408423788411658","0.17587569560116","49171.0407516428","4772464.39802428","511024964.284201","18007950.1002994","86.3376180042873","4422.34170974188","7108.41494999185","20097.8065891841","7878.23154332368","9577.90834139699","774951.778942367","2521703.84234612","762662.03016087","457527.640626984","148673.580327477","106945.52562046"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S3-N2-B1-R1-P1-F1-E1-M1","5600","-0.0174610870728381","0.0349668899906075","0.285223225151815","49105.4472310202","4745524.14085345","558546413.696098","18007950.1002994","86.228706822528","4407.88062751005","7084.6282990119","20090.4431894541","7869.35868710281","9566.90772111881","772635.380317279","2503818.15028506","757054.126986427","457112.67329196","148260.850995021","106642.958977697"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S3-N2-B1-R1-P1-F1-E1-M1","5600","-0.014397409934144","0.0516332144823712","0.176825043355647","49258.5640532526","4821942.47459906","511437542.249836","18007950.1002994","86.7314443226918","4443.94153562252","7144.253677392","20105.95926767","7887.87481744689","9589.80331079849","783734.250112632","2551734.33133477","771984.50270043","458027.75432392","149161.086947762","107300.549179546"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S1-N3-B1-R1-P1-F1-E1-M1","5600","-0.0179895973349425","-0.0308040633756796","0.394920432426815","49079.0332819691","4443951.54951239","606219829.890932","18007950.1002994","72.5066615707223","4381.64133001085","7070.88101897516","20093.7130129142","7878.61901259003","9581.67224590811","510236.302901881","2468594.18619093","753331.173411389","456829.829362816","148232.316591708","106727.741053668"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S1-N3-B1-R1-P1-F1-E1-M1","5600","-0.0159297761267813","-0.0240955485489207","0.175434078709681","49181.9792725165","4474711.39252529","510833041.569037","18007950.1002994","72.5352401232926","4400.07123312384","7102.4027115896","20107.6645341186","7895.93920681455","9603.36634674668","510721.262326625","2489846.57425447","760262.676424777","457579.185099478","149002.849181499","107298.84523844"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S1-N3-B1-R1-P1-F1-E1-M1","5600","-0.0173997925208933","-0.0290755983261607","0.28491412824329","49108.5106174637","4451876.897365","558412082.969449","18007950.1002994","72.5149810707896","4386.9373777208","7080.00599513159","20097.6996771741","7883.53154251201","9587.82104385441","510367.782413106","2474053.17975986","755117.509235993","457027.80959738","148433.728039961","106876.888318708"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S1-N3-B1-R1-P1-F1-E1-M1","5600","-0.0143639265015749","-0.018425903180769","0.176104880157241","49260.2374922477","4500707.8173625","511124565.823738","18007950.1002994","72.5548615197226","4414.73039475669","7127.81893545309","20117.6739860702","7908.42809346081","9619.0312209872","511079.86756406","2507946.98962616","766148.218091542","458167.021661639","149613.434643767","107752.285775334"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S2-N3-B1-R1-P1-F1-E1-M1","5600","-0.0177775926645184","-0.0268084159320064","0.394953947204415","49089.628876728","4462272.36884069","606234395.110785","18007950.1002994","73.5671137809362","4384.85755070818","7071.56852259643","20095.6865209779","7880.40487474728","9583.5442939173","524755.516334043","2472003.3114863","753495.150264506","456933.762238187","148309.199073736","106775.42944392"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S2-N3-B1-R1-P1-F1-E1-M1","5600","-0.0156709967665879","-0.0197128956741508","0.175516942574352","49194.9125783116","4494806.70689654","510869053.456724","18007950.1002994","73.6217562589958","4403.99848185859","7103.88795367435","20109.8779376772","7897.98044382601","9605.54600501644","525750.279879755","2494268.76806164","760637.345785811","457699.455954713","149094.093032541","107356.764182089"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S2-N3-B1-R1-P1-F1-E1-M1","5600","-0.0171638422964381","-0.0248892497030375","0.284971135957908","49120.3029659842","4471072.11862782","558436858.007691","18007950.1002994","73.5886459899746","4390.51007914439","7081.17093122496","20099.7785477671","7885.42855866555","9589.82620319221","525131.357830264","2477950.88763712","755405.624774529","457138.707490916","148516.671465257","106928.86942974"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S2-N3-B1-R1-P1-F1-E1-M1","5600","-0.0140364343226117","-0.0134466385833789","0.176227665419024","49276.6049355124","4523538.71232072","511177927.190294","18007950.1002994","73.6799177758803","4419.70913921482","7130.75143399205","20120.1582526821","7910.75472185041","9621.55146999709","526858.473486185","2513911.96376385","766919.03289082","458306.233778497","149721.164019387","107821.844381978"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S3-N3-B1-R1-P1-F1-E1-M1","5600","-0.0163131689971722","0.0332000070784879","0.395113742276466","49162.818017814","4737422.63964156","606303840.606846","18007950.1002994","86.1824447486252","4402.67901032616","7076.21131975143","20108.7995591206","7892.81861581376","9596.1270680534","771388.088533997","2497129.03842364","754902.268399357","457813.465231913","149001.105703162","107188.67334949"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S3-N3-B1-R1-P1-F1-E1-M1","5600","-0.0139623369485961","0.042944686250205","0.175937284704254","49280.3081829276","4782103.88568091","511051730.352525","18007950.1002994","86.4384577689245","4425.31788605032","7113.70761770116","20123.9902243147","7911.45659973314","9619.39739735941","776894.881084481","2525167.94412127","763719.668845378","458653.630960692","149851.535395846","107816.225273239"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S3-N3-B1-R1-P1-F1-E1-M1","5600","-0.0155523852561708","0.0367720702611569","0.285266508662105","49200.8405585566","4753801.24288959","558565224.319009","18007950.1002994","86.3246271596874","4410.4907842963","7089.22879414232","20113.3950018002","7898.3693698396","9603.03198131855","774470.141183395","2506734.94930815","757933.090041128","458056.463375265","149241.509389093","107365.089592564"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S3-N3-B1-R1-P1-F1-E1-M1","5600","-0.0119102178000066","0.0541268612270127","0.176900299081224","49382.8692390212","4833376.32909228","511470247.708941","18007950.1002994","86.8387620692866","4447.41578476735","7150.46550768544","20135.5753383079","7925.58301174574","9636.99083444541","785822.615409843","2555984.8876141","773298.851903207","459362.435818405","150565.804295939","108341.734050794"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S1-N1-B2-R1-P1-F1-E1-M1","5600","-0.0208712054017535","-0.0314889765325522","0.349063109559918","48935.0159295736","4440811.08970468","586290651.264406","18007950.1002994","72.4857835515637","4382.20303749513","7070.06321333375","20056.5366270148","7831.17517774557","9522.55209043282","509985.674336982","2469595.92141143","753326.901070962","455454.89522539","146786.176300909","105661.521359009"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S1-N1-B2-R1-P1-F1-E1-M1","5600","-0.0195196988870247","-0.0253361488170719","0.129555562280564","49002.5616837094","4469022.99941958","490894652.411656","18007950.1002994","72.5105072791789","4400.01583583339","7100.28387678249","20062.0493810784","7837.48498021137","9530.21710252453","510400.423774323","2489996.75112957","759946.813533904","455750.890968747","147065.687555127","105862.432457911"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S1-N1-B2-R1-P1-F1-E1-M1","5600","-0.0204824847930708","-0.0299087876521659","0.23904882531094","48954.4434546173","4448056.56253237","538479436.278503","18007950.1002994","72.4929722852063","4387.31669833739","7078.80517258752","20058.1251074963","7832.97108391208","9524.73241999879","510097.89187511","2474823.27661674","755028.099386573","455533.745173471","146859.424000492","105714.125479977"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S1-N1-B2-R1-P1-F1-E1-M1","5600","-0.0184661872197079","-0.0201233638373085","0.130217436386631","49055.2142157425","4492924.63067154","491182296.92432","18007950.1002994","72.5275179563459","4414.18879571172","7124.68229994841","20066.0109905944","7842.03734692253","9535.76726460909","510707.706587671","2507362.11414002","765563.329051554","455982.491744937","147286.861229767","106022.127917597"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S2-N1-B2-R1-P1-F1-E1-M1","5600","-0.0207004582104577","-0.0274978080763272","0.349114453799243","48943.5495531093","4459111.37200589","586312965.007403","18007950.1002994","73.5361075726023","4385.55415443292","7070.88099103234","20057.9097935709","7832.1963790737","9523.47212742679","524336.45833015","2473205.66327805","753526.192011195","455527.757627107","146830.260304944","105685.040454442"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S2-N1-B2-R1-P1-F1-E1-M1","5600","-0.0193111437351849","-0.0209703385087633","0.129657951003493","49012.9848780162","4489041.08735344","490939149.626518","18007950.1002994","73.5853692484631","4404.076827888","7101.90084911457","20063.5493909955","7838.61392608829","9531.25851468136","525226.268245714","2494618.87545986","760357.669774762","455832.455430864","147115.832520288","105889.985921954"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S2-N1-B2-R1-P1-F1-E1-M1","5600","-0.0202915958807007","-0.0257313580332421","0.239124278477244","48963.9837234963","4467210.88842921","538512227.543566","18007950.1002994","73.5559846973859","4391.02393954507","7080.10033146785","20059.5554812237","7834.04099429979","9525.70699226248","524681.5998471","2478921.62798269","755351.676028404","455610.415293359","146906.165931957","105739.403345695"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S2-N1-B2-R1-P1-F1-E1-M1","5600","-0.0181985553674866","-0.0151728078956014","0.130361052009841","49068.5899524423","4515623.89086935","491244710.977945","18007950.1002994","73.6397316469469","4419.29968025364","7127.74482377814","20067.6603549159","7843.29411471976","9536.95124712794","526254.959156573","2513525.29700949","766370.147067288","456074.560543388","147344.381959901","106054.545132709"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S3-N1-B2-R1-P1-F1-E1-M1","5600","-0.0195145325586598","0.0322060713493326","0.349367947639315","49002.8198870859","4732865.25133979","586423131.142355","18007950.1002994","86.075152536012","4403.84014273832","7075.92966664309","20067.2031652825","7839.75290488095","9530.01885500506","769424.288339142","2499076.00427498","755053.091821078","456154.695393061","147255.208957276","105901.962554249"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S3-N1-B2-R1-P1-F1-E1-M1","5600","-0.01791728676115","0.0413246808506991","0.130176805689152","49082.6472284692","4774675.84638225","491164639.189913","18007950.1002994","86.3189438690198","4425.85337636329","7112.11930790247","20073.3884081252","7846.64004606597","9538.32714614322","774668.471119324","2526252.68952536","763557.987283472","456500.577033315","147570.036153854","106126.085266921"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S3-N1-B2-R1-P1-F1-E1-M1","5600","-0.0189759899646844","0.035601700085572","0.239515275955935","49029.7352332185","4748434.86839425","538682151.518805","18007950.1002994","86.2131884750644","4411.46596290689","7088.55738551262","20069.1344581071","7841.8420500911","9532.52218812572","772419.593748824","2508446.32751227","757996.836064448","456259.230387347","147346.559376733","105966.32130463"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S3-N1-B2-R1-P1-F1-E1-M1","5600","-0.0164303443302807","0.0519858980711561","0.131138106485625","49156.9618150102","4823559.59733105","491582411.839711","18007950.1002994","86.7104054044306","4447.45832083908","7147.84524333002","20078.2585779611","7851.9659583376","9544.72330913796","783401.03351735","2556331.74168267","772865.523414988","456802.927065067","147840.696018495","106317.675632476"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S1-N2-B2-R1-P1-F1-E1-M1","5600","-0.0193028636225534","-0.0304241995544511","0.349092370783796","49013.398702475","4445693.29888748","586303367.928203","18007950.1002994","72.5011491560987","4384.24779335679","7073.88086558954","20075.4488471424","7855.0547303113","9552.26531691891","510184.721942397","2471641.23640438","753990.942701474","456160.387121234","147516.859522351","106199.151195648"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S1-N2-B2-R1-P1-F1-E1-M1","5600","-0.0175879309628906","-0.0239141824633097","0.129611417748186","49099.1078119218","4475542.99124204","490918926.693754","18007950.1002994","72.5280948896002","4402.55651230756","7105.05746742168","20085.1825105374","7866.85643151981","9566.92679524579","510640.474558057","2492745.95648178","760847.417409196","456683.292023479","148041.227711445","106584.623058087"
