"Policy1","Policy2","Policy3","Policy4","MSA","BaselineAdjDeaths","BaselineAdjEmpDays","Deaths","Case","EmpDaysLost","Population","Death5_17","Death18_49","Death50_59","Death60_69","Death70_79","Death80","Case5_17","Case18_49","Case50_59","Case60_69","Case70_79","Case80"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N3-E2-M1","1600","-0.0973869590556419","-0.195734199763216","6483.16479407707","757130.663036805","139970031.120264","7948739.042392","5.28314497878171","853.944239889972","1329.10441417211","3277.37597271133","512.963724334308","504.493297990573","44690.3223842239","472003.765975257","145562.412961633","78176.2771116977","10318.3608010125","6379.52380298062"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N3-E2-M1","1600","0.0214528027391734","0.0383984188891207","7336.75068842507","977541.607710317","117832789.142744","7948739.042392","5.47549352654046","966.978395646326","1497.11734273429","3739.74542975544","568.327560972378","559.10646579009","49213.8446404196","616087.184099626","188790.217969903","102018.965432441","13240.0596282575","8191.33593966999"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N3-E2-M1","1600","-0.103496840058968","0.11185769190207","6439.27958123402","1046695.69590619","164274371.240297","7948739.042392","17.3038738615072","850.041047753103","1314.12917767543","3234.64992974123","516.502299297048","506.653252905694","337558.504419787","472628.662570543","142712.381414157","76527.0312128483","10706.8011766449","6562.31511220709"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N3-E2-M1","1600","-0.0683241225122369","0.18109343062795","6691.91333874366","1111873.77602837","116023219.647233","7948739.042392","17.5086075139765","880.863310704771","1360.38728461601","3369.85275011055","536.52533534229","526.776050456062","342184.494285419","512521.071569489","154611.072083859","83640.1366626067","11717.2628372317","7199.73858976905"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N3-E2-M1","1600","-0.0872166466137103","0.146569072791271","6556.21471533603","1079372.767118","140093617.423897","7948739.042392","17.416054377929","866.06654798315","1336.31286851096","3296.60233706656","524.87467568721","514.942231710217","340104.456844118","493225.877158969","148327.54689925","79781.5083456924","11116.5236688497","6816.85420112193"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N3-E2-M1","1600","0.0372357843909317","0.407604368964407","7450.11451804932","1325109.71976399","118114071.963218","7948739.042392","17.9445539893306","986.139059503456","1511.72971937016","3779.753060833","582.616309483455","571.931814869914","352359.028321686","650089.860494064","194369.688785276","105356.626450313","14202.5876864454","8731.92802620493"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N1-E1-M2","1600","-0.118741126449484","-0.235051331682588","6329.78501783349","720117.767362197","164242577.420994","7948739.042392","4.75348798485711","838.225839656385","1310.33415346678","3212.36726053026","486.748868726834","477.355407468373","35625.5584954676","453215.656919106","141090.49376794","75109.6886033253","9333.06268641469","5743.30688994361"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N1-E1-M2","1600","-0.09464907322561","-0.151211997028593","6502.83010381478","799043.578973801","120066964.748997","7948739.042392","4.84090005011078","884.771640682689","1382.33678571978","3232.96017000009","503.59118355916","494.329423802958","37416.4951708103","510093.962862836","158705.945570769","76387.4827654169","10168.4458188302","6271.24678513839"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N1-E1-M2","1600","-0.106915106355423","-0.188136309444943","6414.72732826992","764283.268223625","142101432.478802","7948739.042392","4.79767980383344","863.980762000358","1346.36583388832","3221.13599806095","493.939139745428","484.507914771036","36530.8426720094","486259.620828553","150188.31939564","75651.7112149977","9688.12044493377","5964.65366749219"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N1-E1-M2","1600","-0.0248073034666049","0.103582487964463","7004.47996075002","1038905.47202473","122817872.005548","7948739.042392","5.10118279000506","1034.26738718441","1606.65288810711","3281.31137000772","543.397127945655","533.75000471513","42830.6142954131","684734.293217228","212235.388353433","79426.3765324899","12167.0094477023","7511.79017846234"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N1-E1-M2","1600","-0.116885185385052","-0.199043670181685","6343.1156160223","754015.148823099","164261069.728993","7948739.042392","6.27846062883542","841.499738729854","1311.74887352794","3215.44927148458","489.02363169891","479.115639952182","64452.6669481725","457474.167028607","141520.543042858","75313.2919173302","9453.17664857832","5801.30323755295"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N1-E1-M2","1600","-0.0920779724194926","-0.108789422798005","6521.29745302436","838979.918111281","120130298.218298","7948739.042392","6.45734825347984","889.848929427633","1385.38893357613","3236.68877487162","506.356965583572","496.556501311928","68667.9511378718","517327.803129423","159671.753933759","76643.6249924885","10320.5646905329","6348.22022720486"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N1-E1-M2","1600","-0.104659150062642","-0.148646238460435","6430.93110081793","801458.967624331","142141228.922249","7948739.042392","6.37035419341831","868.268899126241","1348.76680577942","3224.55355029205","496.465537537555","486.505953889242","66610.1618381676","492168.938811408","150940.784068083","75882.3629975908","9824.49131755181","6032.22859152951"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N1-E1-M2","1600","-0.0207386307748042","0.161072551227342","7033.70386330577","1093026.2486429","122934434.070114","7948739.042392","6.94604016612955","1043.33068610954","1613.02179457768","3286.37330173503","547.140084960297","536.891955757087","80422.4986857184","698487.49214694","214309.185061393","79794.6817027597","12385.1221817611","7627.26886432949"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N1-E1-M2","1600","-0.0858259847824773","0.694151353337459","6566.20336984881","1594863.21196233","164491124.058876","7948739.042392","45.5188170925591","884.89118303447","1335.54034343126","3264.56149393353","528.315769818233","507.375762538759","807388.450442038","538795.796183028","150360.895279029","79328.4964691197","12017.1921769024","6972.38141221507"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N1-E1-M2","1600","-0.0559520241915094","0.812635595700361","6780.77794475233","1706403.51736041","120845593.843735","7948739.042392","45.7764954368568","944.790630880513","1426.27390223607","3288.8019633244","547.995718054456","527.139234820033","809886.519254749","620077.596108628","174852.553674336","80916.6100036788","13047.7442934948","7622.49402551983"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N1-E1-M2","1600","-0.0701245877260602","0.765569135889729","6678.98120486378","1662095.45413961","142630003.406241","7948739.042392","45.6669073378459","919.82550410718","1384.66964358075","3275.4958457415","537.169928959918","516.153375136583","808856.40851222","589005.513081682","164416.587058391","80060.2321365612","12489.8897788427","7266.82357190849"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N1-E1-M2","1600","0.0241584822137435","1.12594231011379","7356.18467078282","2001348.44769051","123981412.163926","7948739.042392","46.3032686374666","1120.31998180952","1681.83959274178","3343.74515125173","592.667566847462","571.309109494864","815093.427260673","838252.018583779","239076.30443769","84498.3157454484","15366.1083843685","9062.27327855429"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N2-E1-M2","1600","-0.104578632418286","-0.224397084861707","6431.50943187844","730147.606946668","164274250.580534","7948739.042392","4.77974736758969","842.957372219994","1317.80010255154","3243.28201960886","515.719430863845","506.970759266609","36051.4011651887","458354.382447368","142609.815353344","76438.5908639468","10318.3054956916","6375.11162113008"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N2-E1-M2","1600","-0.0719901748047335","-0.129869872845926","6665.58132261071","819134.91771813","120157372.043959","7948739.042392","4.87899177410517","893.020035512467","1395.35867756008","3282.56267488311","549.175770970773","540.585171910185","38118.846833792","520806.138934834","161869.831511565","78901.8056583335","12001.6268402216","7436.66793938366"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N2-E1-M2","1600","-0.0890448062890107","-0.17226296642211","6543.08366148769","779226.331479517","142161062.03822","7948739.042392","4.82987592064225","870.547416024368","1356.62541253258","3259.9678391163","530.014354213283","521.098763680512","37093.7574274486","494257.600235149","152538.002751897","77482.3893744238","11035.1449407856","6819.43674981261"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N2-E1-M2","1600","0.0165887499752797","0.147134120955053","7301.81383929378","1079904.69983324","122996450.367586","7948739.042392","5.16844102702721","1049.90403205477","1631.34152486758","3372.23705154185","626.505019910506","616.657769892041","44207.9110550259","706587.116561573","218749.030369374","84570.0030658805","15925.5370639256","9865.10171745841"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N2-E1-M2","1600","-0.102090257723424","-0.186572967595274","6449.38258735525","765754.988208292","164294476.14244","7948739.042392","6.34482465739572","846.536234440111","1319.52623520757","3247.6832220251","519.251266398439","510.040804626633","65805.7006397634","463100.123205538","143136.52196644","76730.1207719523","10505.5774203042","6476.94420429426"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N2-E1-M2","1600","-0.068566664511215","-0.0848823014949363","6690.17124143559","861485.92868411","120225437.942762","7948739.042392","6.54556692984705","898.540067042185","1398.87318562914","3288.03838781756","553.618581162829","544.555452854027","70589.016754155","528803.156290781","162989.005733145","79280.7738141168","12248.5783405608","7575.39775135142"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N2-E1-M2","1600","-0.0860398411343305","-0.130553714666597","6564.66731186113","818491.153416646","142204034.052726","7948739.042392","6.4478618446824","875.218532671906","1359.42600687039","3264.93092506491","534.015418526","524.628566883239","68249.8908178622","500808.432297192","153420.559436698","77819.3655548082","11252.9333185345","6939.9719915525"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N2-E1-M2","1600","0.0218854604001997","0.208462961962574","7339.85832235967","1137639.27718519","123119345.112627","7948739.042392","7.08620667848866","1059.57553736307","1638.35423190699","3379.8206533757","632.689546387891","622.332146647526","83686.588884886","721422.979509633","221039.923957346","85124.8836143977","16289.4640025697","10075.4372163616"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N2-E1-M2","1600","-0.0634157948775332","0.71643638415301","6727.1681993269","1615842.19695984","164539154.836804","7948739.042392","45.6779673780906","892.348930988807","1346.82777653054","3312.90006739685","574.269439404148","555.144017628469","808801.784069076","549136.295797661","153313.076015502","82093.4055807401","14134.3153785784","8363.32011828046"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N2-E1-M2","1600","-0.0239074942736148","0.847191338929364","7010.94298645069","1738934.0722777","120969757.149259","7948739.042392","45.9507135293496","956.284559081212","1443.79710099682","3358.1210452757","612.854311355143","593.935256212462","811438.86039392","636921.908274472","179689.655451206","85061.2507450804","16171.2941440367","9651.10326898586"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N2-E1-M2","1600","-0.0433120940945688","0.794206460143583","6871.56629600232","1689054.44741464","142715100.019677","7948739.042392","45.8341873992643","929.46778788529","1399.22438260161","3333.15356384672","591.591342196918","572.295032072515","810343.489591357","602869.924813724","168380.277462923","83450.5690243062","15066.4613946396","8943.72512768665"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N2-E1-M2","1600","0.0764982341344769","1.18260731819178","7732.12344143054","2054692.52265235","124192224.759874","7948739.042392","46.5074426458024","1139.3387898031","1711.24523498198","3457.94321348359","698.609643163245","678.479117352819","816917.480999248","865948.584444674","247204.971936544","91549.9758470573","20642.3526463689","12429.15677846"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N3-E1-M2","1600","-0.0884013713239694","-0.211902417411995","6547.70523764868","741910.006700381","164309390.071506","7948739.042392","4.80904171010151","848.274371153737","1326.22124338161","3278.47945231137","548.927504221551","540.993624870312","36540.3896160982","464340.932887775","144384.871325613","78012.8390457265","11497.5665327653","7133.40729240253"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N3-E1-M2","1600","-0.0463618271767239","-0.105447414820844","6849.66109271734","842126.062973934","120256400.146729","7948739.042392","4.92136767478929","902.155383830792","1409.84505843603","3338.41774382777","600.993651908554","593.327887039404","38918.8415065037","532953.517154531","165471.832464679","81815.562177122","14155.1321924558","8811.17747864192"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N3-E1-M2","1600","-0.0686790456451021","-0.153892449378788","6689.36404568538","796520.218332898","142226697.368649","7948739.042392","4.86574796505441","877.867354414156","1368.11787201179","3304.08121778918","571.315946439666","563.115907065539","37737.3612198022","503425.024752061","155243.003426643","79635.9328757919","12638.1346017871","7840.76145681206"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N3-E1-M2","1600","0.0625887913601528","0.195380616232622","7632.21660914572","1125323.64086984","123185946.735835","7948739.042392","5.24214059614254","1066.75554820512","1658.10672315173","3472.88384613902","719.416803488431","709.811547565266","45741.1043925222","730494.834407324","225904.142850049","90380.4000783363","20227.6603461278","12575.4987954773"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N3-E1-M2","1600","-0.0851955262979036","-0.172062064685981","6570.73174033084","779415.459084639","164331525.808603","7948739.042392","6.41706722527475","852.190637433825","1328.29735686211","3284.37688152729","553.892720992948","545.557076289405","67299.45036794","469637.447262797","145022.387938327","78406.3844879849","11763.3186051563","7286.47042243385"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N3-E1-M2","1600","-0.0419780962287873","-0.0576369488446886","6881.1479523783","887134.528824363","120329599.163191","7948739.042392","6.64157222735244","908.158358061782","1413.8717286451","3345.86362568834","607.337539282085","599.275128473644","72706.8361779816","541795.209849924","166763.278067588","82335.804344238","14511.9153839448","9021.48500068637"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N3-E1-M2","1600","-0.0648263539411638","-0.109728477999038","6717.03662971017","838095.897571334","142273138.087732","7948739.042392","6.5322495486635","882.959172991785","1371.3641343953","3310.79461258522","576.996084981492","568.390375207713","70059.6510228007","510693.296060728","156273.063320086","80095.9696957823","12950.8398626423","8023.07760929534"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N3-E1-M2","1600","0.0692341358695938","0.260818282177326","7679.94787560631","1186926.23964963","123315486.340547","7948739.042392","7.23719854402188","1077.06946774679","1665.81108173991","3483.2407534474","728.299932312016","718.289441816168","87232.230834917","746476.228027058","228428.927134932","91142.390000461","20754.453572166","12892.0100800942"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N3-E1-M2","1600","-0.0384069898366566","0.741293338787502","6906.79800415812","1639242.37453539","164591637.473644","7948739.042392","45.8414602751217","900.568029724699","1359.32261541358","3366.7419802929","625.702858808499","608.621059643328","810250.113757312","560686.124992079","156621.507391674","85210.9780987144","16534.4235093686","9939.2267862461"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N3-E1-M2","1600","0.011724951396928","0.885480531702902","7266.87881589143","1774979.27263713","121104162.087606","7948739.042392","46.1297155671516","968.835277867479","1463.03812938485","3434.9858162381","685.275010768722","668.614866065132","813029.981000923","655518.711574527","185058.423622636","89715.1300426023","19707.3436921214","11949.6827043217"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N3-E1-M2","1600","-0.0133848354938886","0.82606555173896","7086.52369251874","1719046.39178956","142807560.961677","7948739.042392","46.0060369277511","940.042587045207","1415.27521717213","3397.38843728447","652.561328438009","635.250085651173","811867.740302025","618258.849571578","172801.302107649","87276.5843404155","17992.8868117081","10849.0286561886"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N3-E1-M2","1600","0.133945322257801","1.24407558705727","8144.74648402886","2112558.35649503","124414282.022118","7948739.042392","46.7167078702295","1159.63492435915","1742.86054461855","3582.93339491095","815.489687898933","797.111224371053","818780.753256436","895707.74665201","255999.869589466","99343.5128446833","26528.3093384698","16198.1648139607"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N1-E2-M2","1600","-0.118741126449484","-0.235051331682588","6329.78501783349","720117.767362197","164242577.420994","7948739.042392","4.75348798485711","838.225839656385","1310.33415346678","3212.36726053026","486.748868726834","477.355407468373","35625.5584954676","453215.656919106","141090.49376794","75109.6886033253","9333.06268641469","5743.30688994361"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N1-E2-M2","1600","-0.0605882935081195","-0.127995266210654","6747.47718723407","820899.660374449","116382082.553381","7948739.042392","4.85723342997436","891.893097169605","1393.95922454223","3447.68533205712","509.169769908684","499.912530126457","37750.7725301077","518444.215229859","161366.812628524","86464.3667320654","10434.8658857559","6438.62736813734"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N1-E2-M2","1600","-0.0901052762342178","-0.174141993786355","6535.46666383524","777457.427177311","140238310.865077","7948739.042392","4.80506717207736","868.017624718288","1352.47852680613","3327.41704300189","496.105010487869","486.643391648991","36693.377831088","491930.219533069","151884.831673518","81116.9305371155","9798.90632124881","6033.16128127199"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N1-E2-M2","1600","0.0966046254398953","0.172764987636566","7876.54086322056","1104033.43324335","119711978.72777","7948739.042392","5.15116778730772","1054.16002602959","1638.73986968141","4070.96842842505","558.634382876361","548.886988420832","43797.4838235908","705412.080070287","218886.609928148","115111.102844802","12872.4594628034","7953.69711371578"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N1-E2-M2","1600","-0.116885185385052","-0.199043670181685","6343.1156160223","754015.148823099","164261069.728993","7948739.042392","6.27846062883542","841.499738729854","1311.74887352794","3215.44927148458","489.02363169891","479.115639952182","64452.6669481725","457474.167028607","141520.543042858","75313.2919173302","9453.17664857832","5801.30323755295"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N1-E2-M2","1600","-0.0574090491912783","-0.0844311170778925","6770.31262600099","861910.670798878","116449664.837727","7948739.042392","6.49002524971892","897.154950627656","1397.09068299738","3455.34410192047","512.016553313871","502.216311891901","69442.9150824359","525997.666748857","162363.502516309","86995.3277969669","10592.4348616459","6518.82379266391"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N1-E2-M2","1600","-0.0874860660684399","-0.13410620037314","6554.27956633584","815146.866170275","140279861.415085","7948739.042392","6.38510103430834","872.382484580597","1354.91253128141","3333.25397697572","498.668902692744","488.676569771061","66971.2751355488","497972.282496293","152649.321075195","81514.0361960284","9937.76222450702","6102.18904270309"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N1-E2-M2","1600","0.102494299404336","0.233525749196245","7918.84440323467","1161233.2242487","119840380.912276","7948739.042392","7.04823443942517","1063.67774412955","1645.32631743004","4087.95933210188","562.5967365822","552.236038551578","82778.5252153546","719907.741270403","221038.707333031","116325.398805726","13105.114231605","8077.73739258486"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N1-E2-M2","1600","-0.0858259847824773","0.694151353337459","6566.20336984881","1594863.21196233","164491124.058876","7948739.042392","45.5188170925591","884.89118303447","1335.54034343126","3264.56149393353","528.315769818233","507.375762538759","807388.450442038","538795.796183028","150360.895279029","79328.4964691197","12017.1921769024","6972.38141221507"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N1-E2-M2","1600","-0.0148667061942401","0.84151027529779","7075.87991548684","1733585.95543267","117196535.041382","7948739.042392","45.8185369028229","952.637849448919","1438.2621387802","3551.96898613931","554.029819442662","533.162584772928","810294.401256499","629608.529574362","177650.626296006","94877.608264374","13345.5870979838","7809.20294344611"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N1-E2-M2","1600","-0.0483117041334179","0.7833325312866","6835.65578472268","1678817.80057117","140786470.134153","7948739.042392","45.6888482166248","924.189619450065","1390.96645996644","3416.68226722142","539.594536308311","518.534053559813","809075.191537205","595212.603812768","166179.559181278","88384.9697905911","12619.0739610624","7346.4022882654"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N1-E2-M2","1600","0.164609831435135","1.20876556295227","8364.99930257682","2079317.7264016","120968416.525662","7948739.042392","46.4287677840136","1141.82764885753","1714.67680007403","4265.44767172996","609.060757044093","587.557657087184","816295.110540985","861105.95485863","245917.520723338","130302.212521347","16146.7656277586","9550.16212954263"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N2-E2-M2","1600","-0.104578632418286","-0.224397084861707","6431.50943187844","730147.606946668","164274250.580534","7948739.042392","4.77974736758969","842.957372219994","1317.80010255154","3243.28201960886","515.719430863845","506.970759266609","36051.4011651887","458354.382447368","142609.815353344","76438.5908639468","10318.3054956916","6375.11162113008"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N2-E2-M2","1600","-0.0345548418483335","-0.103083097508511","6934.46668285718","844351.816118962","116489675.573257","7948739.042392","4.89895896700901","901.196191333467","1408.69567382495","3508.0971297643","560.040568014146","551.538160953315","38537.777984185","530827.818599652","165035.706309769","89649.6957618237","12529.659509487","7771.15795404528"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N2-E2-M2","1600","-0.0707434419249161","-0.156710190424225","6674.536184049","793867.614995333","140304545.82647","7948739.042392","4.83879527442389","875.017804544603","1363.4483201553","3371.73165060065","534.223084323936","525.276529150088","37292.4970506681","500624.50423204","154449.994586726","83291.4332556973","11253.6937133424","6955.49215685847"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N2-E2-M2","1600","0.146424408039458","0.224434900179739","8234.37954485552","1152675.1573243","119929847.124159","7948739.042392","5.22860870810821","1072.27518679803","1667.52943968582","4187.92793502341","655.608012449857","645.810362190298","45400.6886588123","730964.390994432","226526.746084585","121761.70864254","17292.3776649792","10729.2452789544"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N2-E2-M2","1600","-0.102090257723424","-0.186572967595274","6449.38258735525","765754.988208292","164294476.14244","7948739.042392","6.34482465739572","846.536234440111","1319.52623520757","3247.6832220251","519.251266398439","510.040804626633","65805.7006397634","463100.123205538","143136.52196644","76730.1207719523","10505.5774203042","6476.94420429426"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N2-E2-M2","1600","-0.030464229081093","-0.0567664629447493","6963.84817356889","887953.998664298","116562434.790405","7948739.042392","6.58486906208838","906.92764708546","1412.31110525216","3517.73540228191","564.632798765545","555.656351121732","71535.9400457683","539198.594580578","166194.022549898","90322.5396350137","12786.7393271165","7916.16252592302"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N2-E2-M2","1600","-0.0673429193923921","-0.114369971831268","6698.96098954623","833726.425064057","140349453.383159","7948739.042392","6.46543283444776","879.777488804068","1366.2928757574","3379.25776340073","538.293335096388","528.874093653192","68684.7081920951","507331.563499962","155348.708458687","83806.4768932309","11476.1064669646","7078.86155311704"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N2-E2-M2","1600","0.153646861031792","0.289439297371715","8286.2559867445","1213869.87968074","120065188.335275","7948739.042392","7.20716582820466","1082.44590960445","1674.79343797613","4207.77039970964","662.17580787255","651.863265753523","86512.8112297791","746625.505162174","228907.488046175","123187.387276216","17681.5304272559","10955.1575391412"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N2-E2-M2","1600","-0.0634157948775332","0.71643638415301","6727.1681993269","1615842.19695984","164539154.836804","7948739.042392","45.6779673780906","892.348930988807","1346.82777653054","3312.90006739685","574.269439404148","555.144017628469","808801.784069076","549136.295797661","153313.076015502","82093.4055807401","14134.3153785784","8363.32011828046"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N2-E2-M2","1600","0.0207940632652466","0.879874914859164","7332.01918514282","1769702.180914","117339985.665815","7948739.042392","45.9974076329861","965.270770667252","1457.58765865616","3632.98748209379","624.499836183948","605.676029908681","811890.821804955","648262.259468545","183022.544666085","99754.1449824284","16752.6593831002","10019.7506088835"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N2-E2-M2","1600","-0.019839458486394","0.813705457767332","7040.16231433583","1707410.67864451","140879270.825057","7948739.042392","45.8582265608254","934.312257422093","1406.29151850347","3480.54413817341","596.244052296256","576.912121379767","810581.992616224","609857.08929505","170381.63157821","92174.0471832924","15316.4359517764","9099.48201995208"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N2-E2-M2","1600","0.225488090615606","1.27325757854622","8802.26728867926","2140030.09600983","121218636.253077","7948739.042392","46.6452156811944","1163.36926933109","1748.20154674785","4404.98599281897","729.568317331904","709.496946768247","818230.125810813","892445.014754066","255151.817833733","138709.743918383","22125.7366603443","13367.6570324869"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N3-E2-M2","1600","-0.0884013713239694","-0.211902417411995","6547.70523764868","741910.006700381","164309390.071506","7948739.042392","4.80904171010151","848.274371153737","1326.22124338161","3278.47945231137","548.927504221551","540.993624870312","36540.3896160982","464340.932887775","144384.871325613","78012.8390457265","11497.5665327653","7133.40729240253"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N3-E2-M2","1600","-0.00518907033985627","-0.0746623042824596","7145.39110712152","871106.968473989","116607275.931291","7948739.042392","4.94538994416984","911.483328363916","1425.06208605004","3575.71162358474","617.825185995976","610.363493182674","39434.0222383498","544835.117734264","169201.596082968","93307.5783412706","14987.6755374492","9340.97853968682"
