"Policy1","Policy2","Policy3","Policy4","MSA","BaselineAdjDeaths","BaselineAdjCases","BaselineAdjEmpDays","Deaths","Case","EmpDaysLost","Population","Death5_17","Death18_49","Death50_59","Death60_69","Death70_79","Death80","Case5_17","Case18_49","Case50_59","Case60_69","Case70_79","Case80"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S2-N2-B1-R1-P1-F1-E1-M1","5600","-0.0404337646326326","-0.0386620065977775","0.169812607135643","52093.4485341325","4811065.33633733","516648773.600897","18007950.1002994","72.9021352909851","4619.47415673445","7623.4251134407","21092.5210317714","8464.99738023743","10220.1287166575","537766.744569128","2678671.80158232","832077.789067204","484302.116349307","162256.297075856","115990.587693514"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S3-N2-B1-R1-P1-F1-E1-M1","5600","-0.045483996319752","0.089770737573827","0.381968187834445","51819.2788366361","5453813.5973812","610347473.642272","18007950.1002994","109.949244931722","4576.23210321543","7478.81040184165","21069.7902239557","8425.03823290232","10159.4586297894","1249825.50880026","2644652.49413198","800453.372454198","483560.025983359","160793.006669063","114529.189342342"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S3-N2-B1-R1-P1-F1-E1-M1","5600","-0.0395667684782114","0.115470866192568","0.169178391502617","52140.5164882611","5582431.2103182","516368671.705087","18007950.1002994","110.720142614849","4641.62251568292","7586.09750492193","21109.7841439784","8473.25583405631","10219.0363470067","1263075.55945003","2727846.31193242","826454.684043638","485830.680827557","163048.242518365","116175.731546188"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S3-N2-B1-R1-P1-F1-E1-M1","5600","-0.0436233762798574","0.0992994896576438","0.274841047994333","51920.2891793486","5501500.72632402","563034677.490001","18007950.1002994","110.360376991454","4598.38125671118","7515.6502131356","21081.2574232192","8438.56363213397","10176.0762771572","1257046.25005347","2674102.23655569","809785.844415673","484193.31279841","161402.515597041","114970.566903731"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S3-N2-B1-R1-P1-F1-E1-M1","5600","-0.0342599505529366","0.144800559772302","0.171911239371959","52428.615877632","5729213.16741891","517575636.386028","18007950.1002994","111.855591301256","4706.52540209649","7693.00535339654","21141.1699073175","8510.78661380705","10265.2730097132","1283342.87854594","2820611.84488745","854936.537268","487782.60509288","164967.639221097","117571.662403548"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S1-N3-B1-R1-P1-F1-E1-M1","5600","-0.0472065833022017","-0.0794426871995567","0.381530179101137","51725.7621068801","4606976.32687136","610154026.697428","18007950.1002994","70.1681112061738","4521.04507005128","7468.91134519893","21060.4127940127","8428.84716091341","10176.3776254977","496035.213178924","2558838.29905441","796365.201458956","481759.875813517","159779.255428493","114198.481937054"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S1-N3-B1-R1-P1-F1-E1-M1","5600","-0.0408863847387028","-0.0609312193126916","0.16787649037766","52068.8764500678","4699617.91816021","515793685.920649","18007950.1002994","70.2740553938506","4573.78958665766","7558.79412394143","21112.8064022237","8494.56990288169","10258.6423789694","497905.574020969","2621260.51359435","816569.079765586","484657.312330941","162794.213403956","116431.225044407"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S1-N3-B1-R1-P1-F1-E1-M1","5600","-0.0455795561371771","-0.0751578637388166","0.273923697821394","51814.0910338066","4628419.94583344","562629528.973974","18007950.1002994","70.1958591216075","4534.52857026998","7492.1209010596","21073.9814137887","8445.74673265391","10197.5175569128","496488.932369697","2573211.46284366","801060.896222469","482448.079352825","160487.837142546","114722.737902243"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S1-N3-B1-R1-P1-F1-E1-M1","5600","-0.0361489006413054","-0.0461246679996202","0.169645147802458","52326.0675379916","4773718.06427106","516574815.03814","18007950.1002994","70.3459117556845","4614.02312154825","7628.15805134991","21151.0933695291","8543.02661110965","10319.420472699","499265.982980661","2671443.0873922","832616.523491005","486953.004578669","165212.855037742","118226.610790786"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S2-N3-B1-R1-P1-F1-E1-M1","5600","-0.0466958118261459","-0.0707238927143924","0.381599325486183","51753.4911438345","4650609.98143417","610184565.259601","18007950.1002994","72.5567812947314","4528.06795923797","7470.78037567429","21065.9763744489","8434.1529361217","10181.9567170569","530758.298258517","2566598.5436769","796827.703935438","482062.86830585","160016.547777138","114346.019480331"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S2-N3-B1-R1-P1-F1-E1-M1","5600","-0.0402274868555884","-0.0509181531709785","0.168072645012968","52104.647053178","4749728.82166706","515880317.788993","18007950.1002994","72.7729072442427","4583.13321416507","7563.05583751342","21119.327681917","8500.90683086277","10265.4505814755","534914.238146866","2632403.26065825","817676.699006332","485025.757976299","163089.404143745","116619.461735567"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S2-N3-B1-R1-P1-F1-E1-M1","5600","-0.0449925678865368","-0.0658345487258438","0.274053038490679","51845.957768064","4675078.95440952","562686652.395071","18007950.1002994","72.633059610155","4542.67683972547","7495.46735298275","21079.9832586174","8451.5299444506","10203.6673126776","532160.782364682","2582572.89874038","801923.400651794","482780.791106777","160751.895474191","114889.186071701"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S2-N3-B1-R1-P1-F1-E1-M1","5600","-0.0352813955936783","-0.034221268357058","0.169961696526346","52373.1631191886","4833289.23881939","516714619.062293","18007950.1002994","72.9893916126379","4626.69351953883","7636.90506468804","21158.6377564021","8550.44005569469","10327.4973312523","539275.871348331","2687605.92329706","834991.782004436","487391.476882622","165567.891770524","118456.293516414"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S3-N3-B1-R1-P1-F1-E1-M1","5600","-0.0420069971468399","0.0931257882948058","0.38202864349933","52008.0400401793","5470604.12093913","610374173.940191","18007950.1002994","110.169685262548","4581.36951996957","7487.63827329439","21115.0690459152","8482.66229673595","10231.1312190016","1253189.61764907","2650699.40780528","802233.73269887","485546.358423862","162875.254512123","116059.74984993"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S3-N3-B1-R1-P1-F1-E1-M1","5600","-0.0347140082197804","0.120223495928796","0.169319160822038","52403.9657504939","5606215.98979986","516430842.599635","18007950.1002994","110.964169592293","4648.68424786284","7598.54806591935","21172.4161855822","8553.67712296337","10319.6759585739","1266821.36909975","2736724.18011571","829162.263446568","488797.681459186","166200.391376184","118510.104302459"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S3-N3-B1-R1-P1-F1-E1-M1","5600","-0.0397582619363704","0.103077444041427","0.274933462172894","52130.1205882809","5520407.69297137","563075492.293779","18007950.1002994","110.588762261341","4604.16308623738","7525.66164442854","21131.3877841097","8502.52790027197","10255.791410972","1260531.91860445","2681079.93177559","811867.213321977","486443.244272127","163770.262796159","116715.122201062"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S3-N3-B1-R1-P1-F1-E1-M1","5600","-0.0283523248346733","0.150743050076817","0.172092122821309","52749.3322440176","5758952.66519367","517655523.721574","18007950.1002994","112.115257027813","4715.23338815338","7708.53113874478","21216.9534329106","8608.56048826392","10387.9385389171","1287319.43960705","2832024.01935907","858483.632569812","491554.455074811","169002.652068958","120568.46651397"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S1-N1-B2-R1-P1-F1-E1-M1","5600","-0.0521690520376451","-0.0802025727656452","0.336583214595316","51456.3569317667","4603173.44054867","590303160.03095","18007950.1002994","70.1279351731612","4523.35964491467","7469.1169768477","20990.6611599718","8338.92388790164","10064.1673269577","495564.163465447","2562488.21873507","796785.402165427","479162.848223123","157014.869279122","112157.938680475"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S1-N1-B2-R1-P1-F1-E1-M1","5600","-0.0483085905883356","-0.0635900181090293","0.122885790199468","51665.9357418742","4686311.82309984","495923503.355748","18007950.1002994","70.2184455200139","4573.98396986759","7554.47177082584","21011.2939074737","8362.80532756606","10093.162320621","497143.70420874","2621933.05039378","815886.244175865","480302.415444239","158105.193355379","112941.215521837"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S1-N1-B2-R1-P1-F1-E1-M1","5600","-0.0511763830321682","-0.0763746771720322","0.228962495658777","51510.2474813112","4622330.34054424","542772374.233766","18007950.1002994","70.1515474247916","4536.27054901674","7491.10944064639","20996.0285700035","8345.06670320264","10071.6206710171","495945.479073132","2576129.18105042","801208.504637962","479434.690897819","157270.861920549","112341.622964357"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S1-N1-B2-R1-P1-F1-E1-M1","5600","-0.0453916962396067","-0.0503633088547005","0.124629164729648","51824.2896730928","4752505.5685297","496693466.260447","18007950.1002994","70.2797395857573","4612.50960111504","7620.23596079821","21026.2927303634","8380.37163366706","10114.6000075632","498289.562177414","2669496.95225997","830971.476899925","481198.526397544","158977.507571444","113571.543223399"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S2-N1-B2-R1-P1-F1-E1-M1","5600","-0.0517694638206048","-0.0714722185568492","0.336695486976468","51478.0499920809","4646864.94634179","590352745.227483","18007950.1002994","72.4883293712992","4530.82502911035","7471.41311413929","20994.4631951413","8341.95204128796","10066.9082830307","529810.901382948","2570932.2634452","797368.19956863","479371.704311258","157151.010539387","112230.867094374"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S2-N1-B2-R1-P1-F1-E1-M1","5600","-0.047792634552844","-0.0536132524378822","0.123132045065251","51693.9462409832","4736241.05903833","496032262.035235","18007950.1002994","72.6809896583626","4583.77807954653","7559.19151591601","21015.612326705","8366.28283338116","10096.4004957761","533487.187225984","2633782.53179989","817126.662000215","480547.151927711","158266.801386825","113030.724697713"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S2-N1-B2-R1-P1-F1-E1-M1","5600","-0.0507153977275639","-0.0670575671911418","0.229137287493998","51535.2736997787","4668958.29571874","542849571.202538","18007950.1002994","72.5579431500458","4544.86261807679","7494.88760372925","21000.0650706141","8348.30474634843","10074.5957178601","531084.20834641","2586179.83474664","802193.56406642","479659.567624205","157418.799757624","112422.321177437"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S2-N1-B2-R1-P1-F1-E1-M1","5600","-0.0446985837765166","-0.0385348396274233","0.125001010022433","51861.917735746","4811701.74996833","496857692.063208","18007950.1002994","72.880985452756","4625.63817222809","7629.46114138095","21031.1947409272","8384.35271811106","10118.389977646","537488.62180677","2686391.98502299","833489.649916592","481484.351548461","159167.719151376","113679.422522136"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S3-N1-B2-R1-P1-F1-E1-M1","5600","-0.0480744286977496","0.0919761423101366","0.337409260234909","51678.6480486919","5464850.65859409","590667983.818991","18007950.1002994","109.930250104792","4585.8072716833","7489.79453217805","21028.9393671177","8371.58425379363","10092.5923738144","1249702.6512044","2658002.90401652","803286.243764105","481826.443643044","158903.228526271","113129.187439755"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S3-N1-B2-R1-P1-F1-E1-M1","5600","-0.0433967105044955","0.117070452387555","0.124683196642672","51932.5945330262","5590436.42154256","496717329.50267","18007950.1002994","110.686835085236","4651.05971111224","7596.32440354775","21052.3626850889","8397.89567351506","10124.265224677","1262718.92504427","2741222.54021712","829179.115514024","483170.212281575","160138.568455181","114007.060030383"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W3-S3-N1-B2-R1-P1-F1-E1-M1","5600","-0.0465483223101308","0.101406445801507","0.230309859071942","51761.4981341064","5512045.09650235","543367438.478039","18007950.1002994","110.337603946145","4608.03646507435","7526.61302057574","21035.8466064143","8379.09994791565","10101.5644901802","1256865.78963296","2687690.04533722","812657.208899001","482216.282144774","159245.93325552","113369.837232879"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W4-S3-N1-B2-R1-P1-F1-E1-M1","5600","-0.0390278526732932","0.145983504492812","0.127462305243109","52169.7734396971","5735133.2749968","497944725.276456","18007950.1002994","111.815430546357","4716.02082129309","7702.92517060159","21071.1493511462","8418.6793928685","10149.1832732414","1282876.85340314","2834272.20481385","857656.158551739","484355.595282375","161208.852717532","114763.610228171"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W1-S1-N2-B2-R1-P1-F1-E1-M1","5600","-0.0494209178767844","-0.078301762302259","0.336637169775187","51605.549119025","4612686.14408697","590326989.383908","18007950.1002994","70.160689373007","4527.27371380131","7476.36476986911","21026.4477957622","8384.45009488105","10120.8520553384","495999.801456151","2566482.03215434","798070.039124019","480513.653754834","158425.029787019","113195.58781061"
"W4-S3-N3-B2-R2-P2-F2-E2-M4","W1-S1-N1-B1-R1-P1-F1-E2-M1","W2-S1-N1-B1-R2-P1-F1-E2-M1","W2-S1-N2-B2-R1-P1-F1-E1-M1","5600","-0.0443009484486987","-0.0604693450427883","0.123005948400706","51883.5047765584","4701929.39165333","495976571.331703","18007950.1002994","70.2601907470546","4579.63375738813","7565.05970303633","21062.9614383776","8429.1897129078","10176.3999741015","497751.358162659","2628454.82973497","818014.993397401","482532.696908058","160474.450828007","114701.062622235"
