"Policy1","Policy2","Policy3","Policy4","MSA","BaselineAdjDeaths","BaselineAdjCases","BaselineAdjEmpDays","Deaths","Case","EmpDaysLost","Population","Death5_17","Death18_49","Death50_59","Death60_69","Death70_79","Death80","Case5_17","Case18_49","Case50_59","Case60_69","Case70_79","Case80"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N2-E1-M1","5600","-0.00316988042021127","-0.00106848374210866","0.109983910144332","114491.904756804","18118997.3685761","1708016837.46578","42730176.6691399","1017.94028869939","12624.2570533808","20245.1185974259","70597.1951662371","4546.92978096958","5460.46387009098","7140313.90448317","7085857.34022667","2122121.5283579","1624960.71958527","85173.4557997885","60570.4201233056"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N2-E1-M1","5600","-0.00422028415730802","-0.00377981126446414","0.415303349472967","114371.259601464","18069818.2852822","2177835127.99497","42730176.6691399","1018.23438751911","12586.4106141008","20171.1363768211","70592.2483978535","4545.06114285246","5458.1686823172","7143499.27852499","7047622.72790846","2108383.89124533","1624701.55386849","85096.4201068409","60514.4136281347"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N2-E1-M1","5600","-0.0035284669116793","-0.00150087179895353","0.109859302245287","114450.7189523","18111154.5505884","1707825093.79481","42730176.6691399","1018.80502510218","12611.5097202708","20217.983002106","70596.3261470758","4546.35534812548","5459.73970961993","7150830.72349222","7072762.53940375","2116946.11432333","1624913.18427121","85149.4577482334","60552.5313496781"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N2-E1-M1","5600","-0.00397032867480662","-0.00297733123149524","0.262490304462204","114399.968484486","18084373.9714019","1942690049.33445","42730176.6691399","1018.41938227086","12595.6833007401","20187.9818202243","70593.587790519","4545.54261974626","5458.75357098581","7145832.42776683","7056705.0213349","2111422.57363443","1624769.74603648","85115.8294685607","60528.3731607178"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N2-E1-M1","5600","-0.00310728345728417","-8.25234057297841e-05","0.110097371889283","114499.094392607","18136881.0897818","1708191429.69996","42730176.6691399","1019.05796797417","12627.7395436127","20246.1833353786","70598.2434404131","4547.15632792322","5460.71377730517","7154226.72616497","7089500.32242453","2122378.38135318","1625016.02274615","85182.9742777316","60576.6628152673"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N3-E1-M1","5600","-0.00396852981864726","-0.0047861478274267","0.415242527872197","114400.175093881","18051564.9723779","2177741537.16248","42730176.6691399","1016.86205509599","12583.646026108","20172.6692454334","70598.9665350054","4556.03915168655","5471.99208055215","7126845.62770926","7044926.72535511","2108643.62588741","1624946.17347693","85435.4370696972","60767.382879537"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N3-E1-M1","5600","-0.00326906730329934","-0.00258744014654544","0.109734061227846","114480.512549698","18091445.9632525","1707632375.89631","42730176.6691399","1017.37627747863","12608.3569283742","20219.1517109657","70603.4087960648","4557.92048308462","5474.29835372989","7133256.75892425","7069559.29345985","2117118.6977265","1625175.31910534","85512.5379601887","60823.3560763488"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N3-E1-M1","5600","-0.00371578597901046","-0.00401248863037229","0.262399018209843","114429.204236408","18065597.8952835","1942549580.22077","42730176.6691399","1017.02714812012","12592.7693838575","20189.3745529174","70600.4427270703","4556.7394472397","5472.85097720246","7128858.96527502","7053817.413144","2111649.11634363","1625020.84494399","85463.6678102487","60787.8877666343"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N3-E1-M1","5600","-0.00284371423372143","-0.00121794286382804","0.109967087660624","114529.366895261","18116286.4225412","1707990951.42801","42730176.6691399","1017.59971953187","12624.3153465198","20247.0807486948","70605.5566740233","4559.08582321095","5475.72858328068","7136160.88679775","7085933.37905701","2122482.54855832","1625289.54105978","85561.2831729727","60858.7838953668"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N3-E1-M1","5600","-0.00395234608003503","-0.00451466889203789","0.415259862438913","114402.033893113","18056489.1599082","2177768211.1814","42730176.6691399","1017.19420337917","12584.5685185419","20172.7604442298","70599.2912119798","4556.12729538291","5472.09221959901","7130827.26124935","7045825.82415928","2108664.63108873","1624962.66882357","85438.9938461945","60769.7807410769"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N3-E1-M1","5600","-0.00324998350593775","-0.00229191401851747","0.10976888370658","114482.704438032","18096806.327851","1707685959.89825","42730176.6691399","1017.72272541006","12609.40684358","20219.3932071843","70603.7573555939","4558.01645703868","5474.40784922479","7137470.10262636","7070624.7319116","2117175.56005206","1625193.38033869","85516.5070818309","60826.0458404494"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N3-E1-M1","5600","-0.00369848508944171","-0.00373227494223649","0.262424575641318","114431.191347112","18070680.5170602","1942588907.38838","42730176.6691399","1017.36434084719","12593.7412901957","20189.5241775143","70600.7761472039","4556.83063242448","5472.95475892591","7132921.0706207","7054779.86238423","2111683.89707044","1625037.9065249","85467.3826723528","60790.397787628"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N3-E1-M1","5600","-0.00282258528246659","-0.0009072267726421","0.110003502212295","114531.793681759","18121922.3084322","1708046985.27392","42730176.6691399","1017.95369385719","12625.4561138896","20247.4332152589","70605.9190817159","4559.18710873992","5475.8444682976","7140498.97577875","7087120.45751627","2122567.1341992","1625308.52736763","85565.5370120945","60861.6765582701"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N3-E1-M1","5600","-0.00390228231999767","-0.00364664357253774","0.415314077098531","114407.784015559","18072233.7312065","2177851635.41001","42730176.6691399","1018.24611855348","12587.4011045446","20173.0420996979","70600.2945071711","4556.39928890139","5472.40089669055","7143654.99096814","7048607.35475761","2108730.02776335","1625014.06971515","85450.0582624637","60777.2297398269"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N3-E1-M1","5600","-0.00319102547142036","-0.00134906195664175","0.109877811700653","114489.47612113","18113908.1348818","1707853575.70443","42730176.6691399","1018.81903093665","12612.6295890093","20220.1364104632","70604.8336212009","4558.31236899555","5474.74510052437","7151025.05037449","7073918.5222301","2117351.74628816","1625249.58847595","85528.8370478232","60834.3904653258"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N3-E1-M1","5600","-0.00364500120655975","-0.00283704371049087","0.262504544597912","114437.334291134","18086918.5594768","1942711961.71654","42730176.6691399","1018.43194868201","12596.7252256533","20189.9844880608","70601.8061598007","4557.11191308831","5473.27455584936","7146002.09385764","7057756.59420484","2111791.70214084","1625091.04628289","85478.9321693082","60798.1908213037"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N3-E1-M1","5600","-0.0027573628674612","8.28165866282315e-05","0.110117323600436","114539.284866446","18139880.0890502","1708222130.91849","42730176.6691399","1019.07339754897","12628.956857551","20248.5165255112","70607.0376330659","4559.49923382564","5476.20121894282","7154445.91536432","7090788.46515188","2122828.75281071","1625367.5727956","85578.7398691812","60870.6430585633"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N1-E2-M1","5600","-0.00458513904479219","-0.00503751118875995","0.415221903486458","114329.353834165","18047005.6487322","2177709800.84831","42730176.6691399","1016.84354291503","12581.739168054","20168.9656806049","70583.3441783179","4534.05682666545","5444.4044376077","7126614.04008455","7043052.14570617","2107976.41355956","1624344.57914559","84755.9425739019","60262.5276624333"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N1-E2-M1","5600","-0.00189491494888094","-0.00201807932317544","-0.000349566520926659","114638.342171208","18101773.2450456","1538238308.10323","42730176.6691399","1017.42642158253","12610.5368299473","20223.6664137964","70806.0976730491","4535.04143824534","5445.57339458751","7133908.18177144","7071824.33070633","2117965.65629532","1632988.61123115","84795.8709472218","60290.594094117"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N1-E2-M1","5600","-0.0036428847752239","-0.00400118548484252","0.207306834575225","114437.577375939","18065802.916009","1857775038.53534","42730176.6691399","1017.02728546382","12592.1343194435","20188.2943677208","70660.8781457329","4534.41415015081","5444.82910742738","7128854.96098565","7053172.19600804","2111447.35547491","1627285.71023125","84770.1607974764","60272.5325116259"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N1-E2-M1","5600","-0.000367268283745226","-0.0001827252270723","-3.16254225536383e-05","114813.80153289","18135063.591277","1538727548.30246","42730176.6691399","1017.6770735027","12628.7152457777","20255.7336543171","70929.7847551862","4535.62409142652","5446.26671267995","7137188.75544654","7090570.03304884","2124155.45304548","1638021.64084991","84820.0679934032","60307.6408928226"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N1-E2-M1","5600","-0.00457038096307749","-0.00476809379404552","0.415239125874391","114331.04888817","18051892.4432586","2177736302.24918","42730176.6691399","1017.1745791187","12582.6520895641","20169.0479955098","70583.6298447742","4534.09819004494","5444.44618915785","7130577.94978121","7043938.96675875","2107995.32137274","1624359.09830361","84757.5914730593","60263.5155692142"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N1-E2-M1","5600","-0.0018717000971975","-0.0017172999791395","-0.000314135905943869","114641.008535853","18107228.8944614","1538292827.89076","42730176.6691399","1017.77635527459","12611.5976458456","20223.9031770548","70807.0246795077","4535.08693432597","5445.61974384447","7138177.38268977","7072904.26608496","2118021.63607609","1633036.14950827","84797.7357623038","60291.724339994"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N1-E2-M1","5600","-0.00362493788032325","-0.00372059427490323","0.207332459391065","114439.638684222","18070892.3854188","1857814469.39241","42730176.6691399","1017.36492205814","12593.1032984603","20188.4357448659","70661.405035874","4534.45707678731","5444.87260617592","7132923.60835236","7054130.7155117","2111480.21695043","1627312.38078876","84771.8901350111","60273.5736805426"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N1-E2-M1","5600","-0.00033797575988892","0.000137677958790938","5.86160044391271e-06","114817.165954556","18140875.1853523","1538785232.44173","42730176.6691399","1018.0368662775","12629.8790233252","20256.0863120632","70931.1753714517","4535.67227886873","5446.31610256955","7141621.15198405","7091788.36056396","2124240.65971199","1638094.06945771","84822.076376369","60308.8672582497"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N1-E2-M1","5600","-0.00452470289645268","-0.0039065035041046","0.415292994910181","114336.295287482","18067520.2935588","2177819194.64006","42730176.6691399","1018.22302342503","12585.4553633942","20169.3023187337","70584.512997877","4534.22630184583","5444.57528220581","7143349.6885375","7046682.67187393","2108054.22141412","1624404.36877243","84762.7459865154","60266.5969742903"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N1-E2-M1","5600","-0.00180004875564299","-0.000758089693021158","-0.000203335460546739","114649.238121228","18124627.4131458","1538463324.9805","42730176.6691399","1018.88349459899","12614.8534955314","20224.6317310842","70809.878824483","4535.22768477473","5445.76289075539","7151907.77116971","7076242.24015355","2118195.05341356","1633183.55155668","84803.5539124684","60295.2429398629"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N1-E2-M1","5600","-0.00356951844910258","-0.00282419289006031","0.207412635300054","114446.003937554","18087151.6525145","1857937842.174","42730176.6691399","1018.4339131244","12596.0781991466","20188.8706271002","70663.0241981466","4534.58996545844","5445.00703457827","7146025.26026807","7057095.22741946","2111582.06172115","1627394.99277895","84777.2917588452","60276.8185680375"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N1-E2-M1","5600","-0.000247693373992219","0.00115786389613737","0.000122983220075312","114827.53542687","18159379.7034433","1538965456.40402","42730176.6691399","1019.17466362641","12633.4498166836","20257.1699864929","70935.4511743035","4535.82125163736","5446.46853412666","7155864.45152914","7095551.89602665","2124504.11179612","1638318.22809005","84828.3352623911","60312.6807389358"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N2-E2-M1","5600","-0.00428357531970347","-0.00491499275374763","0.415232032173048","114363.990232697","18049227.9344099","2177725386.6303","42730176.6691399","1016.85264606266","12582.675240633","20170.7818895402","70591.0011567264","4544.7981512617","5457.88114847357","7126727.38572352","7043967.57513555","2108301.86272211","1624637.78454334","85085.8009506181","60507.5253347683"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N2-E2-M1","5600","-0.001551273872057","-0.00185746365277162","-0.000320798503222308","114677.811405399","18104686.5527769","1538282575.64456","42730176.6691399","1017.4392823637","12611.7325186258","20226.0008562621","70815.9131959995","4546.62422917926","5460.10132296878","7134083.42118282","7073077.35598537","2118413.06307547","1633391.29582495","85160.2744860109","60561.1422223117"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N2-E2-M1","5600","-0.00332615171466921","-0.00386560667972369","0.20732506996848","114473.956063431","18068262.0956156","1857803098.72471","42730176.6691399","1017.0375912849","12593.1606553091","20190.2940383224","70669.3130732852","4545.4619817319","5458.6887234972","7128987.64367011","7054202.66795886","2111815.27010239","1627617.47819785","85112.3703668435","60526.6653195152"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N2-E2-M1","5600","0","0","0","114855.984493193","18138377.9305031","1538776212.7504","42730176.6691399","1017.69173692934","12630.0600232006","20258.3485970116","70940.754524096","4547.70843261342","5461.4211793418","7137395.06722534","7092024.93430081","2124672.90396157","1638485.71540791","85205.539086791","60593.7705206622"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N2-E2-M1","5600","-0.00426811689990425","-0.00464456285008308","0.415249309904017","114365.765724722","18054133.0942063","2177751973.19172","42730176.6691399","1017.18423081469","12583.5928824415","20170.868582517","70591.3060436691","4544.86245754568","5457.95152773429","7130700.00782687","7044860.43021877","2108321.80045648","1624653.27371081","85088.380913916","60509.2010794429"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N2-E2-M1","5600","-0.00152722431411478","-0.00155537872893641","-0.000285231756371518","114680.573641053","18110165.8832926","1538337304.90858","42730176.6691399","1017.78987775331","12612.7991905889","20226.2433881901","70816.86543669","4546.69568368576","5460.18006414519","7138363.66933532","7074165.21526858","2118470.49313092","1633440.19804817","85163.229556228","60563.0779533325"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N2-E2-M1","5600","-0.00330745382746545","-0.00358389835868855","0.207350784994579","114476.103627673","18073371.8276087","1857842668.39518","42730176.6691399","1017.37581646448","12594.1347698231","20190.440309455","70669.8614338641","4545.52900627768","5458.76229178921","7133065.81770187","7055167.90180046","2111849.31528069","1627645.2633038","85115.0908164065","60528.4387054409"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N2-E2-M1","5600","3.02147693362897e-05","0.000321883544352142","3.76376896664699e-05","114859.454840271","18144216.3758801","1538834128.73196","42730176.6691399","1018.05224935561","12631.2303530442","20258.7079179099","70942.1741935209","4547.78461839808","5461.50550804232","7141839.74417348","7093252.38596774","2124759.84547592","1638559.7689305","85208.7476817575","60595.8836507478"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N2-E2-M1","5600","-0.00422028415730802","-0.00377981126446414","0.415303349472967","114371.259601464","18069818.2852822","2177835127.99497","42730176.6691399","1018.23438751911","12586.4106141008","20171.1363768211","70592.2483978535","4545.06114285246","5458.1686823172","7143499.27852499","7047622.72790846","2108383.89124533","1624701.55386849","85096.4201068409","60514.4136281347"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N2-E2-M1","5600","-0.00145300846783292","-0.000592108460945706","-0.000174012697512937","114689.097775143","18127638.0434626","1538508446.15075","42730176.6691399","1018.89907483488","12616.0729523746","20226.9896513765","70819.7971245127","4546.91621095326","5460.42276109098","7152128.77448052","7077527.55533517","2118648.38808392","1633591.81667745","85172.4204721578","60569.0884133708"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N2-E2-M1","5600","-0.00324972572989823","-0.00268401455343381","0.207431238738847","114482.734045152","18089694.2601619","1857966468.70309","42730176.6691399","1018.44664263576","12597.1253930463","20190.8902287889","70671.5466115752","4545.73599057593","5458.98917853032","7146197.51689738","7058153.08692772","2111954.81970417","1627731.32485296","85123.5610824301","60533.9506972659"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N2-E2-M1","5600","0.00012332859381381","0.00134666446498333","0.000155222365205043","114870.149520251","18162804.2395145","1539015065.23367","42730176.6691399","1019.19228161885","12634.8211776975","20259.8120279742","70946.5391802998","4548.01959208799","5461.76526057303","7156121.54812331","7097043.95019793","2125028.64484443","1638788.94224846","85218.7161404833","60602.4379599016"
