"age","naics","sick","wfh","essential","num_people","race","income","N","prob_age_income"
2,0,0,0,0,77528.2487880659,3,2,29686.3115305901,0.152999527608257
2,0,0,0,0,110105.238447651,3,3,42160.3539458513,0.217289178241806
2,0,1,0,0,31042.0771128263,2,1,17032.7861994803,0.117638498810973
2,0,1,0,0,34473.6444331442,3,2,18915.6870209575,0.130642925887928
2,0,1,0,0,29528.2497944804,3,1,16202.1492236555,0.111901628415928
2,0,1,0,0,8970.24602669576,2,3,4921.97355782986,0.0339940614382909
2,0,1,0,0,28356.2567185759,1,2,15559.0766800046,0.107460188960535
2,0,1,0,0,8210.47774456844,1,3,4505.08873844147,0.0311148082288876
2,0,1,0,0,42795.5747603935,2,2,23481.9297860861,0.162180100006428
2,0,1,0,0,38382.8135743383,3,3,21060.6479382813,0.145457295032648
2,0,1,0,0,42117.5150021472,1,1,23109.8784297705,0.159610493218381
2,11,0,0,1,93.5461895775407,2,2,149.919296503067,0.0607012667044654
2,11,0,0,1,101.372300780609,2,1,162.461604118347,0.0657795586748989
2,11,0,0,1,478.934352834754,3,2,767.551319539547,0.310776120509485
2,11,0,0,1,9.09626873898604,1,3,14.5778915882111,0.00590248557674281
2,11,0,0,1,59.8255346878705,1,2,95.8777916431427,0.0388202422057557
2,11,0,0,1,55.4825439907864,2,3,88.917613863945,0.0360021152698617
2,11,0,0,1,155.467574695069,3,1,249.155946731567,0.100881487082265
2,11,0,0,1,552.631606828149,3,3,885.660250782967,0.358597594481247
2,11,0,0,1,34.7348547262351,1,1,55.6668850779533,0.0225391294952784
2,11,1,0,1,44.1515566106595,1,1,59.3331149220467,0.0386985862937542
2,11,1,0,1,8.49953464972734,1,3,11.4221084117889,0.00744979340139089
2,11,1,0,1,100.858193176525,2,1,135.538387000561,0.0884016282028789
2,11,1,0,1,85.6350092730322,2,2,115.080695599318,0.0750585947703322
2,11,1,0,1,40.2443344568184,2,3,54.0823903977871,0.0352739284720006
2,11,1,0,1,350.819152706174,3,2,471.448680460453,0.30749097646138
2,11,1,0,1,124.153681678626,3,1,166.844053268433,0.108819990345881
2,11,1,0,1,70.0391723248217,1,2,94.1222140192986,0.0613889330801274
2,11,1,0,1,316.508138263617,3,3,425.339788287878,0.277417568972255
2,21,0,0,1,48.1106357659502,3,1,18.3803286552429,0.0544825676986726
2,21,0,0,1,207.932774940874,2,3,79.4392483234406,0.235472080281816
2,21,0,0,1,38.1982915483903,2,1,14.5933875441551,0.0432573997854278
2,21,0,0,1,17.8229801890111,2,2,6.80914372205734,0.0201835147110474
2,21,0,0,1,126.983981242066,3,2,48.5133333206177,0.143802160260877
2,21,0,0,1,305.159015740371,3,3,116.583847045898,0.345575286404796
2,21,0,0,1,77.5061760900426,1,2,29.6106872558594,0.087771350734874
2,21,0,0,1,61.3325536032956,1,1,23.4316689968109,0.0694556401224898
2,21,1,0,1,9.28771159684426,3,2,35.4866691827774,0.136677297495681
2,21,1,0,1,3.82631854022802,3,1,14.6196723282337,0.0563078291119288
2,21,1,0,1,17.6444225402343,3,3,67.4161529541016,0.259654056171437
2,21,1,0,1,15.0650278873993,2,3,57.5607516765594,0.221695869523599
2,21,1,0,1,7.73874069000903,1,1,29.5683310031891,0.113882752764382
2,21,1,0,1,1.62029542279358,2,2,6.19085627794266,0.0238441511908374
2,21,1,0,1,3.77055566664257,2,1,14.4066124558449,0.0554872266650524
2,21,1,0,1,9.00050712384896,1,2,34.3893127441406,0.132450817077081
2,22,0,0,1,101.24324702253,1,1,83.3204464912415,0.043462096195377
2,22,0,0,1,1016.76586490801,3,3,836.770731210709,0.436481218534741
2,22,0,0,1,133.494385661533,1,3,109.862258911133,0.0573069908541475
2,22,0,0,1,80.5230845418955,3,1,66.2683147192001,0.0345672639828466
2,22,0,0,1,204.410874297264,2,2,168.224605739117,0.087750297855538
2,22,0,0,1,291.26471920601,3,2,239.702964544296,0.125035255355195
2,22,0,0,1,276.635027496895,1,2,227.663125038147,0.118754964204233
2,22,0,0,1,85.3290905398323,2,1,70.2235273122787,0.0366304049936383
2,22,0,0,1,139.794452246032,2,3,115.04704284668,0.0600115080242838
2,22,1,0,1,485.90452338727,3,3,590.229268789291,0.326649908201897
2,22,1,0,1,174.77291500849,3,2,212.297035455704,0.117491305176018
2,22,1,0,1,68.9687367010702,2,1,83.7764726877213,0.0463643173254633
2,22,1,0,1,52.4669239540707,3,1,63.7316852807999,0.0352709535893202
2,22,1,0,1,101.372786065835,1,3,123.137741088867,0.0681479790139428
2,22,1,0,1,263.716397648308,1,2,320.336874961853,0.177283669809548
2,22,1,0,1,152.115804196219,2,2,184.775394260883,0.102260034811716
2,22,1,0,1,83.1092327201167,2,3,100.952963590622,0.0558702830126143
2,22,1,0,1,105.111819888621,1,1,127.679553508759,0.0706615490594794
2,23,0,0,0,4936.02607640891,2,2,5508.39170746993,0.231313542096432
2,23,0,0,0,1159.42879965753,2,1,1293.87241610397,0.0543335019519418
2,23,0,0,0,4555.29394438728,3,2,5083.51110790853,0.213471558143235
2,23,0,0,0,264.57217415095,1,1,295.25110839379,0.0123984609877779
2,23,0,0,0,6748.20899934858,3,3,7530.70950535356,0.316236604564694
2,23,0,0,0,1001.73597677338,3,1,1117.89404312613,0.0469436533450119
2,23,0,0,0,347.486888387872,1,3,387.780344921281,0.016284035323319
2,23,0,0,0,428.500999177377,1,2,478.188590168158,0.0200805430071169
2,23,0,0,0,1897.86027948364,2,3,2117.93002379151,0.0889381005804713
2,23,0,1,0,174.701917283769,2,3,214.256059797675,0.101838142627365
2,23,0,1,0,872.386481828855,3,3,1069.90291305047,0.508536027216952
2,23,0,1,0,65.0942374422043,3,1,79.8321795590091,0.0379450686055789
2,23,0,1,0,174.853449953856,2,2,214.441900876744,0.101926474832924
2,23,0,1,0,34.1250787414728,1,3,41.8513146570525,0.0198923668960046
2,23,0,1,0,32.9727747911223,2,1,40.4381183514255,0.0192206599343961
2,23,0,1,0,19.883686427464,1,2,24.385538375524,0.0115907010400396
2,23,0,1,0,8.81423606552876,1,1,10.8098612704934,0.00513803994568971
2,23,0,1,0,332.654229185002,3,2,407.97024742689,0.19391251890105
2,23,1,0,0,1265.58265712503,3,3,3150.75324169985,0.235729439523484
2,23,1,0,0,265.534147410038,3,1,661.065139462899,0.0494588128170998
2,23,1,0,0,1104.54312888156,3,2,2749.83449269648,0.205733960745199
2,23,1,0,0,167.560383964709,1,2,417.152858396923,0.0312100637409719
2,23,1,0,0,1504.80849480956,2,2,3746.32207265645,0.280288024709074
2,23,1,0,0,455.535563740222,2,3,1134.08645897894,0.0848487789548532
2,23,1,0,0,384.707888689497,2,1,957.756192826996,0.0716563034982229
2,23,1,0,0,112.348258661638,1,1,279.698554799743,0.0209261654279536
2,23,1,0,0,108.172868342238,1,3,269.303639453719,0.0201484505831407
2,23,1,1,0,4.14381767246832,1,1,10.2404444521513,0.00960092621344266
2,23,1,1,0,59.0162724885907,2,2,145.844462271538,0.136736440244456
2,23,1,1,0,181.135968985718,3,3,447.633794558327,0.419678955564763
2,23,1,1,0,11.7610844113355,1,3,29.0646792718568,0.0272495830049496
2,23,1,1,0,12.1125696009286,2,1,29.9332900178596,0.0280639487992804
2,23,1,1,0,46.4247425512334,2,3,114.727537473469,0.107562774943948
2,23,1,1,0,19.1030816663989,3,1,47.2086520527681,0.0442604602869064
2,23,1,1,0,89.3003379381131,3,2,220.684215014912,0.206902432285013
2,23,1,1,0,8.60815730594022,1,2,21.2729815099111,0.0199444786572403
2,31,0,0,1,7238.99580070698,3,2,7913.55954217911,0.156331892148398
2,31,0,0,1,4049.6534097876,2,3,4427.01919794083,0.0874554976306907
2,31,0,0,1,1974.62313519348,3,1,2158.62782406807,0.0426435626574962
2,31,0,0,1,11028.7766235983,2,2,12056.4900009632,0.238175233846767
2,31,0,0,1,1096.58298962929,1,1,1198.76776009798,0.0236815849029437
2,31,0,0,1,14392.5992614938,3,3,15733.7694838047,0.310819668559998
2,31,0,0,1,2638.53789198091,2,1,2884.40928649902,0.056981331736418
2,31,0,0,1,1378.4296538109,1,3,1506.87822461128,0.0297682885729363
2,31,0,0,1,2507.10529699877,1,2,2740.7291829586,0.0541429399443514
2,31,1,0,1,4701.05321967988,3,3,7343.2298284471,0.225961181499036
2,31,1,0,1,3030.29539102791,3,2,4733.44045782089,0.145654408671931
2,31,1,0,1,5776.10991684731,2,2,9022.51062723994,0.277634938446409
2,31,1,0,1,901.624041034882,3,1,1408.37217593193,0.0433375297108529
2,31,1,0,1,1678.56251157055,2,3,2621.9805919826,0.0806819133096944
2,31,1,0,1,1502.26110574871,2,1,2346.59086939692,0.0722077965324845
2,31,1,0,1,797.823875968648,1,1,1246.23223990202,0.0383482630843929
2,31,1,0,1,736.935276063811,1,3,1151.12185460329,0.035421587011737
2,31,1,0,1,1680.02858555831,1,2,2624.27065715194,0.0807523817334618
2,42,0,0,0,159.050383656934,1,2,892.23500911983,0.0575626932357375
2,42,0,0,0,440.511008676634,2,2,2471.16250088246,0.159427468682582
2,42,0,0,0,118.043429712496,2,1,662.195702798439,0.0427216682965763
2,42,0,0,0,27.0393864883589,1,1,151.684558662074,0.00978595507866977
2,42,0,0,0,1071.99932558609,3,3,6013.66250146142,0.38797245821632
2,42,0,0,0,94.5545538232877,1,3,530.428668281711,0.0342206956728373
2,42,0,0,0,527.256460820709,3,2,2957.78395696027,0.190821934615685
2,42,0,0,0,184.841331429501,2,3,1036.91612206012,0.0668968198235326
2,42,0,0,0,139.785114045994,3,1,784.161406203602,0.050590306378059
2,42,0,0,1,795.330788642314,1,2,892.23500911983,0.0575626932357375
2,42,0,0,1,2202.7734852379,2,2,2471.16250088246,0.159427468682582
2,42,0,0,1,590.275684274905,2,1,662.195702798439,0.0427216682965763
2,42,0,0,1,135.210340809846,1,1,151.684558662074,0.00978595507866977
2,42,0,0,1,5360.5282140119,3,3,6013.66250146142,0.38797245821632
2,42,0,0,1,472.81965709813,1,3,530.428668281711,0.0342206956728373
2,42,0,0,1,2636.54376154036,3,2,2957.78395696027,0.190821934615685
2,42,0,0,1,924.29831679385,2,3,1036.91612206012,0.0668968198235326
2,42,0,0,1,698.994887270799,3,1,784.161406203602,0.050590306378059
2,42,1,0,1,1086.78584566117,2,2,2027.89969394176,0.193749737610657
2,42,1,0,1,362.312443438037,2,3,676.060786117704,0.0645922479846882
2,42,1,0,1,92.5598660899743,1,1,172.713073936803,0.0165013648639303
2,42,1,0,1,238.073568840116,1,3,444.235926805596,0.0424432206942692
2,42,1,0,1,316.350913474761,2,1,590.298376791405,0.0563983297384017
2,42,1,0,1,1043.51573746285,3,2,1947.15937189715,0.186035639986659
2,42,1,0,1,501.382271968446,1,2,935.559622838177,0.0893853044041278
2,42,1,0,1,1666.98998024222,3,3,3110.53781592139,0.297187226500022
2,42,1,0,1,301.25423714242,3,1,562.128571823741,0.0537069282172449
2,42,1,0,0,217.952762199241,2,2,2027.89969394176,0.193749737610657
2,42,1,0,0,72.6610473827388,2,3,676.060786117704,0.0645922479846882
2,42,1,0,0,18.5626989564155,1,1,172.713073936803,0.0165013648639303
2,42,1,0,0,47.7451856246496,1,3,444.235926805596,0.0424432206942692
2,42,1,0,0,63.4435530158475,2,1,590.298376791405,0.0563983297384017
2,42,1,0,0,209.275027169717,3,2,1947.15937189715,0.186035639986659
2,42,1,0,0,100.551227759846,1,2,935.559622838177,0.0893853044041278
2,42,1,0,0,334.311559358977,3,3,3110.53781592139,0.297187226500022
2,42,1,0,0,60.4159442925669,3,1,562.128571823741,0.0537069282172449
2,44,0,0,0,8258.96827468825,1,2,5243.40870809826,0.0921542260807855
2,44,0,0,0,24196.7954185679,3,3,15361.9294306564,0.2699897712729
2,44,0,0,0,4841.56646069084,1,1,3073.7872935807,0.0540225843427754
2,44,0,0,0,7368.62671966109,3,1,4678.15352033846,0.0822197240676769
2,44,0,0,0,18306.3009558831,3,2,11622.20445129,0.204263164705646
2,44,0,0,0,5030.81481649629,2,3,3193.93625696451,0.0561342325760979
2,44,0,0,0,3621.29886219609,2,1,2299.0704597884,0.0404067412482592
2,44,0,0,0,13611.4686317629,2,2,8641.57492559033,0.151877851550453
2,44,0,0,0,4385.31589307323,1,3,2784.12542302323,0.0489317041554063
2,44,0,1,0,852.340687005556,1,1,1237.81453462578,0.0522937669276666
2,44,0,1,0,781.887776447426,1,3,1135.49906614577,0.0479712605164731
2,44,0,1,0,952.997677440136,2,3,1383.99397633393,0.0584693881055302
2,44,0,1,0,1400.21744564028,1,2,2033.47033911902,0.0859077196087065
2,44,0,1,0,4614.74457291998,3,3,6701.77781376821,0.283129012619127
2,44,0,1,0,2395.39807986956,2,2,3478.72465163439,0.146965164044624
2,44,0,1,0,657.9971130204,2,1,955.578447275442,0.0403701808349107
2,44,0,1,0,3268.11254313864,3,2,4746.12706909703,0.20050892586706
2,44,0,1,0,1375.39168381834,3,1,1997.41704577652,0.0843845814759026
2,44,1,0,0,2047.33971225537,1,3,2331.71510440095,0.0561811086173864
2,44,1,0,0,1799.50035519558,2,1,2049.45087201094,0.0493801416086916
2,44,1,0,0,4827.47847239852,1,2,5498.01501083667,0.132470977230811
2,44,1,0,0,1828.44873388978,2,3,2082.42017917826,0.0501745149107777
2,44,1,0,0,6226.62181594633,2,2,7091.4993006415,0.170864910433308
2,44,1,0,0,3073.0673398386,1,1,3499.91625241778,0.0843281302924681
2,44,1,0,0,6976.80564470563,3,3,7945.88362881361,0.191450726707103
2,44,1,0,0,6717.96885148065,3,2,7651.09441687939,0.184347978732596
2,44,1,0,0,2944.55106542987,3,1,3353.54907338717,0.0808015114668582
2,44,1,1,0,553.280906876826,3,1,1431.85469521465,0.0836153918271412
2,44,1,1,0,823.904334677771,1,2,2132.21037515163,0.124513755880426
2,44,1,1,0,329.153374732891,2,1,851.82734339676,0.0497437884760473
2,44,1,1,0,348.67680234817,2,3,902.352693449811,0.052694295225097
2,44,1,1,0,1207.31653126196,3,2,3124.45599045866,0.182457488711657
2,44,1,1,0,1103.0925586424,2,2,2854.73118576293,0.166706487366683
2,44,1,1,0,1339.47063017212,3,3,3466.4621299521,0.202429471522904
2,44,1,1,0,367.46857633826,1,3,950.984571912794,0.0555342297425884
2,44,1,1,0,544.610681489281,1,1,1409.41672062448,0.0823050912474564
2,48,0,0,1,1871.35474308013,3,1,1960.01284688711,0.0657861491416603
2,48,0,0,1,994.386508373447,2,1,1041.4969894886,0.0349569526495219
2,48,0,0,1,2051.03713310291,1,3,2148.20794677734,0.0721027561622578
2,48,0,0,1,3948.49564979285,2,2,4135.56127083302,0.138806564956747
2,48,0,0,1,7425.98769641594,3,3,7777.80447006226,0.261055332200921
2,48,0,0,1,3239.45457428859,1,2,3392.92836165428,0.113880728680557
2,48,0,0,1,1413.83134321632,1,1,1480.81362247467,0.0497022384184055
2,48,0,0,1,2155.16172569808,2,3,2257.26559066773,0.0757631823872212
2,48,0,0,1,5346.32018539174,3,2,5599.60974031687,0.187946095402708
2,48,1,0,1,1217.70795940374,2,3,1980.73453563452,0.0670360602634359
2,48,1,0,1,1158.84477118185,3,1,1884.98715311289,0.0637955819513182
2,48,1,0,1,2792.58209320741,2,2,4542.43872916698,0.153734481281135
2,48,1,0,1,763.860970898937,2,1,1242.5030105114,0.0420513224723778
2,48,1,0,1,3372.78107866702,3,3,5486.19552993774,0.185675024868532
2,48,1,0,1,2934.98443541549,1,2,4774.07163834572,0.161573874889591
2,48,1,0,1,1480.25265125145,1,3,2407.79205322266,0.081489412275002
2,48,1,0,1,1395.04121505003,1,1,2269.18637752533,0.0767984361438045
2,48,1,0,1,3048.91386723408,3,2,4959.39025968313,0.167845805854803
2,51,0,0,0,1939.12720806229,3,2,1339.24632523639,0.251706455093175
2,51,0,0,0,553.072992855765,3,1,381.976473843476,0.071791083050507
2,51,0,0,0,2662.39826878416,3,3,1838.76905184984,0.345589927002014
2,51,0,0,0,476.74190005367,2,3,329.258872279505,0.0618830023930226
2,51,0,0,0,224.522771777009,1,1,155.065276679151,0.0291439523599679
2,51,0,0,0,875.732575555818,2,2,604.819337703428,0.113673585356495
2,51,0,0,0,454.181243203728,1,3,313.677492854997,0.0589545390427781
2,51,0,0,0,136.589434023825,2,1,94.3346557265416,0.0177298539767669
2,51,0,0,0,381.556841758384,1,2,263.519894965708,0.0495276017252734
2,51,0,1,0,91.6827731852099,1,1,101.410665399867,0.0242280313584195
2,51,0,1,0,222.7460427325,1,3,246.380248152595,0.0588627276509721
2,51,0,1,0,146.617140943304,1,2,162.173779277492,0.0387449524599374
2,51,0,1,0,52.8040218400605,2,1,58.40673012554,0.013953957243497
2,51,0,1,0,266.15335651874,3,1,294.393243629847,0.0703335167977322
2,51,0,1,0,234.16717884764,2,3,259.013210407336,0.0618808698202474
2,51,0,1,0,333.985206168669,2,2,369.422311461454,0.0882587182649494
2,51,0,1,0,1544.93551018019,3,3,1708.85906527673,0.40826367579182
2,51,0,1,0,891.069844369041,3,2,985.61575632834,0.235473550612426
2,51,1,0,0,223.711676969096,2,3,215.871251769071,0.0593470195830801
2,51,1,0,0,517.125693493655,2,2,499.001984558209,0.137184920673235
2,51,1,0,0,287.879244608358,1,2,277.789938075184,0.0763696173521361
2,51,1,0,0,273.710188004996,1,3,264.1174645289,0.0726108002393857
2,51,1,0,0,87.6126959176911,2,1,84.5421329581628,0.0232422037633374
2,51,1,0,0,285.320892784501,3,1,275.321248831224,0.075690928792612
2,51,1,0,0,183.955102323775,1,1,177.508026160952,0.0488002557931953
2,51,1,0,0,918.755146091698,3,2,886.555526037597,0.243730592814303
2,51,1,0,0,991.481370011585,3,3,956.732913318961,0.263023660988716
2,51,1,1,0,637.358652540943,3,3,889.139237104823,0.320383175429374
2,51,1,1,0,83.2149159650276,1,1,116.087930401374,0.0418299161918908
2,51,1,1,0,122.54563597639,1,2,170.955760697975,0.0616004189048112
2,51,1,1,0,467.699844629911,3,2,652.458833641659,0.235100223042364
2,51,1,1,0,37.5213914275107,2,1,52.3437490272797,0.0188610015477936
2,51,1,1,0,152.105551258771,3,1,212.19295174932,0.0764593989874328
2,51,1,1,0,121.728802193473,2,3,169.816246919211,0.0611898183738139
2,51,1,1,0,148.707803848292,1,3,207.452966611621,0.074751442093247
2,51,1,1,0,218.481081094323,2,2,304.789306604046,0.109824605429273
2,52,0,0,0,2454.98902141741,3,2,2501.7311753047,0.157793382266295
2,52,0,0,0,7869.31817906339,3,3,8019.14731398208,0.505797101645339
2,52,0,0,0,215.712556632973,1,1,219.8196501595,0.0138648334519941
2,52,0,0,0,1871.77389583683,2,2,1907.41183259262,0.120307476442941
2,52,0,0,0,619.900707338489,1,2,631.703405437941,0.0398438560933905
2,52,0,0,0,540.568764795274,1,3,550.861009758609,0.034744828999403
2,52,0,0,0,283.229780366309,2,1,288.622378811292,0.0182044744854853
2,52,0,0,0,735.580857043379,3,1,749.586065749615,0.0472791488477618
2,52,0,0,0,967.177072603235,2,3,985.591794286097,0.0621648977673901
2,52,0,1,0,645.246143501001,2,3,925.991984095251,0.061763836485175
2,52,0,1,0,157.566004184524,2,1,226.12278788546,0.0150824317449953
2,52,0,1,0,5704.0015386759,3,3,8185.8059211673,0.54599476787949
2,52,0,1,0,443.940948304077,3,1,637.099134464771,0.0424946300203404
2,52,0,1,0,367.642964634253,1,3,527.603987546813,0.0351912834835249
2,52,0,1,0,1100.30679010334,2,2,1579.04898455187,0.105322859116576
2,52,0,1,0,1540.00937916752,3,2,2210.06565464024,0.147411787638822
2,52,0,1,0,116.802080341142,1,1,167.622528566696,0.0111804536361516
2,52,0,1,0,371.473525782903,1,2,533.10122136055,0.0355579499949248
2,52,1,0,0,485.486618295756,3,1,507.755716383421,0.0529261323905491
2,52,1,0,0,3728.95134590706,3,3,3899.99701463762,0.406517842457118
2,52,1,0,0,1415.78219015206,2,2,1480.72361443671,0.154343853791911
2,52,1,0,0,579.945508410561,2,3,606.547402109777,0.0632237256408639
2,52,1,0,0,599.533905044078,1,2,627.0343115129,0.0653591873291457
2,52,1,0,0,1486.54388122418,3,2,1554.7311190492,0.16205805741509
2,52,1,0,0,226.515893268614,1,1,236.906096531727,0.0246940074224554
2,52,1,0,0,232.811713658885,2,1,243.490703958611,0.0253803567695338
2,52,1,0,0,417.338362646693,1,3,436.481524545056,0.0454968367833321
2,52,1,1,0,412.9669125011,2,3,569.868819508875,0.0640273632268229
2,52,1,1,0,312.738028051704,3,1,431.559152722395,0.0484876408030715
2,52,1,1,0,383.467116026552,1,2,529.16092334623,0.0594536452682729
2,52,1,1,0,130.912909165707,1,1,180.651724742077,0.0202970459194124
2,52,1,1,0,888.311929440118,2,2,1225.8155684188,0.137725974753076
2,52,1,1,0,138.24106674113,2,1,190.764129344637,0.0214332207379307
2,52,1,1,0,2884.94732672024,3,3,3981.04903239426,0.447289031606562
2,52,1,1,0,995.314172126952,3,2,1373.47205100585,0.154315854598659
2,52,1,1,0,302.950910826623,1,3,418.053535757411,0.046970223086193
2,53,0,0,0,666.15285889312,2,2,570.544693745655,0.0983355977915121
2,53,0,0,0,105.78809499555,2,1,90.6050847870879,0.0156161388812439
2,53,0,0,0,460.66459324776,3,1,394.548692188648,0.0680020021736036
2,53,0,0,0,2719.10905210135,3,3,2328.85473758975,0.401387174924063
2,53,0,0,0,389.346928271586,2,3,333.466742634162,0.0574742905156822
2,53,0,0,0,111.642953463101,1,3,95.6196372080495,0.0164804165011703
2,53,0,0,0,410.105249220978,1,2,351.245769940933,0.0605385750450592
2,53,0,0,0,244.77692888165,1,1,209.645843383208,0.03613327677846
2,53,0,0,0,1666.69319332867,3,2,1427.48461537151,0.246032527389206
2,53,0,1,0,435.886857381145,3,2,782.743903183205,0.243883459053352
2,53,0,1,0,93.3601729906923,3,1,167.651547577389,0.0522360368091572
2,53,0,1,0,129.397113568215,2,2,232.364890154191,0.0723990987893934
2,53,0,1,0,112.533635920662,2,3,202.082297110679,0.0629637988010803
2,53,0,1,0,18.7404040138689,2,1,33.6530839061734,0.0104854607969131
2,53,0,1,0,842.402288040544,3,3,1512.7440615048,0.471333283953866
2,53,0,1,0,29.2844112951817,1,3,52.5874868935757,0.0163849480709737
2,53,0,1,0,40.8494413847266,1,1,73.3553917740066,0.022855708761581
2,53,0,1,0,84.8208726367326,1,2,152.317097418302,0.0474582049636832
2,53,1,0,0,1091.18487973247,3,3,1132.60502251761,0.309292642257969
2,53,1,0,0,197.715196843213,2,3,205.220241896665,0.0560416999740545
2,53,1,0,0,217.678650836563,1,1,225.941486004457,0.0617002730984481
2,53,1,0,0,426.716127418451,2,2,442.913788561564,0.120951234749238
2,53,1,0,0,854.684727317291,3,2,887.127592041041,0.242257478562485
2,53,1,0,0,257.486095185236,3,1,267.259975877549,0.0729835577854176
2,53,1,0,0,72.9946078204083,1,3,75.7654005014872,0.0206900732796935
2,53,1,0,0,335.899260011921,1,2,348.649615675325,0.0952095026161426
2,53,1,0,0,73.6418704722404,2,1,76.4372325108648,0.0208735376765509
2,53,1,1,0,85.961315824347,1,2,151.191279782821,0.0779028129218474
2,53,1,1,0,64.5679792765671,3,1,113.56405292542,0.0585150094794089
2,53,1,1,0,44.9487974295277,1,1,79.057261314563,0.0407350413803547
2,53,1,1,0,276.573557441727,3,2,486.445672715712,0.250645978343786
2,53,1,1,0,418.290355440644,3,3,735.701327433264,0.379077437268313
2,53,1,1,0,16.1418595158886,2,1,28.3907752560307,0.014628629750696
2,53,1,1,0,23.6909545716068,1,3,41.6683447270292,0.02147002967827
2,53,1,1,0,70.7086017682462,2,3,124.364359601474,0.064079975075916
2,53,1,1,0,102.559607298128,2,2,180.384840933714,0.0929450861014075
2,54,0,0,0,17156.3612534587,3,3,14183.2673938655,0.542007887737848
2,54,0,0,0,6701.93554797636,3,2,5540.53056642406,0.211729158441541
2,54,0,0,0,2256.60137746754,3,1,1865.54597826127,0.0712910930236403
2,54,0,0,0,1401.82602412443,2,3,1158.89803473495,0.0442868246411199
2,54,0,0,0,885.483906371382,1,3,732.034889653423,0.0279744203696723
2,54,0,0,0,318.625774412525,2,1,263.40985074322,0.0100661020374209
2,54,0,0,0,1781.2719781142,2,2,1472.58829500925,0.0562743724080573
2,54,0,0,0,326.676299988877,1,1,270.065268825393,0.0103204361761322
2,54,0,0,0,824.560236963919,1,2,681.668924455103,0.0260497051645689
2,54,0,1,0,462.119355827302,1,2,600.972066834735,0.0211086223596447
2,54,0,1,0,167.43713424417,1,1,217.746864230478,0.00764816965827792
2,54,0,1,0,603.275684536478,1,3,784.541548487996,0.0275563411120039
2,54,0,1,0,4427.85028734028,3,2,5758.28366689775,0.202254717102651
2,54,0,1,0,176.943022490392,2,1,230.108980714877,0.00808237827268073
2,54,0,1,0,1446.63401401207,3,1,1881.30322262277,0.0660791432112388
2,54,0,1,0,1009.61782272508,2,2,1312.97705232461,0.046117179639268
2,54,0,1,0,12638.2322461959,3,3,16435.6339079036,0.577287379146547
2,54,0,1,0,960.33551757039,2,3,1248.88692406289,0.0438660694976881
2,54,1,0,0,521.39441481228,1,3,552.701290902624,0.0382150471085267
2,54,1,0,0,1027.45878857485,2,2,1089.1520558367,0.0753064952212697
2,54,1,0,0,639.574390684521,2,3,677.977326410111,0.0468769222973283
2,54,1,0,0,199.8216788874,2,1,211.8198751921,0.0146457166687069
2,54,1,0,0,608.694451606355,1,2,645.243216288042,0.0446136101231743
2,54,1,0,0,6162.30218178057,3,3,6532.31464327908,0.451659360905327
2,54,1,0,0,261.828978856029,1,1,277.550373571886,0.0191904755346546
2,54,1,0,0,1134.47369249016,3,1,1202.59261802819,0.0831500383783444
2,54,1,0,0,3088.14557585879,3,2,3273.57178708348,0.226342333762668
2,54,1,1,0,311.013338732563,1,2,568.858481576942,0.036804062219894
2,54,1,1,0,663.049808045564,3,1,1212.75025872449,0.0784626360066874
2,54,1,1,0,399.454979995502,2,3,730.622533119018,0.0472698888019161
