"age","naics","sick","wfh","essential","num_people","race","income","N","prob_age_income"
1,0,0,0,0,41897.8445358998,3,1,32262.709414959,0.118254670546256
1,0,0,0,0,20091.2581703164,2,3,15470.9253258705,0.0567066192093675
1,0,0,0,0,91063.4960728164,3,2,70121.8677154183,0.257022380176483
1,0,0,0,0,48721.5020594167,2,2,37517.1486890316,0.13751411888548
1,0,0,0,0,97007.513601742,3,3,74698.9554491043,0.273799086529527
1,0,0,0,0,4106.87423747759,1,3,3162.42736577988,0.0115914569187847
1,0,0,0,0,9701.11702686145,1,2,7470.17712020874,0.0273809407297602
1,0,0,0,0,34266.3836295611,2,1,26386.2351390123,0.0967152356358887
1,0,0,0,0,7445.82675790867,1,1,5733.52991557121,0.0210154913684531
1,0,1,0,0,355.547244324394,3,1,10817.290585041,0.124048620128724
1,0,1,0,0,518.895202266225,3,3,15787.0445508957,0.181039889522564
1,0,1,0,0,690.536927698074,3,2,21009.1309266239,0.240924812092539
1,0,1,0,0,150.375483248973,2,3,4575.07497283816,0.0524652391376875
1,0,1,0,0,129.561487833445,1,2,3941.82287979126,0.0452033422959104
1,0,1,0,0,489.833167976313,2,2,14902.8513109684,0.170900293985415
1,0,1,0,0,380.345621294818,2,1,11571.7648609877,0.132700647373256
1,0,1,0,0,42.3204730623343,1,3,1287.57250159979,0.014765397202144
1,0,1,0,0,108.777050911424,1,1,3309.47008442879,0.0379517582617594
2,0,0,0,0,6265.5491787675,1,1,2567.85243368149,0.0326649001787718
2,0,0,0,0,43262.8884670618,3,2,17730.7224424481,0.225547337176898
2,0,0,0,0,7594.61824564584,2,3,3112.55380630493,0.0395938871137709
2,0,0,0,0,40592.3386355327,3,1,16636.232927084,0.211624655991193
2,0,0,0,0,20951.3001511974,2,2,8586.61316782236,0.109227796084265
2,0,0,0,0,43136.7318334096,3,3,17679.018815279,0.224889630449593
2,0,0,0,0,20556.1783924634,2,1,8424.67774271965,0.107167862878211
2,0,0,0,0,6975.35578980601,1,2,2858.75728201866,0.0363654157176772
2,0,0,0,0,2477.93769174584,1,3,1015.54997825623,0.0129185144096205
