"age","naics","sick","wfh","essential","num_people","race","income","N","prob_age_income"
2,44,0,0,0,15885.0424512326,3,1,8647.64681161372,0.0746870102412009
2,44,0,0,0,35604.8134064434,3,2,19382.8787098042,0.167403837395269
2,44,0,0,0,13351.7799164691,2,3,7268.56584604611,0.0627763209586015
2,44,0,1,0,2567.04121555941,3,1,3692.2595789722,0.0765172373877463
2,44,0,1,0,5503.12964645635,3,2,7915.33187246722,0.164034872124826
2,44,0,1,0,4349.61073095723,2,2,6256.18778102765,0.129651286791831
2,44,0,1,0,2189.76394272654,2,3,3149.60930280899,0.0652715220983395
2,44,0,1,0,1384.04263281257,1,1,1990.71391520081,0.0412549350776989
2,44,0,1,0,3170.52515682783,1,2,4560.2703258969,0.0945056217244838
2,44,0,1,0,2092.74774219265,1,3,3010.06771946176,0.0623797057918018
2,44,0,1,0,2059.87831380776,2,1,2962.7905425026,0.0613999483031873
2,44,0,1,0,10231.7956049803,3,3,14716.7272202685,0.304984870700086
2,44,1,0,0,5933.52046081209,2,1,5094.9371776272,0.0760496211664178
2,44,1,0,0,5761.38647441814,1,3,4947.13085377547,0.0738433888728608
2,44,1,0,0,11879.3474539018,2,2,10200.4416077385,0.152256974512874
2,44,1,0,0,5270.45136247947,1,1,4525.57950493651,0.0675510992402876
2,44,1,0,0,11758.838653412,3,2,10096.9642923906,0.15071241952482
2,44,1,0,0,15770.1098164004,3,3,13541.3232885095,0.202124672057829
2,44,1,0,0,4364.50399120882,2,3,3747.66949799457,0.0559396192029515
2,44,1,0,0,11542.9155480011,1,2,9911.55755712564,0.147944944384887
2,44,1,0,0,5740.62272918678,3,1,4929.30164458596,0.0735772610370726
2,44,1,1,0,903.676935779691,1,3,2017.67579079217,0.0729264977195269
2,44,1,1,0,948.450593949155,2,1,2117.64373572571,0.0765397204887604
2,44,1,1,0,816.239825634282,1,1,1822.45144305002,0.0658703452814661
2,44,1,1,0,1721.58255511511,1,2,3843.84651834549,0.138931272126864
2,44,1,1,0,942.63050978675,3,1,2104.64900005203,0.0760700411845841
2,44,1,1,0,1846.7303465117,3,2,4123.26901877055,0.149030666902292
2,44,1,1,0,727.329251885936,2,3,1623.93723393977,0.058695284707295
2,44,1,1,0,1839.1110087245,2,2,4106.25701726159,0.14841578829052
2,44,1,1,0,2645.86195333224,3,3,5907.52225452176,0.213520383298692
2,48,0,0,1,4701.08321237951,2,3,4268.04763031006,0.086860762924748
2,48,0,0,1,8203.20436655956,3,2,7447.57439422607,0.151568597601217
2,48,0,0,1,1952.78847516751,1,1,1772.90931630135,0.0360811942951867
2,48,0,0,1,2422.67280558962,3,1,2199.51072120667,0.0447631319642266
2,48,0,0,1,5664.51463254882,1,3,5142.733528018,0.104661849270382
2,48,0,0,1,2907.31197543736,2,1,2639.50783824921,0.0537176911869474
2,48,0,0,1,9517.9703822835,2,2,8641.2320523262,0.175861207205017
2,48,0,0,1,10965.2884040968,3,3,9955.23182094097,0.202602947755024
2,48,0,0,1,7787.22332505731,1,2,7069.91103065014,0.14388261779725
2,48,1,0,1,4496.84240101963,2,2,8332.76744180918,0.188105631723265
2,48,1,0,1,4701.54619727656,1,2,8712.08896934986,0.196668515070551
2,48,1,0,1,3121.60980585773,3,2,5784.4252114296,0.130578822240082
2,48,1,0,1,3307.97706814217,3,3,6129.76865842938,0.138374677304205
2,48,1,0,1,1491.33991973599,2,1,2763.49216175079,0.0623836489471931
2,48,1,0,1,2730.81194099978,1,3,5060.266471982,0.114231511685338
2,48,1,0,1,1281.73605795531,1,1,2375.09068369865,0.0536157929015929
2,48,1,0,1,1772.21029652837,2,3,3283.95236968994,0.0741326263289451
2,48,1,0,1,1001.86873336445,3,1,1856.48915791511,0.0419087737988275
2,51,0,0,0,2281.85159337761,1,2,1200.8080540371,0.0530041676394709
2,51,0,0,0,441.619780861026,1,1,232.399245954057,0.0102581995102565
2,51,0,0,0,3322.26199988415,2,3,1748.31657705538,0.077171421881757
2,51,0,0,0,1928.09951362314,3,1,1014.64855631413,0.0447870098749017
2,51,0,0,0,8777.15503827982,3,2,4618.91496015209,0.203880830110419
2,51,0,0,0,2669.20638045591,1,3,1404.65073576249,0.0620018685109192
2,51,0,0,0,762.46989084354,2,1,401.244317791266,0.0177110913048025
2,51,0,0,0,2766.43962112767,2,2,1455.81903209589,0.0642604584225734
2,51,0,0,0,20101.314573145,3,3,10578.172790123,0.4669249527449
2,51,0,1,0,1186.81294269219,1,3,1103.29304692852,0.0595751961631454
2,51,0,1,0,1479.4350261993,2,3,1375.3223604771,0.0742641310403294
2,51,0,1,0,956.524808381043,2,2,889.21103936355,0.0480152777614216
2,51,0,1,0,794.936088635886,1,2,738.993844602851,0.0399039071062181
2,51,0,1,0,841.198050958879,3,1,782.000201824104,0.0422261479422781
2,51,0,1,0,267.234122956167,2,1,248.427986545852,0.0134145194443914
2,51,0,1,0,3656.6090794583,3,2,3399.28157806446,0.183553107119398
2,51,0,1,0,10575.017882417,3,3,9830.81939968479,0.530840827657842
2,51,0,1,0,163.491501033369,1,1,151.986071126631,0.00820688576497618
2,51,1,0,0,2352.23375108501,3,3,3094.41248429253,0.356557879507412
2,51,1,0,0,335.217172715917,3,1,440.985171530212,0.0508131150753723
2,51,1,0,0,601.626079271614,1,2,791.451636009949,0.0911960892417671
2,51,1,0,0,169.129624123779,2,1,222.493542621314,0.0256371205079614
2,51,1,0,0,552.989089973126,1,3,727.468663733396,0.0838235643972892
2,51,1,0,0,126.787035737428,1,1,166.790985824163,0.0192187177786711
2,51,1,0,0,517.039798939518,2,3,680.176622742764,0.0783742747700039
2,51,1,0,0,1381.67019844894,3,2,1817.61591903152,0.209437261883645
2,51,1,0,0,560.367324031566,2,2,737.174884287343,0.0849419768378782
2,51,1,1,0,155.208846499845,2,3,535.064490383936,0.0781805044963628
2,51,1,1,0,834.195047106911,3,3,2875.79063839966,0.420193765380833
2,51,1,1,0,388.024933612587,3,2,1337.67093849182,0.195452680379466
2,51,1,1,0,31.6411304243777,1,1,109.079126013015,0.0159380060814738
2,51,1,1,0,165.747566968355,1,3,571.39550645645,0.0834889807949422
2,51,1,1,0,39.9594384753027,2,1,137.755527896649,0.0201280347727709
2,51,1,1,0,98.5883392714641,3,1,339.871861042001,0.0496600952556487
2,51,1,1,0,130.610569981906,2,2,450.264786074509,0.0657900659918449
2,51,1,1,0,141.286917912358,1,2,487.070256854003,0.0711678668466582
2,52,0,0,0,595.558554392769,2,1,591.632288750558,0.0138410309609548
2,52,0,0,0,3087.27331658014,2,2,3066.92022944606,0.0717495286475801
2,52,0,0,0,25072.4382417843,3,3,24907.1462614928,0.582693996100844
2,52,0,0,0,2046.67994427606,1,3,2033.18704909969,0.0475657015870985
2,52,0,0,0,1575.74247186962,3,1,1565.35426825363,0.0366209169170212
2,52,0,0,0,1549.97152939345,1,2,1539.75322270073,0.0360219893891155
2,52,0,0,0,5382.66403124817,3,2,5347.17840402718,0.125095373006413
2,52,0,0,0,443.249814294624,1,1,440.327655752958,0.0103013118657067
2,52,0,0,0,3274.90430047234,2,3,3253.31424162484,0.0761101515252656
2,52,0,1,0,2014.3110685183,2,2,2538.94685523988,0.0617439405930976
2,52,0,1,0,367.73852191052,2,1,463.51756605402,0.0112721544380623
2,52,0,1,0,1544.95665270974,1,3,1947.34710849041,0.0473569913181235
2,52,0,1,0,266.388067445764,1,1,335.769959608256,0.00816549601903351
2,52,0,1,0,1055.53121435946,3,1,1330.44875699203,0.0323548123287186
2,52,0,1,0,3747.67686639256,3,2,4723.77506289624,0.11487616854078
2,52,0,1,0,20171.1264452181,3,3,25424.7811349239,0.618298162778571
2,52,0,1,0,1030.90942439972,1,2,1299.41411831797,0.0316000896047415
2,52,0,1,0,2424.98519374131,2,3,3056.58278300666,0.0743321843788719
2,52,1,0,0,1373.35353238238,1,3,1303.75489430737,0.0656527905835556
2,52,1,0,0,426.35481268914,2,1,404.748056962947,0.0203817753926871
2,52,1,0,0,1309.84175104988,1,2,1243.46175506391,0.0626166272205952
2,52,1,0,0,1684.7922261669,2,3,1599.41053702735,0.0805410322930167
2,52,1,0,0,897.51258650596,3,1,852.028556208507,0.0429053441074012
2,52,1,0,0,2798.17598028632,3,2,2656.37036889046,0.133766038618615
2,52,1,0,0,9993.39771489402,3,3,9486.95355882008,0.477731648788189
2,52,1,0,0,2028.06444364139,2,2,1925.28644811613,0.0969510669094569
2,52,1,0,0,406.940429092554,1,1,386.317553063415,0.0194536760864841
2,52,1,1,0,1362.78128980857,2,3,1502.69243834115,0.0800954573673602
2,52,1,1,0,2128.1842432926,3,2,2346.6761641861,0.125080885394658
2,52,1,1,0,267.156889403684,1,1,294.584788153388,0.0157017515617896
2,52,1,1,0,656.743407972409,3,1,724.168551821813,0.0385991237390248
2,52,1,1,0,1132.44742461298,1,3,1248.71114280111,0.0665579246627362
2,52,1,1,0,1445.44824270401,2,2,1593.84646719791,0.0849540854178346
2,52,1,1,0,287.577671768608,2,1,317.102088232473,0.0169019528820965
2,52,1,1,0,8782.45812845966,3,3,9684.11697341244,0.516176004080212
2,52,1,1,0,951.666875121989,1,2,1049.37059802637,0.0559328148942881
2,53,0,0,0,1060.04853882072,1,2,968.18293815865,0.0627730015559218
2,53,0,0,0,1202.5944465265,3,1,1098.37557622277,0.0712141569922193
2,53,0,0,0,6498.36978596383,3,3,5935.2100608668,0.384814620978647
2,53,0,0,0,358.090566013888,1,1,327.057831442241,0.0212050852714325
2,53,0,0,0,2197.59557794113,2,2,2007.14822540343,0.130135239643698
2,53,0,0,0,788.351196772646,1,3,720.031347660127,0.046683872567454
2,53,0,0,0,2836.64226200979,3,2,2590.81404215032,0.167977731778988
2,53,0,0,0,622.77662116672,2,1,568.805745035501,0.0368790261745761
2,53,0,0,0,1322.54472956841,2,3,1207.93076470278,0.0783172650370634
2,53,0,1,0,281.628093992919,1,3,395.992289488137,0.0469536685431658
2,53,0,1,0,2741.87970501038,3,3,3855.30863236753,0.457132344394332
2,53,0,1,0,81.3878514728621,1,1,114.438020668739,0.0135691654455228
2,53,0,1,0,298.596163669554,1,2,419.850792608972,0.0497826232405408
2,53,0,1,0,1010.35442001668,3,2,1420.64150740204,0.168448558792499
2,53,0,1,0,331.930432687639,3,1,466.721519601204,0.0553401874608321
2,53,0,1,0,150.253818443549,2,1,211.269240672033,0.0250506541748665
2,53,0,1,0,581.365865782523,2,2,817.448277114223,0.0969266232542465
2,53,0,1,0,520.603437460347,2,3,732.011299698319,0.0867961746939938
2,53,1,0,0,1279.86278467716,3,2,1287.06415474939,0.162526385309859
2,53,1,0,0,285.335788647939,1,1,286.941279981469,0.0362340360886308
2,53,1,0,0,594.50511001584,3,1,597.850196190948,0.0754946293742635
2,53,1,0,0,459.127427346668,1,3,461.710787496069,0.0583033759998669
2,53,1,0,0,2248.03005694556,3,3,2260.67898819615,0.285471383024425
2,53,1,0,0,590.526235257473,2,3,593.848933603238,0.0749893626067474
2,53,1,0,0,1252.95517828466,2,2,1260.00514803984,0.159109459638866
2,53,1,0,0,386.954672052787,2,1,389.13193966928,0.049138348954623
2,53,1,0,0,777.502781468286,1,2,781.877535800218,0.0987330190027185
2,53,1,1,0,256.243297423857,1,2,339.059789416656,0.081914349609677
2,53,1,1,0,191.902915650792,1,3,253.924933151996,0.0613463949370478
2,53,1,1,0,1109.78328821444,3,3,1468.45943594651,0.354768991718848
2,53,1,1,0,387.819268594756,2,2,513.160425515258,0.1239757818933
2,53,1,1,0,191.988652756169,3,1,254.038380040896,0.0613738028704258
2,53,1,1,0,75.8778545026372,1,1,100.401179768211,0.024256186069445
2,53,1,1,0,533.365203120995,3,2,705.746043976482,0.170503049864444
2,53,1,1,0,271.974351565427,2,3,359.875037886237,0.0869431604376526
2,53,1,1,0,109.230872444475,2,1,144.533718466632,0.0349182825991597
2,54,0,0,0,2217.06586171576,1,2,1918.59167524868,0.0281115340542742
2,54,0,0,0,693.78654453173,1,1,600.385000609772,0.00879694392926491
2,54,0,0,0,1204.82620689626,2,1,1042.62555776476,0.0152767283685632
2,54,0,0,0,3255.14079855008,1,3,2816.91498015641,0.0412739210819302
2,54,0,0,0,5660.79224646295,2,3,4898.70376289636,0.0717766471256126
2,54,0,0,0,4942.5737166005,3,1,4277.17595165803,0.0626699151113396
2,54,0,0,0,3776.93264371247,2,2,3268.4601992806,0.0478900390231326
2,54,0,0,0,43753.929585947,3,3,37863.5233677947,0.554782833835973
2,54,0,0,0,13361.7213678965,3,2,11562.88941439,0.169421437469909
2,54,0,1,0,426.383139580404,1,1,484.07539326471,0.00649716235679987
2,54,0,1,0,4649.92647294516,2,3,5279.09004154807,0.0708548824694074
2,54,0,1,0,2659.16277931618,1,3,3018.96381132496,0.0405199237647586
2,54,0,1,0,802.263324967532,2,1,910.814472912053,0.0122247682690962
2,54,0,1,0,38647.2155285846,3,3,43876.4208031208,0.588900476164587
2,54,0,1,0,1489.8768165081,1,2,1691.46628681627,0.0227025195649413
2,54,0,1,0,2566.88261501738,2,2,2914.19757486581,0.0391137724559815
2,54,0,1,0,3799.24214990984,3,1,4313.30291257603,0.0578922822911173
2,54,0,1,0,10585.1030057075,3,2,12017.3323581175,0.161294212663311
2,54,1,0,0,10987.500312047,3,3,13343.5892517895,0.454468184240827
2,54,1,0,0,1394.41249956163,1,3,1693.42135274488,0.0576760954503602
2,54,1,0,0,407.903241383704,1,1,495.371390481777,0.016871812531768
2,54,1,0,0,1849.26231476631,2,3,2245.80623856728,0.0764897258255694
2,54,1,0,0,1791.8679262471,3,1,2176.10456630264,0.0741157624312442
2,54,1,0,0,551.132979860527,2,1,669.314393403058,0.0227961226410911
2,54,1,0,0,1199.21612274184,1,2,1456.36831959366,0.0496023261284691
2,54,1,0,0,4411.91293867016,3,2,5357.97518965461,0.182486826422896
2,54,1,0,0,1583.402246167,2,2,1922.93684579446,0.0654931443277748
