"age","naics","sick","wfh","essential","num_people","race","income","N","prob_age_income"
1,0,0,0,0,14777.7748197574,2,1,12422.9423003197,0.0479925193814257
1,0,0,0,0,17690.4287268362,2,2,14871.4659698009,0.0574516971528974
1,0,0,0,0,5662.29103398294,2,3,4760.00721764565,0.0183889398442031
1,0,0,0,0,4066.65933096153,1,3,3418.63878965378,0.0132069428002037
1,0,0,0,0,105088.864323958,3,2,88342.995736897,0.34128814516084
1,0,0,0,0,96397.6253219364,3,3,81036.7022010088,0.313062349238204
1,0,0,0,0,14926.1696109632,1,2,12547.690440774,0.0484744484932107
1,0,0,0,0,14479.7015459833,1,1,12172.3668837547,0.0470244922228602
1,0,0,0,0,34828.7819332607,3,1,29278.8294330239,0.113110465706156
1,0,1,0,0,9.87175953952418,1,3,1441.36106550693,0.0170582617078969
1,0,1,0,0,123.241427684383,3,3,17994.2992746681,0.212959454520545
1,0,1,0,0,46.8144586836495,1,2,6835.31013688445,0.0808947264914549
1,0,1,0,0,49.6384277193533,1,1,7247.63369500637,0.0857745052860217
1,0,1,0,0,41.9121646270033,2,2,6119.5334046185,0.0724236312776256
1,0,1,0,0,188.742431015267,3,2,27558.004263103,0.326144267468482
1,0,1,0,0,69.8464042004861,3,1,10198.1705669761,0.120693604563313
1,0,1,0,0,38.6008768937972,2,1,5636.05716148019,0.0667017726244618
1,0,1,0,0,10.0404613473363,2,3,1465.99296790361,0.0173497760601998
2,0,0,0,0,18043.1284368438,3,1,7172.05840682983,0.189757565975728
2,0,0,0,0,24094.9390755987,3,3,9577.62457680702,0.253403782349779
2,0,0,0,0,6179.56930186374,1,2,2456.34963566065,0.0649898399606535
2,0,0,0,0,26685.1666404924,3,2,10607.2278103828,0.28064491626721
2,0,0,0,0,6091.83217233419,2,2,2421.47454071045,0.0640671183714623
2,0,0,0,0,988.70501302734,2,3,393.005576908588,0.0103981001629941
2,0,0,0,0,4951.91616284538,2,1,1968.36330628395,0.0520787490521117
2,0,0,0,0,2542.70154650329,1,3,1010.71186554432,0.0267413080916684
2,0,0,0,0,5507.20120166119,1,1,2189.08648878336,0.0579186197683929
2,0,1,0,0,12808.1830934975,3,2,6758.77167207003,0.258668397373434
2,0,1,0,0,4731.26723884606,1,2,2496.65036433935,0.0955505792885688
2,0,1,0,0,4578.26718981913,1,1,2415.91351121664,0.0924606580100431
2,0,1,0,0,9435.3225694071,3,1,4978.94123104215,0.190551598920302
2,0,1,0,0,3648.95903739103,2,2,1925.52532973885,0.0736927618377374
2,0,1,0,0,1554.48373244336,1,3,820.288134455681,0.0313936655089147
2,0,1,0,0,9066.61222832638,3,3,4784.37585121393,0.183105288048092
2,0,1,0,0,469.96083478409,2,3,247.994423091412,0.0094911210336771
2,0,1,0,0,3222.78452431534,2,1,1700.63658437133,0.0650859299792313
2,11,0,0,1,33.5756992784755,1,1,61.9596633911133,0.0438025770561201
2,11,0,0,1,16.2484964269766,2,1,29.9845242500305,0.0211976528287828
2,11,0,0,1,113.920284202984,3,1,210.22533005476,0.148619451993225
2,11,0,0,1,320.258383874535,3,2,590.995931267738,0.417806414728223
2,11,0,0,1,13.8150237460913,2,3,25.4938613176346,0.0180229646790479
2,11,0,0,1,268.705489290937,3,3,495.861650705338,0.350550938714601
2,11,1,0,1,44.1688533735594,1,1,66.0403366088867,0.0778337848104613
2,11,1,0,1,16.7307567587891,2,1,25.0154741108418,0.0294827241781944
2,11,1,0,1,10.3707590692235,2,3,15.5061399042606,0.0182752181245957
2,11,1,0,1,242.783036991413,3,2,363.004068732262,0.42782914233703
2,11,1,0,1,159.270823543796,3,3,238.138371169567,0.280664994887862
2,11,1,0,1,94.152393443219,3,1,140.77466994524,0.165914135661857
2,21,0,0,1,58.5914208244415,1,2,31.9240221977234,0.100960385553592
2,21,0,0,1,102.818198324519,3,2,56.0213491916656,0.177168684403005
2,21,0,0,1,188.387463707414,3,3,102.644474029541,0.324615288411469
2,21,0,0,1,73.6017693597071,3,1,40.1025352478027,0.126825103529198
2,21,0,0,1,3.6943202014867,2,1,2.01288104057312,0.0063657782428265
2,21,0,0,1,153.247527582432,2,3,83.4981880187988,0.26406475985991
2,21,1,0,1,7.89518929371326,3,2,40.9786536991596,0.176787155634256
2,21,1,0,1,6.14555424388056,3,1,31.8974668979645,0.137609753756859
2,21,1,0,1,11.4357859729857,3,3,59.355525970459,0.256067334093698
2,21,1,0,1,11.6566362016434,2,3,60.5018119812012,0.261012558621331
2,21,1,0,1,7.14327672030104,1,2,37.0759778022766,0.15995051243369
2,21,1,0,1,0.382850067476069,2,1,1.98711895942688,0.00857268546016642
2,22,0,0,1,160.645348067666,3,2,226.445057213306,0.365089760450318
2,22,0,0,1,3.01051240627117,1,3,4.24360656738281,0.00684182434448893
2,22,0,0,1,8.69070189907232,2,3,12.2503795623779,0.0197508755319885
2,22,0,0,1,190.525580808105,3,3,268.564116954804,0.432996905877347
2,22,0,0,1,7.84390767047465,1,1,11.0567417144775,0.0178264133188704
2,22,0,0,1,45.2041071027437,3,1,63.7195333838463,0.10273286361557
2,22,0,0,1,18.2729696279268,1,2,25.7575068473816,0.0415279632085314
