Policy1,Policy2,Policy3,Policy4,MSA,,BaselineAdjDeaths,BaselineAdjEmpDays,Deaths,Case,EmpDaysLost,Population,Death5_17,Death18_49,Death50_59,Death60_69,Death70_79,Death80,Case5_17,Case18_49,Case50_59,Case60_69,Case70_79,Case80
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S1-N3-E2-M1,3760,0,0,0,219.1668089,56149.92882,769102.5837,1879012.011,4.42245145,31.13542389,44.51766581,106.1413208,15.89312281,17.0568241,31039.37446,17154.98282,4925.10282,2534.017573,296.3402797,200.110864
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S2-N3-E2-M1,3760,0,-0.018123922,23.7102538,215.1946467,55708.00517,19004720.04,1879012.011,4.449947748,30.591452,43.54955808,103.8637441,15.79202042,16.94792438,31312.29037,16686.86501,4763.215964,2454.655499,293.0744936,197.9038343
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S2-N3-E2-M1,3760,0,-0.013295563,-0.012548444,216.2528627,55887.64787,759451.543,1879012.011,4.450106678,30.7392049,43.79124949,104.4560544,15.82870234,16.98754486,31314.22787,16805.60092,4800.834156,2474.108077,294.2055966,198.6712508
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S2-N3-E2-M1,3760,0,-0.014654413,11.84930877,215.9550479,55837.10752,9882436.572,1879012.011,4.450048881,30.70013679,43.7290917,104.2885502,15.81483049,16.97238983,31313.53383,16772.30276,4790.811747,2468.324081,293.7656012,198.369502
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S2-N3-E2-M1,3760,0,0.001048572,0.001367687,219.396621,56492.23727,770154.4751,1879012.011,4.450437806,31.19685663,44.54767669,106.2181684,15.90961018,17.0738713,31318.61263,17208.09472,4930.949113,2537.250059,296.8724986,200.458251
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S3-N3-E2-M1,3760,0,-0.015012199,23.71244217,215.8766332,57636.79612,19006403.12,1879012.011,4.599796583,30.77868223,43.61180959,104.0239575,15.85270305,17.00968431,33049.60715,16854.41994,4776.370094,2462.030469,295.1407426,199.2277236
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S3-N3-E2-M1,3760,0,-0.009722502,-0.007823038,217.0359591,57844.42072,763085.8648,1879012.011,4.600264947,30.94191397,43.8761514,104.6733398,15.89207199,17.05221695,33056.17444,16989.20563,4818.599627,2483.993892,296.3790492,200.0680808
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S3-N3-E2-M1,3760,0,-0.01125028,11.85277551,216.7011209,57784.08759,9885102.855,1879012.011,4.600121306,30.89737502,43.80571306,104.4851602,15.87699898,17.03575236,33054.18836,16950.08876,4806.890565,2477.295882,295.8907533,199.7332743
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S3-N3-E2-M1,3760,0,0.005450499,0.006867247,220.3613774,58503.67379,774384.2014,1879012.011,4.60124805,31.42920693,44.6729169,106.5382756,15.97693522,17.14279473,33070.50758,17423.03243,4957.187559,2551.773906,299.2079371,201.9643792
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S1-N1-E1-M2,3760,0,0.435666095,24.07478689,314.6503566,77345.2202,19285083.38,1879012.011,4.445427218,43.94222816,64.97060555,159.8769037,19.83693016,21.57826189,31363.15572,30876.75918,9290.557399,5051.495033,451.3436941,311.9091807
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S1-N1-E1-M2,3760,0,0.449919463,2.405574247,317.7742219,78511.70901,2619235.952,1879012.011,4.446653098,44.80311495,66.3740867,160.2884426,20.05193224,21.80999233,31380.65907,31726.58165,9557.185496,5070.852913,459.2028791,317.2270088
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S1-N1-E1-M2,3760,0,0.444050914,13.240205,316.4880308,78006.72194,10952178.46,1879012.011,4.44613793,44.46692976,65.83968392,160.0831306,19.95083019,21.70131835,31372.83345,31357.30693,9445.917435,5060.8419,455.2577407,314.5644818
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S1-N1-E1-M2,3760,0,0.548860987,2.58103515,339.45892,90186.10262,2754183.386,1879012.011,4.453065787,51.59387781,77.66748063,161.8002655,21.05273574,22.89149447,31495.47366,40360.41769,12322.3855,5156.360633,503.9127069,347.5524208
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S2-N1-E1-M2,3760,0,0.443738789,24.08100264,316.4196232,79800.49557,19289863.93,1879012.011,4.60149844,44.46500901,65.20227127,160.4337657,19.99090533,21.72617353,33166.97384,31440.10918,9341.971525,5078.867433,457.1255023,315.4480812
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S2-N1-E1-M2,3760,0,0.459429236,2.417990943,319.8584484,81140.30821,2628785.665,1879012.011,4.60425555,45.42228879,66.74144315,160.8871863,20.22498571,21.97828891,33209.29355,32403.92705,9639.360828,5100.554778,465.835585,321.3364063
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S2-N1-E1-M2,3760,0,0.452916098,13.24943042,318.4309848,80558.58902,10959273.75,1879012.011,4.603202612,45.0441679,66.1496529,160.6604313,20.11423546,21.85929463,33192.27281,31982.38104,9514.783135,5089.326892,461.4480837,318.3770604
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S2-N1-E1-M2,3760,0,0.561727049,2.599133752,342.2787337,93308.23362,2768103.068,1879012.011,4.61510831,52.46738867,78.35343629,162.4794048,21.26349212,23.09990352,33404.8205,41364.27095,12482.98615,5190.914708,512.365111,352.8762028
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S3-N1-E1-M2,3760,0,0.529380732,24.13174015,335.1894945,155963.5908,19328886.28,1879012.011,8.643401293,48.81418148,67.36684485,165.3081899,21.75510386,23.30177313,102435.3806,37316.45843,9934.361606,5372.185231,542.0354544,363.1694652
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S3-N1-E1-M2,3760,0,0.557816537,2.536398972,341.4216792,159323.6959,2719853.586,1879012.011,8.668582239,50.60467706,70.31876358,166.0184598,22.11890033,23.69229625,102873.1569,39479.76288,10629.31031,5410.293612,557.553735,373.6184359
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S3-N1-E1-M2,3760,0,0.546434236,13.33451937,338.9270568,158046.0446,11024715.88,1879012.011,8.661454972,49.93061668,69.20827607,165.6685686,21.94863542,23.50950502,102750.5495,38625.53001,10360.19627,5391.195626,550.0267462,368.5464775
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S3-N1-E1-M2,3760,0,0.686087819,2.761121154,369.5344868,176006.7606,2892687.997,1879012.011,8.73219508,59.5313493,84.78405038,168.0418926,23.38730374,25.05769569,104006.3034,51153.56717,14288.24141,5528.887395,616.4014688,413.359789
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S1-N2-E1-M2,3760,0,0.525753751,24.08632415,334.3945808,79247.22367,19293956.72,1879012.011,4.447825117,44.80575271,66.44855939,165.7428773,25.2105194,27.73904686,31399.30353,31832.12678,9600.353581,5317.711886,645.8035049,451.9243891
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S1-N2-E1-M2,3760,0,0.544987484,2.423613349,338.6099766,80633.74791,2633109.872,1879012.011,4.449245947,45.78081762,68.04299818,166.4305365,25.67031744,28.23606083,31420.12928,32824.23134,9912.253142,5350.475019,663.0340933,463.6250307
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S1-N2-E1-M2,3760,0,0.536838876,13.25498619,336.8240722,80030.92089,10963546.71,1879012.011,4.448645407,45.39586678,67.42937758,166.0951299,25.45403546,28.00101713,31410.78392,32392.14952,9782.017994,5333.80553,654.4163957,457.7475349
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S1-N2-E1-M2,3760,0,0.663834378,2.608146429,364.6572712,93195.69326,2775034.741,1879012.011,4.456380889,52.97640227,80.01491684,169.0519699,27.72597627,30.43162503,31548.75113,42010.93877,12856.13374,5498.678047,755.5451291,525.6464424
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S2-N2-E1-M2,3760,0,0.535943474,24.09291803,336.6278298,81793.55753,19299028.09,1879012.011,4.605498209,45.36179801,66.71533451,166.4372146,25.48613251,28.02185203,33230.57229,32436.15248,9659.785525,5351.866961,656.3799261,458.8003473
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S2-N2-E1-M2,3760,0,0.556973805,2.436746482,341.2369804,83371.59465,2643210.599,1879012.011,4.608577841,46.44059423,68.45498308,167.1877466,25.98449958,28.56057904,33278.72502,33552.67454,10005.00871,5388.154057,675.3504103,471.6819076
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S2-N2-E1-M2,3760,0,0.548002117,13.26475066,339.2706841,82683.37168,10971056.59,1879012.011,4.60738745,46.01025284,67.77962765,166.8204108,25.74867777,28.30432766,33259.12125,33063.29579,9860.282654,5369.656354,665.827562,465.1880702
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S2-N2-E1-M2,3760,0,0.679892945,2.627276573,368.1767761,96469.87532,2789747.784,1879012.011,4.620519684,53.90653156,80.76614857,169.9302781,28.1158891,30.83740906,33495.87416,43089.47084,13033.11401,5543.684901,771.5467137,536.1846891
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S3-N2-E1-M2,3760,0,0.640321451,24.14620497,359.5040179,158734.3339,19340011.21,1879012.011,8.661046668,49.92781775,69.17834206,172.5292387,28.36772449,30.8398482,102723.1009,38619.17195,10333.92133,5718.199373,795.5485954,544.3917142
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S3-N2-E1-M2,3760,0,0.676317621,2.559701747,367.3931836,162438.5557,2737775.811,1879012.011,8.687228493,51.87745519,72.3852153,173.6681466,29.12113008,31.654008,103178.2611,40993.54943,11092.94559,5779.474861,827.9482468,566.3764494
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S3-N2-E1-M2,3760,0,0.661463794,13.35337285,364.1377179,161008.7287,11039216.14,1879012.011,8.679700654,51.13491981,71.1685435,173.1175946,28.76734498,31.26961435,103048.4904,40046.20976,10797.03877,5749.181202,812.1823865,555.6262167
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S3-N2-E1-M2,3760,0,0.829159362,2.795249921,400.8910203,180254.4699,2918936.52,1879012.011,8.753479311,61.29808112,87.65413491,177.0729499,31.70107746,34.41129762,104359.0292,53354.54571,14967.0582,5978.537872,948.2264112,647.0725145
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S1-N3-E1-M2,3760,0,0.623054649,24.09863036,355.719708,81312.07363,19303421.46,1879012.011,4.450419195,45.73253349,68.03731323,172.0746489,31.03078197,34.39401121,31438.82452,32866.41573,9936.137335,5607.615969,858.4912049,604.5888706
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S1-N3-E1-M2,3760,0,0.64814328,2.442946413,361.2183032,82948.0404,2647978.982,1879012.011,4.452059356,46.83329511,69.84261761,173.091213,31.78659974,35.21251846,31463.45402,34017.31839,10298.67685,5656.822631,887.4642614,624.3042416
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S1-N3-E1-M2,3760,0,0.637306613,13.27079599,358.8432656,82233.96773,10975706.07,1879012.011,4.451362682,46.3945148,69.14113723,172.6009484,31.43095536,34.82434714,31452.37107,33515.00517,10147.12583,5632.03062,873.0223081,614.4127372
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S1-N3-E1-M2,3760,0,0.789190015,2.637126704,392.1310661,96476.40167,2797323.545,1879012.011,4.459982178,54.46285612,82.54341223,176.9612094,35.03361564,38.66999061,31607.26801,43800.02366,13435.41849,5876.377843,1034.632988,722.680674
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S2-N3-E1-M2,3760,0,0.635576838,24.10562936,358.4641564,83957.68497,19308804.41,1879012.011,4.609793904,46.32442906,68.34240318,172.9200811,31.44121438,34.82623478,33299.51839,33514.73474,10004.4244,5649.325647,874.4641092,615.2176889
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S2-N3-E1-M2,3760,0,0.662865058,2.456848876,364.4448284,85805.2761,2658671.402,1879012.011,4.613232205,47.53686974,70.30329417,174.0231178,32.25768636,35.71062808,33354.25226,34801.46759,10403.11178,5703.422071,906.2035032,636.8188991
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S2-N3-E1-M2,3760,0,0.651005644,13.28113889,361.8456384,84996.23877,10983660.82,1879012.011,4.611888588,47.04896079,69.53533836,173.489162,31.87133313,35.28895552,33331.73155,34236.36495,10235.76815,5676.105382,890.3247384,625.944001
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S2-N3-E1-M2,3760,0,0.808777184,2.657359448,396.4239234,99916.2201,2812884.601,1879012.011,4.626356128,55.45382567,83.36542333,178.0595904,35.62312913,39.29559871,33595.061,44959.45938,13630.30588,5933.096751,1059.178845,739.1182437
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S3-N3-E1-M2,3760,0,0.759935493,24.16159537,385.7194458,161719.671,19351848.01,1879012.011,8.679459631,51.11983659,71.12169912,180.30805,35.5181059,38.97229457,103023.9758,40023.317,10765.44322,6093.613955,1071.888589,741.4323851
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S3-N3-E1-M2,3760,0,0.804602885,2.584594109,395.5090556,165806.8444,2756920.591,1879012.011,8.706719302,53.24307151,74.60780636,181.9426361,36.72674959,40.28207275,103497.9577,42630.07578,11595.26404,6182.070128,1124.342084,777.1346501
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S3-N3-E1-M2,3760,0,0.78575995,13.37347925,391.3793097,164207.2521,11054680.03,1879012.011,8.698760678,52.42569117,73.27439989,181.1600254,36.15852358,39.66190894,103360.4267,41580.07407,11269.63212,6138.661661,1098.809533,759.6479413
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S3-N3-E1-M2,3760,0,0.984691039,2.831611753,434.9784017,184847.3247,2946902.499,1879012.011,8.775770968,63.19090313,90.73674927,186.8913,40.77862994,44.60504838,104729.4572,55727.11197,15700.34114,6471.85011,1314.223478,904.3407889
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S1-N1-E2-M2,3760,0,0.435666095,24.07478689,314.6503566,77345.2202,19285083.38,1879012.011,4.445427218,43.94222816,64.97060555,159.8769037,19.83693016,21.57826189,31363.15572,30876.75918,9290.557399,5051.495033,451.3436941,311.9091807
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S1-N1-E2-M2,3760,0,0.470542439,0.382278673,322.2940937,78931.83186,1063114.099,1879012.011,4.446903349,44.97960246,66.66549593,164.1846489,20.12702885,21.89041419,31384.55204,31918.3311,9618.219181,5229.480567,462.0843221,319.16464
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S1-N1-E2-M2,3760,0,0.45551315,12.22793481,319.0001724,78200.22686,10173638.84,1879012.011,4.446251599,44.54697343,65.97545879,162.3116392,19.9833903,21.73645912,31374.48845,31437.07719,9472.243952,5144.655286,456.4142395,315.3477414
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S1-N1-E2-M2,3760,0,0.768121893,0.650445058,387.5136329,97097.73924,1269361.558,1879012.011,4.455589517,54.29766917,82.09814223,201.5404678,21.61638771,23.50537657,31544.63271,44012.87515,13457.4389,7186.817997,530.3456623,365.6288191
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S2-N1-E2-M2,3760,0,0.443738789,24.08100264,316.4196232,79800.49557,19289863.93,1879012.011,4.60149844,44.46500901,65.20227127,160.4337657,19.99090533,21.72617353,33166.97384,31440.10918,9341.971525,5078.867433,457.1255023,315.4480812
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S2-N1-E2-M2,3760,0,0.481656378,0.395105777,324.7299001,81592.70268,1072979.458,1879012.011,4.604758287,45.60621267,67.03989445,165.1130205,20.30363809,22.06237616,33217.43518,32605.48448,9702.273633,5275.247156,468.8815041,323.3807216
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S2-N1-E2-M2,3760,0,0.465266289,12.2373265,321.1377368,80767.33402,10180862.01,1879012.011,4.603462385,45.12693388,66.28787109,163.0752236,20.14828708,21.89595879,33196.24309,32065.51759,9541.742679,5181.958031,462.6701542,319.2024763
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S2-N1-E2-M2,3760,0,0.786696983,0.67030688,391.5846762,100376.4806,1284637.337,1879012.011,4.618986036,55.21624554,82.81818896,203.3642123,21.83997052,23.72707288,33480.67692,45078.97354,13626.50171,7279.523413,539.436608,371.3683542
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S3-N1-E2-M2,3760,0,0.529380732,24.13174015,335.1894945,155963.5908,19328886.28,1879012.011,8.643401293,48.81418148,67.36684485,165.3081899,21.75510386,23.30177313,102435.3806,37316.45843,9934.361606,5372.185231,542.0354544,363.1694652
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S3-N1-E2-M2,3760,0,0.596798363,0.517140164,349.9652016,160123.3309,1166836.42,1879012.011,8.672374679,50.82689158,70.66121551,173.7841363,22.2206874,23.79989611,102938.7704,39738.25013,10705.55648,5802.471832,561.8321907,376.4498421
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S3-N1-E2-M2,3760,0,0.569304316,12.32417248,343.939419,158461.8472,10247655.48,1879012.011,8.663998214,50.02878496,69.36350858,170.3321066,21.99376179,23.55725887,102794.4841,38731.02883,10392.31574,5622.450415,551.8304309,369.7376683
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S3-N1-E2-M2,3760,0,0.963690194,0.844619828,430.3757135,184272.6402,1418701.876,1879012.011,8.748476842,62.46188505,89.41898494,219.954137,24.03493847,25.75729122,104299.6702,55119.54503,15476.25652,8295.589421,647.2888898,434.2901843
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S1-N2-E2-M2,3760,0,0.525753751,24.08632415,334.3945808,79247.22367,19293956.72,1879012.011,4.447825117,44.80575271,66.44855939,165.7428773,25.2105194,27.73904686,31399.30353,31832.12678,9600.353581,5317.711886,645.8035049,451.9243891
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S1-N2-E2-M2,3760,0,0.569543723,0.401945687,343.9918891,81162.23073,1078240.05,1879012.011,4.449566097,46.00017469,68.40731777,170.8838697,25.83580851,28.41515233,31425.26335,33070.37643,9990.953984,5537.965599,669.590169,468.0811875
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S1-N2-E2-M2,3760,0,0.550142598,12.24334707,339.7398066,80268.49881,10185492.45,1879012.011,4.448788047,45.49222702,67.59458016,168.6032117,25.52419843,28.07680122,31412.927,32491.95482,9815.284385,5431.832309,657.0000613,459.5002377
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S1-N2-E2-M2,3760,0,0.901211588,0.683090658,416.6824768,100597.1222,1294469.374,1879012.011,4.45926156,55.85561231,84.74042311,211.0949236,28.86938337,31.66287289,31604.94084,45898.547,14066.58444,7655.47138,809.4842072,562.0943352
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S2-N2-E2-M2,3760,0,0.535943474,24.09291803,336.6278298,81793.55753,19299028.09,1879012.011,4.605498209,45.36179801,66.71533451,166.4372146,25.48613251,28.02185203,33230.57229,32436.15248,9659.785525,5351.866961,656.3799261,458.8003473
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S2-N2-E2-M2,3760,0,0.583273674,0.415542722,347.0010387,83937.69511,1088697.565,1879012.011,4.609191039,46.66915511,68.82833923,171.9896725,26.15726728,28.74741352,33288.92825,33811.18437,10086.13738,5592.829024,682.248992,476.3671023
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S2-N2-E2-M2,3760,0,0.562257945,12.2532974,342.3950884,82938.36398,10193145.27,1879012.011,4.607695084,46.11000053,67.94807411,169.524209,25.82183454,28.38327519,33263.94574,33167.39908,9894.39661,5477.047341,668.5453454,467.0298626
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S2-N2-E2-M2,3760,0,0.923424665,0.70412521,421.550846,104045.1072,1310647.102,1879012.011,4.624923381,56.83590193,85.53135615,213.1779539,29.28486992,32.0958407,33582.48218,47046.65837,14253.53127,7762.175713,826.769697,573.48996
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S3-N2-E2-M2,3760,0,0.640321451,24.14620497,359.5040179,158734.3339,19340011.21,1879012.011,8.661046668,49.92781775,69.17834206,172.5292387,28.36772449,30.8398482,102723.1009,38619.17195,10333.92133,5718.199373,795.5485954,544.3917142
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S3-N2-E2-M2,3760,0,0.720161574,0.542442219,377.002323,163381.1116,1186296.296,1879012.011,8.6913294,52.15288899,72.81411863,182.1160374,29.33924332,31.88870523,103249.3642,41322.37815,11190.91604,6208.504141,837.2767338,572.6723164
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S3-N2-E2-M2,3760,0,0.686636551,12.34380671,369.6547507,161484.1666,10262756.22,1879012.011,8.682393435,51.25360741,71.35915354,178.1272773,28.86165872,31.37066031,103094.9849,40178.18066,10837.88389,5998.899547,816.0170964,558.2005108
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S3-N2-E2-M2,3760,0,1.127508311,0.885084509,466.2792075,189098.3841,1449823.366,1879012.011,8.77094294,64.42965458,92.61580295,231.64268,33.00659,35.81353701,104674.2889,57591.95249,16239.09502,8893.052069,1010.773619,689.2219567
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S1-N3-E2-M2,3760,0,0.623054649,24.09863036,355.719708,81312.07363,19303421.46,1879012.011,4.450419195,45.73253349,68.03731323,172.0746489,31.03078197,34.39401121,31438.82452,32866.41573,9936.137335,5607.615969,858.4912049,604.5888706
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S1-N3-E2-M2,3760,0,0.677207626,0.423059927,367.5882432,83600.75778,1094479.067,1879012.011,4.452460786,47.10083571,70.28913819,178.1580878,32.06858523,35.51913549,31470.05827,34325.55608,10397.57785,5876.498064,898.9313502,632.1361542
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S1-N3-E2-M2,3760,0,0.652690115,12.25984477,362.2148187,82521.77577,10198180.87,1879012.011,4.451538837,46.5092005,69.33939253,175.4142248,31.548712,34.95175004,31455.0911,33637.68633,10188.30081,5745.755337,877.4914965,617.4507098
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S1-N3-E2-M2,3760,0,1.046427589,0.71798721,448.5090043,104413.8433,1321308.402,1879012.011,4.463255975,57.53224263,87.58957,221.4757938,36.83929205,40.6088498,31671.2512,47944.15183,14728.34761,8169.512441,1120.230242,780.3499996
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S2-N3-E2-M2,3760,0,0.635576838,24.10562936,358.4641564,83957.68497,19308804.41,1879012.011,4.609793904,46.32442906,68.34240318,172.9200811,31.44121438,34.82623478,33299.51839,33514.73474,10004.4244,5649.325647,874.4641092,615.2176889
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S2-N3-E2-M2,3760,0,0.693829935,0.43748485,371.2313016,86501.65225,1105573.312,1879012.011,4.613972302,47.81557665,70.76109576,179.4592807,32.5514508,36.02992538,33366.86242,35124.94353,10505.06541,5941.516406,918.2332437,645.0312456
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S2-N3-E2-M2,3760,0,0.667412805,12.27039492,365.4415435,85303.91344,10206295.02,1879012.011,4.612250769,47.1677737,69.73773707,176.5083971,31.99388985,35.42149498,33337.54715,34364.39545,10278.03514,5799.794157,895.0125688,629.1289724
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W4-S2-N3-E2-M2,3760,0,1.072655585,0.740274756,454.2573105,108046.1695,1338449.811,1879012.011,4.631336703,58.57885968,88.45739531,223.8429423,37.46908975,41.27768673,33693.53611,49181.09472,14934.84857,8291.719141,1146.8115,798.1594517
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W1-S3-N3-E2-M2,3760,0,0.759935493,24.16159537,385.7194458,161719.671,19351848.01,1879012.011,8.679459631,51.11983659,71.12169912,180.30805,35.5181059,38.97229457,103023.9758,40023.317,10765.44322,6093.613955,1071.888589,741.4323851
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W2-S3-N3-E2-M2,3760,0,0.853973655,0.569512725,406.3294897,166911.4382,1207116.292,1879012.011,8.71116137,53.57795051,75.13371394,191.1376603,37.09157195,40.67743167,103575.1804,43038.42429,11717.8815,6651.836122,1140.197793,787.9181
W4-S3-N3-E2-M4,W2-S1-N1-E2-M1,W2-S1-N2-E2-M1,W3-S3-N3-E2-M2,3760,0,0.813513843,12.36476068,397.4620418,164749.8859,10278871.97,1879012.011,8.701616318,52.56727936,73.50455182,186.5456557,36.31378239,39.82915625,103409.7486,41741.9677,11320.34053,6408.607924,1105.232326,763.9888642
