Policy1,Policy2,Policy3,Policy4,MSA,,BaselineAdjDeaths,BaselineAdjEmpDays,Deaths,Case,EmpDaysLost,Population,Death5_17,Death18_49,Death50_59,Death60_69,Death70_79,Death80,Case5_17,Case18_49,Case50_59,Case60_69,Case70_79,Case80
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S3-N2-E1-M3,5600,0,0.044539256,0.417759281,52234.4052,6486904.397,521712154.4,18007950.11,153.9894159,4867.88986,7468.997908,21341.34201,8319.233224,10082.95278,1858615.308,2984217.324,833866.8893,509676.3151,175482.6167,125045.9441
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S3-N2-E1-M3,5600,0,0.075670928,0.053101019,53791.21061,6913549.661,387523897,18007950.11,155.1847736,5064.899,7792.252852,21619.64056,8659.700879,10499.53254,1867910.343,3266149.189,919428.4496,527832.6047,193870.9561,138358.1183
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S3-N2-E1-M3,5600,0,0.054447303,0.233268047,52729.87814,6650007.792,453822407.2,18007950.11,154.6039529,4940.066681,7590.558873,21423.5537,8417.873992,10203.22094,1863568.817,3093187.044,868395.0418,515087.0584,180850.3819,128919.4485
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S3-N2-E1-M3,5600,0,0.10969417,0.065120619,55492.61514,7421892.962,391946912.5,18007950.11,156.8629641,5310.538828,8199.977804,21903.05404,9003.453239,10918.72826,1881209.474,3605262.872,1024872.699,546400.4327,212418.253,151729.2313
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S1-N3-E1-M3,5600,0,0.030786546,0.415823091,51546.67172,4738493.936,520999668.3,18007950.11,65.95322431,4695.180193,7407.645946,21192.68014,8200.821114,9984.391105,468311.1594,2685538.243,810203.1545,493940.597,163004.6068,117496.1755
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S1-N3-E1-M3,5600,0,0.064998303,0.046014424,53257.50335,5077947.308,384916146.1,18007950.11,66.36286156,4841.480879,7655.86351,21537.06826,8636.130809,10520.59704,476760.0196,2891289.396,873004.4716,516127.3768,186302.3665,134463.677
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S1-N3-E1-M3,5600,0,0.038760639,0.228557532,51945.43319,4808716.255,452089015,18007950.11,66.05501599,4729.076273,7465.825051,21273.67679,8301.918161,10108.8819,470203.9858,2727528.795,823447.7055,498642.898,167860.4527,121032.4174
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S1-N3-E1-M3,5600,0,0.100775893,0.054308923,55046.63775,5467159.883,387968385.8,18007950.11,66.79400868,5012.961803,7948.138135,21884.04055,9074.76134,11059.94191,486054.1546,3131843.274,947573.3003,539183.7523,210480.631,152024.7706
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S2-N3-E1-M3,5600,0,0.033663687,0.416032346,51690.54928,4844910.861,521076670.7,18007950.11,70.55081627,4709.310107,7416.854346,21227.22714,8238.516724,10028.09014,547538.0054,2704705.148,812769.3364,496103.5278,164957.8019,118837.0417
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S2-N3-E1-M3,5600,0,0.069722631,0.046925203,53493.75341,5226865.749,385251297.9,18007950.11,71.58956495,4867.613075,7678.922956,21589.67997,8695.467193,10590.48065,571030.3765,2930154.394,879719.0768,519628.6741,189581.9159,136751.3116
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S2-N3-E1-M3,5600,0,0.042374824,0.22903207,52126.16821,4931686.183,452263637.2,18007950.11,70.88444791,4748.029322,7481.61523,21315.12625,8347.895097,10162.61786,554653.2085,2754602.171,828034.2481,501323.1626,170330.0478,122743.345
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S2-N3-E1-M3,5600,0,0.107331273,0.055830194,55374.45345,5666997.258,388528188.5,18007950.11,72.85453922,5053.243282,7990.112457,21952.86909,9152.992972,11152.38111,600411.0826,3193032.684,959895.4116,543797.9767,214812.1477,155047.9551
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S3-N3-E1-M3,5600,0,0.069250965,0.418254562,53470.16673,6597879.768,521894409.5,18007950.11,154.4715403,4899.238718,7527.358319,21638.16498,8699.26102,10551.67215,1861866.994,3028904.668,848718.0061,526628.3676,193540.2426,138221.4893
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S3-N3-E1-M3,5600,0,0.113216714,0.054493349,55668.76743,7089192.835,388036251.4,18007950.11,155.7199282,5113.813666,7884.953914,22066.90353,9236.287259,11211.08914,1871532.98,3337551.076,943784.8455,554537.2992,222530.1218,159256.5124
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S3-N3-E1-M3,5600,0,0.083059047,0.234085279,54160.66922,6782483.925,454123135,18007950.11,155.1045846,4977.458995,7660.609905,21765.75738,8856.911426,10744.82694,1866933.414,3147336.919,886580.8241,535028.2188,202148.0187,144456.5299
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S3-N3-E1-M3,5600,0,0.158779081,0.066869581,57947.21045,7644545.584,392590501.9,18007950.11,157.4307204,5371.93688,8319.578601,22487.72624,9759.550919,11850.98708,1884957.935,3692341.448,1055737.154,581719.6326,250412.8863,179376.5273
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S1-N1-E2-M3,5600,0,0.004033775,0.415259847,50208.84256,4641658.653,520792403.7,18007950.11,65.73365087,4661.408302,7341.464829,20867.61628,7792.092971,9480.52653,464824.8252,2645974.929,796703.7692,479439.2188,148087.7567,106628.1537
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S1-N1-E2-M3,5600,0,0.034182613,0.008340216,51716.49926,4960942.629,371052655.7,18007950.11,66.10388543,4809.111994,7586.646018,21577.24608,7974.737174,9702.654101,472193.2973,2844621.147,856120.6213,516900.1912,157620.1221,113487.2493
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S1-N1-E2-M3,5600,0,0.010402798,0.208747945,50527.33906,4699931.272,444799412,18007950.11,65.81685773,4692.132913,7393.156419,21019.35293,7830.154125,9526.725822,466286.9168,2681641.978,807828.1299,486480.0495,149821.2973,107872.9006
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S1-N1-E2-M3,5600,0,0.069809831,0.018671826,53498.11401,5336422.778,374854518.9,18007950.11,66.50372958,4985.40492,7881.155642,22458.24735,8168.515747,9938.286618,480460.7769,3076926.342,927013.5267,563163.217,167945.142,120913.7738
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S2-N1-E2-M3,5600,0,0.005309446,0.415425893,50272.63522,4730795.471,520853505.7,18007950.11,69.95805461,4672.479463,7346.862093,20883.11499,7805.634467,9494.586149,536207.089,2660223.417,798172.3893,480385.7441,148763.847,107042.9847
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S2-N1-E2-M3,5600,0,0.036929979,0.009189522,51853.88717,5089246.344,371365186.3,18007950.11,70.95597545,4831.501886,7603.60462,21624.78975,7996.581731,9726.453202,558307.8743,2876995.01,860966.4172,519928.7797,158798.7416,114249.521
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S2-N1-E2-M3,5600,0,0.012338583,0.209165394,50624.14212,4803908.304,444953026.4,18007950.11,70.26656796,4707.532565,7404.117667,21051.07252,7846.766455,9544.386345,542604.8441,2702747.464,810963.4319,488491.2779,150684.1288,108417.157
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S2-N1-E2-M3,5600,0,0.074608533,0.02020581,53738.08332,5517996.35,375418999.6,18007950.11,72.25341417,5021.8341,7915.741786,22558.66183,8198.326035,9971.266163,587902.5539,3131667.849,937203.6796,569657.0159,169580.9338,121984.3179
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S3-N1-E2-M3,5600,0,0.023893046,0.417329684,51201.94761,6394075.096,521554069.9,18007950.11,153.5316936,4841.074319,7419.658958,21092.55296,8002.726842,9692.40284,1855531.946,2946536.215,821487.3018,495655.5404,160652.0116,114212.0819
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S3-N1-E2-M3,5600,0,0.064925352,0.016521348,53253.85525,6870662.964,374063178,18007950.11,154.909953,5055.704887,7765.637754,22083.59456,8228.322314,9965.685782,1866265.604,3246722.53,910862.1051,551299.459,172675.2985,122837.9678
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S3-N1-E2-M3,5600,0,0.037777586,0.214000102,51896.27354,6572197.676,446732119.6,18007950.11,154.2380496,4914.976499,7542.078009,21454.25499,8064.25953,9766.466462,1861242.092,3056895.196,855906.685,517628.5154,163956.6858,116568.5017
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S3-N1-E2-M3,5600,0,0.115611202,0.031690571,55788.50888,7444910.586,379645203.3,18007950.11,156.8966599,5321.980329,8201.461694,23396.61746,8462.800599,10248.75214,1881939.382,3603555.684,1020247.119,622454.6347,185041.1837,131672.5828
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S1-N2-E2-M3,5600,0,0.015874445,0.415516668,50800.96042,4683488.956,520886909.6,18007950.11,65.8329496,4676.552356,7371.087216,21011.93131,7972.589435,9702.96715,466361.8173,2663188.052,802573.5707,485669.0114,154441.3776,111255.1265
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S1-N2-E2-M3,5600,0,0.059779905,0.009505799,52996.54626,5079192.446,371481571.3,18007950.11,66.28694398,4844.894997,7655.028665,21899.37543,8356.071369,10174.88885,475614.2634,2895365.303,872967.085,534463.3566,174748.3151,126034.1225
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S1-N2-E2-M3,5600,0,0.025392067,0.209238349,51276.90936,4759108.348,444979872.7,18007950.11,65.9372123,4712.538805,7432.71379,21206.77034,8054.843573,9804.105639,468262.1106,2706860.264,816353.2508,495246.4639,158314.3785,114071.8794
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S1-N2-E2-M3,5600,0,0.108739462,0.020451944,55444.87293,5523741.764,375509572.8,18007950.11,66.76775478,5039.289523,7984.456635,22949.4017,8748.147815,10656.8095,485714.5583,3156278.529,953547.9886,591289.872,195676.9372,141233.8795
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S2-N2-E2-M3,5600,0,0.017869632,0.415702661,50900.73397,4780477.16,520955352,18007950.11,70.23231723,4689.027846,7378.212972,21036.00492,7996.951199,9730.304709,541380.925,2679656.753,804531.8966,487153.0582,155678.0782,112076.4492
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S2-N2-E2-M3,5600,0,0.063784195,0.010427631,53196.78928,5221163.748,371820790.2,18007950.11,71.39898321,4869.71899,7675.152267,21962.2515,8396.611551,10221.65598,567591.5827,2931796.898,878757.6072,538509.8227,176961.1412,127546.697
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S2-N2-E2-M3,5600,0,0.028272302,0.20969863,51420.94161,4873405.516,445149248.6,18007950.11,70.59009016,4729.829625,7446.116316,21250.1718,8085.372385,9838.861389,548928.0355,2731126.15,820223.5358,498031.3475,159932.1746,115164.2723
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S2-N2-E2-M3,5600,0,0.115188163,0.022070948,55767.35394,5722708.94,376105339.7,18007950.11,72.86334921,5078.632022,8023.088746,23069.79689,8802.77217,10720.20076,601223.0798,3215596.046,964885.3089,599057.2934,198665.432,143281.78
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S3-N2-E2-M3,5600,0,0.044539256,0.417759281,52234.4052,6486904.397,521712154.4,18007950.11,153.9894159,4867.88986,7468.997908,21341.34201,8319.233224,10082.95278,1858615.308,2984217.324,833866.8893,509676.3151,175482.6167,125045.9441
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S3-N2-E2-M3,5600,0,0.101465917,0.018065798,55081.14387,7043959.441,374631510.2,18007950.11,155.4407654,5104.800732,7857.994038,22534.2497,8780.148973,10648.50966,1869872.925,3318094.236,935051.3965,577939.1912,200094.0572,142907.6347
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S3-N2-E2-M3,5600,0,0.062969852,0.214791817,53156.06635,6690235.36,447023457.8,18007950.11,154.7206797,4948.929969,7605.055866,21764.00865,8445.73738,10237.61381,1864484.474,3105735.209,872163.2757,535550.1182,182314.353,129987.9296
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S3-N2-E2-M3,5600,0,0.166556952,0.033716794,58336.15939,7676074.675,380390820,18007950.11,157.4739076,5386.813909,8327.379249,24019.81043,9237.312323,11207.36957,1885750.446,3694831.685,1052540.93,658920.717,223919.858,160111.0394
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S1-N3-E2-M3,5600,0,0.030786546,0.415823091,51546.67172,4738493.936,520999668.3,18007950.11,65.95322431,4695.180193,7407.645946,21192.68014,8200.821114,9984.391105,468311.1594,2685538.243,810203.1545,493940.597,163004.6068,117496.1755
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S1-N3-E2-M3,5600,0,0.09095886,0.010852649,54555.71614,5224838.759,371977189.7,18007950.11,66.50699587,4887.292957,7736.409097,22288.36655,8823.873588,10753.26695,479854.8092,2956985.85,893491.9614,556232.2703,196412.0211,141861.8466
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S1-N3-E2-M3,5600,0,0.044252581,0.209823933,52220.0694,4836319.567,445195357.8,18007950.11,66.08337615,4737.525565,7481.340975,21440.84767,8339.157947,10155.11387,470770.5932,2739280.613,827334.5401,506796.2022,169732.0582,122405.5601
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S1-N3-E2-M3,5600,0,0.154538886,0.022444344,57735.17045,5743616.89,376242743.5,18007950.11,67.07991386,5101.147667,8103.457587,23521.90942,9435.500549,11506.07531,492051.7627,3248329.254,984387.7219,624379.8375,228965.0149,165503.2993
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S2-N3-E2-M3,5600,0,0.033663687,0.416032346,51690.54928,4844910.861,521076670.7,18007950.11,70.55081627,4709.310107,7416.854346,21227.22714,8238.516724,10028.09014,547538.0054,2704705.148,812769.3364,496103.5278,164957.8019,118837.0417
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S2-N3-E2-M3,5600,0,0.096412567,0.011853789,54828.44034,5382319.465,372345593.1,18007950.11,71.91165789,4914.812471,7760.099082,22368.77246,8886.172651,10826.67202,578527.1845,2997913.088,900347.4796,561445.3733,199836.978,144249.3616
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S2-N3-E2-M3,5600,0,0.048275849,0.210333425,52421.26151,4962887.839,445382842.4,18007950.11,70.96644452,4757.013084,7497.63164,21498.28497,8386.661389,10210.70398,556463.7024,2767307.785,832093.8311,510535.4169,172300.0284,124187.0753
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S2-N3-E2-M3,5600,0,0.162774089,0.024149753,58146.98928,5961117.81,376870306,18007950.11,73.55853665,5143.510605,8146.349994,23663.64465,9517.3329,11602.59259,616540.3073,3312218.266,996891.7659,633467.0861,233408.3062,168592.0777
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S3-N3-E2-M3,5600,0,0.069250965,0.418254562,53470.16673,6597879.768,521894409.5,18007950.11,154.4715403,4899.238718,7527.358319,21638.16498,8699.26102,10551.67215,1861866.994,3028904.668,848718.0061,526628.3676,193540.2426,138221.4893
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S3-N3-E2-M3,5600,0,0.144210515,0.019798036,57218.67833,7244347.782,375268945.4,18007950.11,155.9996407,5160.716445,7964.35892,23058.28192,9429.415802,11449.90561,1873672.696,3399677.483,963020.749,608997.1185,232470.2628,166509.4726
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S3-N3-E2-M3,5600,0,0.093055385,0.215700781,54660.55736,6830652.487,447357941.7,18007950.11,155.2290764,4988.42976,7679.183504,22132.16162,8903.328375,10802.22502,1867904.602,3163253.575,891530.1324,557096.0263,204611.873,146256.2785
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S3-N3-E2-M3,5600,0,0.224319578,0.035921295,61224.70225,7932999.975,381202040.3,18007950.11,158.0787723,5458.58713,8468.135254,24721.71362,10121.28172,12296.90575,1889731.222,3795211.122,1088413.576,699631.8385,267922.213,192090.0025
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S1-N1-E1-M4,5600,0,0.013674711,0.416735925,50690.95805,4711201.144,521335576.3,18007950.11,66.04222165,4689.6766,7410.876435,21056.01337,7882.078601,9586.270829,469511.9809,2681095.627,811602.4474,488559.8838,151459.9358,108971.2693
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S1-N1-E1-M4,5600,0,0.043523564,0.050292195,52183.61339,5133599.892,386490295.7,18007950.11,66.69525005,4898.289135,7753.196833,21315.80181,8190.583405,9959.046962,482819.1957,2962639.199,894454.4606,505223.4193,167807.7919,120655.825
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S1-N1-E1-M4,5600,0,0.019719305,0.229728298,50993.23083,4789511.717,452519837.8,18007950.11,66.18386526,4732.10892,7482.20824,21108.89755,7943.487564,9660.344691,472104.2811,2732724.327,827642.3321,491615.1591,154374.6864,111050.9312
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S1-N1-E1-M4,5600,0,0.07489585,0.062259003,53752.45118,5575836.869,390893884.8,18007950.11,67.39052141,5132.669367,8141.189011,21577.49388,8500.48993,10333.21847,496925.8921,3257418.399,984330.6368,521534.7169,183658.445,131968.7785
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S2-N1-E1-M4,5600,0,0.01664789,0.417065204,50839.63818,4910734.023,521456745.6,18007950.11,74.59546603,4710.925848,7423.997123,21093.9548,7915.382673,9620.782269,629226.0043,2711655.894,815438.6099,491065.0655,153268.9876,110079.4617
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S2-N1-E1-M4,5600,0,0.048690863,0.051857822,52442.01513,5412626.698,387066420.8,18007950.11,76.64277984,4941.587123,7790.969132,21373.14514,8243.403737,10016.26722,675804.2334,3028648.655,905663.8943,509159.4019,170786.2012,122564.3126
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S2-N1-E1-M4,5600,0,0.023660879,0.230547939,51190.3376,5022303.566,452821452.1,18007950.11,75.23765527,4762.905499,7508.694343,21154.5512,7984.771113,9704.177797,643280.1302,2779372.732,835737.0513,494712.2031,156691.6509,112509.799
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S2-N1-E1-M4,5600,0,0.082460019,0.065009634,54130.71355,5956902.324,391906071.9,18007950.11,79.25184152,5202.884173,8215.852983,21652.88277,8570.213125,10409.62866,735070.5383,3366125.08,1006856.143,526753.8909,187589.4201,134507.2509
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S3-N1-E1-M4,5600,0,0.058297194,0.421060349,52922.40012,6953052.473,522926893.3,18007950.11,182.3826526,5053.554704,7591.790818,21594.71385,8389.316561,10110.64153,2015099.12,3241464.888,864971.7262,525041.0776,179805.6168,126670.0447
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S3-N1-E1-M4,5600,0,0.098911767,0.064657972,54953.41815,7554967.876,391776665.9,18007950.11,183.223063,5366.657877,8112.224505,21933.22893,8778.247237,10579.83654,2018291.967,3655094.528,993904.1239,546469.4746,200063.9903,141143.7916
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S3-N1-E1-M4,5600,0,0.072738931,0.239846725,53644.58988,7222363.822,456243252.7,18007950.11,182.8238379,5181.954301,7813.444387,21702.2285,8509.301416,10254.83743,2016865.236,3429037.415,926207.0623,532307.8952,186503.4895,131442.7242
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S3-N1-E1-M4,5600,0,0.140672543,0.082381304,57041.75451,8161369.52,398298561.4,18007950.11,184.4029245,5720.88852,8707.396063,22260.79868,9146.311173,11021.95715,2022789.502,4072236.198,1128681.565,565984.3129,217875.8318,153802.11
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S1-N2-E1-M4,5600,0,0.03318449,0.417188577,51666.58601,4785547.734,521502144.7,18007950.11,66.22546562,4714.861181,7460.844426,21295.54465,8178.502289,9950.608003,472545.3005,2711619.378,822161.7447,499599.1359,162578.9139,117043.2606
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S1-N2-E1-M4,5600,0,0.085630191,0.051983265,54289.24473,5331722.431,387112581.8,18007950.11,67.0354697,4955.63427,7864.115498,21821.26973,8831.409163,10749.7806,489477.5366,3046044.199,922493.6817,533667.6084,197635.2022,142404.2033
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S1-N2-E1-M4,5600,0,0.044256166,0.230525618,52220.24871,4893204.172,452813238.3,18007950.11,66.40690699,4765.937809,7548.522268,21407.08932,8314.844251,10117.44815,476007.8035,2776985.345,842758.3032,506251.1365,169297.0586,121904.5257
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S1-N2-E1-M4,5600,0,0.137566154,0.064714311,56886.41292,5874584.223,391797397.9,18007950.11,67.87602676,5216.338341,8303.706141,22327.2515,9457.335535,11513.90538,506837.2722,3381356.695,1026268.57,565071.3279,229612.1694,165438.1884
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S2-N2-E1-M4,5600,0,0.037993548,0.417566394,51907.07317,5005819.784,521641175,18007950.11,75.21763236,4739.484023,7478.38299,21355.40414,8239.533235,10019.05114,641783.7643,2747884.005,827338.1567,503587.5936,165947.2076,119279.0574
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S2-N2-E1-M4,5600,0,0.09375661,0.053689802,54695.62361,5641958.495,387740559.4,18007950.11,77.59976378,5004.029677,7909.062723,21913.62704,8929.238709,10862.0657,696441.1046,3120415.737,935826.0817,539974.8372,203154.136,146146.5987
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S2-N2-E1-M4,5600,0,0.050576104,0.231444105,52536.29061,5152533.332,453151226.5,18007950.11,75.96257969,4801.239712,7581.210813,21480.83862,8391.918414,10205.12048,658283.6485,2831553.448,852817.3682,511311.3139,173696.6081,124870.9447
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S2-N2-E1-M4,5600,0,0.148734351,0.067593539,57444.90237,6289724.124,392856906.6,18007950.11,80.50747493,5291.669041,8386.140759,22445.59118,9582.771721,11658.2222,762327.182,3496957.898,1050696.013,573060.3139,236548.6532,170134.0644
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S3-N2-E1-M4,5600,0,0.10062008,0.42191239,55038.846,7139865.895,523240430.2,18007950.11,182.7217687,5104.367687,7691.888559,22104.57843,9041.120899,10914.16866,2016187.104,3314868.114,891317.7015,555273.1414,212037.4033,150182.4304
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S3-N2-E1-M4,5600,0,0.166533815,0.066939345,58335.00236,7848100.772,392616173.8,18007950.11,183.597135,5445.887082,8273.783981,22742.5736,9821.902004,11867.25856,2019498.623,3766284.972,1035884.987,595010.9006,252244.3835,179176.9057
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S3-N2-E1-M4,5600,0,0.1231259,0.241245617,56164.29735,7448664.293,456758021.9,18007950.11,183.1749088,5243.349997,7936.071808,22306.60347,9284.468618,11210.62855,2017986.846,3517747.436,958770.7397,568748.6469,225516.2294,159894.3947
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S3-N2-E1-M4,5600,0,0.229169224,0.084985316,61467.21911,8514478.17,399256795.2,18007950.11,184.7956403,5814.864192,8908.136912,23322.88722,10520.77192,12715.76322,2024014.616,4195818.759,1178295.174,628436.1121,285169.3598,202744.1499
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W1-S1-N3-E1-M4,5600,0,0.059604451,0.41775565,52987.77228,4891257.699,521710818.3,18007950.11,66.46072237,4747.889713,7526.5227,21617.21538,8582.390765,10447.293,476662.5596,2754309.567,836908.755,515489.6167,178950.3501,128936.8506
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W2-S1-N3-E1-M4,5600,0,0.138844451,0.053998711,56950.33689,5583634.886,387854232.8,18007950.11,67.46050929,5025.870587,8000.523173,22458.23089,9646.122246,11752.12948,498051.7998,3150408.04,957661.4986,570357.8141,236525.9363,170629.7976
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W3-S1-N3-E1-M4,5600,0,0.077229404,0.231523209,53869.14551,5037851.682,453180335.4,18007950.11,66.69277852,4809.756883,7634.701649,21805.09344,8817.227852,10735.67291,481275.5237,2837538.349,863445.0783,527043.562,190923.3507,137625.8179
W4-S3-N3-E2-M4,W1-S1-N1-E2-M1,W2-S1-N1-E2-M1,W4-S1-N3-E1-M4,5600,0,0.212757655,0.067512353,60646.52374,6229451.7,392827031.3,18007950.11,68.46617926,5314.093864,8494.130795,23226.14096,10612.28588,12931.40607,519093.8185,3526493.053,1075417.361,617444.8782,285318.4731,205684.1154
